科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"106,399,969.04","43,070,277.33","132,529,388.46",,"134,672,255.90","76,017,166.62","308,572,997.53","43,572,334.99","68,862,636.70","95,698,648.50","279,401,492.30","63,244,300.49","66,181,586.25","63,763,974.52","272,396,904.92","262,267,451.93"
短期借款,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"4,614,755.00","1,492,272.00",,,"2,881,600.00","4,260,000.00","10,449,019.20","35,140,712.82","7,255,262.10","1,139,658.00","2,186,671.40","6,887,472.74","20,008,642.40","8,069,820.00","31,606,683.00","28,503,182.12"
应付票据,"3,707,072.16","640,215.00","3,838,165.62",,"1,782,268.13","3,444,400.00","4,399,712.30","5,502,100.00","4,826,765.00","5,123,209.00","8,322,600.00","7,471,831.20","11,774,890.78","9,251,536.36","4,211,058.49","8,227,067.89"
应收账款,"75,195,806.32","93,944,028.66","103,493,143.74",,"116,556,952.27","106,821,489.27","152,796,538.05","104,745,315.16","122,156,334.54","155,596,177.00","154,221,405.52","208,554,315.35","211,240,608.98","187,468,701.52","192,452,200.26","190,848,957.42"
应付账款,"20,522,805.28","27,469,327.85","36,329,465.23",,"41,016,187.79","47,047,940.17","57,315,975.62","50,090,737.89","41,681,856.68","61,397,867.19","69,871,907.73","64,164,938.74","58,912,046.77","89,690,537.71","58,398,243.92","51,212,001.13"
预付款项,"4,740,373.89","3,719,273.90","3,255,130.66",,"5,668,196.20","13,840,455.02","10,034,661.90","1,959,779.79","19,639,279.16","46,899,353.91","4,143,380.85","7,745,854.02","11,264,347.16","19,060,244.57","11,764,928.41","10,863,484.95"
预收款项,"91,076,157.81","104,915,205.73","73,737,135.14",,"52,032,841.61","64,008,143.99","89,816,817.52","88,611,796.71","95,862,943.66","146,492,281.15","89,159,287.34","92,630,590.78","99,831,613.69","122,125,016.41","135,172,489.33","115,022,854.54"
其他应收款,"7,237,478.12","9,992,323.88","7,197,066.19",,"5,878,670.08","6,922,090.08","8,797,237.58","4,971,555.02","8,126,348.51","6,765,846.79","6,844,465.18","7,064,369.01","2,795,357.92","3,508,877.87","4,737,188.44","6,377,423.97"
应付职工薪酬,"3,527,463.02","4,899,900.17","5,323,784.40",,"2,973,770.91","3,310,174.68","5,885,976.47","3,503,650.12","3,622,354.81","3,858,197.11","6,442,534.13","4,613,366.20","4,404,964.79","4,288,304.91","7,836,940.62","4,028,081.00"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"8,641,898.58","8,279,425.49","13,147,174.50",,"13,004,315.94","7,890,345.22","10,697,804.47","8,714,912.69","7,531,923.89","4,973,578.36","15,401,454.99","20,806,958.34","16,729,323.52","15,185,603.62","22,683,634.79","18,341,488.14"
应收利息,,,,,,"1,000,000.00",,,,,,"1,880,000.00",,,,
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"82,541,564.61","125,675,774.65","122,336,489.73",,"121,886,496.95","149,604,633.08","157,186,968.27","178,714,815.04","188,964,638.81","206,694,019.12","209,612,272.66","204,787,643.10","199,974,765.17","243,001,000.17","216,220,949.51","202,889,407.28"
