科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收回投资收到的现金,,"14,000.00","763,361.00",,,,,,,,,,,,,"500,000.00","1,000,000.00",,,,,"7,200,000.00",,,,,,,
客户存款和同业存放款项净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,"411,450.59","795,020.29","323,885.20",,"650,000.00","15,823,942.60",,"30,000,000.00","62,779,690.18","30,803,400.00","24,647,347.94",,"965,342.60","965,342.60",,,"31,205,100.00","31,205,100.00",,"1,205,100.00","83,705,100.00","93,263,437.14","128,370,436.11",,"87,325,017.38","86,230,218.00",,,"75,803,400.00"
向中央银行借款净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"1,668,723.59",,"33,652,633.59","315,724.50","8,865,406.35","3,997,057.65","1,000,130,970.00","20,349,781.75","130,931,111.09","203,801,852.43","288,476.15","-34,034.62","279,679.38","1,378,463,952.06","911,828.32","14,953,504.80","6,224,015,248.11","13,770,697.24","11,500.00","32,250.00","26,811,969,359.61","26,829,566,120.51","800,283,237.97","800,351,021.70","800,219,638.90","899,239,311.56","288,454.87","1,487,598.43","287,830.86"
向其他金融机构拆入资金净增加额,,,,,,,,,,"200,000,000.00","1,500,000,000.00",,,,"1,400,000,000.00",,"2,981,000,000.00",,,,,,,"948,000,000.00",,,,"700,000,000.00",
投资活动现金流入小计,"2,080,174.18","23,522,389.73","34,739,879.79","315,724.50","9,515,406.35","19,821,000.25","1,000,130,970.00","50,349,781.75","193,710,801.27","234,605,252.43","24,935,824.09","-34,034.62","1,245,021.98","1,379,429,294.66","911,828.32","15,453,504.80","6,256,220,348.11","44,975,797.24","11,500.00","1,237,350.00","26,895,674,459.61","26,930,029,557.65","928,653,674.08","800,351,021.70","887,544,656.28","985,469,529.56","288,454.87","1,487,598.43","76,091,230.86"
收取利息、手续费及佣金的现金,"2,157,243,379.95","3,266,582,297.98","2,705,628,227.48","979,537,495.15","1,534,766,892.14","2,047,334,265.17","483,401,032.04","943,098,493.53","1,467,369,242.74","1,921,856,602.34","653,353,305.45","1,282,311,736.24","2,092,701,303.99","2,922,605,543.95","813,158,112.01","1,602,340,316.31","3,255,354,571.97","4,480,270,533.94","1,913,000,636.62","5,776,024,803.60","8,953,182,485.39","11,981,996,496.33","2,301,761,673.49","4,499,632,886.10","6,948,104,605.70","8,884,295,687.77","1,974,869,049.00","3,423,354,411.31","6,717,504,003.58"
投资支付的现金,"39,184,000.00",,,,"129,100,000.00","1,697,100,000.00",,,,,"12,416,400.00","143,886,000.00","338,743,500.00","105,406,250.00",,,"99,559,210.00","94,199,210.14",,"30,000,000.00","439,029,750.00","736,070,421.64","73,250,148.80",,,"345,231,951.08",,,
