科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
存货,"49,213,428.65","63,269,018.92","62,191,338.80",,"62,366,590.39","73,419,647.90","80,201,143.18","102,080,886.81","105,284,629.13","128,539,487.62","104,852,336.63","119,675,735.59"
其他应付款,"20,400.00",,,,,,,"54,016.00","2,250,000.00",,,
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,"32,500,000.00",,,,,,,,,,
其他流动资产,,,"20,341.88",,,,"67,000,000.00","47,000,000.00","22,188,588.13","32,296,668.54","30,593,959.04","971,106.49"
其他流动负债,,,,,,,,,,,,
流动资产合计,"156,485,213.92","163,434,790.61","185,200,626.96",,"191,252,937.04","323,247,896.92","309,978,712.51","293,350,368.63","311,514,049.65","323,575,992.40","318,347,380.98","309,950,631.85"
流动负债合计,"93,549,498.10","141,528,644.21","120,880,356.67",,"108,822,586.63","117,337,893.67","107,537,975.44","103,118,893.98","141,509,355.49","152,710,108.48","147,363,644.01","137,520,472.93"
可供出售金融资产,,,,,,,,,,,,
长期借款,"22,600,000.00",,,,,,,,,,,
持有至到期投资,,,,,,"12,000,000.00",,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"47,191,743.48","122,815,774.95","119,576,532.81",,"121,375,513.38","118,757,276.68","126,334,175.31","145,066,302.01","165,346,952.36","168,659,274.06","174,450,406.51","171,739,884.20"
递延所得税负债,,,,,,,,,,,,
在建工程,"32,958,617.44",,,,,"3,400,000.01","5,957,843.55","354,415.08","4,658,680.77","11,053,907.70","13,882,753.50","22,488,884.87"
其他非流动负债,"1,500,000.00","4,510,000.00","4,390,000.00",,"4,330,000.00","4,300,000.00","4,038,957.58","3,909,939.40","7,919,175.40","7,789,038.49","7,608,492.35","7,456,179.43"
工程物资,,,,,,,,,,,,
非流动负债合计,"24,100,000.00","4,510,000.00","4,390,000.00",,"4,330,000.00","4,300,000.00","4,038,957.58","3,909,939.40","7,919,175.40","7,789,038.49","7,608,492.35","7,456,179.43"
固定资产清理,,,,,,,,,,,,
负债合计,"117,649,498.10","146,038,644.21","125,270,356.67","123,313,400.00","113,152,586.63","121,637,893.67","111,576,933.02","107,028,833.38","149,428,530.89","160,499,146.97","154,972,136.36","144,976,652.36"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"17,916,070.66","17,916,070.66","17,916,070.66",,"17,916,070.66","122,072,070.66","122,072,070.66","122,072,070.66","122,072,070.66","122,072,070.66","122,072,070.66","122,072,070.66"
无形资产,"26,913,366.56","26,685,641.50","26,385,552.84",,"26,062,707.05","25,866,761.18","27,389,884.58","27,467,558.30","27,366,018.04","27,114,401.79","28,175,959.68","27,986,947.75"
盈余公积,"7,497,025.56","9,381,272.81","12,578,785.31",,"12,578,785.31","12,578,785.31","15,353,718.30","15,353,718.30","15,353,718.30","15,353,718.30","17,774,406.32","17,774,406.32"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"50,281,483.62","69,515,269.72","104,546,476.45",,"125,192,318.98","131,794,642.82","143,235,965.12","151,702,619.75","134,085,926.04","145,224,686.14","155,715,522.90","165,713,234.13"
长期待摊费用,"4,238,375.83","4,261,841.03","3,436,987.94",,"4,332,521.04","3,966,162.37","3,536,034.95","3,430,352.06","2,874,206.48","3,039,014.25","12,469,375.83","12,944,699.06"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"556,760.71","653,209.31","711,988.54",,"816,083.07","845,295.30","981,202.88","890,251.16","966,501.09","901,616.36","1,171,079.74","1,169,958.11"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,"18,060,833.32","25,597,994.85","8,213,837.50","8,805,415.51","2,037,180.00","4,255,357.63"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"111,858,864.02","154,416,466.79","150,111,062.13",,"152,586,824.54","164,835,495.54","182,259,974.59","202,806,873.46","209,426,196.24","219,573,629.67","232,186,755.26","240,585,731.62"
所有者权益(或股东权益)合计,"150,694,579.84","171,812,613.19","210,041,332.42","218,159,300.00","230,687,174.95","366,445,498.79","380,661,754.08","389,128,408.71","371,511,715.00","382,650,475.10","395,561,999.88","405,559,711.11"
资产总计,"268,344,077.94","317,851,257.40","335,311,689.09","341,472,700.00","343,839,761.58","488,083,392.46","492,238,687.10","496,157,242.09","520,940,245.89","543,149,622.07","550,534,136.24","550,536,363.47"
负债和所有者(或股东权益)合计,"268,344,077.94","317,851,257.40","335,311,689.09","341,472,700.00","343,839,761.58","488,083,392.46","492,238,687.10","496,157,242.09","520,940,245.89","543,149,622.07","550,534,136.24","550,536,363.47"
