科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"380,380,699.79","489,908,558.82","489,323,452.59","295,969,735.59","496,263,139.94","685,687,582.75","197,275,156.75","424,203,099.17","674,419,568.97","855,698,209.03","199,619,926.55","416,413,996.92","639,200,126.18","810,725,853.22","212,217,415.03","442,456,819.94","708,447,445.83","896,410,315.80","228,893,713.81","466,487,447.64","681,177,057.50","872,609,420.31","188,025,874.21","324,431,449.49","531,032,140.41","700,825,174.66","144,016,752.31","308,021,260.61","549,927,444.42","727,895,014.30","142,070,655.23","386,368,369.51","629,443,527.95"
二、营业利润,"30,899,534.48","43,171,277.78","48,469,148.44","31,089,978.59","60,392,119.19","75,393,935.59","17,590,537.23","41,032,131.28","72,834,301.15","85,938,128.14","9,590,780.43","22,129,065.70","36,922,704.67","43,978,599.65","8,993,834.28","30,470,446.78","38,983,842.73","82,691,314.39","14,774,620.35","36,282,198.87","36,756,764.45","21,975,144.67","-23,071,911.74","-44,801,315.57","-59,806,064.43","-103,651,419.40","-25,699,010.89","-53,971,436.97","-81,190,738.53","-37,862,514.85","-35,514,496.38","-39,684,789.10","-59,097,616.20"
减:营业成本,"302,582,607.08","388,302,811.28","370,270,119.50","220,641,745.59","364,869,327.16","508,141,300.51","152,139,065.06","327,434,606.07","518,629,424.47","654,597,751.00","157,313,153.82","326,493,174.04","492,797,805.99","619,369,859.01","164,378,862.12","336,362,734.78","530,622,546.91","650,799,164.55","170,057,613.37","332,522,623.76","489,350,736.10","618,574,036.08","155,507,228.60","256,572,138.58","408,122,094.92","557,217,158.07","117,608,176.58","246,258,184.12","430,769,819.04","581,242,548.06","121,351,628.00","314,964,962.21","515,259,518.55"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,"146,585.17","226,889.73","341,483.46","516,735.61","200,391.39","409,106.18","614,709.02","854,510.47","164,539.41","410,307.00","646,530.46","903,029.21","241,331.15","463,879.52","1,101,598.67","1,337,768.31","238,671.98","575,892.30","871,206.98","1,132,814.41","237,973.28","596,701.12","890,123.20","1,189,852.27","222,883.43","473,997.37","804,964.58","2,942,522.06","855,732.03","1,824,018.33","2,757,358.59"
营业外收入,"195,375.20","214,622.50","213,641.16","360,979.92","360,979.92","1,005,400.53","355,624.00","1,673,236.30","1,804,480.96","2,182,324.92","898,714.73","2,431,688.48","2,687,262.23","3,252,610.56","266,143.75","695,640.72","20,841,326.49","37,132,339.05","811,305.96","1,444,934.71","2,456,783.62","4,178,328.80","3,897,173.75","4,876,251.91","5,950,751.86","5,106,724.68","840,473.92","2,007,612.53","19,131,122.25","25,519,637.92","1,060,741.70","419,630.12","9,103,095.95"
销售费用,"12,762,037.57","16,186,353.15","26,411,069.25","19,265,826.09","31,971,534.64","50,037,462.87","12,682,847.86","28,087,733.67","41,598,172.82","63,373,052.64","17,122,890.43","33,786,939.87","58,864,038.71","84,017,549.20","22,682,960.40","44,226,562.00","70,859,497.47","89,155,254.20","29,001,377.26","53,180,142.09","77,355,848.26","112,242,054.86","31,266,534.59","56,953,847.01","80,350,821.87","95,508,223.70","24,473,515.35","54,306,564.80","74,299,414.43","82,350,412.55","22,200,289.16","40,323,734.98","65,427,245.55"
减:营业外支出,"32,980.52","722,577.77","55,196.48","2,900.00","503,615.50","1,953,408.71","40,324.00","40,324.00","262,711.22","461,680.11","305,728.00","272,982.40","475,404.26","803,437.03",,,,"523,897.08",,,"2,104.00","5,102.55","200,000.00","200,000.00","639,955.18","11,984,958.96","100,000.00","545,253.33","590,467.84","2,438,575.53","455,738.83","456,833.25","528,192.70"
管理费用,"19,917,295.80","25,967,659.41","32,103,070.44","18,842,460.15","28,914,656.36","38,263,583.34","15,793,829.29","29,538,471.40","44,572,463.79","59,375,577.44","16,720,116.86","33,004,989.89","49,546,003.45","61,190,964.82","17,263,961.75","33,117,087.63","58,752,831.69","66,053,556.33","17,389,043.90","36,042,271.25","58,030,655.48","90,918,956.00","20,765,645.06","46,789,709.20","91,545,528.88","135,090,445.52","22,604,410.93","46,955,848.16","100,456,460.26","144,607,187.72","28,631,960.51","57,980,861.60","88,442,919.30"
其中:非流动资产处置净损失,,,,,,"1,943,408.71",,,,"312,374.03",,,,"208,122.47",,,,,,,,"2,104.00",,,,"11,760,350.05",,"445,253.33","310,878.39","2,230,358.04","352,704.88","353,773.25","425,132.70"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"14,298,220.31","15,702,798.28","10,618,132.90","5,394,912.03","9,370,997.89","12,720,953.39","-955,046.80","-3,333,750.03","-4,420,643.35","-7,999,806.07","-404,598.72","-918,772.40","-317,022.64","-296,780.62","1,463,596.38","-4,704,833.86","5,069,870.00","4,216,240.41","-1,380,124.01","6,373,634.22","17,203,619.40","26,512,641.29","7,572,068.20","13,230,360.21","16,870,923.62","24,523,021.85","8,969,687.76","18,321,249.60","30,249,110.80","36,643,164.92","10,188,845.07","19,961,228.23","29,359,314.18"
三、利润总额,"31,061,929.16","42,663,322.51","48,627,593.12","31,448,058.51","60,249,483.61","74,445,927.41","17,905,837.23","42,665,043.58","74,376,070.89","87,658,772.95","10,183,767.16","24,287,771.78","39,134,562.64","46,427,773.18","9,259,978.03","31,166,087.50","59,825,169.22","119,299,756.36","15,585,926.31","37,727,133.58","39,211,444.07","26,148,370.92","-19,374,737.99","-40,125,063.66","-54,495,267.75","-110,529,653.68","-24,958,536.97","-52,509,077.77","-62,650,084.12","-14,781,452.46","-34,909,493.51","-39,721,992.23","-50,522,712.95"
资产减值损失,"-78,995.45","577,658.92","1,305,326.89","507,923.41","403,021.24","613,611.44","-176,467.28","1,034,800.60","591,141.07","-441,004.59","-886,955.68","1,508,292.82","740,065.54","292,103.52","-2,807,131.05","2,520,943.09","3,057,258.36","2,192,683.91","-1,954,595.98","2,073,851.74","2,163,602.18","1,548,008.66","-1,140,669.89","481,505.90","624,976.84","9,904.07","-1,698,144.78","-769,197.28","1,929,984.04","1,027,306.35","-1,762,017.35","1,647,613.76","1,699,554.06"
