科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
财务费用,"1,059,875.04","549,551.07","-313,934.16","-113,446.41","-3,389,222.36","-6,998,563.41","-11,056,658.96","-3,756,919.01","-7,187,998.80","-9,647,721.79","-13,856,403.09","-3,187,325.16","-2,641,410.84","-2,454,632.65","-5,268,102.20","-1,665,098.74","-3,459,741.22","-3,372,256.29","-1,954,111.04","1,402,722.64","975,042.55","346,216.15","-3,435,977.42","280,681.54","3,826,289.49","6,987,584.32","7,291,887.52","3,426,289.09","-3,328,261.40","-8,913,820.33","-8,419,194.60","3,678,480.27"
三、利润总额,"51,225,518.45","73,454,560.57","90,809,749.61","28,675,332.10","52,980,549.88","81,044,017.67","107,180,644.50","34,264,577.03","70,152,383.16","112,882,278.59","152,456,024.00","44,166,861.56","95,033,486.24","150,593,674.08","205,830,471.21","51,449,171.43","76,282,164.00","105,632,583.15","115,543,763.93","33,926,165.55","66,947,113.13","126,447,527.46","182,998,862.78","44,644,726.03","79,163,470.31","139,785,491.41","55,385,801.77","43,588,732.90","91,262,862.92","153,184,573.19","185,569,759.29","65,665,241.92"
资产减值损失,"2,083,114.64","1,939,677.61","2,428,813.83","1,414,021.22","3,160,157.99","5,768,103.08","8,384,475.41","602,360.74","3,149,183.70","5,176,593.33","7,792,234.62","1,296,030.95","6,200,405.65","7,714,575.02","9,102,064.19","-726,913.80","477,420.67","4,408,291.06","21,029,547.23","2,206,925.43","10,195,638.57","13,320,472.66","28,029,966.94","2,434,374.76","9,132,432.59","16,342,250.74","141,724,518.84","8,241,905.40","29,083,777.77","55,939,389.24","95,537,137.12","11,497,717.23"
减:所得税,"5,236,896.89","8,325,905.01","10,628,272.33","4,301,299.81","7,331,085.58","11,540,678.77","15,653,903.36","5,203,813.92","8,895,539.10","15,274,402.07","21,857,123.39","6,592,050.72","12,075,837.13","20,433,391.52","28,993,143.41","7,730,948.63","9,388,900.41","13,824,786.07","15,486,049.54","5,683,957.30","7,016,096.24","15,462,997.65","27,314,467.83","7,140,394.11","7,502,023.69","17,096,071.27","10,294,278.25","7,530,128.79","9,126,709.02","17,217,428.80","32,661,569.99","11,631,440.95"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,"2,570,869.00","5,249,737.34","19,314,847.35","17,996,164.22","18,143,704.22","22,043,651.04","25,523,495.17","4,297,217.72","9,276,562.20","14,736,337.33","24,227,409.34","4,912,434.76","14,174,579.19","18,412,627.98","21,550,789.93","6,339,008.24","9,066,347.14","15,262,129.19","18,510,996.70","1,646,359.74"
四、净利润,"45,988,621.56","65,128,655.56","80,181,477.28","24,374,032.29","45,649,464.30","69,503,338.90","91,526,741.14","29,060,763.11","61,256,844.06","97,607,876.52","130,598,900.61","37,574,810.84","82,957,649.11","130,160,282.56","176,837,327.80","43,718,222.80","66,893,263.59","91,807,797.08","100,057,714.39","28,242,208.25","59,931,016.89","110,984,529.81","155,684,394.95","37,504,331.92","71,661,446.62","122,689,420.14","45,091,523.52","36,058,604.11","82,136,153.90","135,967,144.39","152,908,189.30","54,033,800.97"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,"132,317.92",,,,,,,,,,,,,,,,"-319,711.27",
归属于母公司所有者的净利润,"45,988,621.56","65,128,655.56","80,181,477.28","24,374,032.29","45,649,464.30","69,503,338.90","91,526,741.14","29,060,763.11","61,256,844.06","97,622,229.42","130,935,658.93","37,810,564.40","83,651,206.96","131,202,878.76","178,907,091.49","44,077,775.06","67,952,379.71","93,372,698.10","102,368,179.27","28,755,233.19","59,414,377.01","109,260,278.16","155,211,997.89","37,824,427.83","71,975,738.81","122,333,635.43","59,847,804.91","36,816,641.60","82,735,671.54","136,797,547.98","159,804,568.73","56,262,977.79"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,"-14,352.90","-336,758.32","-235,753.56","-693,557.85","-1,042,596.20","-2,069,763.69","-359,552.26","-1,059,116.12","-1,564,901.02","-2,310,464.88","-513,024.94","516,639.88","1,724,251.65","472,397.06","-320,095.91","-314,292.19","355,784.71","-14,756,281.39","-758,037.49","-599,517.64","-830,403.59","-6,896,379.43","-2,229,176.82"
