科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"212,381,057.85","458,858,479.65","1,359,997,199.28","1,775,801,875.54","382,631,224.57","829,823,897.30","1,205,891,429.58","1,731,638,138.55","279,092,117.12","621,199,688.39","982,698,854.19","1,443,827,048.23","416,050,366.44","907,720,652.70","1,366,621,858.54","2,018,462,238.89","382,652,612.10","716,766,191.24","1,203,063,530.02","1,747,486,399.44","294,928,367.54","733,076,513.54","1,058,564,556.86","1,438,352,194.23","269,866,940.86","645,220,507.20","944,897,759.21","1,349,429,793.58","197,303,872.92","447,509,891.15","2,407,410,179.96","3,385,390,026.65","735,458,218.75","1,575,504,305.12","2,429,019,816.81","3,391,330,276.21","903,280,343.36","2,016,915,666.47","3,032,262,451.41","4,503,335,578.59","1,320,019,544.92","2,663,533,770.82","4,008,775,525.61"
二、营业利润,"6,470,149.36","9,501,488.76","41,352,621.05","79,754,545.56","3,527,211.25","11,522,737.55","12,955,156.51","3,034,341.73","461,543.28","-24,089,886.31","-44,223,443.13","-65,873,517.49","10,686,964.70","31,984,028.36","63,183,478.05","170,087,415.49","25,643,793.40","-40,484,650.76","-147,178,430.04","-289,438,848.49","-27,517,094.20","-56,988,689.34","-83,612,666.67","-137,912,940.25","-18,537,127.87","-30,728,443.04","-27,767,672.80","-50,239,637.89","-27,611,704.18","-64,825,277.47","455,146,903.69","679,635,199.34","136,179,250.54","373,992,136.60","515,844,798.20","799,447,883.03","226,237,295.23","474,678,523.84","648,124,432.24","891,567,142.71","282,612,822.99","546,237,609.83","822,659,962.91"
减:营业成本,"199,388,184.15","435,562,301.59","1,279,025,854.86","1,655,139,073.66","367,394,875.45","787,900,047.41","1,147,990,929.31","1,648,214,826.75","264,033,122.67","611,095,736.57","973,974,539.92","1,414,046,469.37","385,957,692.79","827,606,880.55","1,227,306,060.42","1,748,286,048.37","328,345,971.39","644,088,213.19","1,230,554,570.86","1,821,763,837.86","276,533,207.07","698,904,318.99","1,025,303,632.11","1,408,925,624.70","261,207,887.30","618,092,782.80","885,600,058.01","1,284,231,276.41","194,921,570.30","441,302,769.02","1,804,172,231.35","2,474,332,776.74","553,510,195.08","1,111,231,935.73","1,722,164,272.34","2,320,336,491.26","591,722,307.30","1,341,873,924.25","2,083,302,889.06","3,249,966,282.22","941,699,603.10","1,929,429,474.83","2,878,245,070.76"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"420,331.24","1,647,604.64","5,754,530.02","12,861,872.38","2,239,083.55","4,240,211.27","7,386,693.73","7,799,700.35","1,980,640.32","2,732,041.76","6,065,652.32","5,967,235.91","1,629,364.10","3,791,894.91","4,584,346.74","8,807,882.18","1,144,905.49","1,813,304.24","4,895,326.59","7,471,118.15","898,790.59","5,644,741.99","9,056,334.89","10,440,323.78","2,422,478.32","4,865,278.58","5,445,383.97","8,763,122.30","1,181,449.68","4,453,227.49","5,210,671.77","12,430,038.86","2,383,053.77","7,799,466.90","8,936,353.51","14,883,814.46","2,829,253.09","9,282,225.16","15,498,368.73","25,044,272.46","8,072,075.52","10,942,745.28","19,270,620.01"
营业外收入,"111,794.62","775,578.85","1,048,899.88","2,001,524.11","197,132.64","653,630.67","861,056.33","2,055,097.72","230,220.03","4,956,757.99","7,431,972.87","11,878,056.60","1,983,882.08","5,781,425.22","8,241,103.54","9,199,534.38","840,620.44","1,010,828.73","1,196,450.60","3,698,637.60","1,758,565.55","20,774,163.09","22,490,697.47","165,158,194.95","13,885,261.00","15,420,672.06","16,574,399.05","18,196,082.99","8,959,081.36","81,369,892.95","37,819,756.42","2,521,945.92","440,114.19","916,560.38","2,035,893.61","4,290,938.88","493,763.26","1,259,209.44","2,289,487.79","2,756,425.57","5,288,326.75","11,304,176.89","13,259,511.20"
销售费用,"2,755,551.03","4,613,418.25","8,909,251.12","12,607,456.36","1,911,287.04","7,903,048.89","10,901,513.87","16,793,458.45","3,314,422.68","5,133,274.75","8,392,840.03","17,129,771.08","6,171,131.71","14,691,244.01","19,218,584.77","22,752,540.04","4,864,041.64","9,055,497.38","12,080,213.61","17,107,890.85","2,791,279.33","6,194,349.94","10,230,121.89","14,233,658.28","3,679,096.28","7,089,428.43","11,059,218.45","15,289,328.43","3,819,960.57","8,125,976.73","26,208,740.43","39,167,518.86","9,958,820.62","23,860,323.17","35,146,423.43","44,823,131.94","14,850,478.12","27,711,994.85","38,459,495.73","52,251,823.85","13,608,741.24","31,751,193.20","54,109,793.47"
减:营业外支出,,400.00,"1,521,230.14","1,696,581.19","1,000.00","31,314.58","1,341,261.44","1,551,257.82",,"967,258.19","971,858.52","1,022,312.11",,"10,795.10","61,914.33","687,344.88","5,096.19","6,096.19","642,815.90","1,177,829.40","1,704.23","49,516.99","56,583.21","44,545.33","6,321.50","6,321.50","26,482.06","26,772.00","6,515.20","71,191.01","3,947,989.31","5,243,811.71","291,812.57","1,303,589.37","2,557,223.78","3,344,725.21","849,583.46","1,660,018.33","2,620,201.91","9,017,344.68","307,698.79","3,766,380.49","15,898,962.58"
管理费用,"2,974,676.44","7,006,732.08","10,264,412.99","-9,956,973.69","2,447,620.63","6,544,920.28","9,476,811.97","21,959,403.65","2,953,704.50","13,487,523.12","18,577,035.96","35,958,822.62","7,012,010.94","18,270,599.26","28,117,694.92","49,038,633.62","14,873,594.09","31,902,847.81","42,454,524.81","55,192,038.41","12,658,207.17","30,258,272.66","43,355,802.01","58,670,901.91","9,654,175.15","23,295,575.31","31,356,950.71","47,077,061.82","6,121,253.31","24,228,474.48","119,729,966.50","166,842,496.49","46,026,350.11","91,172,967.85","143,444,686.08","194,192,048.74","47,635,359.58","101,644,631.42","163,592,602.21","218,351,865.64","45,321,641.43","107,665,235.88","198,796,780.32"
其中:非流动资产处置净损失,,,"1,515,521.63","1,515,521.63",,,"1,309,274.53","1,503,253.16",,,,"130,648.00",,,,"627,344.88",,,,"103,415.60",,"9,905.68","9,905.68",,,,,,,"6,622.86","-122,333.36","204,719.58",,"-341,996.27","-318,414.59",,"6,437.39","46,159.72","47,007.26","5,976,327.77","307,698.79","3,584,676.54","15,092,267.23"
