科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"289,475,976.70","712,712,591.10","1,150,216,559.85","1,380,887,092.19","167,201,404.07","498,680,444.47","888,707,796.94","1,223,484,296.01","459,091,979.83","1,145,893,966.01","1,602,092,417.82","1,978,846,959.29","305,148,254.26","654,869,959.06","1,208,845,980.23","1,753,715,268.18","483,296,818.08","995,500,708.03","1,505,865,505.26","1,978,321,775.56","384,633,576.02","904,754,873.84","1,724,427,069.81","2,285,013,436.02","492,154,266.34","1,107,130,788.51","1,698,526,661.44","2,327,930,044.47","603,930,529.48","1,283,967,689.79","2,957,968,081.24","4,652,781,366.57","639,295,606.92","1,717,306,857.86","3,993,259,363.62","6,278,393,970.29","2,053,951,434.11","4,848,033,706.63","8,540,865,338.89","11,093,624,969.40","2,181,708,942.52","4,047,412,939.13","6,580,575,091.08","9,885,672,303.80","2,188,664,650.35","4,997,631,977.06"
取得子公司及其他营业单位支付的现金净额,,,,"1,861,103.85",,,,,,,,,,,,,,,,,,,,,,,,,,"577,109,274.29","577,109,274.29",,,,"3,600,000.00","3,600,000.00",,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"80,507,365.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000,000.00","660,000,000.00","1,464,500,000.00",,"10,000,000.00","25,240,944,204.45","424,000,000.00","8,215,000,000.00"
收到其他与经营活动有关的现金,"21,315,481.27","50,497,039.38","56,367,176.28","94,945,783.06","15,623,556.85","42,508,523.77","45,042,261.26","88,826,944.79","19,810,082.22","36,281,710.29","92,007,477.17","70,953,281.28","5,444,289.60","21,022,965.16","70,611,654.91","43,988,900.28","36,807,014.33","44,413,498.43","327,740,321.15","62,647,160.44","28,879,757.79","65,432,220.72","69,495,867.66","24,952,308.62","10,292,462.49","59,592,340.30","162,757,274.50","26,966,312.68","15,195,698.86","513,901,349.28","610,070,808.53","188,142,963.67","27,634,802.50","71,696,952.66","116,083,637.99","210,675,017.33","27,804,908.44","63,280,284.09","147,973,411.15","99,712,474.60","29,297,464.41","85,575,367.27","155,794,500.60","603,631,714.03","499,851,955.53","536,588,037.32"
投资活动现金流出小计,"85,977,358.83","18,874,712.94","34,837,632.47","57,668,757.56","6,303,924.55","13,277,647.31","29,187,724.16","51,795,704.91","2,795,042.76","4,201,707.65","4,884,718.65","123,021,935.96","4,248,837.53","6,811,590.15","9,228,084.20","10,204,496.64","1,659,613.14","5,801,888.98","12,962,782.77","14,021,236.77","920,686.29","3,749,284.08","5,390,400.99","8,763,760.85","4,701,952.36","5,840,282.22","18,082,142.26","27,679,866.29","3,811,703.77","594,062,588.06","677,964,189.28","100,172,475.88","12,344,610.00","18,150,765.23","59,757,582.90","108,399,865.78","34,451,041.64","59,252,254.53","563,040,905.14","724,703,478.45","1,475,604,296.56","133,353,080.88","154,504,833.78","25,583,609,029.95","541,196,653.23","8,321,636,910.88"
经营活动现金流入小计,"310,791,457.97","763,209,630.48","1,206,583,736.13","1,475,832,875.25","182,824,960.92","541,188,968.24","933,750,058.20","1,312,311,240.80","478,902,062.05","1,182,175,676.30","1,694,099,894.99","2,049,800,240.57","310,592,543.86","675,892,924.22","1,279,457,635.14","1,797,704,168.46","520,103,832.41","1,039,914,206.46","1,833,605,826.41","2,040,968,936.00","413,513,333.81","970,187,094.56","1,793,922,937.47","2,309,965,744.64","502,446,728.83","1,166,723,128.81","1,861,283,935.94","2,354,896,357.15","619,126,228.34","1,797,869,039.07","3,568,038,889.77","4,840,924,330.24","666,930,409.42","1,789,003,810.52","4,109,343,001.61","6,489,068,987.62","2,081,756,342.55","4,911,313,990.72","8,688,838,750.04","11,193,337,444.00","2,211,006,406.93","4,132,988,306.40","6,736,369,591.68","10,489,304,017.83","2,688,516,605.88","5,534,220,014.38"
投资活动产生的现金流量净额,"-75,932,858.83","161,754,979.29","171,020,104.58","178,162,246.91","-6,283,924.55","-11,417,309.47","-27,327,386.32","-23,440,959.07","-1,690,542.76","494,851,146.83","574,099,204.97","412,886,600.37","22,797,500.15","99,772,288.05","311,321,054.00","315,973,219.96","-1,259,613.14","-818,980.94","-5,362,507.10","-4,027,797.14","-785,156.29","3,549,585.92","13,572,462.32","15,575,888.36","197,982,913.10","211,576,759.04","215,605,329.80","207,171,639.57","8,814,720.23","-581,414,640.66","-657,756,311.31","-79,961,572.91","-12,344,610.00","-10,802,705.23","-48,372,522.90","-96,934,805.78","-34,451,041.64","-51,346,117.13","-548,060,794.74","-705,929,436.55","-1,464,433,690.11","568,505,874.51","570,136,717.41","-1,494,736,878.09","455,879,225.28","1,319,507,038.19"
购买商品、接受劳务支付的现金,"212,952,302.50","760,290,096.37","1,217,247,964.00","1,280,894,590.07","622,208,719.30","829,145,395.56","972,088,880.85","1,150,301,652.59","188,846,445.63","460,286,391.65","630,095,531.98","760,298,862.87","203,600,731.70","365,172,872.43","642,949,997.97","1,599,771,712.24","260,420,689.89","513,863,157.20","842,964,009.26","1,520,939,386.68","421,032,224.36","602,894,403.97","1,047,790,121.48","1,320,184,437.92","307,640,686.45","645,810,039.60","975,481,374.10","1,431,414,408.95","411,525,493.38","1,076,522,699.48","2,241,658,832.45","5,155,480,517.52","837,421,013.70","1,431,884,816.82","3,426,480,176.18","5,522,091,673.68","2,448,259,342.49","3,263,047,746.55","4,149,717,230.48","7,014,998,075.16","1,581,454,744.34","4,630,759,485.74","11,953,897,679.86","13,582,648,512.39","1,806,071,312.54","3,976,981,102.52"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,000,000.00",,,,,,,"98,301,984.00","2,078,301,977.29",,,"12,000,000.00","12,000,000.00","100,000.00","18,100,000.00","18,215,580.00","528,259,432.00","21,160.00","133,475.02"
