科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"229,514,003.02","301,820,017.90","314,447,518.83","40,826,661.06","177,599,179.66","261,289,637.74","313,121,342.68","86,313,124.01","275,873,818.12","318,409,413.41","468,180,423.67","108,822,800.46","284,498,837.49","377,114,942.80","520,722,992.00","158,906,485.49","331,062,136.07","489,938,645.83","715,357,683.96","189,771,156.85","539,919,315.59","806,764,227.94","965,237,795.85","235,837,472.95","539,417,116.89","835,490,438.91","1,092,006,192.38","267,928,969.58","549,800,913.16","770,079,366.42","1,121,961,753.43","288,046,327.71","523,195,367.42","904,543,766.95","1,243,908,284.41","424,575,211.18","771,301,203.52","1,221,069,737.59","1,560,945,609.50","450,740,524.04"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"40,346,004.71","40,346,004.71","37,028,062.96",,,,,,,,"75,258,772.09",,,,,
收到的税费返还,"568,320.06","194,317.12","3,735,696.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"590,397.03","590,397.03",,,"610,341.38","11,220,341.38","1,301,138.43"
支付其他与投资活动有关的现金,,,,,,,,,"1,000,000.00","1,840,000.00","1,000,000.00",,,,,,,,"2,202,000.00",,,,,,,,"7,210,000.00",,,"7,350,000.00","350,000.00",,,,"50,000.00",,,"69,000.00","13,169,496.66","531,476.60"
收到其他与经营活动有关的现金,,"2,594,800.00","1,070,000.00",,"220,000.00","462,050.00","6,143,050.00",,"35,000.00","323,300.00","6,768,300.00","110,000.00","1,826,680.00","2,065,170.00","2,212,170.00","1,572,428.00","2,096,428.00","3,708,910.00","4,940,054.00","793,740.00","3,507,123.00","3,507,123.00","4,852,817.00","6,460,200.00","8,772,600.00","13,326,300.00","17,423,879.57","8,565,325.94","3,476,576.68","5,405,273.09","7,635,894.15","880,769.75","2,883,398.50","3,539,751.91","7,136,818.77","3,003,405.44","3,491,717.06","18,300,934.64","16,642,879.06","15,996,798.87"
投资活动现金流出小计,"2,771,402.43","39,810,899.22","1,816,078.31","375,532.65","2,394,876.61","7,258,658.93","22,597,808.99","21,539,839.11","84,838,126.89","131,521,473.86","150,177,037.00","22,170,229.77","39,690,609.94","119,543,421.95","129,509,993.70","29,271,471.32","35,486,745.08","48,891,502.58","110,401,744.31","3,458,357.71","25,422,911.09","29,545,373.97","26,902,191.36","16,360,746.05","48,887,741.45","53,032,022.52","72,745,753.74","14,962,047.56","23,942,026.04","46,785,643.24","59,063,122.19","19,616,003.85","108,939,025.98","191,000,583.96","170,180,924.23","20,403,970.70","40,578,524.30","133,848,262.35","149,934,893.44","21,234,982.13"
经营活动现金流入小计,"230,082,323.08","304,609,135.02","319,253,215.35","40,826,661.06","177,819,179.66","261,751,687.74","319,264,392.68","86,313,124.01","275,908,818.12","318,732,713.41","474,948,723.67","108,932,800.46","286,325,517.49","379,180,112.80","522,935,162.00","160,478,913.49","333,158,564.07","493,647,555.83","720,297,737.96","190,564,896.85","543,426,438.59","810,271,350.94","970,090,612.85","242,297,672.95","548,189,716.89","848,816,738.91","1,109,430,071.95","276,494,295.52","553,277,489.84","775,484,639.51","1,129,597,647.58","288,927,097.46","526,078,765.92","908,673,915.89","1,251,635,500.21","427,578,616.62","774,792,920.58","1,239,981,013.61","1,588,808,829.94","468,038,461.34"
投资活动产生的现金流量净额,"-2,387,513.39","-39,487,231.75","-1,688,662.46","-226,928.29","-1,950,353.82","-6,063,198.60","-20,234,196.38","-18,136,937.33","-79,958,529.45","-125,331,510.80","-144,318,976.32","-21,482,987.82","-38,567,161.15","-117,959,221.59","-126,491,918.95","-27,723,663.33","-34,486,828.75","-44,211,405.61","-46,176,077.61","-3,782,210.43","-24,420,162.58","-28,139,582.89","-25,307,568.02","-16,039,915.85","-46,863,476.13","-49,665,274.96","-58,989,530.48","-14,162,974.04","-19,776,188.28","-39,801,521.84","-42,079,732.59","-16,340,686.06","-104,640,884.94","-186,922,517.85","-160,533,397.84","-19,495,090.64","-36,801,752.38","-129,775,848.33","-141,525,734.57","-17,601,541.01"
购买商品、接受劳务支付的现金,"182,620,232.16","219,417,463.62","245,325,378.44","72,967,920.58","222,422,999.98","295,512,304.12","303,148,818.02","113,217,927.94","286,711,875.47","349,418,096.00","461,908,238.78","96,202,731.95","250,838,672.61","367,306,669.81","440,300,241.98","188,405,351.30","320,349,665.95","516,667,833.57","693,263,102.85","163,363,725.26","450,063,030.75","688,414,020.62","779,592,054.03","233,376,657.84","426,140,115.24","620,150,519.55","759,467,722.63","173,947,940.02","303,816,869.42","430,546,840.83","713,741,205.38","330,693,627.02","533,997,787.29","881,720,774.52","1,225,976,820.01","334,694,551.18","651,649,350.79","960,684,722.02","1,320,829,448.31","421,927,020.56"
吸收投资收到的现金,"24,000,000.00",,,"315,000,000.00","315,000,000.00","315,000,000.00","315,000,000.00",,,,,,,,,,,,,,,,"505,669,803.25",,,,,,,,,,,,,,,,,
