科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"4,156,750.95","5,464,583.93","6,336,613.74","2,436,436.38","4,664,247.49","6,549,888.17","8,359,886.68","2,740,215.57","5,441,878.87","7,982,793.50","10,529,468.42","3,131,950.11","7,101,052.69","10,653,256.08","13,435,006.87","3,139,200.39","9,998,604.59","15,359,256.00","19,635,172.69","6,061,946.88","12,733,082.60","20,708,891.78","27,838,027.36","7,816,152.83","17,062,925.78","28,437,739.99","37,495,327.75","14,798,563.42","38,687,041.13","45,930,158.22","69,300,464.64","23,843,951.19","46,880,940.10","64,443,853.66","90,963,131.23","26,321,610.94","55,847,515.04","88,846,948.89","118,796,914.40","32,972,848.64"
取得借款收到的现金,"36,780,000.00","200,020,000.00","121,900,000.00","14,000,000.00","17,000,000.00","33,000,000.00","33,000,000.00","15,000,000.00","45,000,000.00","60,500,000.00","73,500,000.00","5,000,000.00","15,000,000.00","175,000,000.00","173,650,000.00","30,000,000.00","45,000,000.00","104,000,000.00","135,000,000.00","11,650,000.00","34,333,180.00","64,333,180.00","109,333,180.00","25,696,370.00","65,264,663.52","125,264,663.52","244,701,228.27","37,330,100.16","230,538,931.97","334,540,454.27","136,059,484.14","74,656,204.11","284,793,196.21","443,000,000.00","487,152,941.89","182,424,925.03","380,000,000.00","597,000,000.00","784,000,000.00","334,405,158.52"
支付的各项税费,"23,801,649.56","28,449,827.83","20,584,903.78","7,838,869.77","10,692,141.71","15,513,735.71","19,580,409.85","1,370,771.71","10,023,308.26","13,989,541.14","17,339,962.14","4,639,900.84","10,405,056.85","18,719,920.30","25,563,976.74","6,298,680.50","16,989,480.65","25,164,576.80","37,756,350.45","7,483,972.87","14,793,722.18","29,152,656.41","46,133,979.13","16,128,078.12","39,946,916.12","64,212,579.44","86,290,411.31","30,349,426.46","56,794,208.40","78,612,868.05","109,053,608.94","27,204,279.87","48,645,204.43","73,623,297.95","88,923,059.99","29,014,049.24","33,498,077.68","46,578,632.95","49,541,423.78","18,508,193.08"
收到其他与筹资活动有关的现金,"35,000,000.00","15,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"300,000.00","2,818,305.89","27,118,969.74","41,706,846.39","850,000.00",,,,"2,982,000.00",,,,"3,413,569.24","13,687,748.22"
支付其他与经营活动有关的现金,"3,575,934.73","6,911,653.21","3,740,087.35","985,590.42","1,633,379.56","2,959,185.11","3,989,458.62","1,155,974.91","2,015,975.69","4,087,620.23","5,614,573.84","1,638,830.61","3,459,199.56","5,284,096.66","7,535,201.71","2,041,755.18","4,604,463.08","6,120,356.05","10,219,909.03","2,325,388.47","5,324,591.75","8,001,760.92","12,032,241.74","3,748,357.93","7,916,027.08","14,647,649.50","13,964,287.91","12,282,287.68","15,475,464.40","20,313,518.69","20,879,146.15","27,234,820.98","21,633,994.20","25,189,595.68","30,414,244.37","10,095,627.34","20,195,311.85","32,750,807.96","32,294,885.12","7,866,181.01"
筹资活动现金流入小计,"95,780,000.00","215,020,000.00","121,900,000.00","329,000,000.00","332,000,000.00","348,000,000.00","348,000,000.00","15,000,000.00","45,000,000.00","60,500,000.00","73,500,000.00","5,000,000.00","15,000,000.00","175,000,000.00","173,650,000.00","30,000,000.00","45,000,000.00","104,000,000.00","135,000,000.00","11,650,000.00","34,333,180.00","64,333,180.00","615,002,983.25","25,696,370.00","65,264,663.52","125,264,663.52","245,001,228.27","40,148,406.05","257,657,901.71","376,247,300.66","136,909,484.14","74,656,204.11","284,793,196.21","443,000,000.00","490,134,941.89","182,424,925.03","380,000,000.00","597,000,000.00","787,413,569.24","348,092,906.74"
经营活动现金流出小计,"214,154,567.40","260,243,528.59","275,986,983.31","84,228,817.15","239,412,768.74","320,535,113.11","335,078,573.17","118,484,890.13","304,193,038.29","375,478,050.87","495,392,243.18","105,613,413.51","271,803,981.71","401,963,942.85","486,834,427.30","199,884,987.37","351,942,214.27","563,312,022.42","760,874,535.02","179,235,033.48","482,914,427.28","746,277,329.73","865,596,302.26","261,069,246.72","491,065,984.22","727,448,488.48","897,217,749.60","231,378,217.58","414,773,583.35","575,403,385.79","912,974,425.11","408,976,679.06","651,157,926.02","1,044,977,521.81","1,436,277,255.60","400,125,838.70","761,190,255.36","1,128,861,111.82","1,521,462,671.61","481,274,243.29"
偿还债务支付的现金,"46,660,000.00","166,280,000.00","138,420,000.00","61,000,000.00","61,000,000.00","65,000,000.00","65,000,000.00","13,000,000.00","16,000,000.00","19,000,000.00","42,500,000.00","15,000,000.00","40,000,000.00","65,000,000.00","65,000,000.00","10,000,000.00","10,000,000.00","30,000,000.00","30,000,000.00","10,000,000.00","44,333,180.00","103,333,180.00","169,333,180.00","5,696,370.00","44,765,297.52","216,165,722.89","375,934,780.16","38,790,000.00","215,831,789.47","355,131,938.60","148,984,567.81","3,000,000.00","108,000,000.00","183,000,000.00","215,534,533.64","40,000,000.00","276,000,000.00","462,569,819.35","518,254,375.75","220,726,714.57"
经营活动产生的现金流量净额,"15,927,755.68","44,365,606.43","43,266,232.04","-43,402,156.09","-61,593,589.08","-58,783,425.37","-15,814,180.49","-32,171,766.12","-28,284,220.17","-56,745,337.46","-20,443,519.51","3,319,386.95","14,521,535.78","-22,783,830.05","36,100,734.70","-39,406,073.88","-18,783,650.20","-69,664,466.59","-40,576,797.06","11,329,863.37","60,512,011.31","63,994,021.21","104,494,310.59","-18,771,573.77","57,123,732.67","121,368,250.43","212,212,322.35","45,116,077.94","138,503,906.49","200,081,253.72","216,623,222.47","-120,049,581.60","-125,079,160.10","-136,303,605.92","-184,641,755.39","27,452,777.92","13,602,665.22","111,119,901.79","67,346,158.33","-13,235,781.95"
分配股利、利润或偿还利息支付的现金,"3,933,628.99","6,056,809.23","3,485,202.74","652,260.50","725,437.25","887,218.46","1,040,369.75","253,997.67","12,615,167.54","13,460,765.11","14,491,134.00","728,962.33","1,415,465.98","1,658,042.37","1,743,442.37","22,400.00","32,534,311.11","41,442,724.11","43,264,532.27","1,721,666.68","35,621,037.27","45,154,245.60","50,916,074.30","2,009,675.01","3,153,832.10","12,714,723.92","18,735,495.26","2,527,927.94","47,713,171.71","50,401,864.73","54,550,832.49","1,734,258.94","5,620,899.90","54,148,606.46","57,449,703.79","5,424,713.02","55,215,378.66","61,510,455.32","69,803,118.27","11,426,916.15"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,"52,000,000.00",,,,,,,"1,475,600.00",,,,,,,,,,,,,"186,238.35",
支付其他与筹资活动有关的现金,"41,686,113.25","50,000,000.00",,"3,540,000.00","9,696,434.35","9,696,434.35","6,461,434.35",,,,,,,"7,987,050.00","6,637,050.00",,,,,,,,,,"2,021,000.00","3,979,000.00","51,076,525.91","1,478,240.00","32,936,617.32","55,505,966.31","13,186,677.03","3,727,943.96","12,443,837.61","24,007,958.35","26,931,344.06","7,164,884.97","26,912,404.42","107,810,983.53","148,927,349.83","4,749,383.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,"1,320,333.32","1,105,000.00",,"3,364,111.12","4,211,277.79",,,,,,,,,,,,,,,,,,,,"1,990,212.00","95,826.75"
筹资活动现金流出小计,"92,279,742.24","222,336,809.23","141,905,202.74","65,192,260.50","71,421,871.60","75,583,652.81","72,501,804.10","13,253,997.67","28,615,167.54","32,460,765.11","56,991,134.00","15,728,962.33","41,415,465.98","74,645,092.37","73,380,492.37","10,022,400.00","42,534,311.11","71,442,724.11","73,264,532.27","11,721,666.68","79,954,217.27","148,487,425.60","220,249,254.30","7,706,045.01","49,940,129.62","232,859,446.81","445,746,801.33","42,796,167.94","296,481,578.50","461,039,769.64","216,722,077.33","8,462,202.90","126,064,737.51","261,156,564.81","299,915,581.49","52,589,597.99","358,127,783.08","631,891,258.20","736,984,843.85","236,903,013.72"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,,,,,,,,"122,000.00",,,,"40,951.29",,"3,000,000.00","3,056,000.00","5,564,800.00",,"645,000.00","649,400.00","46,602.74","65,000.00","95,000.00","324,470.44",,
筹资活动产生的现金流量净额,"3,500,257.76","-7,316,809.23","-20,005,202.74","263,807,739.50","260,578,128.40","272,416,347.19","275,498,195.90","1,746,002.33","16,384,832.46","28,039,234.89","16,508,866.00","-10,728,962.33","-26,415,465.98","100,354,907.63","100,269,507.63","19,977,600.00","2,465,688.89","32,557,275.89","61,735,467.73","-71,666.68","-45,621,037.27","-84,154,245.60","394,753,728.95","17,990,324.99","15,324,533.90","-107,594,783.29","-200,745,573.06","-2,647,761.89","-38,823,676.79","-84,792,468.98","-79,812,593.19","66,194,001.21","158,728,458.70","181,843,435.19","190,219,360.40","129,835,327.04","21,872,216.92","-34,891,258.20","50,428,725.39","111,189,893.02"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"649,575.92",,,,,
四、汇率变动对现金的影响,"214,191.43","196,559.42","-206,005.70","-29,356.74","-21,876.54","-170,512.13","113,211.61","66,033.79","367,106.64","479,680.30","38,007.22","49,126.05","-188,288.67","-844,450.38","-180,852.98","764,415.36","859,754.60","1,019,876.32","-281,403.76","-772,934.87","-2,085,910.18","-2,776,911.63","-220,812.25","-28,719.10","-1,126,781.99","-2,987,239.08","-6,855,087.00","-1,120,278.48","-1,067,984.47","-1,872,062.77","-2,718,948.11","448,000.52","2,803,029.00","5,176,622.00","-1,422,775.20","5,176,615.79","6,304,980.64","11,678,963.09","366,112.88","2,137,942.44"
收到其他与投资活动有关的现金,"383,889.04","323,667.47","127,415.85","148,604.36","444,522.79","1,195,460.33","2,363,612.61","3,402,901.78","4,879,597.44","6,189,963.06","5,858,060.68","687,241.95","1,123,448.79","1,584,200.36","1,697,741.43","442,807.99","999,916.33","1,315,985.85","8,014,388.91","-323,852.72","1,002,748.51","1,405,791.08","1,472,623.34","320,830.20","2,024,265.32","1,891,147.56","13,715,271.97","799,073.52","1,165,837.76","3,928,121.40","11,418,589.60","3,275,317.79","3,653,141.04","3,428,666.11","8,951,347.73","843,880.06","3,681,771.92","3,747,943.58","6,232,708.52","3,537,614.37"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"383,889.04","323,667.47","127,415.85","148,604.36","444,522.79","1,195,460.33","2,363,612.61","3,402,901.78","4,879,597.44","6,189,963.06","5,858,060.68","687,241.95","1,123,448.79","1,584,200.36","3,018,074.75","1,547,807.99","999,916.33","4,680,096.97","64,225,666.70","-323,852.72","1,002,748.51","1,405,791.08","1,594,623.34","320,830.20","2,024,265.32","3,366,747.56","13,756,223.26","799,073.52","4,165,837.76","6,984,121.40","16,983,389.60","3,275,317.79","4,298,141.04","4,078,066.11","9,647,526.39","908,880.06","3,776,771.92","4,072,414.02","8,409,158.87","3,633,441.12"
五、现金及现金等价物净增加额,"17,254,691.48","-2,241,875.13","21,366,361.14","220,149,298.38","197,012,308.96","207,399,211.09","239,563,030.64","-48,496,667.33","-91,490,810.52","-153,557,933.07","-148,215,622.61","-28,843,437.15","-50,649,380.02","-41,232,594.39","9,697,470.40","-46,387,721.85","-49,945,035.46","-80,298,719.99","-25,298,810.70","6,703,051.39","-11,615,098.72","-51,076,718.91","473,719,659.27","-16,849,883.73","24,458,008.45","-38,879,046.90","-54,377,868.19","27,185,063.53","78,836,056.95","73,615,200.13","92,011,948.58","-69,748,265.93","-68,188,557.34","-136,206,066.58","-156,378,568.03","142,969,630.11","4,978,110.40","-41,868,241.65","-23,384,737.97","82,490,512.50"
购建固定资产、无形资产和其他长期资产支付的现金,"2,771,402.43","39,810,899.22","1,816,078.31","375,532.65","2,394,876.61","7,258,658.93","22,597,808.99","21,539,839.11","63,838,126.89","109,681,473.86","129,177,037.00","22,170,229.77","39,690,609.94","47,543,421.95","57,509,993.70","9,271,471.32","15,486,745.08","28,891,502.58","88,199,744.31","3,458,357.71","5,422,911.09","9,545,373.97","6,902,191.36","2,355,186.05","8,541,736.74","12,686,017.81","28,507,690.78","14,962,047.56","23,942,026.04","39,435,643.24","58,713,122.19","19,616,003.85","39,363,025.98","107,930,583.96","89,663,218.54","20,403,970.70","36,078,524.30","112,641,334.35","123,765,396.78","13,703,505.53"
期初现金及现金等价物余额,"19,171,418.64","36,426,110.12","34,184,234.99","55,550,596.13","55,550,596.13","55,550,596.13","55,550,596.13","295,113,626.77","295,113,626.77","295,113,626.77","295,113,626.77","146,898,004.16","146,898,004.16","146,898,004.16","146,898,004.16","156,595,474.56","156,595,474.56","156,595,474.56","156,595,474.56","131,296,663.86","131,296,663.86","131,296,663.86","131,296,663.86","605,016,323.13","605,016,323.13","605,016,323.13","605,016,323.13","577,962,393.82","550,638,454.94","550,638,454.94","550,638,454.94","642,650,403.52","648,839,144.48","653,703,545.85","642,650,403.52","486,271,835.49","486,271,835.49","487,271,835.49","486,271,835.49","464,171,027.22"
投资支付的现金,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00",,,"72,000,000.00","72,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00","14,005,560.00",,,,,,,,,"69,576,000.00","83,070,000.00","5,208,933.60",,"4,500,000.00","21,137,928.00","13,000,000.00","7,000,000.00"
期末现金及现金等价物余额,"36,426,110.12","34,184,234.99","55,550,596.13","275,699,894.51","252,562,905.09","262,949,807.22","295,113,626.77","246,616,959.44","203,622,816.25","141,555,693.70","146,898,004.16","118,054,567.01","96,248,624.14","105,665,409.77","156,595,474.56","110,207,752.71","106,650,439.10","76,296,754.57","131,296,663.86","137,999,715.25","119,681,565.14","80,219,944.95","605,016,323.13","588,166,439.40","629,474,331.58","566,137,276.23","550,638,454.94","605,147,457.35","629,474,511.89","624,253,655.07","642,650,403.52","572,902,137.59","580,650,587.14","517,497,479.27","486,271,835.49","629,241,465.60","491,249,945.89","445,403,593.84","462,887,097.52","546,661,539.72"
