科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"72,076,326.03","126,559,971.01","148,097,935.32","207,264,814.15","129,389,200.93","151,456,899.42","99,304,496.77","162,720,268.26","379,723,232.22","336,343,616.25","368,968,955.62","287,646,851.48","392,390,249.06","428,307,181.48","320,990,497.74","231,329,765.70","2,183,332,053.00","1,197,810,335.49","2,069,844,375.04","1,593,932,028.90","1,401,220,507.77","1,168,063,037.01","1,116,889,663.18","1,253,333,777.46","2,822,633,277.18","2,491,106,571.88","1,745,680,542.36","1,506,883,427.55","1,301,655,957.53","1,400,082,480.79","2,402,841,292.12","2,162,420,930.21","2,094,999,617.80","1,607,613,173.90","2,464,132,895.52","2,486,026,283.64","2,397,992,850.14","1,556,509,102.06","1,955,122,065.82","1,670,577,270.37","1,819,251,051.41","1,666,551,921.95","1,688,464,077.49","2,402,966,254.12","2,101,243,663.39","1,980,426,909.11"
短期借款,"369,000,000.00","379,000,000.00","349,000,000.00","373,000,000.00","426,000,000.00","450,000,000.00","724,051,500.00","580,380,000.00","733,380,000.00","669,000,000.00","696,830,000.00","495,400,000.00",,,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00",,,,,,"280,000,000.00","800,000,000.00","730,000,000.00","330,000,000.00","130,000,000.00",,"100,000,000.00",,,,"400,000,000.00",,"40,000,000.00","100,000,000.00","350,000,000.00","360,000,000.00","110,000,000.00","298,000,000.00","298,000,000.00","788,000,000.00","1,038,000,000.00","990,000,000.00","930,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,"18,946,719.72","16,375,560.14","12,224,650.94","12,256,401.04","13,443,792.12","12,996,710.16","13,967,910.32","15,584,092.40","18,642,715.70","16,682,438.08","17,450,288.14","18,729,483.80","14,294,265.00","20,006,995.05","19,749,595.05","22,424,995.05",,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,466,000.00","9,873,450.07","19,129,625.07","51,136,921.81","18,624,090.11","92,998,830.56","85,636,573.05","109,770,490.63","91,895,378.93","41,774,147.27","33,746,690.08","43,245,532.12",,,,,,"150,000.00","200,000.00","120,000.00","440,000.00","497,000.00","397,000.00","150,000.00","150,000.00",,,,,,,,,,"6,000,000.00",,,,,,,,,"4,000,000.00","244,027.00","2,244,027.00"
应付票据,"55,906,457.60","35,500,000.00","31,428,500.00","30,000,000.00","30,000,000.00","30,000,000.00","27,000,000.00","106,530,000.00","141,530,000.00","106,530,000.00","28,100,000.00","45,140,000.00",,,,,,,,,,,,,,,,,,,,,,,,"62,637,516.00","63,217,516.00","23,461,440.00","41,019,349.58","34,540,761.83","16,402,852.25","28,780,713.20","34,573,315.08","48,206,809.03","58,184,195.15","67,859,280.00"
应收账款,"278,528,584.87","248,486,101.42","253,261,684.72","134,831,229.81","136,386,040.39","176,664,718.49","170,604,808.69","151,935,682.24","146,486,632.93","148,819,260.46","131,866,511.19","176,118,442.84","43,432,765.00","42,155,300.00","43,452,869.09","57,857,952.41","66,451,023.28","293,151,237.85","331,597,469.11","261,374,268.25","377,133,429.67","329,778,529.57","328,343,894.10","360,430,470.76","416,016,955.67","376,809,189.42","428,719,585.51","399,321,052.33","457,867,367.71","439,499,712.83","512,104,176.74","450,474,844.88","462,495,129.25","494,332,361.35","585,417,874.75","465,291,884.85","535,217,605.98","533,531,565.64","500,509,657.62","516,333,652.36","564,187,792.10","656,582,544.01","688,162,904.22","738,125,315.84","805,045,413.46","778,722,470.91"
应付账款,"102,218,731.82","125,815,462.16","120,397,521.93","147,196,856.98","121,882,608.78","190,102,898.57","236,482,118.64","210,480,342.96","196,803,976.30","193,945,888.74","192,539,756.77","190,211,465.71","62,978,500.98","64,933,614.81","355,229,166.82","271,147,771.66","248,878,160.35","447,358,085.49","428,017,597.30","254,130,178.88","249,563,244.62","257,390,634.65","287,422,613.09","369,631,147.73","348,595,352.35","398,316,038.04","450,510,847.38","933,304,085.63","785,294,849.40","793,353,211.88","898,799,815.27","969,500,689.06","818,463,896.65","1,052,095,619.14","983,072,882.67","1,170,862,956.85","1,172,953,814.07","1,782,813,452.50","1,844,491,764.76","2,153,605,882.22","1,940,397,509.98","2,108,519,028.69","2,066,095,808.60","2,062,312,482.31","1,808,709,047.78","1,937,735,649.18"
预付款项,"102,766,362.30","109,056,998.19","112,486,229.46","93,545,026.72","183,957,940.52","139,722,351.68","150,121,134.87","69,002,219.24","73,410,697.22","82,611,163.05","104,138,783.07","72,685,944.75","21,031,601.85","24,772,693.29","26,610,827.55","29,353,462.91","39,158,469.26","165,658,904.33","164,908,657.46","142,170,224.01","327,295,398.51","610,652,293.70","738,999,586.24","36,594,637.56","53,153,244.06","56,281,058.23","72,887,758.29","25,905,254.08","51,084,845.68","88,093,990.14","108,715,570.95","41,075,369.19","56,494,910.91","45,455,692.30","53,342,713.74","29,748,096.62","33,461,433.88","35,889,679.73","36,030,173.99","18,646,057.06","19,713,908.45","19,417,482.63","22,954,941.43","19,020,974.45","20,830,657.33","23,045,223.54"
预收款项,"29,049,242.48","34,449,324.57","60,537,637.49","71,141,582.94","93,758,355.57","135,983,836.83","194,744,259.21","93,905,090.46","96,835,336.67","138,432,133.14","173,757,916.77","110,639,967.94",,,"672,000.00",,,"133,037,782.88","156,500,444.84","134,843,484.12","125,332,767.02","159,581,532.30","173,342,508.25","194,310,806.24","227,104,612.48","206,251,429.75","211,316,081.84","224,041,064.58","218,309,720.74","267,131,207.24","346,452,708.13","265,933,124.37","280,244,340.03","294,805,914.68","274,573,445.02","269,452,636.99","268,937,965.72","293,933,928.08","356,418,180.54","305,603,382.93","319,623,398.67","330,049,988.47","350,330,799.56","402,061,315.22","418,625,402.03","452,112,388.13"
