科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,446,670,169.62","1,880,560,749.06","1,995,012,623.33","492,537,734.72","1,317,165,712.41","2,072,788,800.62","3,176,883,565.50","681,992,005.91","1,627,233,951.48","2,453,191,325.81","3,728,017,860.33","712,746,070.51","1,772,168,342.10","2,863,575,689.42","4,423,580,983.47","1,183,632,566.86","2,332,439,069.47","3,573,627,126.10","5,701,786,344.20","1,338,439,417.35","2,647,142,054.00","4,025,812,789.81","6,504,615,497.52","2,149,566,935.74","4,195,854,774.99","6,105,541,857.10","9,948,832,854.26","2,315,398,207.62","4,870,591,600.62","6,884,840,459.35","10,864,238,180.39","1,880,283,717.24","4,724,043,050.02","7,326,298,292.19","12,023,960,638.74","2,663,976,402.01"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"5,077,018.70",,"510,000.00","510,000.00","86,571,432.31",,,,"41,886,318.78",,,"96,927,779.66","188,952,196.51",,"331,560,526.43","395,601,887.41","716,769,482.20",,"13,463,200.42","13,463,200.42","1,903,528.62",,,"153,212,107.95","442,912,162.93",
收到的税费返还,"190,218.60",,"230,000.00",,,,"150,000.00","187,000.00","187,000.00","371,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,000,000.00",,"90,000,000.00","870,000,000.00","1,468,858,201.03",,"105,360,000.00"
收到其他与经营活动有关的现金,"28,917,410.20","7,679,965.71","1,447,059.31","318,930.66","1,345,769.02","2,339,692.17","8,261,438.07","1,211,342.87","8,216,826.25","13,176,240.11","21,185,852.89","2,492,914.24","8,188,802.72","11,156,071.86","33,717,933.51","1,363,523.53","7,353,878.90","9,657,355.65","33,133,987.51","2,322,875.67","8,088,637.04","12,568,928.19","50,153,079.49","4,208,983.48","20,110,881.99","25,033,362.06","46,430,345.25","8,765,155.48","20,850,308.67","90,408,562.81","166,814,752.42","5,033,092.53","11,886,687.47","25,504,493.83","120,743,852.42","6,529,332.00"
投资活动现金流出小计,"2,040,188.70","13,057,937.90","2,338,872.00","430,663.20","1,497,583.20","6,515,121.20","6,564,147.20","62,796,080.75","39,241,048.65","43,882,698.65","23,659,151.72","1,839,752.00","10,033,513.33","49,357,001.43","104,265,284.03","20,141,576.89","28,154,609.39","36,774,645.92","84,599,543.54","8,902,575.61","68,682,870.58","370,598,009.41","470,253,127.90","9,285,652.76","759,001,484.17","850,923,953.20","1,149,868,581.11","251,790,716.89","773,689,586.48","1,136,500,644.65","1,702,131,153.65","135,010,452.42","995,612,187.75","2,031,162,200.15","1,043,661,791.48","107,004,375.41"
经营活动现金流入小计,"1,475,777,798.42","1,888,240,714.77","1,996,689,682.64","492,856,665.38","1,318,511,481.43","2,075,128,492.79","3,185,295,003.57","683,390,348.78","1,635,637,777.73","2,466,739,065.92","3,749,203,713.22","715,238,984.75","1,780,357,144.82","2,874,731,761.28","4,457,298,916.98","1,184,996,090.39","2,339,792,948.37","3,583,284,481.75","5,734,920,331.71","1,340,762,293.02","2,655,230,691.04","4,038,381,718.00","6,554,768,577.01","2,153,775,919.22","4,215,965,656.98","6,130,575,219.16","9,995,263,199.51","2,324,163,363.10","4,891,441,909.29","6,975,249,022.16","11,031,052,932.81","1,885,316,809.77","4,735,929,737.49","7,351,802,786.02","12,144,704,491.16","2,670,505,734.01"
投资活动产生的现金流量净额,"2,716,674.04","-7,327,333.00","1,598,656.05","-430,663.20","-1,497,583.20","-6,015,121.20","-4,495,438.34","-62,796,080.75","-22,380,723.30","-23,283,801.23","-4,526,151.72","-1,739,752.00","-9,880,013.33","-49,203,501.43","-98,703,844.49","-20,141,276.89","-27,497,309.39","-36,154,063.96","-77,273,689.22","-7,949,788.48","-67,400,153.45","-367,206,937.55","-458,637,909.92","-9,159,453.78","-727,144,801.19","-819,094,926.53","-1,089,067,254.95","-249,961,727.89","-763,180,686.07","-1,108,103,882.24","-1,662,667,619.75","-30,087,759.95","-400,262,091.14","-624,545,660.28","-915,745,374.31","-69,183,399.00"
购买商品、接受劳务支付的现金,"1,281,432,910.19","1,634,877,338.24","1,768,188,471.62","469,753,738.14","1,195,583,649.09","1,847,861,193.84","3,009,345,935.76","721,405,776.59","1,305,493,488.89","2,075,491,717.54","3,434,708,112.21","623,856,995.47","1,343,750,776.06","2,313,588,574.99","3,856,233,612.36","920,015,466.06","1,752,887,931.94","2,760,742,764.73","4,750,712,925.27","1,006,708,482.57","2,005,596,605.47","3,144,221,914.46","5,531,384,081.05","1,882,649,880.78","3,455,380,400.44","5,166,327,622.62","8,495,793,352.47","1,936,428,986.30","4,132,039,751.24","6,112,081,138.14","9,150,408,862.04","2,016,435,371.47","4,335,659,979.63","6,612,355,718.15","10,458,117,493.87","2,184,579,381.31"
吸收投资收到的现金,,,,,"778,537,966.98","778,537,966.98","820,860,000.00",,"2,450,000.00","2,450,000.00","5,550,000.00",,,"490,000.00","517,989.00",,"4,050,000.00","4,050,000.00","4,050,000.00",,,,"6,400,000.00",,"180,978,894.90","180,978,894.90","2,600,000.00",,"2,401,000.00","2,206,672,090.52","2,207,872,090.52",,"1,300,000.00","1,300,000.00","1,300,000.00",
