科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"443,865,739.75","566,723,934.37","627,910,943.04","177,372,699.08","406,824,518.80","619,441,017.86","877,465,457.82","247,937,149.90","546,110,450.53","818,990,506.84","1,075,638,871.56","183,487,819.90","445,885,245.42","682,317,112.43","947,972,381.37","234,867,497.18","548,992,928.66","820,818,160.71","1,142,376,274.38","242,891,165.63","727,119,629.21","1,141,571,789.54","1,543,030,307.80","388,628,939.98","906,337,743.45","1,333,844,289.63","1,838,515,560.42","459,277,585.21","1,054,586,945.24","1,675,870,501.61","2,418,423,850.17","652,892,796.25","1,597,189,245.35","2,582,597,803.79","3,472,602,396.63","821,242,642.60","1,784,341,716.54","2,796,079,978.89","3,626,799,937.52","918,687,019.84"
二、营业利润,"75,307,313.26","123,826,092.94","132,721,074.22","36,446,749.92","83,645,711.22","125,579,331.27","171,599,867.40","33,149,790.60","75,117,726.41","112,626,347.51","131,933,230.60","18,380,413.13","40,556,387.18","59,239,854.01","33,691,566.24","21,277,428.06","40,577,602.72","63,117,499.78","87,782,067.65","24,606,996.65","69,254,265.48","110,149,588.31","125,463,065.03","32,625,514.21","82,057,453.11","117,784,025.42","145,564,715.75","37,433,021.37","79,057,070.64","124,587,343.77","184,044,237.36","54,878,334.86","176,231,959.97","294,718,144.04","408,980,958.50","86,068,213.29","252,983,106.94","432,834,750.50","507,151,715.70","125,863,366.21"
减:营业成本,"314,858,933.43","369,433,622.14","417,997,622.33","119,740,499.90","274,000,050.05","418,936,933.62","607,827,304.33","190,988,100.81","421,689,875.84","637,664,975.17","831,632,046.92","138,616,520.56","341,735,404.47","518,990,171.07","714,309,965.48","173,099,615.75","405,379,695.35","608,413,943.73","849,168,452.96","173,244,855.65","545,747,343.22","849,133,171.68","1,155,972,079.67","305,569,229.74","707,527,901.67","1,028,525,776.46","1,422,628,200.05","355,322,023.24","831,590,311.95","1,331,027,412.19","1,897,102,375.62","510,552,027.16","1,252,560,782.29","2,005,758,968.02","2,650,578,822.04","636,007,914.61","1,342,741,377.11","2,093,975,370.67","2,740,318,902.49","695,725,563.29"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,105,680.98","3,224,401.96","3,210,807.41","391,834.26","813,640.58","848,108.30","877,833.67","236,278.87","666,329.39","1,025,070.59","2,252,460.84","661,515.26","2,661,191.25","3,659,340.01","5,715,299.56","890,464.26","1,955,403.85","2,585,169.05","4,772,342.72","448,917.10","1,040,480.76","1,478,027.63","2,963,075.54","661,228.32","2,119,210.98","3,300,577.95","6,761,582.12","1,798,048.29","3,811,993.42","5,035,037.37","11,141,364.73","1,123,247.10","5,350,878.44","10,255,855.55","18,291,369.40","3,736,914.69","7,202,868.44","12,495,106.43","20,586,362.72","8,600,885.71"
营业外收入,"2,287,469.00","829,308.31","4,823,161.14","2,012,439.08","3,048,017.92","4,255,652.60","5,900,575.12","1,481,171.83","4,261,050.28","10,482,287.77","18,799,155.20","7,051,515.36","10,461,875.59","17,382,544.63","20,054,878.09","3,018,373.17","17,163,548.98","22,069,667.82","40,234,771.57","8,057,002.70","14,877,233.02","23,634,682.82","46,706,458.34","8,424,308.36","17,369,564.24","29,110,753.62","42,827,966.28","6,109,351.36","28,748,273.57","21,173,191.81","33,685,181.40","6,564,724.54","3,046,419.44","3,077,469.44","4,129,767.60","6,461,982.40","6,557,967.83","6,664,928.43","7,222,411.17","587,767.09"
销售费用,"11,655,491.82","15,112,328.53","16,615,046.29","3,273,370.25","9,207,015.84","14,335,523.84","20,701,575.20","5,214,163.90","11,408,193.84","17,598,891.30","29,307,067.28","6,060,496.51","15,700,678.38","23,994,393.87","34,727,520.53","5,287,361.72","17,722,394.33","29,610,151.46","41,521,527.69","7,054,685.37","20,112,841.72","41,609,037.91","58,010,666.42","7,415,819.90","21,554,771.79","35,233,315.96","56,956,259.29","10,304,747.48","24,530,036.85","37,900,656.37","59,523,404.55","13,287,508.26","30,983,678.89","59,379,632.96","86,329,892.82","20,175,909.09","36,985,897.39","61,454,763.26","81,032,587.83","17,576,607.97"
减:营业外支出,"3,953.38","371,821.07","115,913.25","105,838.69","481,743.39","1,124,903.35","2,011,077.69","259,978.56","364,102.97","718,440.70","2,859,510.88","2,500.40","11,807.81","605,971.73","1,227,415.43","5,640.39","108,811.03","720,359.91","939,867.62","57,639.73","168,560.43","2,818,257.97","2,687,900.20","580,066.96","909,912.60","2,789,869.21","3,310,702.53","1,964,220.98","2,413,961.23","2,535,343.69","3,133,935.97","2,167,361.14","3,021,117.94","5,380,471.05","5,491,080.61","99,220.70","651,425.30","793,446.89","4,037,400.50","1,352,083.94"
管理费用,"33,554,213.13","44,194,953.82","52,187,623.09","16,592,156.62","34,682,600.62","53,318,575.22","77,582,383.60","20,411,079.73","44,001,722.04","64,157,041.25","98,391,944.86","21,085,949.61","46,695,659.51","72,278,444.57","104,370,732.41","27,857,744.60","66,930,007.48","97,786,925.04","141,821,552.81","33,063,027.82","77,676,203.08","118,317,450.30","159,142,980.85","35,424,300.34","81,194,641.75","129,224,371.83","179,759,150.48","44,322,781.14","95,804,365.51","148,043,796.18","210,531,223.88","54,456,002.59","113,488,147.49","177,201,676.15","267,919,471.78","68,375,965.58","137,886,658.00","80,155,647.17","113,261,741.20","28,718,236.87"
其中:非流动资产处置净损失,"1,586.15","168,746.46","104,081.05",,"233,808.45","686,122.26","1,490,120.90","57,963.56","61,330.76","407,368.49","2,025,713.08","2,485.40","5,353.40","8,270.03","8,888.53",,"3,155.64","4,030.39","6,478.10",,,"2,279,627.36","2,353,489.87","580,066.96","899,912.60","2,636,471.88","2,786,913.52","1,943,826.31","2,293,566.56","2,314,787.02","2,793,030.86","2,059,575.14","2,911,652.21","3,274,156.64",,,,,,
