科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"245,661,824.83","181,135,457.17","216,504,128.21","233,219,548.01","184,260,883.72","136,899,466.69","215,405,756.73","182,212,886.86","177,735,966.98","152,205,270.63","141,911,936.21","301,624,412.54","253,047,576.09","285,479,551.04","253,949,790.32","350,371,542.65","273,329,110.17","223,639,352.28","227,831,619.18","245,760,106.50","104,894,325.57","127,341,316.87","81,992,296.77","50,670,883.41","42,967,158.93","112,086,753.61","135,115,584.87","201,558,156.49","201,882,229.30","298,370,569.82","340,346,274.44","386,051,802.03","259,376,113.77","526,248,148.07","270,243,301.72","553,334,683.50","372,656,099.10","276,495,027.16","281,683,685.45","353,326,951.78","513,278,378.53","541,145,206.58","683,560,228.76","940,541,965.04","524,252,221.74","451,877,005.19","395,299,680.66","314,740,632.10","177,044,080.24"
短期借款,,,,,,,"20,000,000.00","24,275,864.25","35,603,526.06","91,305,155.57","104,410,571.88","99,844,945.76","113,571,745.28","102,964,468.49","115,785,672.72","136,160,442.67","116,016,230.69","89,040,125.36","76,541,279.22","82,894,007.45","20,000,000.00","20,000,000.00","20,000,000.00","5,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","25,000,000.00","30,000,000.00","30,000,000.00","60,000,000.00","20,000,000.00","20,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00",,,,,,"3,060,538,152.50","3,063,656,908.86","3,001,274,143.10","2,669,322,815.00","2,669,853,498.78","2,740,733,994.03","1,038,849,566.36","1,131,421,771.31"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"55,494,440.76","70,669,357.25","53,041,833.98","42,830,890.99","74,919,385.74","72,225,367.90","68,685,336.28","66,295,122.13","29,846,783.63","21,952,437.56","19,674,899.84","40,388,361.61","45,506,811.52","45,678,339.00","37,799,129.09","29,357,492.10","27,930,993.07","12,189,395.28","11,738,944.96","5,725,326.65","20,000,000.00",,"539,842.00",,,,,"331,000.00",,,,,,,,"700,000.00",,,,"1,000,000.00","500,000.00","500,000.00",,,"7,250,000.00","8,900,000.00",,"7,010,099.00","2,986,000.00"
应付票据,"314,645,479.17","247,585,384.07","272,128,697.52","228,327,908.44","198,785,114.65","165,374,176.13","198,223,327.90","182,115,852.60","151,128,047.37","118,192,909.74","131,427,174.88","113,669,436.73","89,819,161.40","138,218,337.92","98,888,872.41","93,970,080.02","59,297,511.78","60,193,397.19","87,078,119.60","75,779,734.53",,,"2,924,414.00","2,924,414.00","20,825,388.00","38,370,605.23","35,866,007.31","44,410,790.08","36,512,899.07","37,840,000.00","61,030,000.00","54,530,000.00","65,744,076.00","67,232,376.00","70,874,131.00","60,439,520.00","30,791,500.00","16,390,745.20","12,342,745.20","6,380,000.00",,,,,,,,,
应收账款,"213,019,206.69","182,294,414.47","222,052,718.82","197,815,073.65","209,285,016.72","177,192,112.63","167,328,897.72","102,840,437.68","123,260,231.94","144,716,595.55","206,249,027.60","133,356,736.06","176,094,333.92","157,326,948.60","128,305,287.27","81,375,811.67","98,120,393.62","103,157,527.34","141,196,890.16","104,116,431.39","37,110,120.82","39,381,312.00","87,536,198.57","129,831,750.00","135,046,150.00","116,973,880.00","133,706,405.45","91,268,400.00","78,421,650.00","158,637,925.00","174,312,925.00","22,816,387.50","46,420,887.50","33,636,412.50","106,812,162.50",,,"950,000.00","950,000.00","287,850.00","287,850.00","332,110,408.82","330,177,423.01","320,510,615.84","348,814,367.22","310,265,809.08",,"394,321,846.80","446,002,573.51"
应付账款,"180,564,805.45","213,886,271.24","242,278,951.20","258,718,906.71","295,133,214.43","249,442,533.36","234,384,716.71","129,783,351.28","135,807,395.95","129,078,164.87","153,287,759.46","158,076,073.96","185,064,359.55","167,827,137.37","123,413,879.83","146,916,465.51","145,613,034.27","118,823,278.30","162,142,207.70","146,625,947.30","7,568,487.44","66,731,102.02","66,756,903.94","75,892,098.04","46,121,929.56","50,693,039.49","67,610,344.99","51,396,924.27","52,480,199.28","45,737,076.05","42,477,831.73","40,188,964.71","35,195,368.46","39,170,207.93","28,626,480.58","40,112,150.34","27,087,021.34","24,249,608.08","17,133,038.15","94,575,509.74","75,999,404.76","222,486,958.69","195,192,080.98","208,853,129.50","197,166,081.87","177,734,458.18",,"253,477,515.97",
预付款项,"26,122,566.94","25,354,904.50","24,022,331.72","18,360,897.37","3,092,789.89","3,278,541.93","3,017,014.05","16,738,172.83","3,503,794.33","3,627,431.77","3,437,514.97","6,792,323.42","7,414,258.23","7,894,384.32","3,772,665.25","6,836,407.01","2,523,702.66","4,504,410.25","1,495,105.66","12,131,638.29","12,898,790.96","25,306,640.34","14,655,523.31","9,740,060.51","13,932,071.20","12,620,215.82","18,957,533.55","13,361,163.53","18,001,636.35","19,046,662.12","17,806,625.41","149,806,149.99","162,501,198.54","171,296,841.76","140,550,976.69","176,850,831.37","189,156,896.73","217,458,977.65","216,473,054.45","86,498,806.42","33,608,170.28","255,301,664.38","58,313,440.85","19,402,311.02","39,457,715.40","48,014,173.73","70,135,377.84","22,978,197.51","27,686,977.01"
预收款项,"701,811.44","645,986.04","629,517.94","5,489,976.55","327,612.43","569,607.63","718,117.53","7,382,214.95","918,971.19","1,475,570.59","1,714,414.29","5,458,240.96","5,323,035.17","5,651,759.26","3,692,047.01","5,976,503.18","2,870,744.21","3,424,650.62","2,991,400.11","3,551,413.77",,,,,,"628,756.57","974,933.22","1,372,994.01","1,412,508.49","1,218,296.51","687,805.92","213,935.21","57,574.00",,,,,"757,500.00","126,977.29","12,723.60","907,773.60","7,822,014.90","7,506,049.62","7,191,862.89","8,260,012.22","7,240,144.13","10,964,907.96","9,910,963.71","12,511,789.98"
