科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"170,039,766.20","147,244,526.63","246,048,423.00","116,786,734.41","189,353,948.81","208,040,761.04","76,421,560.79","111,046,772.75","156,396,413.97","212,991,500.75","45,364,589.48","96,926,988.65","139,697,432.34","181,204,296.60","44,053,830.99","73,446,496.10","123,083,008.75","182,025,004.99","38,094,567.67","71,703,212.03","106,030,978.21","122,425,843.78","21,883,583.59","49,003,115.47","75,490,782.26","72,243,663.59","29,773,068.00","80,248,411.90","156,980,408.98","197,658,489.25","46,475,475.82","105,515,376.98"
取得子公司及其他营业单位支付的现金净额,,,"800,000.00",,,,,"19,444,123.04",,,,,,,,,,,,,,,,,,,,"228,394,428.93","228,394,428.93","232,194,428.93",,
收到的税费返还,"1,909,686.47","3,076,642.03","806,966.69","5,735.49","5,735.49","13,429.30","942,868.14","1,442,815.35","1,442,815.35","1,442,815.35",,"136,682.75","136,682.75","136,682.75",,,"329,827.59","329,827.59",,"27,933.07","27,933.07","27,933.07","971,877.01","1,122,219.82","1,134,934.30","339,008.06","91,908.50","201,747.65","272,948.09","272,948.09","56,641.44","800,086.46"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"810,000.00","910,000.00","70,000,000.00",,
收到其他与经营活动有关的现金,"33,876,212.43","5,789,037.58","4,717,713.15","16,383,926.43","16,932,907.12","29,266,048.18","1,480,889.29","6,466,143.65","13,936,907.02","37,461,529.92","3,697,173.01","8,433,615.91","14,927,641.06","20,466,044.07","6,259,578.27","11,443,002.34","16,917,421.62","30,601,716.80","6,091,502.01","11,097,813.17","20,031,813.71","13,466,799.96","7,250,648.19","3,926,830.66","7,961,924.83","6,366,010.04","10,767,619.43","3,785,504.39","12,564,595.37","8,532,750.95","2,425,387.56","37,973,751.48"
投资活动现金流出小计,"30,121,117.09","23,119,435.12","85,186,265.65","19,497,035.73","25,336,616.90","33,610,498.81","19,613,343.14","23,676,049.92","27,457,245.82","27,304,322.64","942,655.32","1,140,850.00","1,464,646.00","1,985,942.05","358,656.16","1,189,278.53","1,458,130.21","2,081,790.88","138,204.12","274,241.08","679,290.02","148,937,214.58","199,817.00","20,319,557.00","102,336,487.00","7,621,389.36","82,957,920.22","229,260,622.93","232,357,403.93","303,887,132.19","456,279.94","45,339,879.94"
经营活动现金流入小计,"205,825,665.10","156,110,206.24","251,573,102.84","133,176,396.33","206,292,591.42","237,320,238.52","78,845,318.22","118,955,731.75","171,776,136.34","251,895,846.02","49,061,762.49","105,497,287.31","154,761,756.15","201,807,023.42","50,313,409.26","84,889,498.44","140,330,257.96","212,956,549.38","44,186,069.68","82,828,958.27","126,090,724.99","135,920,576.81","30,106,108.79","54,052,165.95","84,587,641.39","78,948,681.69","40,632,595.93","84,235,663.94","169,817,952.44","206,464,188.29","48,957,504.82","144,289,214.92"
投资活动产生的现金流量净额,"-29,455,636.29","-23,057,739.42","-84,269,470.22","-19,497,035.73","-25,336,616.90","-33,551,298.81","-19,613,343.14","-23,676,049.92","-27,457,245.82","-27,304,322.64","-942,655.32","-1,129,850.00","-1,453,646.00","-1,971,018.98","-358,656.16","-1,189,278.53","-1,453,130.21","-2,036,790.88","-138,204.12","-244,241.08","-649,290.02","-130,727,286.16","-199,817.00","136,823,511.50","59,760,719.33","159,230,451.41","-82,922,920.22","-221,137,584.86","-220,792,060.45","-290,126,840.59","3,194,709.10","36,705,159.07"
购买商品、接受劳务支付的现金,"62,891,614.67","57,051,941.27","94,424,933.21","47,970,249.52","94,226,692.80","103,533,565.46","23,956,918.97","38,010,578.58","55,923,536.81","80,010,306.76","14,456,425.18","36,341,096.81","53,836,698.51","68,822,966.40","18,855,686.75","23,292,922.59","53,206,680.31","80,991,216.89","14,199,449.35","26,112,612.71","39,249,393.31","51,412,136.54","17,364,455.73","25,078,279.87","32,184,645.24","36,263,104.01","18,911,064.74","38,160,067.97","64,769,590.94","82,846,511.31","17,560,478.81","35,832,752.67"
吸收投资收到的现金,,,,,"570,500,000.00","570,500,000.00",,,,,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00",,,,"-1,800,000.00",,
支付给职工以及为职工支付的现金,"12,370,542.31","15,760,442.64","20,215,030.99","11,447,488.98","18,320,832.33","23,753,823.27","6,223,431.49","15,764,287.01","18,804,062.69","24,980,465.61","6,502,883.49","13,545,028.33","20,276,471.10","28,688,566.61","6,199,246.73","14,616,661.63","17,917,196.32","29,209,225.77","7,058,039.92","14,333,113.41","21,981,814.21","31,449,759.69","8,477,577.61","15,644,289.22","21,437,659.83","27,929,487.82","7,127,455.35","20,572,857.48","39,544,898.81","47,558,763.58","16,635,421.27","29,844,936.13"
取得借款收到的现金,,"20,000,000.00","44,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00",,
支付的各项税费,"23,111,695.64","18,096,124.93","23,047,016.84","14,120,100.31","27,598,191.83","32,668,696.80","3,355,382.07","11,135,180.13","16,808,377.14","20,926,991.11","9,333,042.15","17,199,879.96","24,468,257.21","29,390,002.86","2,448,479.37","12,013,967.62","19,021,086.73","23,301,152.35","5,970,045.39","13,075,424.64","18,778,382.33","22,375,451.55","5,667,936.87","8,110,476.73","11,533,620.86","5,919,726.79","1,104,936.09","6,908,184.69","10,652,703.57","17,628,706.65","7,763,563.18","23,256,335.20"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"11,827.87",,,,,,,,
支付其他与经营活动有关的现金,"27,378,367.99","10,400,653.73","11,292,404.86","6,256,959.02","11,470,072.55","12,315,104.39","4,646,322.20","7,780,570.20","10,593,166.52","26,156,000.35","2,639,019.54","4,734,813.00","7,480,703.33","8,610,031.34","5,453,998.44","6,493,098.67","8,704,939.34","10,471,418.37","1,506,396.88","5,475,988.70","7,719,532.85","12,617,683.12","1,321,685.70","4,011,761.21","6,581,539.52","16,722,669.94","2,449,450.69","11,626,882.15","24,356,360.79","26,609,990.18","4,901,720.98","41,434,991.03"
