科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"468,587,655.33","1,275,895,106.24","1,943,625,747.04","3,106,015,979.12","893,541,670.29","2,640,750,292.65","3,746,379,136.38","5,807,065,795.35","1,039,897,277.00","2,159,264,336.44","3,220,213,110.45","4,158,781,405.58","1,167,048,784.25","2,476,396,158.92","3,933,121,900.20","4,948,639,654.09","1,223,824,213.21","2,919,215,273.91","4,582,975,880.31","4,156,534,703.87","1,266,317,734.27","1,984,029,456.98","3,271,418,043.37","4,753,703,559.97","1,396,177,930.35","2,788,845,426.26","3,952,957,593.32","5,469,568,268.05","1,730,879,498.00","2,775,734,270.68","4,419,609,800.00","6,105,028,308.52","2,041,780,500.00","3,175,593,884.49","4,943,630,600.00","6,199,555,703.57","1,624,968,787.95","3,208,318,195.14","4,412,330,146.16","6,277,196,846.30","1,748,436,255.47","2,994,991,763.04","4,516,745,231.20"
取得子公司及其他营业单位支付的现金净额,,,,"158,628,824.87",,,,"182,162,478.14",,,,,,,,,"81,750,000.00","348,863,701.56","385,613,701.56","512,363,701.56","223,715,000.00","151,408,335.97","191,408,335.97","211,883,936.34",,,,,"45,000,000.00","45,000,000.00","45,000,000.00",,,,,"83,250,500.00",,,,,,,"412,000,000.00"
收到的税费返还,"1,320,585.50","2,597,211.24","9,487,199.29","10,245,767.03","2,821,920.67","8,383,418.81","12,359,317.00","13,421,246.72","2,262,377.13","3,737,056.48","10,148,162.23","6,416,411.96","2,589,387.01","7,541,676.09","11,735,775.04","22,751,061.34",,,,,"102,909.54","102,909.54","283,441.10","1,644,069.23","1,307,808.96","5,191,813.50","17,058,335.84","25,623,467.38","6,385,535.03","12,008,787.30","16,907,450.88","23,638,136.05","4,970,560.23","6,366,562.54","11,831,683.36","20,008,116.32","465,081.99","3,725,227.49","9,304,143.12","14,381,443.97","10,121,856.76","13,370,947.46","15,058,982.73"
支付其他与投资活动有关的现金,"141,203.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"154,506,601.07","76,246,794.56","88,172,338.14","99,210,465.26","182,248,325.16","75,968,996.05","140,697,930.77","32,675,778.78","158,433,718.32","22,637,292.68","12,979,456.53","36,219,854.91","112,409,789.08","22,326,145.83","26,038,963.64","122,392,343.28","71,972,662.17","38,722,147.29","42,291,235.32","114,467,084.57","18,544,423.80","43,271,361.81","48,709,274.40","155,391,783.40","13,217,099.54","51,783,877.84","55,547,173.55","177,715,203.17","42,023,012.95","63,547,634.39","109,871,955.42","165,502,779.02","41,130,987.93","203,380,590.00","219,339,640.44","288,201,953.23","33,273,768.20","131,051,244.49","144,498,412.21","212,899,487.45","7,200,892.35","43,963,844.10","57,482,004.56"
投资活动现金流出小计,"125,505,386.41","182,598,989.63","372,162,334.67","393,242,609.52","20,819,188.05","187,138,180.37","195,693,577.37","371,158,811.68","39,404,440.64","97,121,784.23","129,559,984.70","199,967,934.02","20,436,273.33","26,268,197.70","28,303,202.29","86,479,539.20","110,860,967.80","404,517,174.99","465,206,239.37","677,861,823.00","253,357,966.71","239,796,550.36","300,489,975.83","399,087,527.54","14,883,956.10","55,386,890.87","70,477,317.74","122,676,400.38","132,279,805.55","159,823,214.71","183,734,997.43","413,043,663.79","16,197,460.91","29,451,265.69","192,927,376.04","369,631,854.63","23,034,664.45","408,622,860.49","761,019,439.99","798,863,122.42","25,790,926.26","60,278,563.81","489,879,020.51"
经营活动现金流入小计,"624,414,841.90","1,354,739,112.04","2,041,285,284.47","3,215,472,211.41","1,078,611,916.12","2,725,102,707.51","3,899,436,384.15","5,853,162,820.85","1,200,593,372.45","2,185,638,685.60","3,243,340,729.21","4,201,417,672.45","1,282,047,960.34","2,506,263,980.84","3,970,896,638.88","5,093,783,058.71","1,295,796,875.38","2,957,937,421.20","4,625,267,115.63","4,271,001,788.44","1,284,965,067.61","2,027,403,728.33","3,320,410,758.87","4,910,739,412.60","1,410,702,838.85","2,845,821,117.60","4,025,563,102.71","5,672,906,938.60","1,779,288,045.98","2,851,290,692.37","4,546,389,206.30","6,294,169,223.59","2,087,882,048.16","3,385,341,037.03","5,174,801,923.80","6,507,765,773.12","1,658,707,638.14","3,343,094,667.12","4,566,132,701.49","6,504,477,777.72","1,765,759,004.58","3,052,326,554.60","4,589,286,218.49"
投资活动产生的现金流量净额,"-125,455,386.41","-174,265,703.07","-363,761,658.11","-384,379,039.52","-20,611,188.05","-187,033,164.61","-195,117,326.21","-200,859,169.25","-38,342,070.25","-43,895,722.99","-76,527,497.19","-146,783,965.73","-20,202,241.33","-25,559,876.26","-15,896,635.39","-16,686,000.14","-110,723,605.92","-303,962,071.50","-363,955,555.88","-576,634,304.57","-252,857,993.26","-239,214,828.24","-299,305,869.16","-396,780,644.11","-14,675,913.50","-55,004,215.84","-69,723,521.52","-120,445,273.46","-120,584,787.15","-105,712,489.79","-132,035,324.73","-369,609,729.98","-15,756,202.46","-12,540,577.26","-175,946,561.41","-338,732,682.67","-23,033,764.45","-274,129,290.35","-626,471,536.93","-460,585,294.33","-25,531,126.26","-5,986,910.91","-2,994,083.02"
购买商品、接受劳务支付的现金,"628,098,777.79","1,066,247,335.08","1,698,594,611.84","2,823,437,393.94","938,144,958.71","2,438,033,510.04","3,535,709,715.25","5,034,854,315.45","900,767,255.30","1,831,519,814.48","2,785,510,981.00","3,441,040,997.15","1,056,172,466.78","1,981,476,526.68","3,366,924,077.79","4,370,090,593.76","1,084,819,922.03","2,399,499,836.58","4,053,827,801.07","3,323,511,031.91","1,030,282,385.82","1,807,137,380.49","2,943,331,462.61","4,253,809,861.83","1,195,519,482.17","2,399,511,292.54","3,494,588,822.40","4,521,264,276.65","1,337,782,436.95","2,184,165,625.35","3,584,201,747.12","5,000,203,491.04","1,479,822,128.97","2,441,783,756.02","3,897,837,342.52","4,692,369,433.41","1,455,093,772.00","2,440,412,470.06","3,393,312,257.61","4,433,237,140.22","1,703,100,963.72","2,636,063,845.33","4,079,183,099.20"
吸收投资收到的现金,,,,,,,,,,,,"339,525,017.93",,,,,,,,"40,824,180.00",,,,,,,,,,,,"831,360,000.00",,,,,,,,,,,
