科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"72,748,481.01","81,322,271.55","44,077,596.64","16,645,761.30","291,214,086.78","272,053,671.70","258,126,274.40","223,365,032.61","203,787,384.31","198,054,480.02","189,688,102.24","183,013,818.14","169,701,115.82","186,039,073.68","177,222,743.65","175,022,593.26","158,882,501.12","162,103,306.04","152,426,944.29","140,594,213.83","136,521,314.39","139,335,436.44","131,572,939.17","129,431,430.57","105,670,490.46","137,261,112.31","137,375,190.73","116,832,584.91","112,145,840.11","140,044,228.44","120,398,682.81","124,196,398.35","117,179,072.77","49,058,000.75","39,318,633.31","63,157,367.93","21,515,297.96","148,966,742.79","138,405,435.48"
短期借款,,,"27,380,000.00","15,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","20,000,000.00",,
交易性金融资产,"218,472.00","22,650.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,722,545.00","1,452,240.00","1,744,172.70","5,272,602.12","2,721,394.46","3,770,748.01","9,892,375.83","9,959,296.19","12,897,746.03","23,996,498.60","18,430,156.03","12,581,557.04","18,160,851.15","19,537,363.65","19,128,244.31","11,736,351.04","15,076,610.62","11,345,375.27","10,195,384.07","9,771,327.51","9,617,475.55","9,310,473.77","5,571,960.31","7,077,210.65","6,395,877.17","7,426,568.05","3,637,103.16","4,122,420.47","5,146,318.93","3,308,897.95","3,078,997.75","1,723,245.16","1,537,323.57","877,265.57","819,603.32","280,015.10","727,990.00","630,877.60","277,255.20"
应付票据,"28,056,329.28","16,252,017.52","6,402,723.73","15,660,684.19","13,260,000.00","6,830,000.00","5,775,040.00","2,295,040.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"16,803,079.93","14,830,325.49","39,602,004.45","42,886,244.20","45,712,127.24","41,052,660.43","45,860,403.70","52,848,032.65","55,196,464.27","43,551,349.30","49,378,397.09","48,275,022.57","51,138,110.75","44,034,713.20","40,581,358.88","45,726,511.50","38,306,481.57","35,236,186.20","40,605,846.80","38,960,820.90","37,148,084.48","32,249,392.94","32,625,778.97","31,276,045.11","29,418,482.06","26,675,533.99","25,890,088.43","27,570,870.94","28,750,576.91","29,010,785.19","22,964,749.30","22,407,272.21","22,531,261.39","25,154,371.40","24,417,615.78","27,852,473.54","41,523,253.61","44,248,676.01","40,057,315.51"
应付账款,"17,169,164.93","32,543,260.40","30,751,412.16","30,647,820.38","25,392,559.15","20,959,427.88","24,752,460.91","26,573,900.49","25,359,373.77","20,710,694.18","18,626,259.34","17,398,338.10","26,839,484.27","45,603,297.56","32,322,316.71","34,419,339.16","31,248,556.54","23,175,449.10","25,246,046.75","27,549,419.40","23,594,632.48","27,943,923.65","12,636,225.47","14,159,102.00","12,270,785.62","17,830,975.02","13,284,013.06","15,598,438.07","17,317,880.83","23,092,141.08","18,377,261.39","18,727,572.49","23,452,581.12","33,891,253.52","26,102,517.70","20,036,041.25",,"25,359,982.54",
预付款项,"951,658.29","605,414.11","38,805,464.15","4,902,944.30","4,689,429.44","11,260,747.70","6,482,956.53","8,733,656.60","15,580,935.14","4,309,747.62","6,930,014.86","14,497,835.21","17,558,693.55","3,793,776.89","4,033,921.72","4,033,476.51","8,173,112.32","3,852,351.89","12,968,132.38","5,895,416.04","4,911,661.32","6,170,263.62","5,496,413.05","7,592,617.75","4,794,461.04","17,787,306.36","24,866,907.53","23,250,074.37","23,357,547.72","24,554,670.17","46,820,689.92","36,671,454.87","39,677,407.65","14,057,072.80","14,525,638.95","32,864,607.16","62,852,449.81","41,869,801.24","34,527,332.67"
预收款项,"3,975,105.05","2,511,272.45","4,368,247.94","3,194,820.32",,"3,513,400.59",,"3,894,561.75","2,790,570.99","2,827,439.11","3,221,828.33","3,730,507.15","2,648,864.83","2,741,455.29","2,999,081.47","2,980,593.95","1,548,388.21","2,181,957.35","2,114,513.05","1,887,578.48","1,730,404.44","2,227,262.03","1,581,567.82","1,620,993.20","1,614,187.25","1,727,376.01","2,762,582.42","3,499,356.30","2,641,894.74","2,577,981.96","3,070,199.26","2,067,967.49","1,702,649.32","1,829,807.72","2,042,198.60","3,889,149.92","6,950,492.04","1,604,078.25","1,818,673.57"
其他应收款,"1,081,684.70","791,019.94","6,698,531.85","7,862,077.89","4,225,613.56","2,213,077.52","2,238,597.93","3,725,221.28","4,186,866.09","2,104,622.14","2,575,801.37","2,536,536.24","1,934,002.17","1,339,277.04","1,513,991.60","2,107,991.62","1,376,674.88","1,680,237.63","1,737,613.82","8,021,826.64","1,781,720.00","8,548,973.82","7,461,185.86","7,736,774.49","10,625,771.18","46,880,521.85","35,693,776.98","49,768,175.39","46,381,331.53","4,158,544.66","5,918,799.79","5,818,399.87","5,748,300.61","8,173,244.68","7,314,996.70","9,747,163.20","7,398,985.81","14,166,023.44","14,874,988.56"
应付职工薪酬,"3,680,795.36","3,849,221.86","3,936,332.51","2,572,386.19","2,865,042.23","4,377,695.23","2,921,563.06","5,835,726.29","4,258,174.08","4,355,350.01","3,242,791.46","3,366,903.16","3,809,937.07","4,662,060.52","2,909,112.91","3,730,312.83","4,723,749.30","4,303,306.66","2,971,217.23","3,775,096.42","4,152,372.39","4,373,821.74","2,665,646.60","2,820,818.40","3,019,946.00","3,102,297.01","2,643,877.87","2,853,739.06","3,053,641.08","3,327,915.07","2,250,864.96","2,879,215.38","3,581,777.72","3,904,977.37","2,692,191.17","2,385,419.69","2,836,199.06","3,348,288.17","2,140,307.15"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,602,853.03","2,003,281.31","700,053.36","308,728.00","870,665.99","2,403,991.34","-1,253,756.42","-289,864.23","399,709.18","693,970.58","277,743.41","1,300,250.26","460,241.66","2,160,850.58","-167,358.94","385,827.28","-754,655.13","347,162.50","-629,752.57","-172,272.26","-560,907.75","592,827.75","-664,712.61","-109,521.71","-412,422.93","3,294,932.92","-501,170.96","259,642.27","-122,088.30","412,078.98","872,605.38","245,546.60","833,272.29","2,887,426.32","1,392,508.73","1,701,541.70","527,085.01","1,658,293.94","77,752.95"
应收利息,,,,,,"1,231,100.00","2,785,200.00","2,617,511.58","3,475,680.70","1,681,604.75","2,745,013.36","3,161,241.07","3,965,721.84","692,935.81","1,502,235.71","1,822,437.85","2,429,422.79","745,074.64","629,766.91","674,681.37","635,011.15","633,081.18","527,063.12","359,064.81","395,104.29","246,222.55","231,405.68","232,229.09",,"152,775.73","391,697.23","121,956.43","108,528.64","190,868.33","134,659.91","115,450.48",,"10,270.10","411,122.21"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"21,220,575.91","11,124,743.28","159,002.14",,,,,"4,000,000.00","4,000,000.00",,,"9,920,000.00","6,120,000.00",,,"9,880,000.00","600,000.00",,,"18,216,000.00","11,856,000.00","11,856,000.00",,,,,,,,,,,,,,,,,
存货,"14,793,769.92","16,682,446.09","20,792,202.99","29,573,903.60","35,891,019.83","40,390,882.29","44,748,040.88","56,117,077.36","49,301,413.88","39,923,588.27","35,763,037.37","36,723,240.28","34,556,284.32","36,857,172.46","33,294,925.49","37,173,435.34","39,171,058.02","39,084,760.10","38,778,676.68","42,665,811.57","45,137,695.51","40,814,142.24","42,292,104.70","41,001,101.22","42,102,130.15","40,184,812.75","38,156,546.89","46,184,760.96","44,280,396.21","33,810,585.99","32,999,638.98","36,681,059.84","37,206,259.93","32,209,767.03","29,056,155.02","29,043,787.96","31,645,415.42","33,302,348.53","37,208,504.46"
