科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"26,415,318.70","33,578,185.96","79,525,461.73","102,982,382.06","101,724,387.75","2,339,999,776.10","2,069,005,543.64","2,070,383,515.21","1,946,559,919.21","1,993,600,779.54","1,915,836,594.30","1,837,249,417.41","1,781,413,337.38","1,422,588,533.97","1,145,813,570.53","843,618,297.10","756,827,533.87","1,229,958,352.78","913,498,317.37","635,510,912.20","430,277,947.53","584,207,985.19","351,908,565.85","457,916,199.70","841,004,818.07","1,032,291,985.01","1,604,173,945.52","1,614,558,426.27","1,337,433,239.55","1,423,294,895.22","1,222,084,454.21","804,612,869.89","733,040,357.27","1,211,227,540.48","1,351,287,158.88","1,367,109,334.99"
短期借款,"52,000,000.00","63,000,000.00","20,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00",,,,,,"40,000,000.00","360,000,000.00","537,000,000.00","570,000,000.00","720,000,000.00","1,196,300,000.00","1,167,500,000.00","1,237,500,000.00","1,173,000,000.00","1,080,000,000.00","1,036,000,000.00","850,000,000.00","865,000,000.00","760,000,000.00","865,000,000.00","825,000,000.00","696,000,000.00","545,000,000.00","180,000,000.00","180,000,000.00","220,000,000.00","220,000,000.00","220,000,000.00","150,000,000.00","60,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,414,053.90","14,461,149.75","7,277,457.26","10,867,142.62","19,078,047.86","20,505,264.22","22,969,504.67","45,732,930.12","51,587,443.12","16,370,175.60","17,322,148.30","20,055,404.15","18,188,143.74","42,710,082.74","44,210,057.34","27,661,258.37","5,583,793.27","41,192,748.48","13,484,496.13","23,558,256.28","16,555,068.68","44,118,133.64","33,958,131.00","5,960,777.88","4,040,976.05","25,250,946.47","12,523,622.83","1,415,145.90","112,400.00","67,141,477.30","47,173,277.30","73,277.30",,,"16,621,991.53","938,700.00"
应付票据,"769,500.00",,,,,,,,,,,,,,,,"20,000,000.00","8,980,000.00",,"20,000,000.00","10,000,000.00",,"20,000,000.00","17,104,600.00","16,613,200.00","23,599,650.00","25,235,250.00",,,,,,,,,
应收账款,"40,769,736.49","79,669,206.26","91,790,996.50","123,968,805.99","151,519,181.48","194,711,052.98","212,345,859.03","224,656,296.43","270,169,662.13","312,773,219.68","322,560,487.59","359,382,855.67","406,833,107.47","440,352,952.73","480,142,747.31","527,071,460.83","660,799,408.17","592,139,691.67","640,846,807.36","628,584,513.09","627,539,029.88","418,177,013.71","471,948,152.76","601,115,596.88","659,898,569.62","551,208,312.91","618,874,156.93","554,649,042.06","495,952,347.79","219,312,557.63","235,314,048.81","277,033,352.90","316,076,707.41","297,231,946.97","310,111,930.85","399,194,429.05"
应付账款,"57,987,407.15","36,967,916.89","12,545,734.55","74,228,005.59","61,793,116.12","60,768,531.99","58,374,943.05","49,667,250.56","37,168,884.65","49,101,946.38","51,055,608.37","43,723,575.73","56,700,341.49","120,963,999.50","135,301,215.66","156,448,251.32","235,261,533.82","156,376,986.70","163,029,533.09","173,021,059.31","186,085,563.78","161,245,475.14","167,608,152.32","209,606,898.11","240,575,887.08","213,401,810.19","217,481,643.31","209,241,100.61","182,841,238.34","151,912,063.13","143,622,782.72","207,811,151.20","219,370,866.34","213,445,416.26","205,250,860.35","215,380,711.80"
预付款项,"6,131,710.06","1,120,919.21","31,460,246.55","21,279,737.77","31,136,576.04","6,510,346.49","20,451,756.01","21,791,653.29","71,438,362.79","70,427,012.84","72,055,266.63","46,025,835.39","110,712,781.96","109,005,155.34","189,358,727.86","215,094,968.47","179,086,880.76","128,638,743.65","136,829,273.34","105,344,801.93","97,333,626.35","49,740,535.59","43,199,630.62","56,047,722.60","95,022,575.68","63,908,898.37","60,239,276.90","87,318,414.48","124,996,950.72","33,059,626.91","41,089,460.48","34,708,954.62","34,051,419.58","17,520,000.03","22,758,342.40","41,399,250.09"
预收款项,"18,021,593.19","14,464,314.32","2,062,940.00","2,863,881.40","938,769.00","293,531.00","531,131.00","5,015,578.40","3,678,145.40","727,858.07","1,129,197.07","1,094,391.40","924,074.40","17,327,723.40","9,739,795.40","10,082,922.09","13,977,931.49","13,306,575.15","13,731,945.54","14,998,377.25","12,828,562.07","14,836,645.55","12,074,912.73","15,568,542.80","19,347,671.69","14,600,433.36","15,463,268.10","19,490,939.01","18,177,723.88","11,308,586.97","21,334,833.99","26,257,289.62","30,233,970.65","4,991,055.07","9,142,849.55","20,130,374.31"
