科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"396,150,928.06","383,666,198.78","393,470,299.74","943,404,073.87","675,813,446.24","2,276,479,723.07","2,439,989,309.59","2,169,863,433.99","1,647,771,888.73","1,368,957,066.70","1,726,986,729.36","2,188,109,677.10","1,884,837,040.78","1,179,373,720.43","1,566,836,426.82","1,338,572,571.75","943,583,099.23","406,981,386.13","797,542,370.80","762,109,528.63","635,571,681.22","651,695,940.17","1,243,351,742.74","993,440,949.57","823,001,389.06","640,100,633.70","634,936,693.69","1,194,262,729.29","1,196,630,311.01","1,662,130,423.78","3,016,122,976.17","3,838,838,319.63","3,888,962,803.89","2,820,590,794.89"
短期借款,"254,344,689.80","261,090,945.60","62,828,701.89",,,,,"28,151,460.00","28,151,460.00","87,550,774.82","27,380,205.00","150,089,877.00","78,309,672.93","64,937,445.74","250,251,390.03","82,618,449.85","49,184,000.00","367,099,769.00","317,862,434.00","252,032,106.91","920,759,975.00","831,420,789.31","848,237,820.00","689,485,694.40","879,304,885.07","950,363,572.63","506,298,628.00","449,790,000.00","1,026,839,260.00","1,701,723,900.00","1,608,277,404.82","2,206,774,880.00","3,092,938,000.00","2,456,084,000.00"
交易性金融资产,"1,737,450.00",,"200,850.00",,,,,,,,"150,134,383.56","30,384,657.53",,,,"3,222,420.00","75,073,664.08","196,695,248.65","213,184,193.05","242,065,638.13","284,452,106.67","154,414,733.49","92,618,751.00","541,866,793.30","127,133,565.84","348,374,902.16","194,897,508.00","167,669,378.40","352,055,642.94","345,252,114.90","350,951,940.24","341,141,729.88","384,711,855.87","348,363,549.72"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,"50,000.00",,,,,,,,,,"2,567,864.84","4,300,000.00","1,506,700.56","1,396,088.86","2,476,029.00","430,000.00",,"530,000.00","1,867,386.00",,"785,000.00","400,000.00","1,010,000.00","1,130,000.00","1,733,153.89"
应付票据,"596,160,000.00","610,110,000.00","595,263,000.00","691,040,000.00","634,915,000.00","726,575,000.00","623,470,000.00","376,330,000.00","416,130,000.00","391,780,000.00","340,950,000.00","570,460,000.00","573,990,000.00","670,500,000.00","953,550,000.00","875,810,000.00","769,130,000.00","840,800,000.00","1,036,637,000.00","978,528,095.30","718,591,095.30","835,393,000.00","908,049,188.89","705,898,232.10","562,826,866.90","762,256,491.13","914,801,667.44","710,694,826.60","551,029,688.16","716,965,861.56","955,811,000.00","851,683,572.19","663,816,000.00","833,440,000.00"
应收账款,"318,003,447.21","401,453,584.69","280,339,866.33","198,900,206.47","70,837,615.24","413,262,725.67","437,994,264.85","136,545,373.19","96,718,710.61","588,539,615.56","547,515,052.19","187,687,036.10","98,933,026.56","627,596,743.65","809,385,465.99","293,638,322.50","109,253,384.21","563,451,534.85","827,897,096.39","299,909,402.14","193,096,359.68","786,411,582.20","1,085,321,294.03","282,068,290.75","138,897,450.48","845,297,205.98","1,120,971,448.32","395,521,483.41","251,420,230.64","836,584,809.93","1,397,562,159.81","606,546,611.93","253,512,096.36","1,006,250,627.20"
应付账款,"280,330,286.84","304,299,027.21","229,336,062.57","220,541,719.21","293,245,884.38","287,500,733.44","308,226,908.44","257,831,188.58","227,565,911.52","285,502,715.27","302,574,528.90","201,566,974.72","235,104,648.55","339,645,332.23","331,954,468.98","257,235,791.81","250,208,348.23","392,346,636.08","301,052,896.77","266,310,278.44","336,023,603.15","421,359,060.94","345,102,293.14","252,395,089.09","371,258,632.26","413,364,822.53","312,578,434.16","286,369,498.70","302,700,972.91","501,752,206.81","403,211,140.13","321,196,615.64","369,898,276.27","620,056,074.30"
预付款项,"61,435,490.87","79,602,629.63","64,210,798.51","48,059,765.34","177,535,144.13","211,578,737.41","165,326,055.85","231,150,987.87","321,810,262.16","226,108,022.30","117,299,126.85","163,873,887.30","223,013,892.47","177,578,713.66","87,850,672.46","78,256,854.04","244,981,826.62","123,170,681.41","142,220,302.04","123,858,018.66","244,984,290.48","127,979,815.70","54,311,984.44","65,561,939.86","168,609,180.78","123,816,523.92","48,104,261.83","70,097,874.46","153,841,863.88","117,594,133.10","42,916,111.25","61,461,404.46","194,185,988.37","94,778,960.30"
预收款项,"242,183.80","968,843.36","1,141,763.03","7,278,569.99","16,950,363.71","7,789,587.51","24,136,142.75","9,904,511.38","14,904,387.80","7,480,604.50","29,470,137.31","10,086,728.63","8,105,602.52","8,417,309.12","12,425,512.91","15,118,699.87","10,836,745.40","3,458,509.24","4,271,900.03","3,632,832.29","4,451,398.63","3,545,665.33","2,841,740.73","4,807,601.87","5,066,810.40","3,847,309.89","4,960,556.93","8,928,872.21","7,240,637.02","5,786,743.89","16,368,085.28","10,197,267.07","11,439,354.11","10,081,310.31"
