科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应付款,"15,034,170.00","110,105.11","98,778.40","5,596,465.95","69,572.73","72,880.34","352,974.85","342,109.29","415,735.62","423,443.88","553,734.34","462,616.37","634,508.22","568,641.69","425,197.37","479,017.73","526,121.00","533,330.16","498,920.51","644,191.83","376,849.44","592,510.56","59,867,519.96","10,669,599.64","11,172,258.52","11,859,358.54","927,248.94","1,005,310.86","912,638.31"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,"1,070,783.52",,"338,838.11","15,438,688.66","119,053,560.17","183,356,824.33","158,049,198.75","218,342,866.80","252,538,449.99","253,179,018.01","99,128,929.63","101,032,532.38","11,758,313.53","12,318,545.41","192,424,854.01","295,947,415.80","227,821,595.06","271,306,389.17","721,777,300.67","771,542,877.85","549,383,237.43","464,454,433.41","880,191,736.92"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,772,200.00","45,255,533.32","44,772,200.00"
流动资产合计,"124,312,626.15","198,452,963.79","253,210,375.98","783,512,490.98","823,066,168.21","816,509,407.65","802,659,125.54","824,854,319.06","850,051,321.32","858,812,868.72","865,698,742.89","874,275,617.67","851,025,209.47","865,427,423.57","864,067,598.07","864,265,760.18","848,170,211.52","809,493,628.39","833,014,285.41","845,915,799.38","1,315,318,306.27","1,342,461,125.20","1,424,502,098.41","1,265,217,393.32","1,271,393,802.50","1,317,313,627.26","1,356,289,014.15","1,365,500,639.25","1,391,748,286.49"
流动负债合计,"90,953,022.38","67,657,346.47","92,234,273.76","96,677,153.24","89,143,902.30","92,187,524.62","97,120,319.74","89,135,211.55","106,819,066.71","121,220,344.34","133,119,405.52","127,345,948.34","130,794,345.57","147,832,613.51","141,202,800.53","126,255,075.88","130,481,155.48","123,207,820.53","148,777,331.06","134,312,630.43","138,313,063.69","162,901,053.32","325,266,888.46","222,886,711.27","193,663,447.64","177,653,881.47","228,403,917.95","212,212,745.88","221,527,093.74"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,"68,650,000.00","68,419,404.91","68,754,973.58",,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,"1,350,000.00","1,348,337.94","1,348,897.08","1,671,199.85","1,591,195.72","70,663,372.64","71,155,014.62","71,092,803.18"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"31,927,371.79","37,835,816.51","107,905,615.49","106,377,061.68","103,422,146.21","100,078,841.85","111,543,936.30","113,469,812.36","127,706,286.01","125,728,328.74","130,506,702.73","128,843,348.54","202,625,444.51","199,261,226.20","206,470,402.35","202,521,383.59","199,459,661.57","208,596,022.28","344,710,212.47","337,104,703.86","358,597,474.90","387,667,441.22","515,937,573.95","506,973,142.56","499,267,024.05","494,118,960.60","502,016,135.52","498,081,225.18","484,670,414.18"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,"18,972,861.04","1,114,392.42","4,783,363.07","8,716,849.80","12,478,421.75","22,969,866.99","28,578,190.30","31,321,290.74","56,575,893.79","93,917,462.32","116,948,389.05","100,154,739.02","119,971,462.79","114,851,367.73","126,836,690.69","139,461,607.87","170,348,340.69","49,528,592.01","47,943,995.93","29,665,862.81","47,847,562.67","29,104,906.09","35,797,217.83","48,977,118.01","57,825,220.94","64,152,871.79","76,332,719.15","88,858,826.44"
其他非流动负债,,"4,200,000.00","3,780,000.00","3,675,000.00","11,570,000.00","13,216,000.00","14,860,000.00","14,755,000.00","14,650,000.00","21,545,000.00","25,428,000.00","24,861,000.00","24,294,000.00","23,727,000.00",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"4,200,000.00","3,780,000.00","3,675,000.00","11,570,000.00","13,216,000.00","14,860,000.00","14,755,000.00","14,650,000.00","21,545,000.00","25,428,000.00","24,861,000.00","24,294,000.00","23,727,000.00","23,158,000.00","27,891,000.00","28,674,000.00","33,749,000.00","32,255,083.20","31,222,438.71","37,463,534.73","36,204,630.75","43,588,726.77","42,102,322.80","40,615,918.83","39,129,514.86","38,136,944.22","36,154,707.01","35,139,136.44"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,"6,213.00",,,,,,
负债合计,"90,953,022.38","71,857,346.47","96,014,273.76","100,352,153.24","100,713,902.30","105,403,524.62","111,980,319.74","103,890,211.55","121,469,066.71","142,765,344.34","158,547,405.52","152,206,948.34","155,088,345.57","171,559,613.51","164,360,800.53","154,146,075.88","159,155,155.48","156,956,820.53","181,032,414.26","165,535,069.14","175,776,598.42","199,105,684.07","368,855,615.23","264,989,034.07","234,279,366.47","216,783,396.33","266,540,862.17","248,367,452.89","256,666,230.18"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"30,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","226,829,268.00","226,829,268.00","226,829,268.00","861,951,218.00","861,951,218.00","872,291,218.00","872,291,218.00","872,291,218.00","872,291,218.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"316,509.92","66,124,058.32","66,124,058.32","547,164,058.32","547,164,058.32","547,164,058.32","547,259,083.30","547,259,083.30","547,259,083.30","547,259,083.30","547,259,083.30","547,259,083.30","547,816,655.01","547,816,655.01","447,816,655.01","447,816,655.01","447,816,655.01","447,816,655.01","447,816,655.01","447,816,655.01","956,947,033.18","956,947,033.18","956,794,080.64","321,672,130.64","322,780,330.64","357,108,757.05","368,787,473.14","377,468,680.03","386,149,886.90"
无形资产,"1,552,482.24","3,852,116.80","6,086,698.18","6,008,654.14","5,930,610.10","5,967,238.43","6,063,976.73","6,212,672.83","6,120,485.16","9,900,377.07","10,328,955.17","10,198,679.84","10,727,208.64","10,566,954.10","11,339,271.07","11,127,202.06","10,909,868.03","10,735,054.84","11,287,306.96","11,537,291.81","26,129,224.11","37,632,245.37","37,568,939.75","37,233,277.81","36,841,418.41","36,787,336.78","36,441,338.00","36,053,543.50","35,670,632.59"
盈余公积,"3,589,933.49","4,295,193.27","12,222,548.57","12,222,548.57","12,222,548.57","12,222,548.57","21,083,682.09","21,083,682.09","21,083,682.09","21,083,682.09","30,268,872.18","30,268,872.18","30,268,872.18","30,268,872.18","38,592,113.17","38,592,113.17","38,592,113.17","38,592,113.17","45,743,245.86","45,743,245.86","45,743,245.86","45,743,245.86","56,609,564.09","56,609,564.09","56,609,564.09","56,609,564.09","69,524,497.49","69,524,497.49","69,524,497.49"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,772,200.00","44,772,200.00","44,772,200.00"
商誉,,,,,,,,,,,,,,,,,,,,,,"7,364,486.81","15,215,583.50","15,215,583.50","15,215,583.50","15,215,583.50","15,215,583.50","15,215,583.50","15,215,583.50"
未分配利润,"32,382,054.63","40,371,796.17","113,740,128.01","135,575,637.46","162,750,888.93","151,487,573.58","166,044,097.40","189,455,641.93","185,578,732.04","204,505,847.90","220,784,050.84","242,282,169.00","246,936,137.80","261,599,655.43","264,677,481.75","283,470,007.49","271,609,010.66","275,973,427.78","288,202,827.28","312,735,272.89","304,523,228.94","320,017,432.41","342,023,266.78","353,859,771.48","396,987,974.12","420,076,317.70","447,682,625.32","476,153,471.84","486,734,620.60"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,"6,461,893.60","6,313,244.00","6,156,348.22","6,003,575.54","5,869,453.98","5,714,683.02","5,559,912.06"
少数股东权益,"1,040,595.74","2,658,128.93","6,518,465.34","6,909,590.13","19,744,006.11","20,117,225.69","20,532,444.82","35,186,486.85","64,093,124.88","64,391,502.93","64,787,075.90","93,473,891.87","92,137,997.33","91,543,993.73","90,546,501.75","90,352,933.48","90,711,589.88","90,367,859.31","89,653,021.03","89,409,375.54","91,098,364.60","94,507,617.81","92,937,108.58","92,795,938.45","92,837,483.81","92,040,585.71","92,110,452.18","91,327,165.52","91,386,021.39"
递延所得税资产,"489,635.98","1,192,765.02","1,302,391.93","1,542,417.85","1,459,629.91","1,361,021.10","1,649,899.79","1,747,289.17","1,610,810.07","1,564,693.07","2,102,055.65","2,157,327.86","2,198,583.37","2,044,900.32","3,748,090.11","4,109,925.63","4,366,352.33","5,017,006.72","7,590,943.71","8,580,004.58","9,145,357.57","11,739,670.81","13,015,607.83","14,241,151.38","16,616,288.43","16,411,615.71","20,629,409.47","21,419,128.30","24,276,066.87"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"22,012,822.00","22,012,822.00","22,673,495.72","27,423,299.17","19,092,568.98","33,067,601.73","5,516,822.88","5,516,822.88","5,516,822.88","5,516,822.88","5,516,822.88","5,516,822.88","6,316,822.88","10,157,822.88","62,061,513.34","7,087,749.25","887,749.25","887,749.25","887,749.25","887,749.25","887,749.25","887,749.25","887,749.25"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"33,969,490.01","61,853,559.37","116,409,098.02","118,711,496.74","119,529,236.02","119,885,523.13","164,240,501.81","172,020,786.66","189,432,367.70","221,192,591.84","255,947,744.85","291,215,347.02","321,222,798.42","337,361,366.29","341,925,954.14","350,112,024.85","359,714,312.68","400,213,247.41","419,433,878.03","415,323,819.06","485,599,432.73","500,689,156.13","619,546,804.91","686,660,263.41","694,052,134.63","697,596,211.62","715,875,914.15","724,859,646.52","726,231,988.07"
所有者权益(或股东权益)合计,"67,329,093.78","188,449,176.69","273,605,200.24","801,871,834.48","841,881,501.93","830,991,406.16","854,919,307.61","892,984,894.17","918,014,622.31","937,240,116.22","963,099,082.22","1,013,284,016.35","1,017,159,662.32","1,031,229,176.35","1,041,632,751.68","1,060,231,709.15","1,048,729,368.72","1,052,750,055.27","1,071,415,749.18","1,095,704,549.30","1,625,141,140.58","1,644,044,597.26","1,675,193,288.09","1,686,888,622.66","1,731,166,570.66","1,798,126,442.55","1,805,624,066.13","1,841,992,832.88","1,861,314,044.38"
资产总计,"158,282,116.16","260,306,523.16","369,619,474.00","902,223,987.72","942,595,404.23","936,394,930.78","966,899,627.35","996,875,105.72","1,039,483,689.02","1,080,005,460.56","1,121,646,487.74","1,165,490,964.69","1,172,248,007.89","1,202,788,789.86","1,205,993,552.21","1,214,377,785.03","1,207,884,524.20","1,209,706,875.80","1,252,448,163.44","1,261,239,618.44","1,800,917,739.00","1,843,150,281.33","2,044,048,903.32","1,951,877,656.73","1,965,445,937.13","2,014,909,838.88","2,072,164,928.30","2,090,360,285.77","2,117,980,274.56"
负债和所有者(或股东权益)合计,"158,282,116.16","260,306,523.16","369,619,474.00","902,223,987.72","942,595,404.23","936,394,930.78","966,899,627.35","996,875,105.72","1,039,483,689.02","1,080,005,460.56","1,121,646,487.74","1,165,490,964.69","1,172,248,007.89","1,202,788,789.86","1,205,993,552.21","1,214,377,785.03","1,207,884,524.20","1,209,706,875.80","1,252,448,163.44","1,261,239,618.44","1,800,917,739.00","1,843,150,281.33","2,044,048,903.32","1,951,877,656.73","1,965,445,937.13","2,014,909,838.88","2,072,164,928.30","2,090,360,285.77","2,117,980,274.56"
