科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"123,471,487.09","139,028,887.38","244,686,715.83","123,589,319.51","146,095,717.72","147,761,413.45","1,701,661.93","-28,066,278.57","-55,580,513.26","-63,199,430.43","40,202,728.89","94,633,387.34","148,265,706.49","173,839,616.20","45,788,876.02","25,388,902.03","126,936,131.01","202,821,835.37","165,315,271.66","314,691,625.09","380,061,274.05","511,503,950.60","134,004,072.41","204,964,046.87","484,749,087.68","669,447,897.83","113,158,975.39","509,776,461.94","794,147,808.83","1,263,818,210.41","206,189,342.48","365,749,288.79","452,536,372.66","419,999,582.03","-87,810,481.53","425,081,000.38"
三、利润总额,"321,029,794.09","81,134,014.40","1,213,847,789.85","1,047,549,905.97","1,701,556,261.49","2,577,381,345.60","1,012,655,411.01","1,717,264,053.40","2,445,655,604.55","2,596,905,969.43","667,346,749.66","424,265,326.10","518,421,381.27","364,491,980.27","31,284,585.89","121,870,537.01","261,914,707.08","322,752,518.65","-228,115,088.63","-59,683,994.97","15,351,431.04","-678,487,837.68","-21,526,974.85","184,259,093.98","-57,522,657.66","409,261,005.12","199,792,122.01","982,303,128.85","1,661,367,848.92","2,231,476,212.99","684,941,597.84","1,206,932,070.13","1,731,823,260.53","2,323,150,246.32","814,283,959.91","1,446,807,922.87"
资产减值损失,"4,435,442.79","11,018,810.21","-4,577,253.65","1,101,625.57","1,519,676.25","4,516,386.20","-1,723,499.85","27,296,953.51","-3,011,931.24","1,026,393.59","-982,325.24","-978,192.54","-4,925,985.22","-2,658,738.80","-1,036,043.24","2,526,988.76","3,988,381.44","6,086,150.93","365,554.12","2,481,363.19","-318,499.85","44,102,667.36","1,554,182.22","8,398,685.19","10,204,137.75","13,397,634.11","895,833.88","4,911,879.50","8,819,911.56","18,817,056.58","-3,360,806.14","-2,960,655.16","-8,176,106.43","30,682,859.02","11,117,146.30","-6,105,485.95"
减:所得税,"1,691,897.66","-3,559,224.78","83,759,893.18","139,519,941.99","231,160,332.79","353,870,844.63","138,607,265.33","232,068,794.62","334,147,488.91","361,285,007.29","82,242,710.03","43,368,413.07","52,929,939.45","-19,908,218.65","5,875,062.78","19,786,920.22","37,164,442.53","20,806,997.55","-26,147,772.52","12,869,377.24","13,695,122.00","-78,587,909.90","2,500,096.18","22,873,337.19","-24,579,415.94","120,646,891.02","42,941,319.93","229,190,585.03","394,409,351.50","274,430,807.47","92,061,125.05","129,427,272.81","138,234,624.34","252,585,217.90","101,873,143.73","214,652,385.44"
加:公允价值变动净收益,"706,800.00","-9,687,400.00",,"-1,487,668.77",,"3,606,832.44","-3,606,832.44","-3,606,832.44","-3,606,832.44","-3,606,832.44","-98,660.00",,"7,774,270.00",,,"-2,723,750.00","-416,970.00","2,397,210.00","-8,700,720.00","-2,397,210.00","-19,378,070.00","-2,397,210.00","16,249,634.63","1,452,500.00","770,000.00","-36,070.00","1,772,390.00","40,075,889.75","39,499,381.99","77,470,862.79","49,614,870.58","124,638,562.23","293,193,119.85","36,273,657.13","-138,764,576.13","40,058,055.14"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"61,516,049.75","82,164,242.48","363,911,317.79","241,269,546.23","346,442,606.86","453,750,717.36","148,650,695.73","270,371,455.20","400,027,073.64","501,426,647.67","138,270,019.00","138,730,035.31","165,947,185.95","167,299,571.11","12,524,023.56","55,950,663.46","157,542,894.26","172,011,866.05","-22,231,729.33","-13,616,250.37","26,362,942.47","-180,841,963.60","31,891,443.62","72,571,152.06","39,521,419.17","16,348,508.05","11,609,516.21","79,989,122.11","203,078,033.67","359,850,763.75","133,310,938.56","121,957,416.53","93,550,925.14","300,878,486.72","118,087,129.14","106,056,012.22"
四、净利润,"319,337,896.43","84,693,239.18","1,130,087,896.67","908,029,963.98","1,470,395,928.70","2,223,510,500.97","874,048,145.68","1,485,195,258.78","2,111,508,115.64","2,235,620,962.14","585,104,039.63","380,896,913.03","465,491,441.82","384,400,198.92","25,409,523.11","102,083,616.79","224,750,264.55","301,945,521.10","-201,967,316.11","-72,553,372.21","1,656,309.04","-599,899,927.78","-24,027,071.03","161,385,756.79","-32,943,241.72","288,614,114.10","156,850,802.08","753,112,543.82","1,266,958,497.42","1,957,045,405.52","592,880,472.79","1,077,504,797.32","1,593,588,636.19","2,070,565,028.42","712,410,816.18","1,232,155,537.43"
其中:对联营企业和合营企业的投资权益,"33,325,180.85","74,235,720.15","361,191,228.34","255,919,878.63","360,642,229.26","475,908,339.76","144,482,136.50","270,146,577.20","399,813,343.58","487,870,825.81","138,813,827.00","139,354,089.62","160,300,427.48","131,810,064.85","10,257,498.54","37,558,983.76","77,460,590.86","102,538,533.90","-611,943.82","34,278,017.71","68,590,976.03","-142,963,862.31","32,548,785.05","76,290,181.37","10,335,700.04","-46,441,540.43","27,232,625.73","58,966,849.51","84,608,132.35","100,325,129.27","43,284,813.70","111,232,438.48","159,819,189.82","215,054,395.30","95,999,147.36","277,193,868.60"
归属于母公司所有者的净利润,"271,273,261.60","91,156,015.71","782,601,003.99","575,239,495.21","988,927,316.14","1,536,573,922.27","602,830,507.03","1,045,242,877.12","1,501,767,403.42","1,620,080,409.21","401,382,166.84","238,295,674.27","303,800,552.01","252,123,620.72","14,983,050.35","62,891,383.07","155,670,116.75","230,166,707.34","-141,858,203.41","-51,157,570.22","12,066,621.39","-347,126,866.37","11,889,962.34","166,583,362.57","55,976,003.81","352,123,334.58","150,891,728.82","727,269,697.45","1,228,203,240.44","1,920,787,653.49","620,881,257.24","1,103,082,345.65","1,554,871,183.29","2,001,238,475.85","636,186,128.03","1,114,022,914.37"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"48,064,634.83","-6,462,776.53","347,486,892.68","332,790,468.77","481,468,612.56","686,936,578.70","271,217,638.65","439,952,381.66","609,740,712.22","615,540,552.93","183,721,872.79","142,601,238.76","161,690,889.81","132,276,578.20","10,426,472.76","39,192,233.72","69,080,147.80","71,778,813.76","-60,109,112.70","-21,395,801.99","-10,410,312.35","-252,773,061.41","-35,917,033.37","-5,197,605.78","-88,919,245.53","-63,509,220.48","5,959,073.26","25,842,846.37","38,755,256.98","36,257,752.03","-28,000,784.45","-25,577,548.33","38,717,452.90","69,326,552.57","76,224,688.15","118,132,623.06"
