科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"44,556,044.21","83,684,600.11","187,836,688.13","69,331,953.31","125,906,664.18","189,025,729.23","258,799,720.67","98,944,901.43","174,124,338.86","252,699,654.69","339,609,091.09","121,139,253.99","203,158,816.09","293,087,953.56","378,303,169.49","128,092,863.21","240,032,198.93","355,868,743.37","420,061,365.98","154,220,004.49","275,475,967.97","468,760,432.16","529,375,833.17","175,080,385.04","299,701,242.68","539,273,792.18","620,971,017.28","204,744,647.86","385,268,260.00","542,896,469.76","737,865,050.68","245,367,746.33","465,483,077.95","692,751,181.63","1,011,121,936.88","275,613,331.09","502,497,343.62","724,742,610.56","990,790,098.54","297,157,067.93","584,257,163.98","810,867,647.84","1,179,932,503.90","310,789,788.83"
取得借款收到的现金,,"50,000,000.00","80,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00",,,,,,,,"200,000,000.00","130,000,000.00","230,000,000.00","230,000,000.00","640,000,000.00","170,000,000.00","470,000,000.00","730,000,000.00","1,029,900,000.00",,,"539,700,000.00","649,700,000.00","50,000,000.00","450,000,000.00","1,109,000,000.00","1,716,700,000.00","250,000,000.00","2,155,966,662.54","2,415,177,248.22","1,366,717,809.05","420,000,000.00","1,697,868,598.40","2,108,195,348.40","2,293,000,000.00","800,000,000.00","2,104,020,000.00","2,854,020,000.00","2,934,020,000.00","470,000,000.00"
支付的各项税费,"48,986,300.65","71,962,649.28","126,239,978.52","55,748,197.40","104,251,264.35","145,550,417.76","202,454,897.57","68,580,230.00","144,297,387.96","191,440,999.17","252,261,238.07","71,956,814.96","139,758,852.48","227,650,004.61","268,655,614.59","85,795,939.89","165,043,096.38","230,818,833.14","335,690,735.41","111,527,726.85","244,972,033.53","306,236,324.93","444,879,014.71","116,819,512.16","261,248,970.25","399,958,464.46","513,009,773.64","143,296,368.18","319,043,569.30","428,841,970.47","569,811,077.60","149,598,088.44","321,676,404.66","439,347,283.88","569,607,547.01","182,364,591.91","285,055,423.35","391,413,315.67","479,840,121.15","114,612,560.08","273,645,959.30","368,619,334.55","530,799,499.83","282,648,857.79"
收到其他与筹资活动有关的现金,,,,,,"6,866,000.00",,,,,,,,,,,"50,000,000.00","150,000,000.00","220,000,000.00",,,,,,,,"400,000,000.00",,,"300,000,000.00","300,000,000.00","597,600,000.00","896,400,000.00","1,696,400,000.00","1,921,773,499.54",,"400,000,000.00","750,000,000.00","995,000,000.00",,"400,000,000.00","400,000,000.00","1,272,400,000.00","75,000,000.00"
支付其他与经营活动有关的现金,"95,780,226.77","181,112,868.64","342,483,218.96","123,495,567.19","224,679,722.18","310,148,790.35","335,090,003.55","134,364,563.73","197,646,130.74","304,110,430.59","413,583,203.88","154,813,343.58","274,619,276.49","403,372,637.07","555,520,134.56","183,384,651.25","318,408,049.10","508,725,815.39","660,765,934.36","219,860,076.95","339,234,248.49","658,691,148.45","957,819,617.18","223,515,749.43","401,474,597.65","821,037,472.46","1,111,536,461.22","445,199,598.40","633,674,846.77","868,460,553.88","1,062,759,001.59","416,980,890.28","869,337,200.13","1,280,047,171.89","1,300,743,306.85","319,933,675.99","984,503,049.89","1,291,292,484.97","1,478,815,625.68","340,085,981.49","726,314,740.84","1,421,418,074.68","1,922,657,192.77","462,054,780.90"
筹资活动现金流入小计,,"50,000,000.00","80,000,000.00","38,000,000.00","920,800,000.00","927,666,000.00","920,800,000.00",,,,,,,,"200,000,000.00","130,000,000.00","280,000,000.00","380,000,000.00","860,000,000.00","170,000,000.00","470,000,000.00","730,000,000.00","1,029,900,000.00","1,183,839,985.52","1,181,542,522.83","1,721,242,522.83","2,235,539,985.52","50,000,000.00","450,000,000.00","1,409,000,000.00","2,016,700,000.00","847,600,000.00","3,127,366,662.54","4,186,577,248.22","3,365,528,098.59","420,000,000.00","2,100,731,808.40","2,870,058,558.40","4,685,307,702.44","800,000,000.00","2,516,712,279.00","3,266,712,279.00","4,219,112,279.00","545,000,000.00"
经营活动现金流出小计,"1,112,418,953.07","2,138,123,175.88","4,321,314,042.53","1,585,283,284.97","2,964,200,995.64","4,152,495,787.31","5,467,143,286.30","1,574,822,658.12","2,825,563,357.43","4,503,563,714.91","6,277,291,024.09","1,872,789,393.18","3,549,936,015.37","5,314,056,582.23","7,431,678,236.46","2,454,112,320.79","4,503,879,895.12","6,721,171,173.32","9,227,905,622.21","2,951,568,152.52","5,596,227,995.28","8,323,141,515.01","10,886,418,909.11","3,230,815,978.79","6,112,846,961.03","9,233,891,594.05","12,356,903,386.15","3,960,193,490.97","7,077,542,736.50","10,083,586,847.57","13,381,087,058.67","4,340,475,544.26","8,636,944,693.74","13,000,149,727.76","18,021,292,437.97","4,975,998,590.46","8,994,929,622.00","13,207,218,214.93","17,008,556,515.08","5,159,593,405.88","9,402,536,727.43","13,768,481,775.98","18,928,211,808.15","5,155,030,018.74"
偿还债务支付的现金,,,"88,000,000.00","28,000,000.00","83,000,000.00","108,000,000.00","108,000,000.00",,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","280,000,000.00","50,000,000.00","150,000,000.00","210,000,000.00","640,000,000.00","450,000,000.00","849,900,000.00","849,900,000.00","949,900,000.00","100,000,000.00","100,000,000.00","539,700,000.00","899,400,000.00","200,000,000.00","1,977,000,000.00","2,467,000,000.00","1,367,143,872.99","198,747,163.93","998,250,410.95","1,229,250,410.95","1,938,573,936.06","461,000,000.00","1,010,000,000.00","1,401,000,000.00","1,515,000,000.00","1,017,000,000.00"
经营活动产生的现金流量净额,"224,484,700.11","207,654,305.92","315,438,062.39","232,791,604.91","193,771,236.66","305,449,229.11","349,908,304.70","337,158,251.74","461,076,289.01","366,001,311.96","414,771,827.31","345,426,494.85","361,627,893.77","530,921,563.42","461,411,738.15","369,806,202.53","428,642,421.49","603,218,324.44","596,221,430.78","296,812,199.70","444,937,101.99","659,117,485.70","793,646,376.01","503,564,695.98","683,767,708.98","737,037,191.95","763,124,141.01","235,717,999.23","307,276,085.09","573,715,850.52","648,903,620.76","823,635,383.30","508,539,094.28","507,598,616.77","568,133,129.75","446,748,416.23","489,413,007.89","760,659,141.67","984,110,454.20","545,040,679.84","850,590,955.90","969,191,234.82","1,125,038,055.89","1,104,331,591.47"
分配股利、利润或偿还利息支付的现金,"2,771,605.72","3,517,328.10","6,806,906.13","26,539,965.00","27,776,796.82","28,158,555.69","28,045,115.00",,"14,166,413.00","14,940,583.74","14,940,583.74",,"162,216,000.00","162,216,000.00","162,370,444.44","4,024,413.34","82,320,760.07","83,194,199.65","87,297,120.96","10,042,952.35","133,984,096.22","163,514,885.48","195,547,871.97","4,715,770.05","7,436,764.03","231,085,204.17","248,669,055.80","6,872,326.71","157,825,769.04","350,811,319.81","370,607,685.93","26,084,302.43","121,393,058.81","223,268,706.07","265,587,461.48","46,573,373.72","98,893,641.08","170,190,881.43","262,753,258.04","29,022,869.36","149,814,496.74","183,742,168.91","216,908,813.36","32,675,390.74"
收回投资收到的现金,"200,000.00","200,000.00","200,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00",,,,,,,,,,,,,,,,"45,938.26",,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,"106,744,879.63","108,440,210.77",,"13,405,180.00","13,405,180.00","13,405,180.00",,,,,,,,"3,715,426.19",,,,,"120,000,000.00","220,000,000.00","220,000,000.00","220,000,000.00",,,,"2,297,462.69","50,000,000.00","200,000,000.00","500,000,000.00","700,000,000.00","432,586,137.67","430,000,000.00","610,000,000.00","668,281,615.89",,"286,400,000.00","1,311,773,499.54","1,364,773,499.54","550,000,000.00","1,111,001,154.41","1,111,001,154.41","1,905,381,250.00","138,398,584.25"
取得投资收益收到的现金,"82,160.00","82,160.00","82,160.00",,"99,600.00","99,600.00","99,600.00",,,,,,,,,,,,,,"45,938.26","45,938.26",,,,,,,,,,,,,,,,,,,"67,878.90",,"6,536,368.79","1,228,927.39"
筹资活动现金流出小计,"2,771,605.72","110,262,207.73","203,247,116.90","54,539,965.00","124,181,976.82","149,563,735.69","149,450,295.00",,"14,166,413.00","14,940,583.74","14,940,583.74",,"162,216,000.00","162,216,000.00","166,085,870.63","54,024,413.34","132,320,760.07","133,194,199.65","367,297,120.96","180,042,952.35","503,984,096.22","593,514,885.48","1,055,547,871.97","454,715,770.05","857,336,764.03","1,080,985,204.17","1,200,866,518.49","156,872,326.71","457,825,769.04","1,390,511,319.81","1,970,007,685.93","658,670,440.10","2,528,393,058.81","3,300,268,706.07","2,301,012,950.36","245,320,537.65","1,383,544,052.03","2,711,214,791.92","3,566,100,693.64","1,040,022,869.36","2,270,815,651.15","2,695,743,323.32","3,637,290,063.36","1,188,073,974.99"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"65,822.97","5,185.96","10,655.02","25,435.00","28,556.20","9,269.62","30,336.90","52,934.85","58,044.85","3,306.00","11,039.00","35,901.05","65,009.19","5,018.00","451,460.05","514,361.91","529,524.91","13,078.66","163,567.58","847,154.45","215,262.59","19,065.96","38,296.08","161,854.42","3,429,496.58","73,268.61","1,162,584.55","132,596.80","3,583,210.11","6,985.73","455,468.33","596,012.11","2,344,164.74","146,136.98","7,052,811.13","7,083,123.38","7,639,021.01","-453,735.13","-1,131,398.74","-3,874,630.95","17,516,037.25","65,011,577.37"
筹资活动产生的现金流量净额,"-2,771,605.72","-60,262,207.73","-123,247,116.90","-16,539,965.00","796,618,023.18","778,102,264.31","771,349,705.00",,"-14,166,413.00","-14,940,583.74","-14,940,583.74",,"-162,216,000.00","-162,216,000.00","33,914,129.37","75,975,586.66","147,679,239.93","246,805,800.35","492,702,879.04","-10,042,952.35","-33,984,096.22","136,485,114.52","-25,647,871.97","729,124,215.47","324,205,758.80","640,257,318.66","1,034,673,467.03","-106,872,326.71","-7,825,769.04","18,488,680.19","46,692,314.07","188,929,559.90","598,973,603.73","886,308,542.15","1,064,515,148.23","174,679,462.35","717,187,756.37","158,843,766.48","1,119,207,008.80","-240,022,869.36","245,896,627.85","570,968,955.68","581,822,215.64","-643,073,974.99"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,035,560.27","-224,442.00"
收到其他与投资活动有关的现金,,,,,,,"2,990,350.00","2,211,300.00","19,910,925.00","20,681,645.00","22,937,145.00","70,723.54","1,022,289.69","1,406,745.43","2,069,836.97","742,892.02","1,791,090.39","3,109,767.55","3,504,886.79","258,979.69","474,912.26","641,411.23",,"330,264.75","1,853,598.12","4,876,890.97","8,786,296.13","51,297,961.93","506,045,140.29","671,332,791.92","1,157,678,291.69","333,908,113.46","951,808,511.40","1,278,142,356.04","1,211,411,330.80","222,236,244.92","494,767,153.50","784,121,738.21","719,893,694.45","328,371,392.54","931,857,059.96","2,064,082,747.63","2,666,937,623.55","498,455,719.77"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"282,160.00","282,160.00","347,982.97","5,185.96","4,110,255.02","4,125,035.00","7,118,506.20","2,220,569.62","19,941,261.90","20,734,579.85","22,995,189.85","74,029.54","1,033,328.69","1,442,646.48","2,134,846.16","747,910.02","2,242,550.44","3,624,129.46","4,034,411.70","272,058.35","684,418.10","1,534,503.94","261,200.85","349,330.71","1,891,894.20","5,038,745.39","12,215,792.71","51,371,230.54","507,207,724.84","671,465,388.72","1,161,261,501.80","333,915,099.19","952,263,979.73","1,278,738,368.15","1,213,755,495.54","222,382,381.90","501,819,964.63","791,204,861.59","727,532,715.46","327,917,657.41","930,793,540.12","2,060,208,116.68","2,690,990,029.59","564,696,224.53"
五、现金及现金等价物净增加额,"192,517,846.51","52,472,170.78","-649,609.45","192,265,406.91","892,617,310.23","917,398,144.77","843,867,311.97","300,765,103.48","291,074,225.19","-77,286,659.72","-252,753,309.89","169,584,867.18","-72,604,493.41","28,962,489.29","-110,437,934.43","125,880,976.26","-81,144,630.46","-39,674,453.90","-86,354,962.26","99,689,950.52","32,770,130.04","129,255,082.53","-110,041,228.59","1,116,672,021.80","758,753,115.56","428,741,632.20","69,640,919.65","-129,756,994.27","230,431,104.54","171,097,627.78","-78,317,344.09","767,551,332.28","557,394,857.45","729,733,550.91","535,285,341.46","146,646,611.86","619,002,734.41","217,929,386.42","494,292,695.27","-182,191,694.30","-40,051,152.87","48,242,865.94","-9,419,698.00","-214,492,567.97"
购建固定资产、无形资产和其他长期资产支付的现金,"29,477,407.88","88,097,087.41","184,100,773.69","23,991,418.96","101,782,204.63","170,178,383.65","283,896,303.93","38,613,717.88","175,776,912.72","449,081,967.79","675,579,743.31","175,915,657.21","273,049,715.86","341,185,720.61","607,898,648.11","320,648,722.95","659,708,842.32","893,322,708.15","1,179,313,683.78","187,351,355.18","378,867,293.83","667,882,021.63","876,340,933.48","116,366,220.36","251,112,246.42","813,591,623.80","1,345,372,481.10","309,973,897.33","552,226,936.35","828,572,291.65","1,223,174,780.72","398,204,210.10","487,045,452.94","652,265,734.88","978,708,853.44","358,071,759.91","497,594,262.97","862,976,283.56","1,369,191,726.55","251,477,595.57","429,281,140.34","1,321,820,399.83","1,531,534,961.57","593,814,040.55"
期初现金及现金等价物余额,"112,362,732.10","112,362,732.10","110,345,496.32","109,695,886.87","109,695,886.87","109,695,886.87","109,695,886.87","953,563,198.84","953,563,198.84","953,563,198.84","953,563,198.84","700,809,888.95","700,809,888.95","700,809,888.95","700,809,888.95","590,371,954.52","590,371,954.52","590,371,954.52","590,371,954.52","504,016,992.26","504,016,992.26","504,016,992.26","504,016,992.26","393,975,763.67","393,975,763.67","393,975,763.67","393,975,763.67","463,616,683.32","463,616,683.32","463,616,683.32","463,616,683.32","385,299,339.23","385,299,339.23","385,299,339.23","385,299,339.23","920,584,680.69","920,584,680.69","920,584,680.69","920,584,680.69","1,414,877,375.96","1,414,877,375.96","1,414,877,375.96","1,414,877,375.96","1,405,457,677.96"
投资支付的现金,,"7,105,000.00","4,000,000.00",,"100,000.00","100,000.00","612,900.00",,,,,,,,,,,,,,,,"1,960,000.00",,,,,,,,,"78,789,000.00","108,323,364.34","108,323,364.34","686,000.00","112,500,000.00","113,723,794.98","113,723,794.99","119,895,000.00",,,,"102,953,212.57",
期末现金及现金等价物余额,"304,880,578.61","164,834,902.88","109,695,886.87","301,961,293.78","1,002,313,197.10","1,027,094,031.64","953,563,198.84","1,254,328,302.32","1,244,637,424.03","876,276,539.12","700,809,888.95","870,394,756.13","628,205,395.54","729,772,378.24","590,371,954.52","716,252,930.78","509,227,324.06","550,697,500.62","504,016,992.26","603,706,942.78","536,787,122.30","633,272,074.79","393,975,763.67","1,510,647,785.47","1,152,728,879.23","822,717,395.87","463,616,683.32","333,859,689.05","694,047,787.86","634,714,311.10","385,299,339.23","1,152,850,671.51","942,694,196.68","1,115,032,890.14","920,584,680.69","1,067,231,292.55","1,539,587,415.10","1,138,514,067.11","1,414,877,375.96","1,232,685,681.66","1,374,826,223.09","1,463,120,241.90","1,405,457,677.96","1,190,965,109.99"
