科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"10,216,183.63","8,825,811.89","12,539,551.73","11,322,007.76","286,216,381.70","274,244,611.85","256,077,439.27","189,984,349.12","143,172,909.84","131,173,187.89","143,814,934.61","126,308,453.29","82,858,143.69","69,756,029.89","92,810,664.74","102,248,362.83","91,041,090.04","47,714,937.33","144,282,683.39","217,257,064.67","115,577,203.18","98,457,230.19","136,679,872.95","137,379,128.74","76,787,709.92","122,999,128.36","289,518,742.62","197,688,699.57","114,245,665.69","173,966,258.58","239,675,491.08","131,978,772.82","80,629,700.59","68,100,789.22","237,617,853.95","92,637,580.79"
短期借款,,,"10,000,000.00","5,000,000.00",,,,,,,"15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00",,"91,000,000.00","101,313,261.63","121,000,000.00","140,909,880.00","59,909,880.00",,,"40,000,000.00","55,000,000.00","55,000,000.00","75,000,000.00","113,000,000.00","248,000,000.00","127,000,000.00","147,000,000.00","257,000,000.00","277,948,979.96","220,000,000.00","476,300,000.00","587,600,000.00","488,077,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,"941,000.00",,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"260,000.00",,,,,,,,"1,440,100.00","1,178,600.00","444,300.00","370,000.00","4,124,200.00",,,,,,,,"465,600.00","7,485,180.67","7,833,201.67","671,801.67","1,674,160.00","1,322,500.00","25,411,590.00","7,302,883.00","35,266,559.28","52,263,808.80","30,636,819.00","11,259,700.00","12,719,972.85","6,474,598.00","3,998,932.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"17,701,301.42","52,223,212.71","95,632,064.14","96,430,496.92","99,053,829.10","114,696,048.07","124,179,931.19","156,135,651.02","199,027,264.49","211,706,398.22","254,076,451.90","297,651,297.50","328,682,050.74","387,374,028.86","394,570,694.61","485,691,410.11","606,849,978.48","632,003,662.30","632,682,393.90","435,033,536.29","506,214,382.89","562,069,725.09","719,590,527.14","698,607,607.02","796,770,904.52","780,776,920.69","961,035,742.47","1,004,076,877.40","1,218,058,936.86","1,471,264,661.84","1,279,893,379.73","1,312,813,961.08","1,402,181,613.84","1,804,154,628.16","1,704,758,765.79","1,554,076,511.02"
应付账款,"8,857,546.14","14,771,017.35","10,293,632.15","11,281,354.68","8,398,580.86","8,231,748.08","7,921,904.13","8,372,474.78","17,309,171.72","13,723,318.02","16,504,632.10","43,232,610.40","34,771,759.60","41,342,828.79","47,871,538.46","83,907,278.33","145,993,865.17","130,071,574.89","83,528,746.93","75,864,094.37","112,775,201.67","124,733,968.84","151,628,721.25","102,964,239.56","143,668,050.54","134,144,178.89","393,615,524.37","447,719,544.90","554,699,731.68","854,972,607.92","591,442,996.18","627,839,379.88","696,991,449.67","816,457,651.94","953,170,028.68","811,030,897.38"
预付款项,"1,869,048.75","95,412.80","22,873.10","67,630.40","7,795.02","45,134.19","27,338,443.79","287,776.02","7,354,655.16","127,718.52","6,577,119.51","2,576,471.81","2,196,491.05","2,626,810.55","8,882,776.20","15,700,599.81","10,922,458.78","4,838,572.63","19,516,662.28","15,732,139.18","13,188,895.57","7,904,686.18","20,109,758.59","7,114,770.61","38,339,774.69","35,267,044.98","58,453,253.49","95,143,304.12","77,823,871.02","49,183,929.91","53,585,856.52","103,049,622.80","99,063,371.18","125,868,270.05","198,550,247.32","171,934,304.95"
预收款项,"976,502.54","82,865.59","38,570.53","7,000.00","419,830.00","7,000.00","897,132.17",,"1,655.14","2,348.43","68,429.29","96,338.48","1,131,248.58","2,400,726.75","21,042,383.30","435,681.79","1,784,958.75","1,630,338.67","29,503,725.48","11,287,527.86","11,025,614.23","3,820,595.54","24,152,581.10","886,636.44","565,075.89","1,812,931.56","91,256,460.73","80,573,189.15","41,655,704.73","17,503,022.54","35,492,592.58","32,800,940.91","23,228,865.66","10,741,251.98","18,675,993.27","26,820,168.69"
