科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"135,828,674.89","425,085,829.59","690,181,324.81","805,569,490.27","153,396,319.03","434,745,950.96","714,077,919.64","905,441,131.06","183,910,291.53","507,177,566.40","814,118,287.71","986,461,575.83","195,144,458.21","513,377,842.46","813,629,045.53","990,520,072.46","230,994,800.14","620,374,737.52","986,593,858.83","1,132,556,064.82","251,621,601.43","679,564,315.01","1,087,328,071.05","1,252,421,161.28","285,043,088.74","738,906,247.40","1,140,265,280.39","1,307,258,426.93","252,267,460.01","631,279,248.68","1,019,801,228.01","1,132,164,870.73","267,920,844.86","720,754,363.05","1,118,212,383.77","1,204,977,121.71","299,180,706.79","3,755,398,215.21","5,641,290,033.94","8,996,568,440.45","2,195,172,657.01","4,601,318,649.03","6,944,171,052.33","9,855,346,535.33","2,433,367,160.74","5,173,800,332.46"
二、营业利润,"-11,027,138.48","69,926,879.31","120,491,848.37","138,370,467.25","-2,139,445.48","56,775,666.68","104,373,174.32","148,186,178.73","10,886,260.42","63,251,433.64","102,647,336.25","103,173,352.46","3,448,980.44","59,999,971.62","134,634,671.77","114,295,013.93","13,291,695.92","84,912,193.51","162,974,621.01","165,205,284.77","3,178,388.35","75,539,929.88","171,394,880.98","128,681,287.58","56,810,339.20","128,792,113.06","252,363,922.69","221,120,657.28","17,459,778.28","78,508,640.94","154,797,614.79","108,313,811.39","28,924,808.96","80,360,928.43","154,263,530.92","91,728,656.24","53,908,926.67","290,924,493.04","428,517,541.52","750,707,672.14","211,758,747.02","395,770,360.06","619,933,774.91","798,126,745.21","188,119,082.00","339,230,474.40"
减:营业成本,"73,113,809.10","209,648,455.19","326,947,523.64","402,485,179.68","74,459,482.62","192,257,207.33","326,987,732.62","458,386,756.56","101,077,605.15","285,353,213.40","470,404,560.43","588,565,121.31","125,713,912.21","288,635,518.90","454,697,536.18","628,490,739.62","151,793,481.81","370,542,413.57","581,273,408.10","686,673,368.63","173,821,782.17","416,134,192.73","637,925,299.76","762,024,305.72","183,142,949.36","453,134,119.97","680,857,921.73","793,394,074.61","163,159,863.63","386,986,322.38","605,892,004.89","703,018,036.81","178,395,753.70","441,414,230.34","662,097,981.39","727,389,486.39","170,729,029.10","3,238,445,690.17","4,859,032,288.91","7,755,094,331.12","1,874,100,977.10","3,941,101,070.22","5,901,488,795.68","8,368,281,341.57","2,062,421,924.27","4,492,484,275.78"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"12,801,921.09","37,444,846.80","60,226,881.49","69,306,236.58","13,347,514.09","39,497,277.63","64,554,444.56","77,749,095.53","14,345,448.82","42,940,316.64","69,742,996.21","77,894,764.14","14,579,520.74","40,776,529.78","66,497,439.70","79,216,217.65","19,694,207.84","57,788,780.60","93,251,629.72","105,146,974.70","22,930,569.39","58,787,743.94","92,792,932.09","103,282,057.22","23,518,961.51","63,185,690.94","100,496,341.45","115,830,000.43","19,172,730.77","51,348,910.08","84,917,025.65","94,723,194.60","23,033,622.43","59,348,514.09","94,380,706.53","103,512,137.27","23,641,915.17","11,903,941.73","16,948,513.90","33,460,140.99","8,806,400.29","21,951,479.36","32,828,562.82","44,200,461.19","10,811,666.68","20,064,866.04"
营业外收入,"1,401,019.88","5,886,484.01","8,915,343.52","12,544,646.10","1,543,856.41","3,921,392.06","4,044,704.37","17,536,574.46","6,833,579.98","7,760,203.90","8,085,723.83","16,905,841.22","1,922,173.92","2,241,060.93","8,625,579.57","39,431,151.73","2,112,606.97","3,711,865.07","6,787,611.68","10,963,732.65","492,947.41","2,985,242.34","5,983,887.22","10,166,186.02","987,245.04","5,111,557.13","5,651,507.13","16,090,485.55","477,734.11","3,815,392.69","6,392,099.11","14,740,515.09","504,172.06","1,723,385.14","2,595,509.07","6,404,842.62","507,264.23","996,841.51","1,071,828.41","3,134,679.02","264,312.77","651,162.57","2,751,882.72","2,619,780.66","515,533.66","330,828.06"
销售费用,"27,816,573.46","57,853,996.06","109,276,976.23","117,984,719.95","33,102,785.34","85,155,966.14","118,606,723.17","135,694,564.03","27,064,647.46","55,597,865.69","80,722,910.91","107,803,403.63","33,415,297.27","73,806,975.18","84,797,319.81","83,400,694.99","35,541,884.22","79,826,744.94","101,903,327.51","110,019,196.41","31,922,546.60","91,260,141.87","137,039,271.03","173,472,374.48","47,623,444.84","95,408,025.00","92,960,802.76","101,310,570.80","32,892,850.63","80,285,428.48","122,264,662.16","149,258,748.39","34,958,338.32","120,305,249.45","169,961,406.93","188,588,311.75","33,686,145.09","133,148,587.29","196,855,550.52","311,880,529.94","67,581,699.05","168,633,767.77","281,324,290.00","493,534,935.91","121,285,199.64","225,074,275.51"
减:营业外支出,"462,443.41","952,586.26","2,517,087.46","4,399,456.33","7,575.19","1,166,233.02","1,376,226.85","16,469,782.07","3,352.82","7,153,775.37","24,575,666.49","50,610,044.41","365,720.06","532,186.30","3,477,553.49","6,300,239.05","582,430.74","614,795.81","662,749.94","2,319,055.50","2,400.54","1,696,767.93","15,837,118.78","16,957,596.26","8,319.70","128,170.76","284,697.35","4,181,230.10","78,596.20","79,231.05","250,613.72","3,833,103.61","84,607.17","231,934.52","525,213.47","1,607,317.23",37.77,"655,245.90","750,997.29","1,406,811.89","148,337.28","485,992.83","821,448.54","748,013.71","101,391.24","1,604,099.08"
管理费用,"19,216,826.16","39,626,007.92","58,416,630.93","78,226,448.25","20,072,569.24","50,013,628.08","78,494,858.32","115,349,576.35","26,369,035.64","52,410,563.34","82,334,274.41","102,322,038.55","16,176,087.64","47,427,771.21","69,729,605.67","63,662,522.19","15,384,804.57","30,666,743.03","47,471,254.13","66,036,610.64","17,707,946.61","34,362,119.95","49,494,020.83","74,324,445.13","17,365,685.88","41,729,659.68","57,552,125.12","84,215,000.69","17,332,201.50","33,292,042.92","51,838,574.18","59,601,338.98","12,891,897.27","28,054,281.04","43,465,633.51","82,417,986.01","14,338,212.74","53,655,396.47","119,207,334.28","113,353,633.92","32,102,156.60","62,894,288.93","97,745,368.75","131,739,001.00","38,984,444.04","65,911,627.42"
其中:非流动资产处置净损失,,,,"2,747,369.78",,,,"15,650,177.22",,,,"36,945,197.72",,,,"3,126,105.15","30,270.47","61,795.81","61,949.71","1,437,914.58","2,400.54","1,691,767.93","15,718,983.86","16,824,607.95","5,307.70","5,307.70","5,307.70","3,156,920.59",174.36,,,"457,926.27","68,910.40","207,921.69","207,921.69","878,745.72",,,"7,039.53","33,804.28","1,150.00","3,239.63","78,641.61",,,
