科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
盈余公积,"5,907,394.74","11,877,606.00","19,237,212.70",,"23,626,765.92","26,063,460.39","28,634,297.94","31,701,008.44","35,989,615.89","41,228,553.85","46,927,237.23","50,190,102.69","55,601,325.12","61,773,899.08","68,823,251.45","76,511,945.71","86,144,363.66"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,"60,603,300.00","60,603,300.00","60,603,300.00","51,782,650.00","51,184,210.00","51,184,210.00","50,009,890.00","27,799,150.00","28,073,295.00","28,073,295.00","28,073,295.00"
商誉,,,,,,,,,,,,,,,,,
未分配利润,"95,500,328.44","178,061,529.01","224,359,708.75",,"282,270,266.20","311,352,408.41","341,502,345.80","378,393,499.21","376,995,827.00","436,495,293.59","502,934,584.41","545,463,869.71","609,000,797.19","553,265,397.66","634,655,949.72","586,818,646.28","689,111,383.72"
长期待摊费用,,,,,"1,100,000.00","1,946,961.69","2,420,109.79","2,437,181.68","11,262,127.90","13,332,244.95","16,244,255.97","15,142,853.87","14,043,042.77","14,490,815.86","11,442,378.82","10,342,567.72","9,442,080.94"
少数股东权益,,,,,,,,,,,,,,,,,
递延所得税资产,"3,110,801.46","3,302,539.33","3,765,792.90",,"4,067,811.54","5,181,157.29","6,649,745.95","5,637,765.14","5,677,395.50","7,062,212.26","7,689,808.91","6,514,230.08","8,533,019.85","10,602,871.34","9,905,012.23","12,055,677.37","14,401,002.28"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,"21,831,643.76",,"36,451,679.39","18,676,324.21","13,799,161.91","45,230,543.02","45,012,050.10","47,301,185.18","24,964,533.14","79,192,125.36","156,650,967.98","260,634,847.23","27,032,705.07","223,374,089.08","155,514,459.04"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"390,758,882.44","383,734,850.27","520,421,083.57",,"541,479,322.46","676,160,595.59","687,297,655.71","730,695,446.49","800,307,074.25","862,429,117.51","876,563,161.25","939,101,838.63","1,033,007,870.93","1,151,583,557.00","1,464,849,216.31","1,638,811,428.94","2,122,551,327.16"
所有者权益(或股东权益)合计,"443,572,397.49","532,104,401.38","585,760,452.19","613,175,200.00","1,181,324,219.17","1,213,091,795.91","1,248,053,723.96","1,288,022,782.59","1,290,920,493.10","1,373,832,148.77","1,447,695,647.11","1,493,530,155.49","1,562,590,614.77","2,607,516,428.90","2,697,497,204.61","2,657,578,317.75","2,769,390,029.38"
资产总计,"1,067,568,721.37","1,081,427,481.03","1,285,192,236.61","1,278,947,400.00","1,777,126,929.61","1,901,406,900.51","1,982,956,130.47","2,070,108,181.56","2,174,292,988.07","2,404,604,134.59","2,361,740,635.19","2,327,130,650.54","2,356,814,090.60","3,552,905,912.11","4,091,295,384.46","4,211,766,040.42","4,533,138,761.25"
负债和所有者(或股东权益)合计,"1,067,568,721.37","1,081,427,481.03","1,285,192,236.61","1,278,947,400.00","1,777,126,929.61","1,901,406,900.51","1,982,956,130.47","2,070,108,181.56","2,174,292,988.07","2,404,604,134.59","2,361,740,635.19","2,327,130,650.54","2,356,814,090.60","3,552,905,912.11","4,091,295,384.46","4,211,766,040.42","4,533,138,761.25"
