科目,2008-06-30,2008-12-31,2009-06-30,2009-12-31,2010-06-30,2010-12-31,2011-06-30,2011-12-31,2012-06-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"4,053,344.93","1,131,665.10","2,627,840.34","4,485,285.44","4,417,296.54","2,855,643.44","2,973,548.94","1,150,061.70","1,107,324.78","1,756,782.47","2,471,119.18","3,290,498.53","2,609,076.98","5,255,454.71","4,913,783.78","7,055,372.23","4,857,581.07","6,579,622.94","5,175,143.90","9,729,658.33","8,463,698.08","16,968,068.62","24,280,741.97","30,662,902.08","24,185,730.60","15,429,578.88","39,003,322.21","74,245,826.10","55,704,421.54","65,339,840.04","56,716,123.92"
应付职工薪酬,"4,024,448.89","1,462,098.68","519,910.97","1,236,367.84","543,408.43","4,819,559.46","1,176,986.15","5,533,709.03","2,135,585.95","6,387,597.76","1,834,345.90","1,735,959.29","7,800,294.43","1,703,833.20","1,718,170.02","1,249,318.22","6,864,472.83","2,311,670.94","2,306,307.38","2,405,947.99","6,882,083.79","2,615,678.89","2,724,953.68","2,918,806.55","11,985,523.47","3,417,827.21","3,342,721.87","5,011,638.11","22,206,563.04","6,526,586.50","6,703,030.08"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-59,445.76","2,074,632.59","-535,931.67","7,757,185.92","2,802,682.45","15,024,326.71","-446,946.61","10,767,778.71","7,750,115.22","15,657,256.35","1,774,739.13","6,491,131.10","16,729,721.41","3,997,705.53","7,161,203.76","15,417,364.61","28,149,336.30","4,599,300.47","5,139,747.70","19,931,875.99","41,508,706.89","5,977,783.76","6,348,049.82","15,231,656.31","64,153,957.36","13,888,274.02","6,903,115.84","25,215,912.85","62,123,095.26","17,938,270.16","13,504,411.15"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,"5,685.28",,,,"2,438,630.14","5,619,452.06","9,051,369.86","16,272,739.72","11,912,790.22","19,677,371.83","12,158,860.40"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,"5,296,099.51","5,296,099.51","5,296,099.51","5,296,099.51","5,296,099.51",,,"21,085,775.73"
存货,"31,204,329.34","25,555,142.45","29,749,845.60","24,368,980.84","31,115,009.45","44,942,363.89","76,833,113.48","63,099,328.76","78,877,740.80","69,466,162.86","104,369,272.59","137,001,846.40","122,873,877.94","142,383,203.48","184,975,596.01","177,068,481.20","178,323,283.53","306,809,603.77","273,665,184.66","246,126,252.42","211,608,986.76","236,837,561.14","278,877,075.63","332,733,991.61","305,421,610.63","394,739,306.85","466,355,622.86","557,355,686.41","513,823,338.67","570,204,777.94","543,781,894.19"
其他应付款,"6,043,910.10","1,035,455.97","1,335,084.78","3,148,922.01","6,734,992.08","1,501,487.94","1,420,004.55","1,994,317.80","849,935.02","2,510,545.57","2,954,831.84","2,604,398.19","3,477,924.41","3,175,543.63","9,920,198.20","5,965,893.56","10,339,049.87","6,041,221.01","5,248,185.47","10,006,892.70","13,929,502.76","17,527,517.01","99,871,347.33","79,190,221.94","120,886,111.25","97,732,883.59","117,846,028.05","264,723,275.71","198,699,662.27","176,784,230.38","229,528,601.79"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,"9,900,000.00","23,500,000.00",,,"4,000,000.00",,,"45,023,049.37","51,494,227.37","66,324,664.42","73,842,940.62"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,"5,400,000.00","5,400,000.00","8,540,000.00","8,540,000.00","11,480,000.00","11,480,000.00","15,300,000.00","36,500,000.00","58,457,642.15","94,568,828.22","146,021,997.46"
其他流动资产,,,,"608,334.00","368,334.00","1,301,810.45",,,,,,,"376,879.61","2,908,581.05","4,779,834.12","593,096.22","482,989.32","23,284,697.92","14,102,478.00","9,791,666.97","8,920,203.08","9,223,722.47","17,003,970.29","14,667,399.93","25,611,040.04","39,736,240.94","42,726,748.41","58,875,618.99","54,792,312.18","79,625,336.74","79,207,262.55"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,708,267.83","4,618,938.13","4,892,404.62","6,592,882.92"
流动资产合计,"72,971,102.06","86,569,235.69","84,155,516.62","122,472,312.74","102,038,223.10","189,599,187.06","207,567,528.27","300,248,033.79","308,303,130.97","428,107,564.71","426,896,841.45","510,343,908.16","557,700,231.78","552,319,339.50","541,303,723.99","626,414,336.66","699,412,443.65","722,890,308.29","712,210,953.34","710,145,529.17","908,876,536.28","850,327,569.70","986,740,743.54","1,388,077,900.78","1,855,575,716.36","1,504,537,309.68","1,842,741,803.75","2,031,840,168.60","2,415,978,246.18","2,445,524,860.95","2,518,916,546.53"
流动负债合计,"34,086,018.46","35,460,311.44","38,211,706.36","47,625,594.02","33,910,198.79","92,119,519.05","110,672,527.31","166,695,976.51","181,169,982.89","251,962,021.98","251,994,175.64","281,299,573.36","337,600,778.73","291,762,985.93","331,231,609.43","389,223,252.47","455,396,399.85","491,991,893.57","502,076,420.94","586,340,279.91","682,414,828.42","656,405,076.33","861,045,582.69","1,028,272,575.30","1,145,317,425.18","876,616,756.65","1,064,125,571.96","1,472,925,862.56","1,716,321,897.70","1,758,983,851.40","1,901,611,877.16"
可供出售金融资产,,,,,,,,,,,,,,,,"9,000,000.00","9,000,000.00","9,000,000.00","18,000,000.00","70,800,000.00","10,800,000.00","10,800,000.00","13,800,000.00","13,800,000.00","13,800,000.00","10,800,000.00","10,800,000.00","10,800,000.00","20,800,000.00","20,800,000.00","29,800,000.00"
长期借款,,,,,,,,,,,,"42,500,000.00",,,,,,,,,"27,800,000.00","27,800,000.00","20,860,000.00","20,860,000.00","64,120,000.00","64,120,000.00","54,560,000.00","222,259,960.00","275,399,960.00","298,492,381.17","395,062,317.67"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,"294,798,575.31","295,046,511.93","542,103,453.61","542,610,771.43","543,127,061.26","543,635,053.04","544,149,625.99"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"193,969,896.49","255,558,271.65","235,607,210.95","218,697,908.91"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,689,705.65","77,733,646.82","21,252,661.98"
长期股权投资,,,,,,,,,,,,,,,"9,000,000.00",,,,,"117,904.69","65,116,101.77","67,493,008.72","62,585,130.36","59,196,141.39","59,263,610.49","76,981,115.01","77,806,220.54","78,285,553.84","84,575,876.29","83,953,907.65","83,071,562.21"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,"3,981,074.27","3,955,844.03","3,930,613.79","3,905,383.55","3,880,153.31","3,855,554.51","3,830,955.71","3,806,356.91","3,779,232.35","3,756,527.87","3,731,297.63","3,706,067.39","3,680,837.15","3,655,606.91","3,630,376.67"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"7,688,244.58","7,449,820.24","7,138,188.03","8,672,224.02","10,327,151.07","11,266,115.55","15,059,152.60","16,115,650.31","16,641,954.66","17,001,544.58","19,448,128.76","19,014,555.95","19,542,007.08","21,673,144.66","105,891,787.66","104,880,267.42","162,874,587.75","160,371,869.44","160,352,129.16","163,881,437.87","173,729,855.97","170,918,472.48","168,993,661.90","234,878,578.26","284,231,306.22","279,559,276.60","278,009,716.03","298,435,349.41","331,130,855.87","324,351,796.40","328,247,948.60"
递延所得税负债,,,,,,,,,,,,,,,,,"584,674.90","840,674.52","1,138,378.21","2,787,183.14","3,258,205.34","3,746,629.70","3,284,794.24","5,339,014.68","5,773,680.83","5,623,034.85","5,387,022.35","8,085,880.96","9,879,002.51","9,644,525.73","8,441,119.70"
在建工程,"36,100.00",,,,,,,,,,,,,"87,232,651.93","29,502,280.79","29,863,530.79","150,000.00","150,000.00","150,000.00","198,819.72","47,831,055.76","50,646,865.12","51,902,946.71","60,515,062.90","16,221,873.98","57,365,039.52","66,313,998.61","72,278,508.80","168,766,714.95","192,461,101.37","176,307,301.58"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,724,208.13","27,264,443.75","26,990,977.26","24,607,671.22"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,"72,502,702.72","66,990,972.99","62,027,729.75",,,
非流动负债合计,,,,,,,,,,,,"42,500,000.00",,,,,"584,674.90","840,674.52","1,138,378.21","2,787,183.14","31,711,538.67","32,099,963.03","33,188,127.57","35,382,348.01","373,756,922.80","373,667,546.77","611,021,809.28","793,905,487.17","952,669,805.43","971,658,009.03","1,008,826,614.32"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"34,086,018.46","35,460,311.44","38,211,706.36","47,625,594.02","33,910,198.79","92,119,519.05","110,672,527.31","166,695,976.51","181,169,982.89","251,962,021.98","251,994,175.64","323,799,573.36","337,600,778.73","291,762,985.93","331,231,609.43","389,223,252.47","455,981,074.75","492,832,568.09","503,214,799.15","589,127,463.05","714,126,367.09","688,505,039.36","894,233,710.26","1,063,654,923.31","1,519,074,347.98","1,250,284,303.42","1,675,147,381.24","2,266,831,349.73","2,668,991,703.13","2,730,641,860.43","2,910,438,491.48"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"43,660,000.00","43,660,000.00","43,660,000.00","43,660,000.00","43,660,000.00","43,660,000.00","43,660,000.00","43,660,000.00","43,660,000.00","43,660,000.00","43,660,000.00","43,660,000.00","43,660,000.00","48,615,700.00","97,231,400.00","97,231,400.00","97,231,400.00","97,231,400.00","243,078,500.00","243,078,500.00","267,890,336.00","267,890,336.00","535,780,672.00","578,884,120.00","599,176,645.00","599,176,645.00","958,682,632.00","958,682,632.00","958,682,632.00","958,444,424.00","958,444,424.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"982,955.33","982,955.33","1,626,755.33","1,126,755.33","1,126,755.33","1,126,756.16","1,126,756.16","1,126,756.16","1,126,756.16","1,126,756.16","1,126,756.16","1,126,756.16","184,800.00","144,293,568.41","144,292,768.81","144,292,667.10","144,293,568.41","144,293,568.41","47,062,168.41","47,452,418.29","335,380,635.27","337,168,300.46","70,171,797.05","409,894,619.43","498,857,229.89","502,202,616.59","146,060,086.31","144,675,916.00","147,875,339.96","148,744,024.68","135,005,767.03"
无形资产,,,,,,,,,,,"1,780,000.00","1,780,000.00","1,780,000.00","4,314,658.15","4,468,931.66","4,459,102.61","4,864,137.84","4,822,885.02","4,974,183.34","22,277,793.96","30,231,042.50","33,976,685.71","34,979,993.38","60,105,191.82","64,297,116.67","63,024,761.49","62,009,898.30","77,239,138.33","81,971,404.30","79,784,619.70","77,723,662.95"
盈余公积,"289,604.55","996,016.29","996,016.29","3,299,358.36","3,299,358.36","6,406,241.07","6,362,909.14","9,979,155.52","9,979,155.52","15,045,628.64","15,045,628.64","15,045,628.64","18,805,948.40","18,805,948.40","18,805,948.40","18,805,948.40","23,499,449.54","23,499,449.54","23,499,449.54","23,499,449.54","28,728,164.12","28,728,164.12","28,728,164.12","28,728,164.12","31,709,490.56","31,709,490.56","31,709,490.56","31,709,490.56","34,180,200.25","34,180,200.25","34,180,200.25"
开发支出,,,,,,,,,,,,,,,"703,428.77","933,084.99","1,353,446.71","2,577,760.16","3,328,921.19","4,762,359.73","4,764,998.25","6,062,077.78","6,974,031.10","9,362,906.95","119,272.29","1,314,155.54","2,590,184.27","3,825,160.95","4,842,814.09","8,710,547.93","14,964,241.43"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,"108,159,025.00","108,159,025.00","107,550,249.25","107,550,249.25","75,521,853.70","74,732,789.70","74,732,789.70"
商誉,,,,,,,,,,,,,,,,,"3,232,347.62","3,232,347.62","3,232,347.62","34,863,667.85","277,232,809.31","284,276,183.27","342,005,987.91","440,053,663.73","439,649,158.35","439,649,158.35","439,649,158.35","761,957,728.56","769,974,804.74","769,974,804.74","769,974,804.74"
未分配利润,"-1,097,701.43","10,051,253.88","3,953,858.58","32,312,449.77","27,522,963.52","56,827,973.04","59,312,193.34","94,156,700.44","89,406,655.21","134,326,235.38","137,640,991.05","146,670,840.14","181,189,907.58","167,274,835.04","106,895,001.34","131,973,806.15","171,476,648.32","159,151,505.06","99,367,964.75","114,754,819.81","183,210,079.06","167,955,572.30","156,089,376.24","175,678,540.21","250,472,025.91","232,160,374.25","222,386,108.74","253,593,413.58","336,277,243.02","316,836,221.84","289,192,833.16"
长期待摊费用,"56,022.36","14,005.68",,,"55,934.88",,"29,166.67","98,011.37","148,664.25","97,586.59","1,113,293.31","1,119,651.52","1,170,392.57","1,104,560.79","3,458,205.53","3,624,801.24","3,277,969.84","3,403,322.99","3,617,095.68","3,816,862.48","5,864,102.15","4,739,209.04","5,291,626.06","4,328,757.50","7,693,937.44","7,170,817.87","6,641,575.85","6,759,859.72","7,013,087.69","6,906,549.58","6,422,961.75"
少数股东权益,"2,830,592.09","3,139,919.34","2,845,368.09","3,211,973.00","2,993,626.77","2,825,627.26","2,646,820.63","3,321,584.98","3,407,886.37","4,241,857.29","4,440,330.27","5,612,480.87","4,027,379.95","3,816,016.41","3,818,935.99","4,283,433.55","5,190,034.75","5,080,718.16","5,417,561.51","10,338,171.20","12,654,217.31","13,274,418.55","13,818,141.15","41,698,861.79","62,009,438.39","59,378,405.93","62,491,649.14","134,243,329.11","176,786,274.72","181,921,949.86","191,070,626.29"
递延所得税资产,,"257,394.67",,"91,593.72","91,593.72","2,100,813.97","1,125,359.04","2,478,478.14","3,656,686.27","5,155,803.57","4,669,618.24","3,657,163.54","5,276,183.23","7,924,699.16","7,947,305.57","6,635,383.96","9,523,517.39","11,686,847.50","11,819,948.83","13,532,974.98","13,782,624.12","17,139,454.78","20,085,944.52","22,042,284.37","22,582,580.99","27,081,090.87","29,231,688.66","32,053,222.17","29,981,902.91","35,163,632.18","38,229,678.29"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,"3,397,967.79","1,800,000.00","2,555,641.08","86,300,000.00","23,447,765.75","102,794,426.11","49,374,126.11","73,445,070.92","89,558,870.36","178,130,511.88"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"7,780,366.94","7,721,220.59","7,138,188.03","8,763,817.74","10,474,679.67","13,366,929.52","16,213,678.31","18,692,139.82","20,447,305.18","22,254,934.74","27,011,040.31","25,571,371.01","27,768,582.88","122,249,714.69","160,971,939.98","159,396,171.01","198,257,081.42","199,200,876.76","209,405,239.61","318,157,204.83","633,232,743.14","653,305,479.20","712,250,277.65","910,644,584.91","997,938,088.78","1,062,652,411.59","1,146,569,137.34","1,650,712,341.52","1,831,741,640.56","1,850,928,647.77","1,925,200,959.01"
所有者权益(或股东权益)合计,"46,665,450.54","58,830,144.84","53,081,998.29","83,610,536.46","78,602,703.98","110,846,597.53","113,108,679.27","152,244,197.10","147,580,453.26","198,400,477.47","201,913,706.12","212,115,705.81","247,868,035.93","382,806,068.26","371,044,054.54","396,587,255.20","441,688,450.32","429,258,616.96","418,401,393.80","439,175,270.95","827,982,912.33","815,128,009.54","804,757,310.93","1,235,067,562.38","1,334,439,457.16","1,316,905,417.85","1,314,163,559.85","1,415,721,160.39","1,578,728,183.61","1,565,811,648.29","1,533,679,014.06"
资产总计,"80,751,469.00","94,290,456.28","91,293,704.65","131,236,130.48","112,512,902.77","202,966,116.58","223,781,206.58","318,940,173.61","328,750,436.15","450,362,499.45","453,907,881.76","535,915,279.17","585,468,814.66","674,569,054.19","702,275,663.97","785,810,507.67","897,669,525.07","922,091,185.05","921,616,192.95","1,028,302,734.00","1,542,109,279.42","1,503,633,048.90","1,698,991,021.19","2,298,722,485.69","2,853,513,805.14","2,567,189,721.27","2,989,310,941.09","3,682,552,510.12","4,247,719,886.74","4,296,453,508.72","4,444,117,505.54"
负债和所有者(或股东权益)合计,"80,751,469.00","94,290,456.28","91,293,704.65","131,236,130.48","112,512,902.77","202,966,116.58","223,781,206.58","318,940,173.61","328,750,436.15","450,362,499.45","453,907,881.76","535,915,279.17","585,468,814.66","674,569,054.19","702,275,663.97","785,810,507.67","897,669,525.07","922,091,185.05","921,616,192.95","1,028,302,734.00","1,542,109,279.42","1,503,633,048.90","1,698,991,021.19","2,298,722,485.69","2,853,513,805.14","2,567,189,721.27","2,989,310,941.09","3,682,552,510.12","4,247,719,886.74","4,296,453,508.72","4,444,117,505.54"
