科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应交税费,"2,169,273.85","2,541,171.19","2,853,249.37","5,767,500.00","2,953,035.44","3,526,189.95","3,363,134.36","4,179,904.68","4,956,529.17","4,793,791.72","10,098,181.95","6,816,711.80","7,159,920.67","6,110,242.21","7,329,730.33","7,929,636.35","5,415,519.69","7,418,421.83","9,239,376.30"
应收利息,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,"8,639.59","8,639.59","8,639.59",,,,,
应收股利,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,
存货,"38,125,556.01","36,734,870.97","39,527,171.61","35,264,700.00","35,576,351.91","46,539,537.42","50,256,860.03","43,899,673.25","45,134,353.29","49,476,170.82","79,624,175.50","84,602,964.33","84,054,337.81","104,676,193.38","101,350,137.96","107,612,055.39","102,869,105.71","103,391,830.05","103,647,150.85"
其他应付款,"391,136.50","327,399.24","254,889.99",,"428,515.75","260,191.87","265,330.86","282,294.56","2,279,607.73","2,417,797.82","2,281,542.48","2,621,211.43","2,982,704.48","7,078,251.18","2,185,734.76","2,677,633.75","3,207,574.04","2,581,223.82","2,274,623.22"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,"298,757.78",,"10,437,193.92","4,567,768.29","4,150,000.00","8,121,507.71","8,828,434.67","5,425,513.06","5,718,030.61","5,077,211.53","4,368,284.05","12,496,636.19","6,264,155.33"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"155,321,589.42","173,711,553.76","179,761,199.39",,"196,001,330.34","276,232,994.82","276,005,103.26","275,593,811.48","258,194,106.68","245,869,863.57","421,799,101.84","363,299,895.53","349,891,670.32","400,885,766.55","427,701,858.13","422,617,220.74","423,894,857.17","437,055,338.28","445,226,490.90"
流动负债合计,"82,926,434.88","82,523,673.80","72,417,418.94",,"85,845,481.37","85,858,501.28","76,666,315.37","71,765,332.17","77,387,466.33","89,230,838.35","143,157,813.90","104,794,567.54","111,484,125.23","161,161,584.83","194,284,634.11","185,030,180.08","182,265,865.24","176,326,569.14","178,808,538.85"
可供出售金融资产,,,,,,,,,,,,,,,,,,,
长期借款,,,"14,000,000.00","14,000,000.00","18,000,000.00",,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,"1,533,076.51","1,443,085.74","1,389,109.34"
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"59,961,964.40","72,445,452.63","84,184,870.24","83,730,800.00","83,261,622.13","85,143,870.24","89,678,701.63","90,337,695.06","98,340,916.60","165,627,474.82","235,793,827.35","261,587,729.69","259,831,410.54","266,516,988.47","271,563,286.36","267,760,067.23","266,638,797.01","254,456,383.82","262,837,702.83"
递延所得税负债,"36,225.93","20,463.39","13,501.56",,"13,501.56","13,501.56","13,501.56","13,501.56","13,501.56","1,227,893.04","4,855,930.99","4,687,225.64","4,518,520.31","4,350,461.93","4,174,892.48","4,018,868.73","3,863,982.05","3,716,419.26","3,563,659.69"
在建工程,"1,370,000.00",,"12,741,233.27","13,061,400.00","24,375,542.99","35,179,280.04","30,741,097.69","34,758,591.10","50,586,282.85","958,541.98","36,521,510.08","33,230,714.78","35,196,847.71","40,104,040.29","35,463,531.96","39,727,318.35","44,382,042.29","46,693,222.12","38,315,569.10"
其他非流动负债,"641,666.67","766,666.67","900,000.00",,"650,000.02","731,250.00","600,000.00",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"677,892.60","787,130.06","14,913,501.56",,"18,663,501.58","744,751.56","613,501.56","594,751.56","576,001.56","1,771,643.04","7,580,930.99","7,218,475.64","6,856,020.31","6,494,211.93","7,342,759.15","7,486,699.58","7,298,405.41","6,594,605.13","6,375,253.67"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"83,604,327.48","83,310,803.86","87,330,920.50","83,215,700.00","104,508,982.95","86,603,252.84","77,279,816.93","72,360,083.73","77,963,467.89","91,002,481.39","150,738,744.89","112,013,043.18","118,340,145.54","167,655,796.76","201,627,393.26","192,516,879.66","189,564,270.65","182,921,174.27","185,183,792.52"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"62,400,000.00","62,400,000.00","62,400,000.00","62,400,000.00","62,400,000.00","77,980,000.00","77,980,000.00","77,980,000.00","116,970,000.00","116,970,000.00","137,819,000.00","137,819,000.00","344,547,500.00","344,547,500.00","344,547,500.00","344,547,500.00","344,547,500.00","344,547,500.00","344,547,500.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"12,354,067.99","12,500,067.09","12,500,067.09","12,500,100.00","12,500,067.09","96,880,067.09","96,880,067.09","96,880,067.09","57,890,067.09","57,890,067.09","485,704,926.99","485,704,926.99","278,976,426.99","279,319,567.38","279,323,582.41","279,338,202.83","280,999,602.83","280,652,447.41","278,928,462.97"
无形资产,"2,796,962.37","6,592,218.09","7,148,294.53","7,095,800.00","7,043,355.43","6,990,885.88","7,437,647.12","7,880,875.60","7,838,491.53","12,588,502.45","46,025,682.32","45,265,875.03","44,506,067.77","43,746,260.47","42,986,453.21","42,235,477.82","41,466,838.66","40,707,030.36","40,119,274.26"
盈余公积,"5,975,223.19","8,988,062.41","12,032,452.47","12,032,500.00","12,032,452.47","12,032,452.47","15,774,532.39","15,774,532.39","15,774,532.39","15,774,532.39","19,358,750.65","19,358,750.65","19,358,750.65","19,358,750.65","19,358,750.65","19,358,750.65","19,358,750.65","19,358,750.65","19,358,750.65"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"678,500.60","217,150,509.70","218,297,876.38","218,297,876.38","218,297,876.38","218,127,380.50","218,127,380.50","218,127,380.50","217,150,509.70","217,150,509.70"
未分配利润,"53,487,477.95","86,894,505.62","111,330,609.17","111,727,100.00","121,006,161.76","131,820,363.86","139,868,484.05","151,080,127.87","147,687,979.67","159,517,107.60","167,759,737.89","172,888,496.79","151,443,377.24","159,886,108.12","156,263,869.60","162,939,562.35","168,661,971.04","178,984,557.82","188,175,815.93"
长期待摊费用,,,"379,847.94",,"295,437.23","253,231.88","431,026.55","368,823.22","1,803,744.41","1,624,528.63","7,559,747.68","10,836,866.39","10,778,233.23","10,296,329.93","10,552,963.53","9,939,935.02","10,092,748.68","10,670,057.17","13,075,609.47"
少数股东权益,"2,525,905.74",,,,,,,"3,104,052.93","3,833,891.36","8,540,653.42","8,947,412.68","9,603,162.28","10,071,040.52","13,496,192.81","13,662,691.56","13,217,380.33","13,992,820.48","12,009,044.26","13,177,353.74"
递延所得税资产,"896,486.16","1,344,214.50","1,378,603.86",,"1,470,376.15","1,515,873.40","1,686,224.21","1,661,327.18","1,738,705.93","2,042,913.03","4,137,428.67","3,726,237.94","3,369,326.37","3,573,001.22","6,797,641.25","7,064,947.80","7,211,369.51","7,069,830.10","8,437,592.84"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"1,803,100.00","6,577,740.37","1,617,690.40","20,304,516.81","1,377,800.00","1,175,570.20","907,800.00","903,490.00","1,670,105.20","4,567,917.10","3,887,149.00","3,336,495.00","2,899,482.93"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"65,025,412.93","80,381,885.22","105,832,849.84",,"116,446,333.93","129,083,141.44","131,777,797.20","141,585,052.53","161,925,831.72","203,824,978.32","548,566,505.80","574,120,870.41","572,887,562.00","583,437,986.76","587,161,362.01","589,423,043.82","593,339,402.16","581,526,614.01","584,224,850.47"
所有者权益(或股东权益)合计,"136,742,674.87","170,782,635.12","198,263,128.73","198,659,600.00","207,938,681.32","318,712,883.42","330,503,083.53","344,818,780.28","342,156,470.51","358,692,360.50","819,626,862.75","825,407,722.76","804,439,086.78","816,667,956.55","813,235,826.88","819,523,384.90","827,669,988.68","835,660,778.02","844,267,548.85"
资产总计,"220,347,002.35","254,093,438.98","285,594,049.23","281,875,300.00","312,447,664.27","405,316,136.26","407,782,900.46","417,178,864.01","420,119,938.40","449,694,841.89","970,365,607.64","937,420,765.94","922,779,232.32","984,323,753.31","1,014,863,220.14","1,012,040,264.56","1,017,234,259.33","1,018,581,952.29","1,029,451,341.37"
负债和所有者(或股东权益)合计,"220,347,002.35","254,093,438.98","285,594,049.23","281,875,300.00","312,447,664.27","405,316,136.26","407,782,900.46","417,178,864.01","420,119,938.40","449,694,841.89","970,365,607.64","937,420,765.94","922,779,232.32","984,323,753.31","1,014,863,220.14","1,012,040,264.56","1,017,234,259.33","1,018,581,952.29","1,029,451,341.37"
