科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"43,771,667.46","38,861,269.66","43,950,336.06","35,252,900.00","45,381,544.19","102,467,590.89","123,891,911.29","109,030,061.98","80,456,804.92","52,984,256.26","158,841,736.67","123,406,715.13","83,463,778.79","98,455,417.31","118,208,588.17","91,010,023.26","94,847,921.08","92,293,686.22","125,748,727.37"
短期借款,"16,500,000.00",,,,,,,,,,"6,000,000.00","10,000,000.00","2,800,000.00","17,800,000.00","37,698,624.17","36,000,000.00","36,000,000.00","33,000,000.00","23,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,"1,338,150.00","739,250.00","746,500.00","274,000.00",,,,,
应收票据,"1,893,040.03","2,511,797.43","5,074,923.03","5,088,300.00","10,708,714.81","3,462,968.14","3,941,933.38","2,316,606.90","8,322,139.62","9,399,639.23","9,869,031.42","7,497,134.67","16,267,741.64","9,370,087.20","8,101,068.58","22,311,332.08","14,346,159.91","19,462,822.20","12,403,376.05"
应付票据,"30,709,821.75","30,915,293.80","21,314,694.09","19,030,500.00","33,476,948.08","15,335,717.71","22,339,920.41","18,856,868.37","20,480,177.34","14,363,438.41","26,706,619.51","10,133,846.06","14,944,681.39","21,164,923.45","30,705,052.02","30,165,820.21","26,632,999.95","18,790,267.48","11,044,867.52"
应收账款,"60,173,008.87","86,101,544.41","83,808,552.39","85,943,000.00","95,103,754.66","119,131,133.61","93,942,877.67","113,516,100.48","106,731,335.94","121,123,524.10","159,624,564.57","127,399,839.52","145,726,208.11","168,264,701.17","184,864,199.01","179,012,350.56","191,948,864.94","187,937,527.32","183,971,976.22"
应付账款,"29,396,197.49","45,447,239.01","44,252,293.36","39,530,900.00","44,524,737.81","62,309,422.10","44,329,795.54","42,932,558.27","43,968,627.95","61,069,920.66","83,575,129.67","65,153,573.54","72,083,804.27","98,798,951.72","103,131,005.91","94,299,924.74","96,843,308.56","99,345,178.83","115,662,458.32"
预付款项,"9,692,064.29","5,937,061.63","3,062,478.38","10,403,900.00","4,132,632.91","3,948,795.90","3,049,191.05","5,851,755.81","5,883,441.26","6,016,749.51","6,417,040.42","8,224,051.57","7,453,205.29","10,801,114.02","5,607,963.94","10,854,743.79","9,498,822.85","14,999,622.96","8,888,166.20"
预收款项,"1,821,812.73","549,840.51","821,179.93",,"1,612,761.52","1,223,265.74","1,629,936.42","1,996,719.88","975,280.46","1,088,974.88","4,027,745.06","3,690,237.12","5,176,706.08","3,967,256.57","3,099,035.60","5,469,690.37","5,979,891.85","7,445,753.67","5,035,315.84"
其他应收款,"1,666,252.76","3,565,009.66","4,337,737.92",,"5,098,331.86","682,968.86","623,572.06","979,613.06","1,228,837.73","2,301,755.36","3,272,553.26","4,047,682.60","4,097,964.01","3,892,740.41","3,851,869.86","6,739,504.13","6,015,698.63","6,473,213.34","4,302,938.88"
应付职工薪酬,"1,938,192.56","2,742,730.05","2,921,112.20",,"2,849,482.77","3,203,713.91","4,738,197.78","3,516,986.41","4,727,243.68","5,496,914.86","9,130,445.23","5,631,098.00","5,581,168.75","5,959,320.11","10,135,451.32","8,487,474.66","8,186,571.15","7,745,723.51","12,551,897.65"
应收关联公司款,,,,,,,,,,,,,,,,,,,
