科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"809,697,095.62","2,560,028,472.80","3,672,223,361.96","3,840,809,258.97","5,676,329,250.64","12,228,962,577.48","9,432,737,653.95","9,368,680,723.92","9,667,775,368.79","6,129,725,259.57","5,986,941,324.56","4,841,181,458.40","5,133,662,233.39","5,025,094,474.62","4,180,272,093.01","3,744,418,351.40","3,115,423,450.89","2,923,534,885.32","1,485,616,203.27","1,201,723,753.18","974,020,926.94","942,038,311.95","931,661,444.75","1,358,846,951.29","1,687,746,471.31","1,132,368,443.70","848,917,671.91","961,929,763.57","785,175,144.40","488,525,524.28","421,304,384.23","559,479,429.92","844,844,935.68","810,156,866.07"
短期借款,,,"150,000,000.00","1,831,000,000.00","2,395,000,000.00","1,820,000,000.00","1,961,290,402.77","2,070,500,314.68","1,881,179,528.88","431,014,486.18","230,000,000.00","100,000,000.00","218,856,500.00","218,847,500.00","919,244,233.33","709,152,133.33","659,928,133.33","659,928,133.33",,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,"250,000,000.00","345,000,000.00",,,"710,000,000.00","650,000,000.00",,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"100,000,000.00",,,,"341,876,000.00","40,000,000.00","52,505,077.67","225,052,500.00","772,204,500.00","567,426,900.00","16,543,161.99","83,810,520.00","923,741,537.43","912,620,052.92","681,448,753.11","459,851,804.50","318,518,591.50","172,469,500.00","283,800,000.00","226,992,800.00","503,422,800.00","411,942,800.00","4,000,000.00","1,100,000.00","130,562,400.00","280,390,399.20","216,227,999.20","87,899,299.20","171,187,662.97","149,505,065.00","141,339,547.67","92,587,047.67","296,416,889.29","224,830,300.00"
应付票据,,,"1,411,186,500.00","2,953,895,227.52","4,602,176,407.41","4,204,987,603.63","4,091,950,840.45","4,767,862,892.89","2,980,528,113.51","1,494,870,657.68","1,476,016,263.97","2,048,031,266.66","3,571,324,204.52","3,466,017,126.53","2,869,623,894.28","2,046,385,568.91","1,501,796,463.48","1,181,520,716.99","696,685,270.98","310,651,468.00","656,370,731.00","681,254,673.43","701,731,732.49","1,066,665,408.87","1,308,723,138.62","995,625,428.06","726,641,261.94","867,367,281.71","784,906,170.21","685,977,591.57","722,543,821.14","756,965,489.06","895,175,661.25","838,778,266.44"
应收账款,"591,556,623.35","913,708,756.49","3,918,953,676.23","5,530,842,264.89","8,972,380,246.02","10,647,292,060.87","10,732,566,115.71","12,560,764,746.13","10,872,735,372.47","11,122,270,088.18","12,281,882,804.26","12,156,003,489.81","9,788,122,956.67","9,195,630,732.18","9,105,465,503.78","8,761,409,153.20","8,903,062,826.02","9,106,221,408.16","8,926,930,350.39","9,080,227,318.60","6,633,785,320.96","6,358,652,144.29","6,223,046,338.48","5,522,731,073.20","5,116,592,348.91","4,849,631,866.43","4,677,726,583.68","4,466,889,372.71","4,084,792,300.30","3,804,576,779.52","3,408,742,331.87","3,135,516,128.13","2,324,512,471.10","2,177,600,583.13"
应付账款,"729,622,719.24","2,423,690,283.57","7,485,413,351.74","8,792,218,727.14","12,693,346,778.86","12,552,706,490.78","10,291,157,700.48","10,398,490,929.04","9,600,970,676.30","9,737,206,236.24","10,148,972,818.50","10,134,561,798.02","7,721,067,735.08","7,417,478,543.17","7,429,584,647.51","7,479,660,329.77","7,825,536,428.30","7,761,164,059.59","7,971,650,875.99","8,008,855,221.66","6,556,122,615.67","6,238,829,700.21","5,891,283,437.34","5,619,493,114.27","5,695,340,183.86","5,594,949,396.80","5,378,349,316.96","5,362,141,036.65","5,263,223,905.17","4,707,613,620.63","3,643,315,063.80","3,173,803,278.23","2,635,273,023.40","2,571,728,662.65"
预付款项,"218,914,315.05","887,824,646.81","813,144,685.52","1,034,163,797.30","660,110,124.47","639,341,480.93","748,272,645.77","782,198,811.62","725,632,346.39","592,574,571.23","587,627,933.93","516,973,574.08","472,437,283.70","573,535,858.26","566,613,912.32","589,101,037.55","257,621,623.79","239,447,493.61","353,255,593.79","395,609,363.97","213,714,781.02","360,271,616.20","173,921,934.38","308,776,222.78","203,465,140.75","222,400,514.91","180,541,587.37","193,988,171.92","90,215,833.19","100,417,231.95","69,746,528.59","97,321,171.42","73,548,662.11","115,921,946.00"
预收款项,"1,683,681,886.39","5,141,483,457.24","4,868,965,254.83","4,213,332,492.63","1,628,050,825.31","715,268,413.96","953,042,966.67","581,779,528.53","339,474,079.85","390,495,966.46","338,270,992.71","559,380,327.90","704,908,660.90","581,772,523.90","782,672,082.05","1,003,092,936.58","864,413,195.63","369,713,234.79","613,802,664.23","586,372,995.53","319,915,123.03","235,030,574.75","182,395,863.57","355,237,789.40","215,871,451.77","148,238,357.72","201,218,680.44","170,175,784.96","39,274,232.31","40,045,961.50","46,054,862.23","55,980,608.96","45,980,715.00","47,336,307.59"
