科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
预计负债,,,,,,,,,,,,,,,
固定资产,"7,547,396.25","11,182,786.63","14,924,800.71","14,811,429.37","14,489,125.27","14,191,308.91","13,866,853.89","13,597,123.48","14,173,172.74","13,869,685.43","14,213,137.95","14,717,182.44","15,264,091.53","17,896,374.93","17,527,567.66"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,,,"15,965.00",,,,,,,,,,"61,916,310.20","61,945,727.68","62,573,347.83"
其他非流动负债,,,,,,,,,,,,,,"3,648,543.69","864,077.66"
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"18,390,324.68","15,968,505.53","7,445,507.34","5,174,203.02","4,038,550.86","3,033,333.45","8,708,333.47","7,019,697.13","5,421,969.88","3,059,919.82","2,208,333.33","4,000,000.00","7,789,604.58","7,648,543.69","4,864,077.66"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"101,698,231.24","122,016,834.20","76,881,085.12","91,560,412.62","103,964,648.78","151,358,383.90","238,411,892.23","244,339,537.02","234,154,204.89","530,315,491.15","517,401,384.88","559,356,322.98","630,435,412.73","570,605,098.30","517,848,026.68"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"53,475,936.00","53,475,936.00","53,475,936.00","53,475,936.00","71,305,936.00","71,305,936.00","71,305,936.00","72,066,136.00","72,066,136.00","72,066,136.00","72,066,136.00","144,132,272.00","144,118,272.00","144,118,272.00","144,118,272.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"32,628,069.46","32,628,069.46","32,631,366.64","32,631,366.64","222,135,145.08","220,619,901.79","220,619,901.79","247,777,897.79","248,336,197.79","251,541,323.81","252,400,614.02","180,952,408.23","181,811,698.44","181,968,707.80","182,230,643.53"
无形资产,"18,069,593.10","17,891,610.74","17,720,467.98","17,448,073.44","17,311,876.17","17,189,649.76","17,053,452.49","17,371,121.08","17,929,917.42","17,210,833.77","17,347,196.40","17,200,540.17","118,634,599.73","179,943,192.35","178,593,858.71"
盈余公积,"6,794,376.44","11,454,493.27","16,705,717.41","16,705,717.41","16,705,717.41","20,498,077.56","20,498,077.56","20,498,077.56","20,498,077.56","26,345,982.10","26,345,982.10","26,345,982.10","26,345,982.10","35,195,595.74","35,195,595.74"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,"27,732,096.00","27,732,096.00","19,233,715.20","19,233,715.20","19,128,267.20","19,128,267.20"
商誉,,,,,,,,,,,,,,,
未分配利润,"42,518,293.25","85,837,464.61","116,901,905.64","132,746,971.27","139,630,378.91","151,541,784.75","156,441,337.48","163,653,577.64","180,006,446.21","187,955,150.95","199,684,438.60","210,880,545.41","244,035,108.01","249,964,062.24","266,111,483.17"
长期待摊费用,"384,930.22","347,529.71","671,883.06","464,403.45","432,561.46","52,584.95","1,314,314.39","1,096,258.82","969,661.54","1,837,099.48","2,022,791.23","2,130,813.07","1,991,262.09","1,194,174.76","410,813.11"
少数股东权益,,,,,,,,,,,,,,,
递延所得税资产,"664,790.59","1,144,801.04","1,461,480.01","1,526,929.22","1,526,929.22","1,554,956.68","1,554,956.68","1,636,503.12","1,593,538.49","3,560,417.98","3,560,417.98","4,416,106.38","4,381,265.22","4,134,317.89","4,160,951.37"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,,"296,560.00",,,,,,,"1,393,000.27","1,820,865.89","128,850,000.00","100,180,000.00","43,692,633.86","40,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"26,666,710.16","30,566,728.12","35,091,156.76","34,250,835.48","33,760,492.12","32,988,500.30","33,789,577.45","33,701,006.50","34,666,290.19","37,871,036.93","38,964,409.45","167,314,642.06","316,232,099.07","321,180,123.99","313,950,074.48"
所有者权益(或股东权益)合计,"135,416,675.15","183,395,963.34","219,714,925.69","235,559,991.32","449,777,177.40","463,965,700.10","468,865,252.83","503,995,688.99","520,906,857.56","510,158,281.01","522,765,074.72","543,085,815.16","577,023,671.57","592,102,679.43","608,485,863.17"
资产总计,"237,114,906.39","305,412,797.54","296,596,010.81","327,120,403.94","553,741,826.18","615,324,084.00","707,277,145.06","748,335,226.01","755,061,062.45","1,040,473,772.16","1,040,166,459.60","1,102,442,138.14","1,207,459,084.30","1,162,707,777.73","1,126,333,889.85"
负债和所有者(或股东权益)合计,"237,114,906.39","305,412,797.54","296,596,010.81","327,120,403.94","553,741,826.18","615,324,084.00","707,277,145.06","748,335,226.01","755,061,062.45","1,040,473,772.16","1,040,166,459.60","1,102,442,138.14","1,207,459,084.30","1,162,707,777.73","1,126,333,889.85"
