科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"134,085,609.56","153,624,794.80","181,926,198.62","156,042,514.42","812,426,521.28","745,064,251.91","706,540,176.31","656,600,194.20","689,078,792.66","593,376,086.39","652,510,893.10","582,901,734.15","437,235,146.25","358,424,001.11","464,525,394.58","360,393,004.57","304,871,622.41","460,224,890.09","271,957,131.45","271,123,682.37","290,098,689.79","232,962,153.41","283,587,201.40","215,782,188.66","305,043,868.00","229,370,940.37","253,222,932.43","197,072,502.99","513,310,715.72","390,357,063.83","470,210,271.45","360,557,626.94","488,118,896.12","374,396,658.02","904,714,687.21","731,076,297.09","911,316,630.77","898,371,502.01"
短期借款,"388,891,500.00","514,254,409.73","530,696,595.93","508,929,018.66","495,510,451.06","455,014,520.06","446,449,015.46","471,256,818.19","393,089,028.19","340,719,466.01","532,161,918.19","528,192,414.67","424,771,498.10","458,766,714.31","444,197,966.57","404,986,363.65","442,262,363.65","502,411,843.65","573,140,463.65","662,351,021.38","652,741,777.38","953,532,307.38","996,476,436.38","783,231,114.40","750,410,909.11","778,261,309.11","758,000,206.65","766,787,628.25","536,883,181.84","527,058,181.84","547,058,181.84","506,655,454.57","499,155,454.57","527,545,454.57","747,045,454.57","770,442,727.30","810,444,954.09","786,818,585.93"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"49,986,599.11","46,814,174.07","52,854,162.85","27,499,002.21","109,508,682.02","57,434,486.72","90,126,444.41","69,567,273.75","123,673,293.39","62,206,549.92","55,951,385.81","31,883,489.73","66,826,872.68","41,414,573.33","60,273,755.74","53,729,107.24","157,679,411.66","81,946,040.59","139,576,322.74","93,371,100.72","236,567,098.64","130,252,887.82","185,888,939.20","200,560,923.99","334,642,833.35","229,236,982.10","191,524,351.47","184,497,490.74","341,449,649.38","235,609,815.32","157,018,668.46","194,894,000.95","423,084,247.25","295,815,854.30","216,788,060.08","227,474,724.10","434,538,951.67","234,592,833.77"
应付票据,"700,000.00",,,"11,330,880.00","11,745,460.00","7,812,000.00","8,662,920.00","12,808,489.00","12,664,720.00","14,981,620.00","24,903,240.00","40,563,085.00","33,250,050.00","24,300,000.00","71,716,000.00","103,311,715.40","70,240,420.90","56,689,965.50","78,848,585.00","88,792,925.00","36,259,600.00","5,775,000.00","775,000.00","20,000,000.00","10,000,000.00","22,069,600.00","52,325,200.00","30,706,200.00","450,600.00","8,090,000.00","57,652,600.00","101,135,395.50","89,202,545.50","58,258,050.00","114,961,600.00","130,897,346.00","51,738,409.43","56,730,235.13"
应收账款,"175,936,190.38","197,230,105.45","205,443,894.33","269,733,812.88","181,040,595.35","254,674,392.68","236,563,849.39","282,881,385.54","203,174,839.89","305,565,851.52","265,214,784.51","318,762,039.44","231,808,076.19","339,828,458.56","329,152,764.49","378,987,037.50","291,704,233.68","419,865,139.00","401,102,305.83","473,549,327.40","310,541,641.75","509,639,168.36","450,788,663.82","552,595,177.01","358,664,150.85","540,299,310.23","526,840,959.95","651,158,083.59","402,408,238.33","546,775,506.85","625,893,405.15","672,264,993.70","404,566,676.93","610,936,743.35","701,773,760.59","785,922,158.00","612,359,925.23","822,944,484.41"
应付账款,"112,143,421.37","108,659,722.98","138,934,547.46","146,833,765.62","111,445,860.48","108,243,319.58","133,156,683.36","124,613,930.87","132,966,240.25","157,433,414.42","221,677,331.29","203,565,213.93","195,166,576.84","236,336,253.79","283,492,438.95","230,248,387.13","202,237,532.79","264,494,264.36","307,375,281.90","343,780,505.53","317,062,602.94","266,452,947.14","290,478,710.20","305,162,210.72","231,504,582.83","235,264,443.35","246,140,264.46","247,290,681.61","183,974,841.01","204,463,930.37","279,911,782.07","248,937,802.65","264,932,723.48","246,489,855.15","281,971,418.59","285,108,151.96","341,581,947.36","388,459,547.76"
预付款项,"32,514,267.95","31,893,372.36","36,188,150.15","38,595,024.10","36,441,737.41","39,967,873.10","41,357,780.27","49,803,449.63","22,678,343.06","30,647,282.56","45,432,749.18","66,654,515.84","32,149,625.29","34,766,654.57","79,219,409.40","36,228,720.11","28,232,143.30","47,119,385.23","49,025,879.19","61,602,127.16","26,465,801.32","63,709,531.98","55,897,071.83","46,666,863.80","31,197,582.90","59,851,929.17","38,251,474.40","53,181,666.60","45,506,294.09","53,187,845.75","64,074,011.34","64,493,404.59","44,515,287.94","53,998,606.23","72,927,335.44","81,729,130.91","32,752,168.42","60,252,250.52"
预收款项,"10,960,177.67","12,172,591.56","11,597,537.87","7,153,237.79","11,315,196.04","9,377,081.32","13,902,687.06","13,048,221.55","9,113,582.27","10,941,032.05","11,593,198.75","10,821,322.22","9,239,605.85","13,409,781.45","11,062,597.40","18,701,194.31","26,104,618.52","27,044,332.85","21,707,095.23","22,218,866.04","32,113,052.38","19,722,835.65","20,240,994.06","24,457,891.85","14,453,099.91","17,710,109.32","17,178,611.65","16,247,474.84","22,930,824.95","25,889,385.33","19,668,721.10","17,933,921.35","28,540,989.42","36,922,813.26","50,688,812.76","64,389,923.69","20,925,040.29","56,356,732.75"
