科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"102,674,148.68","158,096,426.02","189,672,474.14","111,263,579.78","157,717,998.02","223,399,313.58","44,775,248.19","125,227,869.25","180,101,222.42","234,960,473.86","61,585,448.26","138,605,310.16","202,472,665.62","291,352,413.50","68,988,569.23","162,880,583.64","255,291,930.80","402,074,126.88","94,760,991.05","204,401,749.01","293,547,096.66","404,715,747.49","97,107,668.99","201,424,816.23","296,188,972.50","421,648,749.29","106,836,939.82","191,217,945.28","253,501,467.29","379,680,553.46","93,716,364.06","194,880,546.11","277,377,685.90","463,754,726.72","80,990,452.72"
二、营业利润,"18,823,250.98","37,584,616.20","40,414,128.20","21,541,948.01","28,696,474.95","41,616,752.31","4,140,431.57","20,887,690.59","28,743,954.08","37,858,972.68","6,661,107.92","22,158,999.71","29,866,215.07","33,972,478.56","7,415,075.33","23,135,663.70","30,949,474.77","42,505,649.67","9,028,898.82","22,488,582.29","29,978,637.51","42,355,145.42","10,146,205.00","25,246,218.15","41,041,262.45","74,601,862.86","22,183,906.50","63,825,366.49","92,297,828.96","111,184,701.53","20,560,232.53","38,893,322.72","53,058,669.78","95,460,105.97","10,489,080.46"
减:营业成本,"68,277,150.41","98,778,888.57","124,049,178.12","74,173,008.17","104,726,052.76","147,772,491.90","31,247,344.20","84,182,246.19","120,435,820.88","158,385,662.30","42,551,132.94","94,233,988.02","137,856,133.80","209,215,975.57","49,631,274.33","115,403,894.74","183,304,542.80","298,251,873.20","70,658,768.12","152,009,383.43","216,537,195.86","298,634,633.73","69,376,969.52","137,899,224.38","198,879,038.70","280,768,273.03","68,957,988.75","126,173,589.17","168,559,607.55","254,561,333.89","63,667,611.16","130,207,710.09","189,429,712.21","307,947,984.88","56,452,391.38"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"748,899.74","1,003,584.13","1,048,800.82","201,604.46","602,339.43","947,468.09","260,244.00","796,456.22","1,084,485.16","1,310,056.44","150,786.53","688,198.28","856,426.03","1,526,108.74","135,382.33","545,834.88","804,486.14","1,900,497.59","323,609.46","794,721.70","1,056,288.19","1,600,444.39","459,562.33","1,354,107.01","2,055,710.10","5,522,284.02","4,971,073.12","6,161,592.56","7,621,341.02","9,161,763.98","1,331,155.85","2,952,781.10","4,613,726.34","6,361,602.79","1,501,067.64"
营业外收入,"875,435.25","1,785,724.24","8,077,248.72","4,870,900.00","6,752,686.29","9,103,451.13","801,294.92","2,361,494.92","2,619,844.92","2,961,114.12","131,051.17","1,909,851.17","2,067,051.17","2,496,142.67","85,200.00","2,128,400.00","2,888,600.00","3,112,800.00","375,280.92","571,925.07","2,286,558.39","4,665,347.16","259,255.83","650,068.02","2,576,571.92","3,423,705.98","1,530,616.75","824,372.74","626,422.76","446,425.80","6,970.08","549,627.42","567,643.97","1,974.60","2,346.00"
销售费用,"3,887,538.21","6,296,360.64","7,275,751.78","3,531,762.65","5,179,711.44","6,967,650.95","1,742,965.57","3,988,658.45","6,026,430.13","8,609,154.92","2,405,877.79","5,156,246.00","7,938,174.85","13,082,806.25","2,672,352.84","5,963,198.50","9,599,228.96","15,834,036.05","3,623,924.13","8,969,975.94","12,283,879.55","19,108,634.37","4,468,427.83","11,796,001.70","15,956,451.68","21,942,127.93","3,974,122.85","9,352,021.54","11,409,539.65","21,614,843.62","5,848,396.87","11,572,970.11","18,168,824.92","27,340,001.05","5,559,028.48"
减:营业外支出,"212,824.15","379,451.88","340,780.85","192,263.58","343,078.01","419,066.59","365,916.99","599,219.61","655,940.97","711,700.22","163,355.44","276,583.28","342,142.65","452,589.88","120,121.09","216,263.10","340,105.62","517,785.79","148,730.99","258,463.42","358,820.75","591,077.85","555,209.17","629,031.18","695,467.21","898,542.14","102,413.72","632,885.50","633,092.79","601,792.72","66,401.02","107,980.92","188,236.74","2,271,123.64","81,176.78"
管理费用,"9,664,285.94","13,055,255.37","17,833,200.54","10,178,589.13","15,890,331.37","22,346,704.05","7,724,609.24","15,642,141.66","24,083,515.86","30,555,734.09","9,555,993.29","16,529,666.53","26,433,164.21","33,976,635.99","8,641,483.23","16,932,690.77","30,535,850.04","42,395,287.69","11,994,410.26","22,128,398.26","36,327,308.70","43,820,522.47","14,415,099.57","27,103,408.95","43,074,060.32","41,876,194.40","17,441,268.09","29,402,432.19","54,531,566.25","122,817,960.77","43,972,115.75","105,289,218.20","100,240,813.03","127,489,955.07","24,071,557.60"
其中:非流动资产处置净损失,,314.04,,,,,,,,,,,,,,,,,,,,"20,436.74","8,001.50","8,001.50","8,001.50","82,543.78","32,250.26","32,250.26","32,250.26",,,,,,
