科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"244,433,233.10","494,047,867.24","770,332,523.47","1,130,281,725.46","531,298,729.67","1,106,981,958.92","1,611,064,896.34","2,054,658,457.85","406,223,628.40","858,030,990.50","1,396,200,097.37","1,936,485,715.39","536,902,210.13","1,117,147,024.35","1,861,488,107.55","2,629,176,675.92","793,530,982.16","1,710,395,425.18","2,627,187,747.69","3,451,393,869.38","678,574,966.29","1,451,375,065.39","2,297,576,258.61","3,104,041,764.76","656,596,092.33","1,361,062,812.26","2,142,640,739.80","3,021,515,326.71","689,801,363.49","1,441,744,732.78","2,171,319,176.57","2,888,214,410.85","597,738,499.75","1,331,919,648.06","2,137,874,499.59","2,954,105,552.74","756,740,595.02","1,683,601,193.13","2,525,020,593.23","3,680,969,790.07","974,213,354.00","2,350,435,259.89","3,911,649,106.22","5,359,616,136.07","1,310,873,828.76"
二、营业利润,"23,653,688.17","47,091,859.17","68,621,618.58","88,436,692.70","19,729,570.18","54,200,867.63","42,683,041.97","-257,035,218.01","-1,203,412.39","1,033,015.35","3,221,593.43","7,273,941.65","42,958,100.83","57,390,838.81","72,900,190.53","120,783,603.87","57,787,304.24","110,032,075.15","147,702,259.70","131,308,440.32","32,354,439.61","36,140,111.99","32,950,498.02","14,371,328.58","3,831,957.71","9,730,479.50","5,394,971.43","-3,698,479.82","-565,545.11","27,413,341.98","-2,136,094.17","-732,158.84","-1,410,945.89","1,354,160.64","526,472.66","-31,526,026.82","144,090,940.27","133,509,369.30","104,330,631.11","254,017,177.81","129,428,043.82","288,690,199.01","548,890,834.89","801,285,778.22","131,388,209.75"
减:营业成本,"193,809,081.54","395,546,678.04","615,104,500.93","912,515,547.03","452,294,343.13","934,099,952.73","1,364,270,999.53","1,903,797,951.03","342,726,891.18","740,241,040.78","1,206,631,343.50","1,680,135,202.62","434,486,883.90","933,349,079.75","1,590,156,483.87","2,233,929,445.92","663,707,717.13","1,450,189,656.90","2,251,114,257.69","2,968,845,390.06","575,703,953.42","1,242,499,813.62","1,990,948,395.03","2,699,044,762.44","564,935,958.64","1,181,471,465.68","1,879,632,713.56","2,664,841,840.07","601,446,700.81","1,259,994,828.91","1,898,778,626.71","2,528,086,643.04","503,862,730.50","1,139,122,976.62","1,835,048,087.91","2,569,539,382.27","657,806,671.20","1,477,214,154.36","2,230,598,296.66","3,170,985,358.46","731,200,889.49","1,901,454,941.68","3,118,467,012.39","4,290,504,592.87","1,141,109,236.24"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,211,774.45","2,174,837.63","4,639,021.02","7,567,004.89","603,957.30","1,440,010.02","2,769,321.25","5,230,979.58","722,478.24","1,406,775.11","2,178,005.18","2,817,126.35","578,670.73","1,250,142.01","2,092,655.08","3,082,841.34","1,511,194.10","4,570,995.56","6,480,053.74","9,753,762.07","719,969.88","3,700,456.47","7,812,015.80","11,531,652.14","1,021,950.42","3,005,788.26","5,569,704.86","10,004,403.13","1,367,386.64","2,581,762.60","4,125,991.81","5,947,785.15","1,000,153.90","2,348,098.79","3,826,423.65","10,934,316.83","4,084,715.36","11,703,126.21","17,869,933.21","36,702,106.05","8,326,579.81","22,024,077.74","39,062,919.26","59,558,118.14","15,625,635.23"
营业外收入,"374,308.81","375,908.81","1,972,327.16","5,144,908.53","340,195.40","609,319.82","2,024,895.67","3,747,394.52","1,736,997.17","2,128,926.27","2,235,141.50","11,950,415.22","755,496.13","19,303,610.62","23,001,103.98","30,446,785.16","640,084.29","3,366,811.85","4,492,878.77","11,817,622.86","915,559.73","2,744,924.51","4,117,013.88","8,538,692.09","1,122,587.59","2,120,333.60","3,936,709.28","10,995,877.57","1,338,551.30","2,008,569.88","3,468,321.25","9,838,176.83","2,333,218.63","2,836,416.18","5,054,472.14","36,782,432.41","22,117,979.73","59,289,790.91","76,417,064.70","125,387,111.49","27,080,367.28","1,898,757.02","63,657,383.70","725,053.52","85,759.64"
销售费用,"13,265,253.63","22,047,595.34","35,906,152.42","47,061,015.64","24,022,132.78","45,748,827.96","74,806,360.80","103,037,582.27","23,215,023.98","42,903,970.79","70,138,785.03","95,649,078.00","20,249,079.00","45,298,208.25","72,998,797.32","109,413,082.49","27,821,661.38","60,050,505.27","94,448,555.65","118,140,475.91","25,104,341.40","54,701,281.10","88,533,558.65","128,960,911.33","31,331,469.55","62,125,428.26","97,390,165.27","129,755,357.49","32,963,802.47","67,167,185.91","99,605,379.77","133,573,417.73","28,182,042.74","60,844,895.43","93,236,023.87","128,121,115.66","36,412,628.94","71,585,892.03","105,588,829.42","147,150,970.09","35,071,851.05","77,956,357.21","123,096,947.02","167,467,027.58","32,037,873.98"
减:营业外支出,"139,979.31","185,295.58","216,011.41","437,886.51","90,936.67","325,184.05","340,752.72","857,907.95","60,356.07","526,269.08","818,526.47","1,089,742.62","22,083.89","69,775.50","224,197.59","2,193,991.77","205,858.94","250,747.23","339,158.83","390,798.85","51,996.83","150,484.48","371,219.79","10,074,763.62","6,171.33","1,024,394.48","1,107,739.61","1,511,620.48","195,020.21","821,030.18","1,126,076.38","4,253,601.52","77,004.50","2,060,227.44","3,395,037.87","3,307,284.79","89,732.34","13,011,660.53","9,280,285.69","36,764,181.53","138,227.83","849,320.74","923,600.85","123,754.22","300,000.00"
管理费用,"3,448,774.87","16,220,277.12","25,215,668.34","37,915,716.55","13,345,229.90","30,507,977.67","45,694,578.04","82,952,391.33","14,056,318.51","26,230,702.60","41,327,860.34","62,942,400.89","16,486,895.08","33,369,624.30","50,227,581.11","71,934,789.32","17,079,758.83","34,284,960.69","53,459,987.56","119,433,453.35","19,594,779.85","63,954,693.30","99,448,227.08","134,477,592.76","32,663,856.72","63,864,220.56","95,304,358.18","132,346,008.34","33,638,735.60","63,740,471.94","102,513,812.83","139,007,384.28","41,386,648.36","84,432,763.02","122,629,630.46","161,972,970.31","46,118,891.75","93,720,518.89","144,522,310.70","191,965,498.18","49,756,058.10","99,527,660.23","166,207,863.08","259,256,371.85","53,415,344.42"
其中:非流动资产处置净损失,,,,"44,161.55",,"42,940.55","45,407.85","423,416.72","9,016.56","18,284.70","142,761.78","500,877.22","16,988.01","63,623.74","164,689.21","2,055,464.84","104,840.94","111,994.02","162,799.62","204,068.33","37,491.81","134,004.95","273,018.61","1,387,425.81","5,971.33","90,653.83","164,036.49","268,016.35","173,600.21","735,283.63","781,152.02","4,128,131.77","24,119.12","1,943,406.49","3,076,711.33","3,094,075.68","77,468.54","12,969,396.72","9,136,004.52","36,572,576.10","137,015.68","845,924.01","876,226.37",,
