科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"113,390,902.64","106,604,801.94","70,054,976.25","61,078,116.45","46,727,823.56","86,144,239.45","84,576,211.49","78,016,191.36","78,947,428.63","73,041,153.09","96,574,504.34","157,500,667.43","104,598,682.50","96,998,777.93","100,241,461.34","80,391,962.32","53,758,435.00","102,697,261.20","132,485,682.74","70,275,522.17","163,552,110.49","101,138,358.58","87,882,620.98","73,628,843.98","58,785,662.05","57,300,760.56","63,216,062.49","165,698,509.98","113,210,158.38","65,456,544.16","71,063,304.00","77,861,989.33","342,227,475.43","67,431,656.45","126,583,482.76","111,953,810.38","117,175,949.35","81,527,114.21","133,166,098.62","44,178,625.75","302,664,324.35","237,366,781.68","336,213,318.80"
短期借款,"25,100,000.00","55,100,000.00","55,100,000.00","55,100,000.00","70,100,000.00","135,100,000.00","160,100,000.00","160,100,000.00","190,100,000.00","160,100,000.00","135,100,000.00","120,100,000.00","75,100,000.00","80,100,000.00","100,100,000.00","100,100,000.00","100,100,000.00","110,100,000.00","80,100,000.00","50,100,000.00","20,100,000.00","100,000.00","100,000.00",,,"10,000,000.00","10,000,000.00","30,000,000.00",,,,,,"80,000,000.00","160,000,000.00","180,000,000.00","290,000,000.00","290,000,000.00","330,000,000.00","300,000,000.00","410,000,000.00","360,000,000.00","430,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,"1,200,000.00","1,200,000.00",,"475,500.00","420,500.00",,,,,,,,,,,"390,000.00","200,000.00","930,000.00","500,000.00","410,000.00","1,214,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"354,433.00","40,354,433.00",,,"2,815,981.06","2,815,981.06",,,,
应收账款,"11,606,565.30","16,864,116.07","22,183,565.63","17,412,876.80","12,487,516.72","14,314,718.00","18,385,301.42","14,719,607.86","11,776,344.77","14,134,493.99","24,497,575.52","16,279,629.37","15,391,584.68","22,771,754.13","31,217,757.56","21,699,248.02","11,023,117.85","16,601,334.42","28,063,264.68","18,340,619.81","23,132,898.30","47,970,378.91","63,935,795.96","28,170,197.54","37,806,220.85","45,489,400.92","40,244,893.43","17,018,736.96","21,182,038.82","36,214,385.20","35,702,580.33","17,315,290.15","19,628,739.86","48,438,995.02","43,046,637.67","14,982,967.15","19,904,326.31","32,884,312.44","54,221,973.76","18,169,207.95","19,059,307.65","29,276,071.66","49,910,427.64"
应付账款,"20,673,312.64","27,379,829.40","39,887,036.17","27,534,587.97","19,753,632.91","20,450,396.14","30,551,288.71","24,950,600.26","21,227,529.35","20,040,159.63","31,750,566.87","27,396,019.56","28,809,385.93","32,960,226.18","46,038,837.98","119,825,279.26","95,880,351.45","119,392,320.14","82,137,671.14","69,783,872.03","80,276,619.34","88,056,078.01","117,218,930.78","59,666,858.48","65,031,307.35","71,495,322.33","89,056,112.25","49,427,682.83","49,813,991.80","64,919,161.89","74,972,978.65","34,401,880.83","34,844,493.05","69,517,365.69","92,209,101.01","39,346,435.78","46,585,925.91","58,567,970.17","74,453,799.47","78,229,956.74","63,868,487.66","114,205,793.01","153,802,015.20"
预付款项,"14,889,112.15","30,106,106.75","62,798,684.04","3,352,087.22","3,602,411.57","4,969,833.89","11,012,975.70","7,404,220.31","9,169,994.76","11,957,994.55","16,812,580.95","19,658,785.20","35,112,382.72","66,822,624.92","84,343,268.80","26,496,655.38","29,292,703.64","47,013,181.89","11,054,625.43","15,054,565.45","29,194,517.96","21,699,398.00","32,043,943.25","21,448,913.35","18,238,843.13","22,496,835.71","38,739,034.48","16,485,218.71","16,822,496.67","15,530,262.58","26,116,875.19","15,864,782.90","32,807,761.68","11,772,236.86","19,638,139.54","9,098,510.75","12,034,591.39","11,812,337.45","10,596,128.77","6,287,386.82","11,494,836.80","16,234,785.37","8,737,240.39"
预收款项,"8,603,440.48","8,481,946.01","9,183,287.47","11,323,284.51","9,797,320.52","10,505,147.34","30,057,051.57","51,989,958.49","74,242,627.87","131,460,431.00","214,306,143.24","311,741,468.94","354,449,782.90","383,356,152.60","405,321,629.55","272,949,081.21","213,824,673.49","109,187,941.28","175,794,152.06","7,774,698.91","6,910,501.52","8,198,851.68","7,607,783.74","16,739,837.35","16,481,194.66","17,632,960.54","18,758,460.79","9,886,350.24","8,614,567.52","8,302,680.63","9,585,837.10","26,169,840.98","20,103,742.51","10,960,062.64","7,031,586.99","13,782,209.68","9,291,832.77","4,467,299.31","7,173,764.35","12,780,490.75","7,924,700.15","9,539,773.87","10,021,114.59"
其他应收款,"12,867,401.51","14,885,792.40","12,364,975.22","14,239,932.38","15,473,143.73","14,590,182.91","17,530,454.80","14,651,130.12","15,062,384.06","15,168,265.47","22,434,269.83","18,179,243.15","22,646,339.01","17,403,296.63","20,851,272.89","4,567,838.01","2,047,473.66","8,873,495.65","13,409,567.76","3,941,041.89","6,139,831.00","5,072,511.82","20,566,191.14","14,170,823.01","21,323,057.91","23,219,255.00","22,558,993.78","13,067,172.76","17,363,080.44","19,404,860.67","19,999,197.66","11,527,234.34","14,363,410.45","24,220,554.07","23,056,467.24","40,930,205.04","49,876,880.48","49,957,737.74","56,130,978.40","53,062,839.73","54,854,105.74","58,927,443.80","100,908,809.38"
应付职工薪酬,"12,852,241.91","15,776,518.88","14,862,212.96","19,320,408.33","18,774,267.57","16,777,229.49","18,390,509.27","18,246,317.79","17,091,834.87","16,564,920.59","16,364,295.31","7,862,862.64","6,019,527.75","7,201,509.39","7,914,061.60","13,802,886.25","13,752,107.46","16,215,378.44","16,389,175.02","34,976,375.44","37,892,459.72","34,113,539.49","35,117,125.48","28,309,781.57","25,379,643.02","23,643,155.73","23,512,322.83","28,159,489.65","23,307,050.60","23,080,253.07","22,233,805.49","23,131,316.32","19,673,261.38","18,875,778.97","13,372,240.36","23,886,532.18","19,172,418.66","17,005,092.58","14,105,620.20","23,195,266.85","18,942,519.75","17,433,376.65","16,801,553.12"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,545,823.37","5,634,481.20","2,655,789.25","1,945,221.71","2,901,076.17","5,369,223.68","4,039,381.15","2,437,109.00","658,396.98","-3,529,764.11","-8,081,312.39","-14,747,476.59","-19,797,150.25","-23,940,083.57","-16,758,563.18","-6,655,658.40","-1,683,569.80","4,652,590.89","3,960,843.27","6,889,073.13","26,799,614.79","1,705,578.23","936,157.18","2,784,251.48","3,875,346.53","1,343,558.26","2,283,114.86","3,935,635.78","2,232,937.36","1,455,954.65","1,765,523.59","5,612,847.32","5,361,616.76","4,386,894.04","4,536,609.40","6,527,212.13","7,152,026.79","5,285,115.55","5,820,770.75","8,316,945.18","5,671,137.69","3,784,211.31","4,392,276.34"
应收利息,,,,,,,,,,,,"379,800.00","379,800.00","379,800.00","379,800.00","759,600.00","759,600.00","759,600.00","759,600.00","1,139,400.00","1,139,400.00",,,,,,,,,,,,,,,,,,,,,,
应付利息,,,"661,050.00",,"256,787.50","157,000.00","179,024.25","295,643.00","1,415,122.17","625,640.28","605,162.51","165,884.03","270,404.38","375,406.14","209,881.14","154,599.98","18,323.16","355,244.73","50,338.85","89,863.01",,,,,,,,"54,246.57",,,,,,,,,,,"210,250.00","393,433.33","393,433.33",,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"436,432.96","436,432.96","436,432.96","436,432.96","436,432.96","436,432.96","436,432.96","436,432.96","436,432.96","436,432.96","4,371,390.98","436,789.56","436,789.56","436,789.56","436,789.56","436,789.56","436,789.56","436,789.56","4,371,747.58","520,038.12","520,038.12","520,038.12","710,736.54","710,736.54","660,736.54","660,736.54","660,736.54","660,736.54","660,736.54","660,736.54","638,846.94","638,846.94","638,846.94","638,846.94","694,898.48","694,898.48"
存货,"5,116,161.56","54,076,753.72","75,663,701.05","82,566,851.12","85,547,038.65","87,761,458.13","111,096,698.88","143,446,893.29","176,201,207.45","197,649,404.50","217,921,026.88","222,574,408.81","236,810,091.22","246,535,994.09","261,553,788.10","360,488,919.06","321,604,061.34","203,471,193.27","195,062,254.69","69,764,429.83","4,633,338.78","4,420,376.40","5,061,065.54","4,546,036.29","4,426,422.38","4,373,624.12","4,542,187.60","3,868,883.81","3,927,054.51","3,746,815.53","3,875,057.58","2,774,762.88","2,841,367.81","61,032,152.36","112,218,503.29","133,563,832.93","185,539,706.78","185,665,268.24","186,863,543.51","252,437,413.56","254,690,078.15","327,397,296.01","346,802,790.88"
其他应付款,"36,262,466.92","58,179,521.78","65,328,167.92","91,024,372.84","72,810,544.05","61,829,129.42","56,492,963.36","45,927,412.49","43,666,573.80","46,084,032.50","45,717,542.82","46,354,569.96","41,766,789.05","44,166,220.72","29,488,080.52","51,288,836.40","49,323,351.66","55,145,824.93","62,380,981.87","57,350,338.05","67,179,872.16","64,972,741.44","67,978,281.03","59,639,293.00","54,174,146.83","53,407,599.61","53,497,886.96","55,636,893.21","53,320,301.80","57,591,202.18","57,402,473.02","44,204,615.36","54,707,171.07","53,470,954.00","48,201,818.49","42,761,692.60","46,795,477.96","64,660,245.19","75,720,571.52","87,602,486.70","58,492,604.64","57,159,121.36","59,572,315.82"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,"1,689,364.82",,,,,,"45,000,000.00","45,000,000.00","45,000,841.61","100,000,000.00","400,000,000.00","440,000,000.00","440,030,003.36","460,030,003.36","520,030,003.36","510,030,003.36","490,406,486.72","240,397,163.22","142,554,104.06","62,554,104.06"
其他流动负债,,,,,,,,,,,,"1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65","1,903,765.65",,,,,,,,,,,,,,,,,
流动资产合计,"157,870,143.16","222,537,570.88","243,065,902.19","178,649,863.97","163,837,934.23","207,780,432.38","242,601,642.29","258,238,042.94","291,157,359.67","311,951,311.60","378,239,957.52","434,572,533.96","414,938,880.13","450,912,247.70","498,587,348.69","494,404,222.79","418,485,391.49","379,416,066.43","380,834,995.30","178,515,579.15","227,792,096.53","180,301,023.71","210,689,616.87","144,854,178.99","140,580,206.32","153,355,376.31","169,721,671.78","216,138,522.22","172,504,828.82","185,352,868.14","201,757,014.76","170,344,901.21","511,868,755.23","612,895,594.76","764,543,230.50","750,559,329.61","844,561,457.67","882,266,773.44","951,208,726.42","865,471,960.53","883,659,815.91","812,166,482.58","906,340,691.15"
流动负债合计,"107,037,285.32","170,552,297.27","187,677,543.77","206,247,875.36","194,393,628.72","250,188,126.07","299,810,218.31","304,383,473.99","348,838,518.00","371,781,852.85","436,198,831.32","501,213,527.15","488,958,938.37","526,559,630.07","574,654,126.22","553,805,223.31","473,555,436.03","421,324,457.04","423,153,717.42","229,304,775.78","241,499,622.74","199,487,344.06","231,298,833.42","169,480,577.09","167,282,193.60","183,798,109.70","197,627,935.81","177,620,336.40","137,808,887.20","156,059,988.96","166,671,354.39","134,181,237.35","135,351,021.31","238,226,224.88","366,366,525.79","306,964,818.91","419,658,418.63","443,440,550.80","510,939,604.29","511,157,426.49","565,931,730.16","562,817,174.68","675,284,173.55"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,979,238.36"
