科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"10,764,000,000.00","21,200,000,000.00","50,420,000,000.00","14,347,000,000.00","34,035,000,000.00","47,452,000,000.00","67,285,000,000.00","14,672,000,000.00","27,979,000,000.00","43,133,000,000.00","67,310,000,000.00","16,260,000,000.00","32,338,000,000.00","49,689,000,000.00","82,737,000,000.00","19,562,000,000.00","39,437,000,000.00","61,752,000,000.00","96,866,000,000.00","22,777,000,000.00","45,558,000,000.00","70,735,000,000.00","108,031,000,000.00","25,715,000,000.00","50,375,000,000.00","77,032,000,000.00","115,772,000,000.00","26,633,000,000.00","51,959,000,000.00","79,460,000,000.00","119,762,000,000.00","28,083,000,000.00","53,740,000,000.00","80,522,000,000.00","118,103,000,000.00","27,352,000,000.00","53,072,000,000.00","79,155,000,000.00","118,124,000,000.00","26,427,000,000.00","52,394,000,000.00","79,610,000,000.00","123,825,000,000.00","28,074,000,000.00","54,571,000,000.00","83,920,000,000.00","142,950,000,000.00","30,553,000,000.00"
取得借款收到的现金,"24,660,000,000.00","28,408,000,000.00","57,492,000,000.00","28,461,000,000.00","38,272,000,000.00","71,540,000,000.00","157,240,000,000.00","56,806,000,000.00","101,818,000,000.00","204,711,000,000.00","225,456,000,000.00","78,996,000,000.00","140,709,000,000.00","198,311,000,000.00","271,022,000,000.00","134,224,000,000.00","220,124,000,000.00","290,255,000,000.00","471,072,000,000.00","189,592,000,000.00","291,848,000,000.00","411,804,000,000.00","575,558,000,000.00","230,939,000,000.00","334,530,000,000.00","469,393,000,000.00","601,218,000,000.00","193,040,000,000.00","332,857,000,000.00","512,373,000,000.00","743,602,000,000.00","179,556,000,000.00","375,616,000,000.00","569,516,000,000.00","793,571,000,000.00","212,484,000,000.00","413,637,000,000.00","556,355,000,000.00","707,907,000,000.00","221,048,000,000.00","374,230,000,000.00","591,295,000,000.00","730,252,000,000.00","232,444,000,000.00","405,775,000,000.00","575,157,000,000.00","690,189,000,000.00","236,358,000,000.00"
支付的各项税费,"30,471,000,000.00","80,234,000,000.00","188,367,000,000.00","45,310,000,000.00","122,470,000,000.00","188,352,000,000.00","255,671,000,000.00","43,698,000,000.00","97,004,000,000.00","145,419,000,000.00","191,803,000,000.00","63,474,000,000.00","142,746,000,000.00","212,479,000,000.00","270,819,000,000.00","88,395,000,000.00","189,452,000,000.00","295,904,000,000.00","345,082,000,000.00","128,783,000,000.00","266,247,000,000.00","344,765,000,000.00","433,420,000,000.00","97,917,000,000.00","236,527,000,000.00","326,743,000,000.00","400,757,000,000.00","82,360,000,000.00","212,772,000,000.00","317,403,000,000.00","408,015,000,000.00","95,382,000,000.00","183,998,000,000.00","264,066,000,000.00","333,729,000,000.00","67,802,000,000.00","144,822,000,000.00","222,604,000,000.00","272,632,000,000.00","84,676,000,000.00","170,418,000,000.00","248,766,000,000.00","292,931,000,000.00","93,121,000,000.00","187,616,000,000.00","250,420,000,000.00","323,156,000,000.00","108,388,000,000.00"
收到其他与筹资活动有关的现金,,"64,000,000.00","427,000,000.00","19,000,000.00","24,000,000.00","44,000,000.00","150,000,000.00","43,000,000.00","136,000,000.00","137,000,000.00","398,000,000.00","22,000,000.00","78,000,000.00","237,000,000.00","297,000,000.00","109,000,000.00","121,000,000.00","234,000,000.00","389,000,000.00","51,000,000.00","167,000,000.00","1,264,000,000.00","2,417,000,000.00","1,000,000.00","121,000,000.00","227,000,000.00","263,000,000.00","27,000,000.00","65,000,000.00","381,000,000.00","403,000,000.00","16,000,000.00","43,000,000.00","61,000,000.00","185,000,000.00","6,000,000.00","27,000,000.00","31,000,000.00","84,000,000.00","21,000,000.00","48,000,000.00","47,000,000.00","85,000,000.00","9,000,000.00","26,000,000.00","58,000,000.00",,
支付其他与经营活动有关的现金,"12,689,000,000.00","21,222,000,000.00","57,525,000,000.00","12,623,000,000.00","25,313,000,000.00","28,566,000,000.00","53,514,000,000.00","12,605,000,000.00","28,218,000,000.00","41,312,000,000.00","64,756,000,000.00","16,213,000,000.00","31,295,000,000.00","48,745,000,000.00","74,950,000,000.00","12,991,000,000.00","29,946,000,000.00","48,103,000,000.00","80,572,000,000.00","9,741,000,000.00","26,808,000,000.00","45,407,000,000.00","78,905,000,000.00","20,051,000,000.00","27,518,000,000.00","46,042,000,000.00","79,869,000,000.00","17,031,000,000.00","26,712,000,000.00","43,656,000,000.00","81,885,000,000.00","12,451,000,000.00","29,902,000,000.00","39,866,000,000.00","63,313,000,000.00","12,822,000,000.00","28,575,000,000.00","38,018,000,000.00","72,469,000,000.00","13,589,000,000.00","30,189,000,000.00","42,760,000,000.00","65,191,000,000.00","14,032,000,000.00","22,330,000,000.00","61,954,000,000.00","74,751,000,000.00","7,440,000,000.00"
筹资活动现金流入小计,"24,674,000,000.00","28,738,000,000.00","125,511,000,000.00","36,677,000,000.00","46,528,000,000.00","80,275,000,000.00","166,158,000,000.00","56,991,000,000.00","102,609,000,000.00","208,511,000,000.00","232,952,000,000.00","79,130,000,000.00","141,369,000,000.00","200,449,000,000.00","276,437,000,000.00","134,563,000,000.00","221,492,000,000.00","292,384,000,000.00","473,983,000,000.00","190,193,000,000.00","301,140,000,000.00","424,958,000,000.00","609,341,000,000.00","231,331,000,000.00","347,367,000,000.00","483,338,000,000.00","615,896,000,000.00","193,776,000,000.00","334,200,000,000.00","514,092,000,000.00","745,592,000,000.00","179,602,000,000.00","375,948,000,000.00","569,866,000,000.00","795,352,000,000.00","212,528,000,000.00","414,217,000,000.00","557,038,000,000.00","708,931,000,000.00","221,260,000,000.00","374,519,000,000.00","591,662,000,000.00","731,807,000,000.00","232,552,000,000.00","406,149,000,000.00","576,092,000,000.00","692,400,000,000.00","236,405,000,000.00"
经营活动现金流出小计,"151,186,000,000.00","333,246,000,000.00","756,184,000,000.00","260,168,000,000.00","555,928,000,000.00","851,170,000,000.00","1,101,136,000,000.00","152,820,000,000.00","348,210,000,000.00","601,500,000,000.00","927,861,000,000.00","287,732,000,000.00","635,627,000,000.00","976,901,000,000.00","1,386,404,000,000.00","436,618,000,000.00","958,730,000,000.00","1,508,695,000,000.00","2,052,331,000,000.00","568,560,000,000.00","1,163,744,000,000.00","1,689,125,000,000.00","2,324,598,000,000.00","600,860,000,000.00","1,157,066,000,000.00","1,760,113,000,000.00","2,360,673,000,000.00","581,679,000,000.00","1,192,021,000,000.00","1,792,845,000,000.00","2,341,711,000,000.00","440,956,000,000.00","908,065,000,000.00","1,311,911,000,000.00","1,757,329,000,000.00","343,664,000,000.00","742,837,000,000.00","1,153,670,000,000.00","1,628,683,000,000.00","487,037,000,000.00","968,376,000,000.00","1,450,960,000,000.00","1,981,675,000,000.00","548,715,000,000.00","1,121,424,000,000.00","1,738,042,000,000.00","2,380,533,000,000.00","606,650,000,000.00"
偿还债务支付的现金,"23,191,000,000.00","28,931,000,000.00","57,098,000,000.00","19,833,000,000.00","34,080,000,000.00","70,001,000,000.00","98,037,000,000.00","33,121,000,000.00","53,909,000,000.00","83,543,000,000.00","121,159,000,000.00","42,578,000,000.00","103,949,000,000.00","207,380,000,000.00","271,532,000,000.00","77,068,000,000.00","137,267,000,000.00","208,057,000,000.00","384,837,000,000.00","95,593,000,000.00","175,271,000,000.00","286,206,000,000.00","448,931,000,000.00","105,398,000,000.00","227,035,000,000.00","357,916,000,000.00","546,936,000,000.00","137,932,000,000.00","293,540,000,000.00","487,368,000,000.00","699,434,000,000.00","143,476,000,000.00","376,602,000,000.00","557,228,000,000.00","781,553,000,000.00","189,788,000,000.00","403,945,000,000.00","573,243,000,000.00","744,299,000,000.00","243,727,000,000.00","394,708,000,000.00","604,412,000,000.00","774,113,000,000.00","234,194,000,000.00","439,901,000,000.00","614,093,000,000.00","754,227,000,000.00","195,031,000,000.00"
经营活动产生的现金流量净额,"52,511,000,000.00","112,177,000,000.00","210,819,000,000.00","32,627,000,000.00","84,006,000,000.00","149,863,000,000.00","176,803,000,000.00","62,894,000,000.00","133,813,000,000.00","194,957,000,000.00","268,017,000,000.00","75,492,000,000.00","150,469,000,000.00","248,472,000,000.00","318,796,000,000.00","67,103,000,000.00","129,019,000,000.00","215,515,000,000.00","290,155,000,000.00","21,844,000,000.00","48,006,000,000.00","167,954,000,000.00","239,288,000,000.00","17,093,000,000.00","102,057,000,000.00","205,671,000,000.00","288,529,000,000.00","20,561,000,000.00","133,484,000,000.00","254,710,000,000.00","356,477,000,000.00","29,398,000,000.00","110,936,000,000.00","199,341,000,000.00","261,312,000,000.00","61,032,000,000.00","111,842,000,000.00","190,917,000,000.00","265,179,000,000.00","72,988,000,000.00","144,833,000,000.00","244,295,000,000.00","366,655,000,000.00","61,802,000,000.00","146,158,000,000.00","256,937,000,000.00","351,565,000,000.00","62,022,000,000.00"
分配股利、利润或偿还利息支付的现金,"1,036,000,000.00","31,638,000,000.00","74,821,000,000.00","1,174,000,000.00","33,728,000,000.00","34,534,000,000.00","60,348,000,000.00","1,474,000,000.00","31,253,000,000.00","32,963,000,000.00","57,755,000,000.00","2,040,000,000.00","29,058,000,000.00","31,186,000,000.00","62,899,000,000.00","2,850,000,000.00","43,093,000,000.00","45,332,000,000.00","78,430,000,000.00","4,696,000,000.00","14,422,000,000.00","49,367,000,000.00","84,806,000,000.00","6,165,000,000.00","14,871,000,000.00","45,170,000,000.00","80,263,000,000.00","5,792,000,000.00","17,268,000,000.00","83,938,000,000.00","88,686,000,000.00","5,908,000,000.00","14,630,000,000.00","46,493,000,000.00","55,096,000,000.00","5,479,000,000.00","11,434,000,000.00","20,185,000,000.00","30,127,000,000.00","6,445,000,000.00","19,081,000,000.00","31,682,000,000.00","51,837,000,000.00","6,313,000,000.00","18,750,000,000.00","36,615,000,000.00","61,602,000,000.00","6,043,000,000.00"
收回投资收到的现金,"148,000,000.00","2,731,000,000.00","7,927,000,000.00",,"7,255,000,000.00","5,964,000,000.00","10,788,000,000.00","549,000,000.00","3,899,000,000.00","3,709,000,000.00","11,909,000,000.00","68,000,000.00","156,000,000.00","162,000,000.00","2,294,000,000.00","3,052,000,000.00","3,448,000,000.00","4,050,000,000.00","4,082,000,000.00","37,000,000.00","72,000,000.00","362,000,000.00","15,392,000,000.00","922,000,000.00","1,168,000,000.00","1,249,000,000.00","1,294,000,000.00","5,492,000,000.00","5,560,000,000.00","5,995,000,000.00","6,499,000,000.00","2,045,000,000.00","2,559,000,000.00","5,741,000,000.00","22,858,000,000.00","141,000,000.00","477,000,000.00","721,000,000.00","1,315,000,000.00","56,000,000.00","161,000,000.00","2,155,000,000.00","3,173,000,000.00","9,774,000,000.00","9,823,000,000.00","10,913,000,000.00","16,089,000,000.00","1,629,000,000.00"
支付其他与筹资活动有关的现金,"154,000,000.00","185,000,000.00","470,000,000.00","37,000,000.00","1,218,000,000.00","2,624,000,000.00","3,912,000,000.00","193,000,000.00","205,000,000.00","857,000,000.00","961,000,000.00","148,000,000.00","185,000,000.00","335,000,000.00","2,950,000,000.00","63,000,000.00","68,000,000.00","82,000,000.00","1,457,000,000.00","2,000,000.00","139,000,000.00","163,000,000.00","248,000,000.00",,"652,000,000.00","816,000,000.00","936,000,000.00",,"1,179,000,000.00","1,179,000,000.00","1,784,000,000.00",,"2,784,000,000.00","3,788,000,000.00","4,142,000,000.00",,"1,000,000.00","707,000,000.00","1,512,000,000.00","107,000,000.00","352,000,000.00","454,000,000.00","582,000,000.00","94,000,000.00","86,000,000.00","86,000,000.00","86,000,000.00","7,278,000,000.00"
取得投资收益收到的现金,"446,000,000.00","1,200,000,000.00","3,425,000,000.00","1,202,000,000.00","3,498,000,000.00","5,020,000,000.00","6,457,000,000.00","166,000,000.00","747,000,000.00","1,350,000,000.00","2,208,000,000.00","700,000,000.00","2,705,000,000.00","7,379,000,000.00","9,003,000,000.00","648,000,000.00","2,349,000,000.00","5,849,000,000.00","10,058,000,000.00","1,370,000,000.00","5,619,000,000.00","7,075,000,000.00","8,946,000,000.00","1,200,000,000.00","3,694,000,000.00","6,439,000,000.00","11,702,000,000.00","1,172,000,000.00","5,834,000,000.00","8,735,000,000.00","13,096,000,000.00","1,365,000,000.00","5,400,000,000.00","8,146,000,000.00","11,202,000,000.00","924,000,000.00","2,802,000,000.00","11,790,000,000.00","12,584,000,000.00","536,000,000.00","2,391,000,000.00","3,263,000,000.00","9,408,000,000.00","1,047,000,000.00","2,332,000,000.00","4,573,000,000.00","8,391,000,000.00","780,000,000.00"
筹资活动现金流出小计,"24,381,000,000.00","60,754,000,000.00","132,389,000,000.00","21,044,000,000.00","69,026,000,000.00","107,159,000,000.00","162,297,000,000.00","34,788,000,000.00","85,367,000,000.00","117,363,000,000.00","179,875,000,000.00","44,766,000,000.00","133,192,000,000.00","238,901,000,000.00","337,381,000,000.00","79,981,000,000.00","180,428,000,000.00","253,471,000,000.00","464,724,000,000.00","100,291,000,000.00","189,832,000,000.00","335,736,000,000.00","533,985,000,000.00","111,563,000,000.00","242,558,000,000.00","403,902,000,000.00","628,135,000,000.00","143,724,000,000.00","311,987,000,000.00","572,485,000,000.00","789,904,000,000.00","149,384,000,000.00","394,016,000,000.00","607,509,000,000.00","840,791,000,000.00","195,267,000,000.00","415,380,000,000.00","594,135,000,000.00","775,938,000,000.00","250,279,000,000.00","414,141,000,000.00","636,548,000,000.00","826,532,000,000.00","240,601,000,000.00","458,737,000,000.00","650,794,000,000.00","815,915,000,000.00","208,352,000,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"236,000,000.00","512,000,000.00","1,014,000,000.00","25,000,000.00","98,000,000.00","351,000,000.00","472,000,000.00","89,000,000.00","302,000,000.00","454,000,000.00","4,079,000,000.00","92,000,000.00","130,000,000.00","544,000,000.00","849,000,000.00","224,000,000.00","423,000,000.00","782,000,000.00","837,000,000.00","122,000,000.00","266,000,000.00","213,000,000.00","607,000,000.00","69,000,000.00","38,647,000,000.00","38,717,000,000.00","38,828,000,000.00","119,000,000.00","6,199,000,000.00","6,269,000,000.00","7,351,000,000.00","18,000,000.00","162,000,000.00","375,000,000.00","2,076,000,000.00","84,000,000.00","107,000,000.00","189,000,000.00","2,197,000,000.00","85,000,000.00","148,000,000.00","219,000,000.00","1,305,000,000.00","16,000,000.00","220,000,000.00","339,000,000.00","1,701,000,000.00","53,000,000.00"
筹资活动产生的现金流量净额,"293,000,000.00","-32,016,000,000.00","-6,878,000,000.00","15,633,000,000.00","-22,498,000,000.00","-26,884,000,000.00","3,861,000,000.00","22,203,000,000.00","17,242,000,000.00","91,148,000,000.00","53,077,000,000.00","34,364,000,000.00","8,177,000,000.00","-38,452,000,000.00","-60,944,000,000.00","54,582,000,000.00","41,064,000,000.00","38,913,000,000.00","9,259,000,000.00","89,902,000,000.00","111,308,000,000.00","89,222,000,000.00","75,356,000,000.00","119,768,000,000.00","104,809,000,000.00","79,436,000,000.00","-12,239,000,000.00","50,052,000,000.00","22,213,000,000.00","-58,393,000,000.00","-44,312,000,000.00","30,218,000,000.00","-18,068,000,000.00","-37,643,000,000.00","-45,439,000,000.00","17,261,000,000.00","-1,163,000,000.00","-37,097,000,000.00","-67,007,000,000.00","-29,019,000,000.00","-39,622,000,000.00","-44,886,000,000.00","-94,725,000,000.00","-8,049,000,000.00","-52,588,000,000.00","-74,702,000,000.00","-123,515,000,000.00","28,053,000,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,"535,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-9,000,000.00","402,000,000.00","40,000,000.00","-231,000,000.00","49,000,000.00","-25,000,000.00","-112,000,000.00","120,000,000.00","-656,000,000.00","144,000,000.00","179,000,000.00","175,000,000.00","-67,000,000.00","173,000,000.00","234,000,000.00","24,000,000.00","612,000,000.00","-67,000,000.00","-313,000,000.00","-431,000,000.00","676,000,000.00","655,000,000.00","-195,000,000.00","505,000,000.00","-1,366,000,000.00","-1,431,000,000.00","-1,768,000,000.00","1,123,000,000.00","277,000,000.00","1,444,000,000.00","1,044,000,000.00","341,000,000.00","-121,000,000.00","-765,000,000.00","-999,000,000.00","-20,000,000.00","1,101,000,000.00","1,339,000,000.00","2,873,000,000.00","-298,000,000.00","-1,351,000,000.00","-2,501,000,000.00","-3,538,000,000.00","-2,071,000,000.00","621,000,000.00","3,192,000,000.00","2,503,000,000.00","-1,004,000,000.00"
收到其他与投资活动有关的现金,,,"1,542,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"830,000,000.00","4,443,000,000.00","13,908,000,000.00","1,227,000,000.00","10,851,000,000.00","11,335,000,000.00","18,252,000,000.00","804,000,000.00","4,948,000,000.00","5,513,000,000.00","18,196,000,000.00","860,000,000.00","2,991,000,000.00","8,085,000,000.00","12,146,000,000.00","3,924,000,000.00","6,220,000,000.00","10,681,000,000.00","14,977,000,000.00","1,529,000,000.00","5,957,000,000.00","7,650,000,000.00","24,945,000,000.00","2,191,000,000.00","43,509,000,000.00","46,405,000,000.00","51,824,000,000.00","6,783,000,000.00","17,593,000,000.00","20,999,000,000.00","26,946,000,000.00","3,428,000,000.00","8,121,000,000.00","14,262,000,000.00","36,136,000,000.00","1,149,000,000.00","3,386,000,000.00","12,700,000,000.00","16,096,000,000.00","677,000,000.00","2,700,000,000.00","5,637,000,000.00","13,886,000,000.00","10,837,000,000.00","12,375,000,000.00","15,825,000,000.00","26,181,000,000.00","2,462,000,000.00"
