科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"203,203,000,000.00","444,524,000,000.00","965,346,000,000.00","290,804,000,000.00","634,074,000,000.00","989,252,000,000.00","1,253,493,000,000.00","215,364,000,000.00","481,430,000,000.00","795,044,000,000.00","1,190,291,000,000.00","362,179,000,000.00","782,188,000,000.00","1,220,539,000,000.00","1,699,461,000,000.00","503,382,000,000.00","1,086,351,000,000.00","1,721,896,000,000.00","2,332,019,000,000.00","588,045,000,000.00","1,207,041,000,000.00","1,849,556,000,000.00","2,552,815,000,000.00","617,368,000,000.00","1,257,500,000,000.00","1,955,933,000,000.00","2,634,463,000,000.00","599,720,000,000.00","1,320,768,000,000.00","2,039,046,000,000.00","2,678,332,000,000.00","470,087,000,000.00","1,016,996,000,000.00","1,508,443,000,000.00","2,005,109,000,000.00","404,504,000,000.00","852,505,000,000.00","1,341,231,000,000.00","1,885,956,000,000.00","559,523,000,000.00","1,109,464,000,000.00","1,688,806,000,000.00","2,335,730,000,000.00","609,010,000,000.00","1,262,750,000,000.00","1,987,593,000,000.00","2,714,870,000,000.00","668,029,000,000.00"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"257,000,000.00","536,000,000.00","960,000,000.00","351,000,000.00","4,186,000,000.00","9,448,000,000.00","14,265,000,000.00","241,000,000.00","412,000,000.00","547,000,000.00","2,212,000,000.00","140,000,000.00","316,000,000.00","465,000,000.00","616,000,000.00","171,000,000.00","489,000,000.00","701,000,000.00","3,974,000,000.00","282,000,000.00","977,000,000.00","2,077,000,000.00","3,966,000,000.00","203,000,000.00","794,000,000.00","5,990,000,000.00","9,019,000,000.00","2,147,000,000.00","4,242,000,000.00","5,528,000,000.00","10,017,000,000.00","4,000,000.00","1,045,000,000.00","1,189,000,000.00","4,749,000,000.00","100,000,000.00","879,000,000.00","1,353,000,000.00","3,100,000,000.00","370,000,000.00","2,202,000,000.00","2,883,000,000.00","7,019,000,000.00","1,093,000,000.00","3,274,000,000.00","4,595,000,000.00","9,683,000,000.00","353,000,000.00"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"237,000,000.00","363,000,000.00","697,000,000.00","1,640,000,000.00","1,674,000,000.00","2,333,000,000.00","10,181,000,000.00","109,000,000.00","181,000,000.00","866,000,000.00","3,375,000,000.00","905,000,000.00","3,592,000,000.00","4,369,000,000.00","5,123,000,000.00","168,000,000.00","909,000,000.00","1,613,000,000.00","6,493,000,000.00","2,077,000,000.00","3,732,000,000.00","5,446,000,000.00","7,105,000,000.00","382,000,000.00","829,000,000.00","3,861,000,000.00","5,720,000,000.00","373,000,000.00","495,000,000.00","2,981,000,000.00","9,839,000,000.00","263,000,000.00","960,000,000.00","1,620,000,000.00","8,783,000,000.00","92,000,000.00","1,295,000,000.00","2,003,000,000.00","4,806,000,000.00","132,000,000.00","1,543,000,000.00","3,566,000,000.00","5,581,000,000.00","414,000,000.00","1,558,000,000.00","2,791,000,000.00","7,545,000,000.00","290,000,000.00"
投资活动现金流出小计,"29,435,000,000.00","61,794,000,000.00","200,954,000,000.00","21,091,000,000.00","79,062,000,000.00","130,886,000,000.00","234,512,000,000.00","39,315,000,000.00","99,265,000,000.00","173,168,000,000.00","285,694,000,000.00","60,292,000,000.00","121,228,000,000.00","200,564,000,000.00","311,448,000,000.00","56,340,000,000.00","106,499,000,000.00","178,402,000,000.00","298,615,000,000.00","74,775,000,000.00","153,768,000,000.00","221,117,000,000.00","357,171,000,000.00","69,496,000,000.00","142,312,000,000.00","216,790,000,000.00","318,334,000,000.00","77,475,000,000.00","135,499,000,000.00","198,403,000,000.00","317,784,000,000.00","55,550,000,000.00","108,533,000,000.00","153,532,000,000.00","252,015,000,000.00","52,585,000,000.00","86,617,000,000.00","120,685,000,000.00","191,983,000,000.00","45,961,000,000.00","89,953,000,000.00","135,325,000,000.00","257,432,000,000.00","59,726,000,000.00","111,866,000,000.00","169,569,000,000.00","293,913,000,000.00","61,117,000,000.00"
经营活动现金流入小计,"203,697,000,000.00","445,423,000,000.00","967,003,000,000.00","292,795,000,000.00","639,934,000,000.00","1,001,033,000,000.00","1,277,939,000,000.00","215,714,000,000.00","482,023,000,000.00","796,457,000,000.00","1,195,878,000,000.00","363,224,000,000.00","786,096,000,000.00","1,225,373,000,000.00","1,705,200,000,000.00","503,721,000,000.00","1,087,749,000,000.00","1,724,210,000,000.00","2,342,486,000,000.00","590,404,000,000.00","1,211,750,000,000.00","1,857,079,000,000.00","2,563,886,000,000.00","617,953,000,000.00","1,259,123,000,000.00","1,965,784,000,000.00","2,649,202,000,000.00","602,240,000,000.00","1,325,505,000,000.00","2,047,555,000,000.00","2,698,188,000,000.00","470,354,000,000.00","1,019,001,000,000.00","1,511,252,000,000.00","2,018,641,000,000.00","404,696,000,000.00","854,679,000,000.00","1,344,587,000,000.00","1,893,862,000,000.00","560,025,000,000.00","1,113,209,000,000.00","1,695,255,000,000.00","2,348,330,000,000.00","610,517,000,000.00","1,267,582,000,000.00","1,994,979,000,000.00","2,732,098,000,000.00","668,672,000,000.00"
投资活动产生的现金流量净额,"-28,605,000,000.00","-57,351,000,000.00","-187,046,000,000.00","-19,864,000,000.00","-68,211,000,000.00","-119,551,000,000.00","-216,260,000,000.00","-38,511,000,000.00","-94,317,000,000.00","-167,655,000,000.00","-267,498,000,000.00","-59,432,000,000.00","-118,237,000,000.00","-192,479,000,000.00","-299,302,000,000.00","-52,416,000,000.00","-100,279,000,000.00","-167,721,000,000.00","-283,638,000,000.00","-73,246,000,000.00","-147,811,000,000.00","-213,467,000,000.00","-332,226,000,000.00","-67,305,000,000.00","-98,803,000,000.00","-170,385,000,000.00","-266,510,000,000.00","-70,692,000,000.00","-117,906,000,000.00","-177,404,000,000.00","-290,838,000,000.00","-52,122,000,000.00","-100,412,000,000.00","-139,270,000,000.00","-215,879,000,000.00","-51,436,000,000.00","-83,231,000,000.00","-107,985,000,000.00","-175,887,000,000.00","-45,284,000,000.00","-87,253,000,000.00","-129,688,000,000.00","-243,546,000,000.00","-48,889,000,000.00","-99,491,000,000.00","-153,744,000,000.00","-267,732,000,000.00","-58,655,000,000.00"
购买商品、接受劳务支付的现金,"97,262,000,000.00","210,590,000,000.00","459,872,000,000.00","187,888,000,000.00","374,110,000,000.00","586,800,000,000.00","724,666,000,000.00","81,845,000,000.00","195,009,000,000.00","371,636,000,000.00","603,992,000,000.00","191,785,000,000.00","429,248,000,000.00","665,988,000,000.00","957,898,000,000.00","315,670,000,000.00","699,895,000,000.00","1,102,936,000,000.00","1,529,811,000,000.00","407,259,000,000.00","825,131,000,000.00","1,228,218,000,000.00","1,704,242,000,000.00","457,177,000,000.00","842,646,000,000.00","1,310,296,000,000.00","1,764,275,000,000.00","455,655,000,000.00","900,578,000,000.00","1,352,326,000,000.00","1,732,049,000,000.00","305,040,000,000.00","640,425,000,000.00","927,457,000,000.00","1,242,184,000,000.00","235,688,000,000.00","516,368,000,000.00","813,893,000,000.00","1,165,458,000,000.00","362,345,000,000.00","715,375,000,000.00","1,079,824,000,000.00","1,499,728,000,000.00","413,488,000,000.00","856,907,000,000.00","1,341,748,000,000.00","1,839,676,000,000.00","460,269,000,000.00"
吸收投资收到的现金,"14,000,000.00","266,000,000.00","67,592,000,000.00","8,197,000,000.00","8,232,000,000.00","8,691,000,000.00","8,768,000,000.00","142,000,000.00","655,000,000.00","3,663,000,000.00","7,098,000,000.00","112,000,000.00","582,000,000.00","1,901,000,000.00","5,118,000,000.00","230,000,000.00","1,247,000,000.00","1,895,000,000.00","2,522,000,000.00","550,000,000.00","9,125,000,000.00","11,890,000,000.00","31,366,000,000.00","391,000,000.00","12,716,000,000.00","13,718,000,000.00","14,415,000,000.00","709,000,000.00","1,278,000,000.00","1,338,000,000.00","1,587,000,000.00","30,000,000.00","289,000,000.00","289,000,000.00","1,596,000,000.00","38,000,000.00","553,000,000.00","652,000,000.00","940,000,000.00","191,000,000.00","241,000,000.00","320,000,000.00","1,470,000,000.00","99,000,000.00","348,000,000.00","877,000,000.00","2,211,000,000.00","47,000,000.00"
