科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"824,038,885.92","1,028,699,822.11","911,635,913.07","1,242,041,885.63","1,349,162,711.51","680,852,910.21","1,075,880,427.44","1,194,244,743.66","1,341,304,257.12","1,249,015,736.77","1,178,324,670.88","1,798,266,878.08","1,526,077,908.13","1,831,482,975.93","1,965,789,641.13","1,676,846,066.19","1,775,619,613.14","2,047,352,012.32","1,235,948,431.25","2,189,375,658.30","2,828,038,218.73","2,828,186,512.38","3,206,116,439.63","1,872,123,497.32","3,138,064,163.67","3,563,625,811.12","3,355,943,951.52","3,636,285,418.67","3,864,374,132.70","4,507,632,461.41","3,488,624,971.38","3,742,883,178.47","3,685,762,962.00","4,772,153,042.63","4,673,686,870.70","5,583,033,090.72","6,117,966,253.02","5,728,836,606.53","4,983,927,876.21","4,932,558,469.64","4,640,724,486.56","4,549,289,121.43","5,368,204,022.28","3,899,429,932.66"
短期借款,"1,640,000,000.00","1,739,800,000.00","1,469,800,000.00","1,413,000,000.00","1,908,000,000.00","2,151,000,000.00","2,200,000,000.00","1,150,000,000.00","1,585,000,000.00","1,773,000,000.00","2,153,000,000.00","2,040,000,000.00","2,297,650,000.00","2,819,000,000.00","3,124,000,000.00","2,995,000,000.00","3,165,000,000.00","3,777,000,000.00","3,780,000,000.00","4,662,500,000.00","4,435,000,000.00","3,989,000,000.00","4,654,500,000.00","3,699,400,000.00","4,465,140,000.00","4,972,370,000.00","5,087,930,000.00","6,822,930,000.00","6,590,040,000.00","6,727,230,000.00","6,043,006,973.09","7,481,616,973.09","7,345,706,973.09","7,807,506,973.09","7,590,126,973.09","8,017,410,000.00","7,621,920,000.00","7,947,600,000.00","7,125,905,000.00","7,030,805,000.00","6,714,505,000.00","6,640,855,000.00","7,001,450,000.00","7,149,950,000.00"
交易性金融资产,"63,750.00",,"4,456,935.00",,,,"1,000,000.00",,,"32,014,286.64","35,500,480.00","603,890.00","176,260.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"259,320.00","2,957,200.00","13,463,480.00","21,190,000.00","10,450,000.00","3,984,800.00","12,727,300.00","19,760,000.00","20,484,749.87","2,319,249.87","6,427,734.69","3,133,510.00","3,921,245.40","6,810,883.20","5,643,960.21","22,702,168.69","108,412,892.00","4,378,263.14","7,181,800.00","50,010,028.73","52,632,704.41","4,419,035.91","28,519,236.00","13,790,150.90","18,278,236.62","4,338,824.58","3,783,162.16","9,391,214.00","2,356,990.55","7,541,292.88","6,848,242.81","6,661,321.33","3,015,526.00","660,908.60","3,598,032.29","14,435,801.03","99,136,625.67","3,235,637.60","6,554,548.94","134,495,552.92","10,767,609.28","8,581,204.95","31,994,013.06","8,340,955.54"
应付票据,"26,386,000.00","277,699,000.00","368,633,120.00","58,636,520.00","325,000,000.00","422,800,000.00","448,800,000.00","401,000,000.00","512,943,433.00","448,500,000.00","429,460,822.00","499,000,000.00","854,600,000.00","476,000,000.00","913,000,000.00","581,546,000.00","642,878,000.00","952,898,000.00","927,008,000.00","2,033,682,000.00","2,794,920,000.00","3,118,730,000.00","2,695,390,000.00","2,397,180,000.00","2,954,840,000.00","3,201,092,938.00","3,672,325,488.90","1,692,454,130.90","2,718,621,580.00","3,569,567,564.00","3,736,838,264.00","1,938,426,344.18","2,001,255,644.18","2,052,000,000.00","1,918,000,000.00","1,958,000,000.00","1,858,000,000.00","1,943,850,000.00","1,693,850,000.00","2,017,660,000.00","2,089,510,000.00","2,065,660,000.00","2,144,660,000.00","2,177,000,000.00"
应收账款,"163,976,995.53","220,153,296.28","217,686,190.20","161,110,090.88","163,254,895.94","401,647,969.62","554,291,305.93","224,559,484.77","423,826,384.64","219,523,489.33","204,213,520.68","475,885,849.88","783,483,516.08","694,768,553.40","472,377,412.66","241,637,378.12","270,190,982.21","369,451,575.58","355,230,378.44","207,940,072.08","182,757,020.04","261,602,981.94","325,306,008.59","630,727,116.24","553,267,277.55","420,423,190.19","421,246,750.66","439,405,422.63","580,683,258.62","596,378,384.48","658,041,622.65","1,189,620,323.30","1,053,369,915.89","1,125,727,175.86","1,029,451,525.40","655,324,298.14","998,542,471.13","661,764,914.46","627,042,969.20","2,946,082,006.40","2,884,388,346.36","2,747,205,459.34","2,366,413,809.59","3,761,131,064.03"
应付账款,"119,274,525.58","95,343,495.79","128,548,498.56","108,773,693.75","99,625,695.79","94,823,943.57","155,718,160.31","271,903,845.15","244,942,692.48","268,917,435.84","198,646,932.27","196,772,743.64","199,066,234.65","181,204,666.91","304,166,459.41","162,462,707.13","122,696,995.47","154,149,973.47","210,963,078.14","988,823,844.77","1,200,374,353.46","1,171,147,088.46","1,133,728,117.60","1,126,912,187.91","1,225,326,598.18","1,455,465,939.74","1,429,027,235.53","1,718,618,865.70","1,307,192,380.14","1,225,411,379.71","1,122,599,403.34","2,090,027,728.50","1,665,456,849.72","2,107,084,097.00","2,338,556,031.90","2,500,374,164.41","1,989,767,950.47","2,335,173,408.40","2,864,725,658.39","2,725,290,928.22","2,643,254,848.38","3,016,245,829.47","2,935,551,719.98","2,785,995,900.99"
预付款项,"260,965,265.19","229,159,375.21","298,582,477.54","653,609,072.48","849,504,622.52","700,186,668.62","775,193,638.85","577,230,226.45","650,447,988.46","534,778,311.57","725,024,585.15","502,422,086.94","1,037,252,709.35","825,356,539.84","939,345,575.30","1,167,113,031.01","1,087,292,205.48","1,105,787,459.56","1,834,149,731.86","1,487,999,572.14","1,797,159,932.17","1,962,135,530.60","1,798,011,765.31","1,824,691,481.39","2,187,273,480.01","2,070,517,908.15","2,392,179,372.72","1,534,883,274.78","1,816,006,062.88","1,690,716,552.13","1,962,046,120.45","1,540,555,025.53","1,684,404,557.09","1,515,255,285.33","1,992,093,317.07","1,465,343,687.29","1,697,373,097.47","2,000,223,954.36","1,947,399,171.37","1,551,367,615.59","1,947,108,343.10","1,974,764,443.75","1,838,516,581.42","1,673,852,396.54"
预收款项,"277,030,022.31","260,635,775.77","363,296,937.17","227,247,418.23","277,674,638.09","253,944,567.42","224,508,752.82","98,256,377.95","173,959,530.89","277,590,907.38","417,775,190.38","304,163,878.78","303,542,038.67","386,868,206.44","227,627,867.94","173,485,768.42","97,642,453.83","54,523,095.88","167,448,407.85","43,257,567.84","344,487,187.90","335,729,390.53","959,849,321.31","550,823,937.27","400,037,954.57","398,813,432.12","391,073,808.42","528,528,774.91","470,624,528.42","455,838,155.38","587,930,159.79","629,895,105.27","928,390,300.02","540,675,812.30","624,453,033.37","399,150,327.11","896,654,797.73","814,899,751.23","992,364,902.13","875,252,638.48","1,232,364,317.20","1,349,313,901.68","1,487,774,120.81","657,868,795.24"
