科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"21,896,310.02","70,702,915.29","128,303,192.64","171,198,020.93","29,395,695.39","70,582,710.05","127,479,136.09","180,588,108.75","33,165,187.19","92,596,376.39","189,303,613.27","255,285,007.63","57,549,899.52","141,179,098.18","243,697,202.13","322,653,441.74","44,897,872.92","156,778,798.39","293,602,875.82","372,574,867.30","49,622,834.95","153,121,565.90","290,441,541.86","383,174,355.28","51,187,548.29","140,190,623.42","263,529,672.20","341,643,846.61","62,947,256.51","152,722,753.27","289,409,702.28","383,262,829.82","72,932,595.57","176,002,709.80","335,775,789.99","430,001,680.78","93,871,064.23","205,399,825.74","354,890,016.74","467,739,700.41","91,107,856.47","236,257,895.54","410,208,598.52","554,357,582.95","111,082,412.22"
取得子公司及其他营业单位支付的现金净额,"28,000,000.00",,,"22,400,000.00",,,,"-827,757.79",,,,,,"15,985,000.00","28,555,000.00","49,883,000.00",,,"36,530,000.00","36,530,000.00",,,,"66,319,152.82",,,"38,470,880.00","40,470,880.00","10,000,000.00","28,000,000.00","29,200,000.00","30,199,634.11",,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,"4,000,000.00","1,000,000.00","1,000,000.00",,,,"5,070,477.50","5,070,477.50","4,470,477.50",,,,,,,,,,,,,,,,"4,500,000.00",,,,,,,,"3,736,842.88",
收到其他与经营活动有关的现金,"9,090.97","6,881,967.65","6,941,418.45","11,067,978.83","2,702,684.16","4,336,457.53","1,339,920.57","11,932,114.39","280,815.76","167,279.72","289,877.45","4,270,522.91","82,492.12","141,953.27","208,586.03","11,511,461.80","26,590,731.13","22,758,760.07","22,864,502.44","22,986,344.64","4,264,493.78","1,610,493.07","18,195,371.90","13,712,458.48","119,945.49","29,546,132.66","31,393,591.89","35,399,015.26","6,421,467.32","52,899,674.07","56,033,055.68","7,813,811.43","829,242.24","1,679,633.14","1,987,437.37","2,407,872.83","7,293,870.00","26,416,597.22","28,395,020.49","27,123,277.08","815,059.51","1,205,615.70","1,992,708.39","24,580,474.39","413,044.41"
投资活动现金流出小计,"38,724,240.36","48,155,913.79","77,620,447.48","134,002,415.95","17,335,108.26","43,262,979.61","68,612,561.66","72,962,696.69","23,519,296.59","50,806,244.22","77,168,195.07","97,070,804.27","38,862,725.87","127,125,147.55","178,997,403.92","230,489,839.64","47,425,354.71","117,064,406.47","154,767,484.33","203,619,243.77","46,520,424.44","90,166,837.27","142,184,079.85","251,636,434.74","56,635,763.12","86,688,528.35","184,478,243.15","278,922,837.86","133,844,631.31","206,485,117.54","259,878,982.82","243,956,271.33","96,977,019.11","187,373,691.43","275,061,993.72","292,688,309.79","69,514,547.00","133,408,176.09","165,860,903.57","214,522,542.77","53,279,163.23","107,766,216.88","91,637,449.26","193,252,764.11","66,854,655.91"
经营活动现金流入小计,"21,905,400.99","77,584,882.94","135,244,611.09","182,265,999.76","32,098,379.55","74,919,167.58","128,819,056.66","192,520,223.14","33,446,002.95","92,763,656.11","189,593,490.72","259,555,530.54","57,632,391.64","141,321,051.45","243,905,788.16","334,164,903.54","71,488,604.05","179,537,558.46","316,467,378.26","395,561,211.94","53,887,328.73","154,732,058.97","308,636,913.76","396,886,813.76","51,307,493.78","169,736,756.08","294,923,264.09","377,042,861.87","69,368,723.83","205,622,427.34","345,442,757.96","391,076,641.25","73,761,837.81","177,682,342.94","337,763,227.36","432,409,553.61","101,164,934.23","231,816,422.96","383,285,037.23","494,862,977.49","91,922,915.98","237,463,511.24","412,201,306.91","578,938,057.34","111,495,456.63"
投资活动产生的现金流量净额,"-29,724,240.36","-48,123,619.95","-77,620,447.48","-112,222,910.45","-17,335,108.26","-43,212,779.61","-67,734,603.87","-72,863,859.69","-23,519,296.59","-49,280,244.22","-73,963,237.07","-95,485,846.27","-38,862,725.87","-127,058,147.55","-178,876,529.92","-227,719,265.64","-47,425,354.71","-116,450,406.47","-154,063,694.33","-200,804,357.59","-46,520,424.44","-84,765,157.27","-67,147,937.48","-170,780,355.07","-51,570,751.37","-66,336,816.60","-144,048,531.40","-260,248,299.74","-119,888,895.92","-188,881,382.15","-240,667,499.43","-215,869,487.94","-96,483,069.11","-170,684,591.43","-250,992,293.72","-223,226,777.38","-24,995,101.35","-82,870,510.05","-115,242,426.53","-161,153,664.15","-53,173,563.23","-107,596,216.88","-31,857,448.69","-122,635,938.83","-64,894,155.91"
购买商品、接受劳务支付的现金,"8,091,979.18","24,406,090.02","61,018,964.16","43,899,038.70","13,940,156.78","20,245,685.80","29,672,012.39","47,027,844.56","8,805,635.24","10,839,950.61","16,229,561.19","25,681,328.98","17,068,207.20","24,719,076.99","31,648,793.65","41,448,115.25","13,238,530.14","21,253,681.71","34,124,967.75","59,093,665.83","20,426,216.17","33,097,393.28","48,937,005.60","66,240,402.02","16,710,935.29","29,326,850.86","46,086,852.27","59,093,073.04","11,364,042.05","29,533,050.41","47,559,653.72","66,483,781.06","24,574,775.24","46,597,848.55","82,674,493.29","132,043,326.79","62,947,976.32","79,476,975.86","114,118,164.47","150,839,377.75","30,491,725.05","46,676,174.54","76,897,051.44","97,458,007.04","16,059,533.48"
吸收投资收到的现金,,"150,000.00","160,288,000.00","156,160,900.00",,,,,,,,"1,620,000.00",,"250,000.00","250,000.00","5,150,000.00",,"2,925,000.00","7,732,146.77","12,335,000.00",,,,"53,592,100.00",,"220,000,000.00","225,500,000.00","225,500,000.00",,,,"403,981,318.33",,,,,,"2,450,000.00","2,450,000.00","2,570,000.00",,,,,
支付给职工以及为职工支付的现金,"3,418,203.35","6,341,662.92","9,945,226.26","19,892,601.65","6,760,432.67","13,415,573.78","21,355,622.16","34,229,360.87","7,812,602.06","14,963,264.79","22,757,302.37","31,084,159.10","17,799,616.38","26,239,116.63","36,888,521.86","45,976,344.09","14,175,622.19","24,537,118.20","39,526,316.94","52,901,009.63","21,780,699.77","34,694,000.17","50,809,655.51","68,604,487.14","25,590,754.87","40,651,324.54","56,824,384.99","74,724,407.50","26,834,288.79","45,259,560.15","64,916,982.03","86,220,920.70","31,398,326.40","63,320,717.46","69,945,107.74","111,855,805.32","34,822,666.12","64,465,274.13","90,573,073.96","126,421,968.34","44,781,467.78","74,611,802.19","104,860,903.98","139,661,682.18","46,875,048.49"
取得借款收到的现金,"97,000,000.00","122,000,000.00","117,000,000.00","304,500,000.00","89,000,000.00","126,000,000.00","149,000,000.00","189,000,000.00","100,000,000.00","120,000,000.00","157,000,000.00","196,000,000.00","146,000,000.00","211,000,000.00","268,000,000.00","320,000,000.00","60,000,000.00","104,000,000.00","147,000,000.00","234,000,000.00","281,000,000.00","401,000,000.00","409,000,000.00","736,000,000.00","174,600,000.00","241,000,000.00","349,000,000.00","422,000,000.00","153,410,000.00","248,000,000.00","417,000,000.00","534,500,000.00","88,000,000.00","267,000,000.00","351,393,300.43","643,600,000.00","3,000,000.00","549,600,000.00","629,600,000.00","1,126,100,000.00","155,000,000.00","233,000,000.00","433,000,000.00","538,000,000.00","100,000,000.00"
支付的各项税费,"2,453,363.73","10,807,594.36","16,680,529.90","26,777,625.52","2,604,312.36","11,564,078.47","15,971,057.02","26,221,329.71","6,148,348.60","16,646,166.26","20,756,173.73","34,172,994.33","7,996,074.48","17,970,676.51","29,756,215.01","42,764,920.01","4,092,350.98","22,841,002.96","36,153,518.38","53,215,655.02","9,992,259.06","35,975,065.31","43,343,214.45","60,688,254.68","4,207,532.53","25,164,578.27","33,224,685.06","48,411,259.02","6,822,184.03","23,752,071.32","33,228,020.82","49,848,392.45","6,525,684.20","20,059,188.96","38,215,424.47","54,805,488.96","8,247,662.87","24,785,270.78","36,125,296.43","66,199,285.70","6,300,869.29","24,875,853.18","35,667,026.07","67,677,190.71","9,085,061.32"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,"2,800,000.00",,,,,,,"58,600,000.00","58,600,000.00",,"98,610,000.00","98,610,000.00","119,000,000.00","89,000,000.00","89,200,000.00","89,200,000.00","204,000,000.00","20,000,000.00","194,500,000.00","294,500,000.00","173,000,000.00",,"50,000,000.00","50,000,000.00","55,000,000.00","191,000,000.00"
支付其他与经营活动有关的现金,"34,260,268.91","27,919,901.99","25,251,138.19","75,132,734.35","12,682,780.64","37,385,438.90","41,420,506.12","59,392,222.16","5,942,994.77","20,643,777.43","43,542,696.04","63,724,646.91","20,284,177.64","44,678,564.61","52,462,315.44","81,682,614.84","12,501,073.36","56,227,100.80","95,046,958.59","103,181,398.98","9,699,656.47","35,641,191.13","80,159,515.45","128,891,413.31","12,185,750.13","48,787,879.96","83,903,403.34","155,082,738.20","12,245,799.72","44,013,186.88","115,762,274.53","93,438,194.92","33,667,804.76","57,047,701.40","92,141,046.19","103,705,646.57","28,828,540.86","55,937,880.00","114,660,815.22","113,368,434.39","23,600,576.92","37,334,228.39","117,115,575.78","109,960,136.65","20,629,508.35"
筹资活动现金流入小计,"97,000,000.00","122,150,000.00","277,288,000.00","460,660,900.00","89,000,000.00","126,000,000.00","149,000,000.00","189,000,000.00","100,000,000.00","120,000,000.00","157,000,000.00","197,620,000.00","146,000,000.00","211,250,000.00","268,250,000.00","325,150,000.00","60,000,000.00","206,925,000.00","254,732,146.77","349,135,000.00","281,000,000.00","401,000,000.00","409,000,000.00","789,592,100.00","174,600,000.00","461,000,000.00","633,100,000.00","706,100,000.00","153,410,000.00","346,610,000.00","515,610,000.00","1,057,481,318.33","177,000,000.00","356,200,000.00","440,593,300.43","896,950,000.00","23,000,000.00","746,550,000.00","926,550,000.00","1,301,670,000.00","155,000,000.00","283,000,000.00","483,000,000.00","593,000,000.00","291,000,000.00"
经营活动现金流出小计,"48,223,815.17","69,475,249.29","112,895,858.51","165,702,000.22","35,987,682.45","82,610,776.95","108,419,197.69","166,870,757.30","28,709,580.67","63,093,159.09","103,285,733.33","154,663,129.32","63,148,075.70","113,607,434.74","150,755,845.96","211,871,994.19","44,007,576.67","124,858,903.67","204,851,761.66","268,391,729.46","61,898,831.47","139,407,649.89","223,249,391.01","324,424,557.15","58,694,972.82","143,930,633.63","220,039,325.66","337,311,477.76","57,266,314.59","142,557,868.76","261,466,931.10","295,991,289.13","96,166,590.60","187,025,456.37","282,976,071.69","402,410,267.64","134,846,846.17","224,665,400.77","355,477,350.08","456,829,066.18","105,174,639.04","183,498,058.30","334,540,557.27","414,757,016.58","92,649,151.64"
