科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"8,957,068.78","46,912,060.79","40,434,236.23","420,511,931.25","381,591,289.42","379,126,897.05","388,651,402.13","387,783,531.18","377,913,565.63","304,739,274.46","307,406,426.18","355,070,019.94","285,615,917.55","285,849,735.24","286,397,278.66","297,045,919.26","302,234,529.27","289,889,213.78","295,228,593.57","285,983,331.48","281,788,048.68","268,523,784.92","267,261,605.30","275,150,005.66","134,104,339.03","135,069,719.77","101,414,356.66","77,244,876.09","65,139,623.52","99,139,393.40","65,061,149.33","117,111,490.37"
短期借款,"25,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,"60,000,000.00",,,,,,,,,,,,,,,,,"193,411,366.58","195,519,610.43","219,821,397.25","213,252,771.19","234,733,721.89","253,906,853.95"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,375,000.00","11,070,500.00","16,583,426.00","32,623,593.90","34,836,397.62","39,977,787.79","35,870,428.15","42,991,755.61","48,781,038.00","42,404,787.94","32,764,062.42","40,010,946.38","34,713,452.00","29,428,813.20","37,325,835.97","32,350,848.58","21,885,707.91","15,856,619.57","15,837,784.28","21,544,104.96","14,762,029.76","15,438,372.68","13,857,563.94","21,272,762.51","27,851,927.80","24,998,183.86","26,508,974.00","24,692,536.21","18,449,619.25","21,897,898.52","16,795,782.66","23,544,786.81"
应付票据,"8,341,000.00","3,236,263.10","2,211,504.34","4,020,425.86","5,447,160.33","21,942,989.84","27,248,362.47","24,124,289.34","13,923,649.33","19,462,740.24","16,627,966.11","16,576,897.44","11,512,388.06","12,101,304.66","12,209,195.00","15,573,319.20","10,079,489.91","9,440,943.67","6,945,367.41","3,429,792.45","3,679,597.18","4,089,597.18","575,000.00","5,735,396.88","6,995,396.88","7,678,327.00","11,398,806.71","7,026,566.90","7,492,083.67",,"15,919,533.83",
应收账款,"59,959,077.18","77,425,431.66","91,346,942.50","92,596,734.34","115,416,179.26","113,012,540.25","125,029,625.29","119,515,380.56","125,115,746.51","130,215,333.57","148,874,434.23","142,345,891.52","146,775,075.08","156,476,989.32","156,507,396.17","153,220,800.23","151,319,866.47","163,960,539.88","157,759,799.26","144,183,270.49","133,918,850.05","125,777,508.17","115,646,569.33","108,621,309.39","115,669,148.96","124,282,450.34","126,596,267.00","126,744,606.99","135,127,270.30","138,060,960.15","127,516,794.99","131,081,190.31"
应付账款,"27,748,439.34","28,140,480.63","31,968,507.68","33,334,590.79","33,711,519.45","29,563,589.26","31,084,093.98","28,129,841.44","35,877,989.40","38,049,694.97","39,504,342.22","33,449,713.43","31,968,172.24","33,559,033.58","34,485,453.26","32,002,805.77","30,989,322.40","28,767,527.55","23,633,730.46","21,161,167.96","16,976,836.14","20,359,930.55","23,756,187.82","18,802,243.74","20,034,594.98","19,790,227.09","21,457,459.32","25,257,244.82","30,658,607.40",,"29,096,530.00",
预付款项,"13,865,368.94","19,281,836.75","8,593,747.30","10,826,560.56","11,921,868.94","12,689,323.23","9,465,747.11","14,786,166.45","14,605,458.06","26,371,042.88","6,591,337.46","7,787,690.28","7,912,149.94","6,642,539.29","5,698,194.78","3,877,672.46","5,478,029.08","4,394,050.91","2,887,764.38","2,346,002.16","2,318,607.12","5,889,646.48","7,160,620.46","5,662,793.94","8,720,739.19","9,444,627.88","6,701,376.15","12,639,821.57","15,985,048.86","15,579,012.11","9,557,941.08","8,106,854.84"
预收款项,"43,833,933.01","76,999,245.76","69,164,409.82","64,169,468.33","50,803,975.40","57,448,945.14","62,456,955.11","73,141,285.08","73,442,932.09","79,865,665.53","74,316,265.63","72,431,483.51","60,667,214.58","60,355,753.98","47,834,984.76","33,028,131.77","37,449,962.72","32,935,431.26","30,507,296.67","23,706,487.51","25,949,798.24","35,660,453.80","43,523,187.09","48,068,946.05","62,679,926.75","51,734,570.26","56,365,944.75","50,842,500.69","59,326,686.35","80,389,179.61","85,964,152.08","78,212,403.09"
其他应收款,"2,187,558.56","1,439,200.57","1,038,738.83","1,654,568.74","5,569,652.96","5,571,670.96","1,942,839.13","2,382,992.23","10,952,818.26","21,786,240.61","11,495,129.63","10,764,426.16","10,662,854.89","8,754,525.65","5,653,379.70","6,584,497.95","5,814,218.35","5,628,755.88","3,989,124.25","5,517,110.05","5,353,070.30","4,389,552.80","2,736,062.15","2,534,150.18","3,028,109.27","3,467,740.10","3,044,046.50","3,496,284.32","3,217,794.27","4,066,418.43","2,200,123.98","4,189,748.87"
应付职工薪酬,"61,752.40","2,323,300.14","3,160,100.65","3,530,465.36","4,642,208.98","3,853,908.86","3,612,791.93","3,328,705.84","4,482,514.48","4,454,860.71","3,677,579.15","3,331,369.63","3,896,955.65","3,447,709.50","3,464,804.55","3,683,771.83","3,324,359.93","2,635,224.94","2,873,677.75","2,324,445.80","2,529,293.91","2,629,806.12","2,675,856.02","3,028,105.33","3,424,833.63","4,195,927.30","3,343,288.15","3,733,535.56","3,971,230.75","3,858,092.88","3,456,341.59","4,406,819.32"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-179,096.71","1,664,270.93","3,743,178.79","4,418,697.06","12,006,058.47","1,071,189.01","3,237,718.88","3,140,568.81","5,143,759.99","1,952,266.74","6,948,464.07","7,390,507.77","6,351,166.35","5,360,208.79","3,205,862.27","4,486,846.32","2,495,677.43","1,912,620.89","1,296,465.49","1,330,202.03","999,218.80","264,364.35","475,254.66","1,417,910.04","1,461,713.51","3,922,629.95","4,403,935.69","5,851,266.49","3,523,654.07","1,405,332.08","1,149,209.39","8,693,939.62"
