科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"1,961,548,939.66","3,382,733,993.41","5,298,220,603.11","7,437,754,281.34","2,560,048,958.80","4,568,988,857.14","7,405,857,676.63","11,275,230,701.85","1,870,765,265.03","4,198,651,823.60","7,459,722,509.06","11,756,243,820.83","3,073,704,697.75","6,360,486,576.42","10,738,917,455.57","14,938,581,885.61","6,544,163,647.09","11,546,468,176.97","18,023,629,691.34","23,659,131,281.08","5,766,087,219.60","12,535,721,525.74","19,826,920,342.04","28,912,367,684.82","6,160,758,035.21","11,959,656,578.26","22,279,996,954.57","33,233,870,603.65","7,238,091,747.44","14,058,517,766.44","22,043,789,017.42","33,384,835,714.04","10,255,492,585.92","16,984,694,704.92","24,477,232,865.84","37,083,071,835.58","15,490,821,766.28","25,749,880,783.76","46,386,049,733.35","61,012,964,102.54","17,391,210,439.62","28,152,402,920.57","48,901,003,501.12"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"2,952,037.45","2,952,037.45",,,,,,,,,,,"181,031.15","181,031.15","181,031.15",,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"44,522,602.72","57,620,800.18","56,522,892.71","11,610,276.94","28,350,508.44","40,917,766.84","151,475,313.64","22,125,199.09","136,762,440.04","174,710,044.36","342,083,058.36","301,797,368.78","399,765,665.06","536,501,410.66","692,967,608.36","148,452,932.20","246,700,375.63","270,574,431.65","259,143,571.28","3,740,294.25","29,590,419.24","42,557,201.53","68,319,778.76","56,529,387.61","62,932,043.91","3,740,639.78","88,977,102.97","6,306,387.06","7,124,750.86","8,913,220.86"
收到其他与经营活动有关的现金,"36,324,558.93","48,316,812.99","48,906,293.12","95,684,682.11","170,134,056.73","191,274,102.34","211,905,093.26","242,355,759.12","93,036,877.43","103,692,193.19","106,560,447.36","185,888,008.21","48,194,874.82","51,762,648.52","64,032,956.75","138,196,684.26","58,272,718.18","76,591,966.85","97,912,339.33","181,674,213.04","168,499,391.15","191,533,473.07","267,190,340.17","387,671,188.51","216,075,840.44","3,512,914,408.93","3,660,488,363.66","3,479,254,399.37","-14,034,026.83","1,901,126,108.61","2,074,416,728.70","2,103,013,963.42","-896,663,276.13","-470,162,060.68","136,593,409.73","153,647,241.24","25,710,726.48","39,694,537.32","50,756,687.76","189,142,723.95","259,991,440.64","433,271,070.21","579,053,392.17"
投资活动现金流出小计,"199,658,817.77","349,503,082.61","562,583,793.12","789,456,652.49","174,666,400.53","409,784,280.75","643,869,405.12","1,015,735,786.04","298,879,016.69","699,017,762.13","1,068,500,946.42","1,366,601,530.09","469,039,504.08","1,174,184,914.02","1,501,842,513.91","1,838,436,681.23","312,301,748.82","775,405,572.71","1,275,222,964.68","2,336,003,476.75","700,940,241.50","1,838,079,717.77","3,216,519,036.31","4,553,983,866.27","1,426,736,457.02","2,926,961,604.49","4,481,164,362.68","6,098,707,634.59","2,173,420,844.48","3,107,815,530.48","3,983,980,245.33","4,705,208,637.33","869,470,641.63","1,330,497,815.86","1,878,367,372.14","2,154,840,260.08","423,615,952.94","559,538,089.46","779,009,925.12","1,108,155,239.89","313,675,647.17","488,124,044.52","765,907,674.70"
经营活动现金流入小计,"1,997,873,498.59","3,434,002,843.85","5,350,078,933.68","7,533,438,963.45","2,730,183,015.53","4,760,262,959.48","7,617,762,769.89","11,517,586,460.97","1,963,802,142.46","4,302,344,016.79","7,566,282,956.42","11,942,131,829.04","3,121,899,572.57","6,412,430,256.09","10,803,131,443.47","15,076,959,601.02","6,602,436,365.27","11,623,060,143.82","18,121,542,030.67","23,840,805,494.12","5,934,586,610.75","12,727,254,998.81","20,094,110,682.21","29,300,038,873.33","6,376,833,875.65","15,472,570,987.19","25,940,485,318.23","36,713,125,003.02","7,224,057,720.61","15,959,643,875.05","24,118,205,746.12","35,487,849,677.46","9,358,829,309.79","16,514,532,644.24","27,550,982,966.45","40,013,906,850.05","16,728,239,559.62","28,074,194,799.57","53,826,471,257.83","67,279,145,637.93","17,934,651,145.86","27,854,052,400.88","52,502,357,189.65"
投资活动产生的现金流量净额,"-199,658,817.77","-349,503,082.61","-562,583,793.12","-789,456,652.49","-151,543,300.53","-386,661,180.75","-620,696,305.12","-992,562,686.04","-298,879,016.69","-671,937,364.87","-1,041,420,549.16","-1,339,521,132.83","-450,308,104.08","-1,101,273,291.02","-1,426,448,784.71","-1,763,389,554.72","-301,061,771.53","-704,408,369.44","-1,197,571,114.86","-2,120,418,049.91","-689,821,241.50","-1,677,369,424.27","-3,015,363,879.24","-4,199,476,298.27","-1,018,613,207.52","-2,381,583,472.52","-3,837,520,141.08","-5,339,311,399.95","-2,084,818,709.48","-2,998,755,133.48","-3,874,919,848.33","-4,580,159,580.19","-854,045,288.53","-1,290,715,410.00","-1,782,994,523.04","-2,048,790,264.59","-421,345,315.83","-555,507,847.55","-773,487,389.12","-1,102,500,804.20","-300,339,692.11","-470,688,613.17","-747,775,213.35"
购买商品、接受劳务支付的现金,"312,227,426.81","566,986,527.26","776,996,775.72","1,098,306,968.33","282,490,555.58","529,788,503.56","794,495,241.80","1,214,717,814.83","295,729,558.55","567,740,503.57","922,300,963.46","1,557,075,938.70","351,943,207.13","682,354,660.80","1,065,979,806.61","1,669,804,222.04","656,095,092.99","1,030,579,091.21","1,482,300,477.04","2,353,687,717.48","494,802,933.57","1,077,894,925.32","1,587,342,838.29","2,707,393,653.33","712,762,334.02","1,249,950,055.57","1,971,215,647.30","3,152,308,925.47","931,198,195.67","1,456,478,035.34","2,052,692,261.44","2,838,028,404.97","1,021,009,336.47","1,639,661,852.66","2,303,416,797.91","2,967,732,630.37","874,194,565.59","1,304,317,657.36","1,690,057,834.95","2,773,020,403.27","1,339,616,768.43","2,145,743,960.98","3,385,873,042.93"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"392,000,000.00",,,,"6,000,000.00",,,"6,000,000.00","34,800,000.00",,,,,,,,"16,000,000.00",,"6,000,000.00","6,000,000.00"
