科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"33,332,345.75","54,216,065.04","75,426,196.65","90,249,925.79","64,228,413.35","435,803,811.80","211,550,408.66","168,871,063.56","151,261,490.31","84,692,941.79","69,211,341.53","108,429,137.60","49,834,491.24","93,085,205.02","80,405,737.29"
短期借款,"98,000,000.00","85,000,000.00","81,000,000.00","64,000,000.00","64,000,000.00","64,000,000.00",,,,,,"40,000,000.00","80,000,000.00","196,000,000.00","221,100,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"6,378,632.40","17,202,942.90","43,000,595.16","18,639,500.00","32,760,000.00","38,420,850.72","48,681,504.20","70,956,413.50","39,096,336.14","30,321,011.28","46,528,950.00","34,655,534.89","56,015,481.23","103,749,480.58","49,918,772.83"
应付票据,"7,981,611.30","1,301,021.00","7,479,596.48","9,608,318.68","12,000,000.00","9,558,000.00","5,100,000.00","12,844,340.00","11,851,996.13","29,296,909.14","22,225,470.39","28,446,176.03",,"57,992,723.74",
应收账款,"234,659,891.04","206,048,014.23","247,690,420.27","258,639,043.39","264,475,821.05","282,721,828.60","243,909,980.69","291,101,376.74","332,181,640.95","367,806,125.17","305,108,502.44","412,674,563.37","423,042,930.66","525,115,182.56","531,655,478.12"
应付账款,"42,544,302.70","22,851,128.66","29,539,322.04","26,115,603.44","20,448,669.56","31,416,882.98","24,996,357.48","34,693,306.43","34,452,422.63","43,403,124.14","42,120,356.29","61,154,131.63",,"138,195,011.01",
预付款项,"1,556,097.01","2,423,012.08","1,240,182.56","434,675.26","680,870.18","1,076,260.04","1,022,536.64","2,011,768.56","34,301,599.50","34,403,234.66","56,131,512.46","38,703,561.24","47,111,286.00","13,064,328.27","25,546,426.82"
预收款项,"4,128,625.40","729,468.02","5,353,573.37","383,731.96","75,395.09","342,999.84","531,397.30","272,365.01","260,388.46","389,717.90","5,476.08","18,101.98","3,123,727.07","1,402,205.75","2,996,337.53"
其他应收款,"4,870,138.31","6,115,309.96","8,022,671.87","7,795,960.64","11,163,007.46","7,333,271.96","14,333,106.44","13,772,617.61","15,728,361.32","25,134,454.02","37,223,736.54","38,163,202.20","60,872,878.36","34,632,496.25","39,516,729.67"
应付职工薪酬,"5,065,773.48","5,654,052.59","5,874,218.13","3,652,393.08","4,651,790.88","6,284,525.79","1,495,336.79","5,396,167.88","5,400,582.36","6,765,345.62","1,912,783.98","2,300,932.90","6,769,858.58","14,266,125.27","6,014,097.88"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"18,700,857.23","9,334,620.79","16,490,446.58","19,148,065.30","17,674,277.18","24,062,609.86","13,282,461.58","18,508,749.67","17,043,087.09","24,669,472.47","5,531,970.28","22,509,834.54","22,921,723.74","47,470,697.02","39,791,060.41"
应收利息,,,,,,,,,,,,,,,
应付利息,"201,721.67","169,985.45","141,528.74","89,592.36","89,592.36","95,315.01",,,,,,,,"371,109.58","520,991.87"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,"373,500.00","373,500.00"
存货,"58,727,893.46","39,987,199.41","36,990,722.49","35,960,847.21","41,494,341.44","31,045,242.11","47,448,941.04","54,880,701.64","58,302,542.29","70,671,357.48","89,492,274.19","93,692,780.31","111,101,393.35","163,764,566.05","189,158,446.86"
其他应付款,"1,874,028.24","1,727,797.06","8,650,758.69","6,784,032.21","5,090,358.70","14,710,039.50","11,160,380.99","11,008,917.75","6,235,588.50","9,380,961.98","4,451,605.37","4,437,951.03","5,536,817.09","158,027,610.30","129,982,017.80"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00"
其他流动资产,"26,369.16",,"3,927.00",,"1,229.80",,"120,000,000.00","120,017,159.60","95,000,000.00","120,281,884.58","111,709,301.80","58,842,180.71","52,355,606.52","29,117,679.27","17,807,469.42"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"339,551,367.13","325,992,543.62","412,374,716.00","411,719,952.29","414,803,683.28","796,401,265.23","686,946,477.67","721,611,101.21","725,871,970.51","733,311,008.98","715,405,618.96","785,160,960.32","800,334,067.36","962,528,938.00","934,009,061.01"
流动负债合计,"178,496,920.02","126,768,073.57","154,529,444.03","129,781,737.03","124,030,083.77","150,470,372.98","56,565,934.14","82,723,846.74","75,244,065.17","113,905,531.25","76,247,662.39","158,867,128.11","209,629,522.58","623,354,373.09","576,137,914.70"
可供出售金融资产,"4,500,000.00","4,880,000.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","12,600,000.00","12,600,000.00","12,600,000.00","12,600,000.00","12,600,000.00","12,600,000.00","12,600,000.00","12,600,000.00"
长期借款,,,,,,,,,,,,,,"79,000,000.00","109,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"15,361,200.00",
专项应付款,,,,,,,,,,,,,,,
投资性房地产,"4,976,768.90","4,724,033.01","4,471,297.13","4,344,929.19","4,281,745.22","4,218,561.25","4,155,377.28","4,092,193.31","4,029,009.34","3,965,825.37","3,902,641.40","3,839,457.43","3,776,273.46","3,611,383.42","3,617,776.20"
预计负债,,,,,,,,,,,,,,,
固定资产,"92,722,783.61","89,479,485.03","86,575,450.99","81,674,075.01","79,355,750.48","77,444,253.34","78,434,223.83","76,238,201.28","73,898,155.20","74,264,257.45","72,606,261.94","72,403,026.24","92,776,046.02","292,960,142.27","310,497,922.43"
递延所得税负债,,,,,,,,,,,,,,"8,203,319.55","8,037,029.12"
在建工程,"2,931,123.44","3,823,642.42","2,071,980.84","4,369,703.91","7,132,537.53","13,601,323.35","26,591,797.00","47,577,826.63","43,685,939.75","86,689,436.06","100,120,757.56","119,497,739.19","139,044,555.17","90,350,913.69","104,212,405.93"
其他非流动负债,"4,183,817.79","7,910,618.87","7,237,794.95","7,264,591.34","7,086,910.37",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"4,183,817.79","7,910,618.87","7,237,794.95","7,264,591.34","7,086,910.37","6,909,229.40","6,731,548.43","6,553,867.46","6,782,556.95","6,594,544.52","6,406,532.09","6,218,519.66","6,030,507.23","105,193,390.72","134,830,633.31"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"182,680,737.81","134,678,692.44","161,767,238.98","137,046,328.37","131,116,994.14","157,379,602.38","63,297,482.57","89,277,714.20","82,026,622.12","120,500,075.77","82,654,194.48","165,085,647.77","215,660,029.81","728,547,763.81","710,968,548.01"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"78,000,000.00","78,000,000.00","78,000,000.00","78,000,000.00","78,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","106,500,000.00","106,500,000.00","106,500,000.00","106,490,000.00","106,890,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"161,254,798.82","161,254,798.82","161,254,798.82","161,254,798.82","161,254,798.82","471,290,487.62","472,657,494.73","472,844,853.26","472,844,853.26","472,844,853.26","500,069,853.26","500,069,853.26","500,069,853.26","510,650,858.76","513,890,858.76"
无形资产,"43,542,928.81","44,179,867.83","41,355,213.75","39,973,286.71","39,266,323.18","38,559,359.65","37,852,396.12","35,326,754.59","34,808,778.06","34,184,501.54","69,273,585.38","69,074,237.18","68,889,207.14","113,718,638.03","114,782,611.24"
盈余公积,"7,932,874.82","12,644,941.75","19,311,971.05","23,072,252.23","23,072,252.23","26,364,745.99","26,364,745.99","29,219,730.25","26,364,745.99","33,504,513.52","33,665,159.89","36,424,697.02","38,035,167.85","41,007,876.74","41,007,876.74"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,"29,606,100.00","33,246,100.00"
商誉,,,,,,,,,,,,,"16,560,363.46","206,377,820.89","226,797,217.94"
未分配利润,"62,035,873.34","91,574,475.74","137,537,739.43","154,220,270.06","163,395,956.02","183,852,713.86","179,690,143.36","209,547,572.21","217,760,677.14","234,350,356.45","234,840,844.15","258,692,783.87","256,070,561.19","288,846,697.03","289,689,133.64"
长期待摊费用,,,,,,,,,,"538,226.71","524,437.62","510,874.59","497,311.56","1,322,512.10","1,579,959.30"
少数股东权益,,,,,,,,,300.13,"24,100,555.86","24,917,362.30","26,683,024.50","29,276,734.35","119,912,541.13","141,382,603.27"
递延所得税资产,"3,679,312.90","5,073,336.84","7,223,089.57","7,711,702.37","8,199,961.52","8,862,787.03","8,229,594.75","7,443,792.90","8,103,345.78","8,518,242.75","7,835,255.22","9,690,119.47","9,769,521.21","16,815,263.13","19,039,930.53"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"35,228,856.00","378,856.00","20,679,592.00","1,365,001.08","56,728,420.48","49,971,630.38"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"152,352,917.66","152,160,365.13","145,497,032.28","141,873,697.19","142,036,317.93","146,486,284.62","159,063,388.98","183,278,768.71","177,125,228.13","255,989,345.88","267,241,795.12","308,295,046.10","345,278,279.10","809,846,294.01","843,099,453.95"
所有者权益(或股东权益)合计,"309,223,546.98","343,474,216.31","396,104,509.30","416,547,321.11","425,723,007.07","785,507,947.47","782,712,384.08","815,612,155.72","820,970,576.52","868,800,279.09","899,993,219.60","928,370,358.65","929,952,316.65","1,043,827,468.20","1,066,139,966.95"
资产总计,"491,904,284.79","478,152,908.75","557,871,748.28","553,593,649.48","556,840,001.21","942,887,549.85","846,009,866.65","904,889,869.92","902,997,198.64","989,300,354.86","982,647,414.08","1,093,456,006.42","1,145,612,346.46","1,772,375,232.01","1,777,108,514.96"
负债和所有者(或股东权益)合计,"491,904,284.79","478,152,908.75","557,871,748.28","553,593,649.48","556,840,001.21","942,887,549.85","846,009,866.65","904,889,869.92","902,997,198.64","989,300,354.86","982,647,414.08","1,093,456,006.42","1,145,612,346.46","1,772,375,232.01","1,777,108,514.96"
