科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"7,358,291.04","123,727,180.36","118,107,192.67","141,053,134.54","129,013,633.90","999,688,070.63","942,651,214.22","905,948,941.85","869,784,752.61","803,398,373.91","847,879,887.25","723,619,654.08","682,443,753.92","574,940,524.86","577,662,530.93","439,324,656.60","400,941,300.74","333,378,745.71","305,740,625.18","291,252,963.38","322,574,096.53","255,038,318.67","252,567,124.12","268,261,525.58","532,136,116.54","538,505,849.02","269,251,231.07","275,702,374.35","231,713,461.47","123,000,685.78","119,215,525.86","237,433,756.36","99,013,280.38","93,590,201.44","98,701,506.01"
短期借款,"61,840,000.00",,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,"10,000,000.00","10,000,000.00","10,000,000.00","20,000,000.00","50,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","45,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","35,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","191,811,875.00","411,811,875.00","483,811,875.00","483,811,875.00","237,995,400.00","235,695,400.00","192,795,400.00","192,795,400.00","40,500,000.00"
交易性金融资产,,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,"280,102,029.00","512,394,648.00","1,015,499,608.41","1,272,783,963.61","955,918,385.20","440,592,159.38","327,402,327.24","166,328,000.00","57,487,200.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,188,125.00","78,188,125.00","66,188,125.00","66,188,125.00",,,,,
应收账款,"31,022,738.25","29,470,191.12","45,909,935.83","18,199,146.43","36,986,643.35","49,933,210.93","55,156,701.23","38,344,305.63","48,326,585.02","61,369,305.02","54,148,729.60","36,793,318.75","81,284,417.09","102,164,875.70","92,270,638.45","54,166,163.47","101,186,819.35","124,898,304.65","102,272,686.84","67,107,963.72","75,780,676.56","112,836,488.84","120,415,114.17","101,397,648.80","105,094,772.26","128,350,544.32","155,578,552.48","121,155,677.47","178,938,877.13","188,613,966.63","149,820,126.99","485,528,491.69","420,674,877.61","308,971,117.14","150,674,697.16"
应付账款,"41,723,616.27","28,745,917.13","21,797,083.24","5,112,497.99","7,419,904.51","8,707,802.56","7,759,430.87","6,626,450.49","11,512,112.99","8,110,855.57","4,440,509.11","6,685,531.15","40,885,124.19","15,043,757.53","19,404,226.71","12,779,742.57","46,198,404.88","34,272,713.30","34,533,929.70","36,742,287.69","42,525,641.03","42,347,386.25","44,892,596.85","41,409,216.92","36,685,183.92","26,755,470.29","33,942,828.60","34,980,278.61","44,354,736.64","33,494,189.51","34,161,278.42","88,668,894.84","51,162,428.72","34,719,025.05","28,752,097.94"
预付款项,"6,663,958.79","15,302,220.98","24,660,183.68","43,191,767.41","34,605,690.46","67,431,798.92","56,565,742.58","51,626,309.68","59,126,979.87","84,812,965.31","87,497,296.03","76,145,952.35","90,940,940.38","119,959,076.80","99,451,626.09","81,122,671.46","70,123,221.96","86,444,157.56","86,368,735.69","93,084,588.93","48,543,970.17","54,168,371.67","45,630,103.30","60,425,768.44","49,581,006.53","78,413,356.21","66,155,804.16","129,937,863.16","376,989,620.18","406,999,298.95","58,961,178.39","58,922,607.81","82,965,523.79","86,667,081.89","46,628,507.22"
预收款项,"18,493,039.37","15,572,995.39","34,853,449.81","12,101,611.26","28,409,015.22","15,145,919.63","7,330,183.69","17,054,675.79","24,780,441.75","8,304,587.39","9,785,358.36","11,173,634.71","41,303,410.95","18,012,235.10","30,076,943.51","38,683,544.65","46,662,967.78","31,440,347.02","32,806,985.48","46,648,494.20","43,699,274.12","41,272,838.52","24,088,640.52","45,459,705.15","44,475,525.66","43,039,984.29","64,841,979.90","134,000,104.21","411,842,111.83","442,197,384.15","35,333,811.85","63,397,998.31","74,886,697.69","76,363,074.79","56,862,274.61"
