科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"217,275,092.64","225,930,920.32","216,652,152.57","254,834,432.81","275,934,708.99","340,573,334.20","380,978,890.85","345,259,516.47","513,643,157.76","498,715,551.46","459,477,701.64","579,471,913.48","570,136,945.51","593,620,718.33","638,079,727.83","711,789,775.66","687,645,506.54","897,418,214.29","579,744,090.30","952,665,245.23","769,068,141.00","895,026,548.58","662,400,497.30","953,992,070.61","953,410,093.68","892,437,822.56","874,835,748.68","1,113,562,211.65","2,262,626,515.25","1,417,891,485.43","1,087,659,463.49","867,562,115.54","874,682,834.63","1,161,871,173.03","1,013,884,519.57","1,570,706,970.51","1,476,829,805.83","2,030,956,448.63","2,095,024,391.08","3,519,955,564.98","2,796,099,484.57","3,361,328,847.44","3,525,575,302.08","4,191,655,438.51","3,262,283,179.59"
短期借款,"268,430,584.36","301,026,688.66","272,941,192.14","254,396,407.94","429,363,915.10","468,500,190.11","285,846,280.76","378,948,301.38","640,469,790.48","612,015,561.36","848,909,407.55","944,189,604.46","1,121,331,574.17","1,240,992,606.99","1,160,660,193.87","975,475,884.21","1,251,210,486.70","1,398,097,986.10","1,516,943,964.58","1,839,838,065.68","1,951,710,994.95","1,838,188,971.79","1,948,849,031.51","1,687,810,294.37","1,827,285,217.34","1,855,381,004.66","2,355,345,730.33","2,744,941,589.11","1,921,897,703.65","1,400,802,174.34","1,475,398,823.88","1,517,954,528.88","2,012,664,966.38","1,980,929,436.95","1,922,477,929.73","1,212,959,267.74","1,327,167,887.16","1,310,291,209.80","1,281,486,591.68","1,512,713,629.95","1,538,602,204.92","1,600,656,482.46","1,566,095,413.79","1,561,354,521.64","1,724,641,669.82"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"242,184,768.43","222,651,818.05","183,267,424.65","166,838,281.78","194,624,729.78","240,160,642.14","200,167,249.37","221,876,250.45","249,810,241.89","222,735,411.70","233,922,206.31","359,419,752.39","337,082,890.06","407,889,727.75","293,932,440.28","369,169,030.47","331,054,784.99","403,711,972.28","510,458,556.15","534,922,741.30","645,659,095.89","605,028,889.32","650,807,753.66","650,860,240.37","680,988,657.17","755,579,086.01","713,392,429.09","739,061,141.72","801,130,262.49","668,212,842.32","649,048,074.59","618,995,440.09","770,803,147.42","513,528,605.78","394,171,131.23","820,125,807.67","827,173,710.53","1,144,758,273.13","1,023,546,500.01","1,504,000,909.21","1,110,261,545.95","1,044,457,065.20","955,201,414.03","1,504,194,764.08","1,276,377,993.69"
应付票据,"529,841,352.88","498,102,779.46","562,520,947.59","494,788,218.16","484,536,885.30","550,830,501.25","636,103,257.84","791,513,252.27","814,786,801.93","918,567,079.04","907,502,311.66","1,104,950,330.28","963,090,650.87","1,048,909,494.09","1,019,985,066.64","1,448,622,490.72","1,223,840,218.04","1,145,184,513.55","995,505,160.92","1,059,426,952.84","878,933,610.43","1,105,740,272.07","981,377,595.67","1,105,275,538.24","1,311,910,404.19","1,263,380,691.48","1,130,651,004.35","1,495,401,188.09","1,166,128,774.72","1,270,580,602.55","1,346,039,416.38","1,468,166,640.64","1,525,344,836.15","1,373,483,568.02","1,419,083,464.80","1,301,594,416.81","1,159,255,532.51","1,460,935,278.16","1,520,336,316.37","2,406,642,582.86","2,090,361,751.97","2,188,044,512.96","2,416,417,045.77","2,732,437,828.42","2,588,298,964.51"
应收账款,"1,170,969,896.55","1,288,394,900.43","1,391,093,981.61","1,286,649,082.59","1,453,568,459.87","1,588,006,475.57","1,740,730,698.32","1,726,711,922.82","1,888,743,718.73","2,215,551,730.88","2,505,138,257.78","2,438,526,944.67","2,555,308,729.54","2,758,122,703.10","3,050,583,415.15","2,866,825,102.78","3,157,179,105.29","3,269,832,618.47","3,667,489,777.70","3,571,447,182.61","4,089,854,384.91","4,394,736,822.18","4,676,845,861.96","4,393,325,300.66","4,836,922,169.95","5,183,848,441.33","5,528,903,954.77","5,675,658,506.78","5,634,061,988.73","6,379,994,615.37","7,037,372,146.44","7,018,312,673.19","7,571,256,086.70","7,858,941,849.11","8,338,293,189.08","6,153,830,882.75","7,516,654,933.29","7,021,479,531.77","7,610,270,008.34","7,654,225,510.89","9,298,502,123.27","9,122,573,508.17","9,773,204,908.31","7,589,412,679.88","9,865,484,747.44"
应付账款,"967,239,871.66","1,032,299,458.11","1,136,241,502.30","1,054,606,346.77","1,132,724,795.98","1,320,014,771.80","1,495,604,086.09","1,357,026,915.55","1,502,660,238.64","1,591,875,830.78","1,958,667,182.92","1,701,543,860.48","1,950,677,675.22","1,926,188,436.56","2,272,087,623.40","2,003,566,517.62","2,112,415,037.08","2,315,122,567.54","2,645,787,834.74","2,490,177,373.15","2,764,184,066.16","3,048,521,150.09","3,381,811,187.30","3,197,354,275.46","3,136,115,910.19","3,503,374,828.56","3,923,469,415.46","3,436,936,497.16","3,767,764,939.94","4,184,497,888.86","4,419,977,857.73","3,988,878,234.03","3,895,524,304.35","4,341,666,286.09","4,650,505,884.89","4,036,910,159.14","4,744,168,373.49","4,652,842,317.77","4,836,110,244.01","6,701,558,514.10","7,004,411,804.71","7,374,938,495.12","7,887,414,148.86","6,144,221,000.10","7,189,784,129.58"
预付款项,"56,614,810.51","51,171,531.49","67,068,147.55","54,122,228.36","54,392,564.47","36,628,831.75","69,160,778.76","40,034,923.45","32,735,955.73","39,673,822.95","65,811,460.98","85,646,539.08","113,760,088.38","100,402,178.71","125,933,337.80","101,806,030.92","97,244,617.06","81,612,485.56","121,833,618.63","65,083,400.15","114,035,437.98","58,074,632.94","82,236,734.62","89,512,381.34","94,021,326.75","67,720,751.06","69,023,952.80","64,367,040.17","77,347,227.14","98,894,281.90","99,011,553.85","96,043,154.40","111,773,033.33","107,416,097.51","93,893,147.30","72,041,261.84","59,788,518.91","57,891,873.15","60,643,584.56","424,867,581.80","394,303,159.43","356,732,828.43","407,576,331.96","516,778,117.47","417,629,112.14"
预收款项,"40,605,824.99","28,299,878.35","21,983,036.79","15,666,567.23","16,731,479.69","18,000,107.45","13,496,361.55","18,487,835.55","35,509,004.89","23,884,264.57","29,449,996.30","81,860,595.37","43,815,385.25","31,408,102.46","62,177,486.79","100,322,387.21","62,684,934.86","70,303,352.64","49,894,715.68","58,629,952.74","88,314,508.58","42,747,675.56","37,820,246.44","35,002,695.02","27,224,624.59","26,505,579.35","46,215,382.54","38,570,231.44","41,547,327.73","25,982,230.10","36,289,869.86","40,339,905.63","17,569,538.10","44,995,822.24","37,445,736.11","56,943,167.40","53,354,398.79","27,128,326.37","41,720,666.25","163,450,365.92","157,548,327.24","167,151,483.39","149,306,080.04","216,938,239.32","167,703,871.35"
