科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"386,034,622.92","474,197,784.22","533,134,730.04","499,230,463.33","830,533,877.61","755,822,405.42","807,866,484.05","1,040,982,721.64","881,176,988.20","871,990,982.06","854,124,038.95","1,157,231,375.32","1,004,141,138.26","1,094,899,711.22","1,085,149,966.21","935,606,501.90","1,035,509,931.55","1,047,098,131.06","963,442,554.42","1,107,798,282.94","1,152,221,371.91","1,155,753,902.41","924,837,311.00","945,068,086.79","679,385,806.25","526,618,107.88","1,399,537,405.09","1,074,820,107.13","876,043,926.45","697,727,479.65","669,076,192.67","928,090,429.00","869,093,809.37","1,208,173,718.11","834,382,021.91","972,763,099.15","897,339,345.45","688,841,292.00","579,697,727.58","830,392,595.30","652,443,641.91","644,371,809.97","655,334,102.86","730,267,704.25","763,328,813.98","822,287,516.10","787,752,927.72","674,817,268.65","748,761,586.51"
短期借款,"255,000,000.00","330,200,000.00","341,200,000.00","351,200,000.00","334,600,000.00","368,600,000.00","389,600,000.00","421,300,000.00","411,300,000.00","378,800,000.00","455,100,000.00","463,500,000.00","473,912,730.00","524,851,530.00","517,858,953.49","413,892,166.21","606,041,188.30","552,364,930.50","604,171,708.10","855,231,158.62","815,168,510.93","682,610,224.03","737,334,716.83","979,175,426.97","794,121,201.42","705,045,525.42","781,481,821.30","780,507,924.05","971,979,751.83","1,173,368,386.36","1,090,006,850.00","774,696,420.00","839,414,814.00","884,632,455.50","794,720,000.00","760,784,936.00","660,720,000.00","595,720,000.00","569,000,000.00","565,000,000.00","674,400,000.00","563,148,800.00","484,600,000.00","548,800,000.00","502,826,100.00","461,200,000.00","509,250,060.00","262,550,060.00","260,450,000.00"
交易性金融资产,,,,"3,454,780.81","931,884.00","4,611,521.69","9,285,412.73","6,326,324.50","4,492,854.00","9,635,961.00","20,557,854.00","12,404,002.53","8,081,123.82","11,668,047.09","5,060,564.17","28,175,410.23","23,175,923.57","15,845,942.13","8,117,348.74","2,892,867.54","12,274,043.62","1,741,865.73","14,508,470.84","6,548,997.54","1,935,520.42","1,991,718.87","5,599,591.30","257,390.09","838,740.09",,"1,181,947.10",,"210,550.00","959,750.00",,,"85,500.00","2,109,647.35","94,602.35","117,048.50","992,149.10","355,130.45",,,,,"1,144,370.50","49,184,085.93","49,685,025.91"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"3,572,250.00",,"75,050.00","1,186,900.00","6,350,650.00",,"652,700.00","1,029,340.00","1,039,525.00","46,650.00","2,764,249.00","902,100.00",,"1,456,393.50","432,448.00","682,546.65","73,950.00",,"660,949.99","205,480.08",,"1,583,729.00","2,429,189.49","253,509.88","430,910.00",,"216,980.01","88,400.00"
应收票据,"12,222,013.18","32,290,798.86","27,841,537.57","15,939,085.50","11,379,026.20","25,042,977.26","36,725,970.55","22,169,516.12","6,808,649.92","17,264,087.72","22,665,167.06","29,699,114.30","28,904,971.94","70,287,898.57","57,603,235.36","37,642,794.65","37,974,050.19","51,191,687.00","67,396,060.52","168,896,763.05","84,957,322.71","85,730,944.49","35,004,278.72","52,615,035.08","63,274,586.46","56,884,213.15","94,752,613.42","66,929,852.12","77,404,313.56","161,775,421.36","203,107,118.15","83,976,351.83","61,877,371.52","162,580,887.23","177,009,949.42","150,054,471.42","203,292,244.20","172,638,167.10","90,603,126.40","75,049,197.35","44,559,515.27","51,297,372.48","48,771,784.41","42,459,487.43","32,270,227.98","17,730,046.63","34,533,795.88","12,096,738.26","15,113,092.74"
应付票据,"411,000,000.00","511,800,000.00","560,800,000.00","482,800,000.00","465,800,000.00","396,500,000.00","505,000,000.00","308,000,000.00","227,000,000.00","275,000,000.00","290,000,000.00","302,500,000.00","271,200,000.00","307,500,000.00","277,500,000.00","334,000,000.00","344,900,000.00","419,900,000.00","307,900,000.00","169,900,000.00","265,600,000.00","328,970,000.00","165,370,000.00",,"85,312,601.48","203,172,702.33","299,944,158.95","236,440,492.83","90,455,734.92","46,268,046.61","213,049,611.48","383,160,448.76","523,325,656.20","635,372,208.18","506,156,573.61","547,437,617.75","877,410,468.10","756,000,000.00","664,000,000.00","674,500,000.00","538,500,000.00","692,500,000.00","783,660,000.00","773,160,000.00","1,057,160,000.00","1,156,660,000.00",,"986,627,345.45",
应收账款,"105,661,468.19","106,706,792.57","87,034,774.78","73,441,033.21","104,166,530.49","100,977,326.17","106,877,683.93","41,609,021.69","61,844,938.92","64,556,979.14","83,153,721.07","86,851,334.03","121,490,790.08","115,666,951.52","115,846,509.87","98,746,611.15","236,683,873.57","257,305,375.59","218,290,936.84","156,268,875.25","166,403,631.80","196,840,474.85","156,210,551.34","142,921,660.57","167,584,871.81","211,119,418.72","232,680,703.80","358,822,080.64","288,460,346.80","398,984,506.53","301,285,890.24","266,990,035.02","311,907,873.21","444,067,418.02","405,725,431.70","674,329,387.74","668,447,755.90","648,937,008.24","630,829,484.99","920,787,724.11","682,283,454.93","638,022,036.59","738,049,361.51","785,004,752.77","867,150,817.90","838,808,745.11","902,695,986.91","611,771,021.54","461,828,611.33"
应付账款,"12,415,947.42","26,993,828.04","28,931,234.13","41,601,647.53","25,190,128.54","21,380,702.67","23,218,184.17","27,311,807.25","32,347,571.21","52,973,547.63","31,410,644.34","59,990,009.82","93,675,454.11","57,298,504.20","103,567,478.93","44,714,562.90","167,234,844.93","139,353,973.34","150,580,125.68","83,370,155.70","98,636,412.69","119,717,891.50","84,627,621.17","100,882,336.77","63,050,257.65","108,027,347.56","103,548,351.65","163,346,336.32","151,698,983.53","190,814,843.31","181,155,239.21","161,430,075.89","122,389,534.29","148,026,581.49","143,395,792.12","126,754,811.51","115,240,036.95","133,265,348.22","137,235,667.07","168,649,954.34","156,108,947.32","120,961,306.45","175,385,837.53","122,533,078.16","145,751,032.56","186,676,633.72",,"213,916,659.31",
预付款项,"107,488,445.13","118,738,594.29","83,767,493.12","94,657,578.06","94,595,543.50","113,243,185.05","144,260,841.45","18,610,532.38","75,147,348.48","35,303,715.40","51,718,815.31","19,772,856.51","81,407,924.41","46,143,885.82","81,660,927.13","23,633,187.01","80,234,355.42","79,843,831.70","72,108,882.71","50,702,805.74","73,361,702.68","69,424,294.98","175,490,511.76","108,811,998.46","134,619,060.52","379,855,618.55","374,309,541.62","95,205,749.37","111,478,685.18","83,113,571.13","177,457,836.57","32,138,880.28","54,421,135.58","134,034,125.75","195,030,503.34","76,570,443.86","127,926,894.94","115,524,915.96","116,290,601.83","143,438,457.97","178,957,885.05","233,264,687.22","232,548,654.45","345,791,595.02","384,687,929.76","303,306,631.04","305,051,296.27","51,466,026.08","244,264,914.10"
预收款项,"37,042,325.13","33,114,163.85","37,135,357.84","40,541,750.34","39,550,774.85","35,207,439.52","43,376,742.06","28,608,126.07","42,429,909.54","39,060,771.54","53,861,297.54","36,453,286.55","85,031,917.88","80,268,486.98","55,018,683.11","32,000,390.11","63,550,306.62","53,333,261.58","99,797,674.70","71,600,408.35","84,209,080.09","75,556,919.11","77,002,780.40","19,798,563.21","28,086,052.10","37,158,889.01","11,842,107.44","16,562,455.27","20,812,507.56","14,612,162.61","14,000,419.45","21,075,205.81","19,983,214.34","40,415,889.82","68,270,202.77","47,441,418.49","57,273,754.93","32,583,836.43","36,576,802.96","19,294,748.77","34,649,036.03","50,621,208.50","80,443,796.32","78,197,662.09","60,541,897.66","65,329,720.89","32,103,928.31","38,124,306.54","233,087,226.61"
其他应收款,"8,111,290.25","6,547,741.65","6,256,618.98","15,708,731.99","18,417,176.04","9,800,311.14","8,577,660.18","141,720,837.72","151,992,303.14","165,348,428.97","154,753,428.54","36,687,709.72","56,868,084.71","54,290,527.68","47,532,933.51","13,670,182.99","37,992,834.59","39,056,673.09","28,077,768.13","51,695,184.40","71,388,574.91","85,990,701.48","57,161,479.61","37,934,842.25","39,756,815.18","47,955,365.74","34,997,484.64","22,560,486.20","44,728,827.31","47,933,885.87","46,908,918.89","55,666,715.93","53,771,433.43","54,148,062.90","53,613,181.33","47,891,934.42","45,746,405.77","32,032,340.99","28,462,410.41","30,933,300.63","47,487,495.77","57,653,460.91","67,215,411.87","118,239,425.33","153,544,802.03","268,537,391.10","300,499,732.59","267,214,689.29","223,410,169.47"
应付职工薪酬,"3,954,406.10","4,882,857.56","5,955,424.27","7,934,693.49","4,050,996.04","3,229,932.75","4,809,979.36","9,021,147.72","6,696,476.81","8,386,057.91","5,833,928.90","10,434,879.68","5,916,951.73","9,386,572.86","12,044,540.39","12,210,228.35","7,187,780.68","7,859,991.44","8,279,913.04","11,070,419.74","4,835,718.50","5,487,077.17","6,431,586.43","11,544,962.40","5,067,189.71","6,090,843.11","7,301,942.45","12,250,039.46","7,133,697.03","11,062,572.99","11,771,433.67","13,500,201.05","6,684,937.43","7,090,709.92","7,611,407.89","13,665,115.97","7,168,742.04","8,104,728.38","9,136,055.50","15,024,691.07","8,995,600.72","10,093,446.97","11,558,018.64","18,484,098.61","8,877,934.87","10,590,099.21","11,610,376.53","19,273,955.86","10,929,912.94"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
