科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"101,455,325.28","140,044,091.78","178,523,812.50","102,397,460.92","158,365,106.97","246,223,994.73","51,819,893.94","137,538,031.72","202,553,444.96","309,633,382.63","56,954,152.56","158,974,457.06","254,699,995.93","381,396,271.33","65,309,310.93","206,814,223.49","320,107,302.54","538,278,464.98","90,535,604.52","273,806,332.42","423,981,051.09","687,221,905.32","91,612,780.47","258,481,420.31","397,468,536.66","637,984,747.25","130,278,752.88","331,483,171.25","491,813,381.70","765,641,123.96","171,172,939.61","412,665,078.70","641,994,324.68","1,020,790,749.55","240,614,457.57"
二、营业利润,"12,982,596.29","22,954,818.12","29,238,159.57","18,250,142.76","26,042,562.45","43,216,971.16","7,409,832.70","25,470,823.58","36,410,561.50","61,081,996.43","8,150,905.73","29,267,892.92","45,440,877.65","70,985,020.85","8,778,178.12","35,097,376.56","51,778,988.65","104,001,486.44","5,556,893.97","36,711,459.67","53,783,878.66","93,802,530.15","-756,692.99","1,629,071.61","-1,401,686.32","-27,439,648.30","-8,873,414.86","6,616,731.67","-1,317,740.31","-8,992,403.45","-809,512.63","23,813,423.03","46,185,347.35","101,368,463.82","19,279,550.10"
减:营业成本,"70,668,449.09","85,306,922.75","103,948,120.09","60,109,570.28","93,229,531.81","144,168,794.68","29,020,493.15","77,224,298.51","112,524,654.08","168,577,582.81","29,493,957.86","81,631,919.51","132,604,014.49","195,425,438.09","30,149,483.75","101,965,300.26","157,388,894.30","266,125,162.73","43,715,269.55","132,481,046.15","206,765,814.02","339,978,904.84","53,831,060.80","153,996,701.86","237,259,786.77","379,652,065.57","77,585,287.32","197,673,027.30","292,006,860.93","426,271,947.19","98,638,466.54","219,890,235.90","330,340,200.78","502,162,297.76","122,659,234.40"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"497,921.54","1,029,147.88","1,322,255.35","664,714.79","876,388.71","1,665,319.07","322,844.68","1,004,804.33","1,668,666.51","2,677,927.68","754,226.60","1,879,428.31","2,717,483.51","3,873,950.82","988,227.87","1,808,843.01","2,719,599.84","5,430,615.93","1,059,911.80","2,592,819.04","4,209,172.81","6,433,321.13","677,620.02","1,557,472.28","2,061,592.24","4,178,440.28","1,984,366.91","2,804,798.19","3,695,540.48","7,681,898.62","1,860,041.81","4,160,398.41","5,220,349.34","10,487,189.72","3,470,958.30"
营业外收入,"2,885,542.43","4,733,112.76","6,618,119.08","4,657,038.26","7,516,505.47","10,192,441.56","2,015,850.31","2,063,235.47","4,515,011.69","13,800,019.09","2,699,927.76","5,055,896.21","7,958,835.89","13,391,596.39","3,369,744.93","7,176,204.51","11,960,777.56","20,666,548.15","6,253,924.35","14,624,452.43","23,164,509.41","31,399,146.88","4,415,401.65","11,031,417.15","19,059,716.56","30,552,944.21","1,707,198.91","9,571,565.39","17,404,305.64","29,280,071.81","2,110,558.24","6,300,038.29","12,973,462.90","8,957,316.90","1,883,461.67"
销售费用,"5,609,821.23","9,781,894.33","14,361,860.96","8,545,650.29","14,579,060.89","21,991,285.38","8,104,734.32","17,775,259.27","28,578,726.48","42,139,838.91","10,165,545.75","29,966,617.26","48,876,317.20","75,263,151.90","14,461,826.86","40,046,930.07","64,184,241.40","94,989,168.65","23,092,495.91","63,567,047.44","94,151,466.55","141,403,510.73","27,013,453.64","53,521,665.23","80,210,590.68","128,944,654.98","28,884,102.05","59,865,610.09","88,596,924.51","147,895,116.30","30,996,515.82","72,882,236.05","117,360,142.78","174,228,853.15","35,058,559.65"
减:营业外支出,"33,435.14","42,714.05","24,000.00","20,000.00","20,000.00","22,010.00","55,100.00","106,484.50","107,871.50","107,871.50",400.00,"20,256.26","52,980.20","228,863.20",525.55,"121,498.36","374,214.97","1,000,490.62","30,157.05","181,838.47","1,165,395.58","1,868,531.50","14,457.96","394,804.87","1,173,713.73","2,061,172.86","142,845.16","588,940.39","719,420.27","1,813,315.64","93,513.77","946,283.55","2,049,200.39","2,492,877.01","65,848.07"
管理费用,"11,328,741.90","19,485,790.59","28,280,315.04","14,063,419.52","22,723,821.47","34,064,341.99","6,846,209.18","17,992,640.21","27,665,074.61","42,685,615.44","11,047,897.22","22,259,804.05","33,291,929.51","45,780,045.02","12,662,942.88","30,960,144.71","49,163,048.58","70,748,676.95","18,523,509.51","39,251,550.36","66,665,439.05","103,069,487.23","23,317,656.72","51,203,975.11","84,216,000.33","130,392,905.95","34,897,253.77","76,943,652.22","125,339,542.43","192,640,673.90","45,366,034.39","104,334,675.04","159,916,120.31","255,897,795.28","56,072,241.57"
其中:非流动资产处置净损失,,,,,,,,,,,,,,"6,094.46",,244.50,244.50,"17,449.47",,,"132,331.97","130,414.37",,"81,938.84","145,627.28","196,668.43","20,955.86","25,784.64","25,784.64","7,134.44",,"66,835.18","66,835.18",,
