科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
长期待摊费用,"23,963,875.62","23,505,115.35","23,052,896.80","22,641,938.23","22,230,979.66","21,813,479.37","21,402,520.80","22,701,579.67","22,100,759.91","21,650,145.09","21,199,530.27","20,748,915.45","20,298,300.63","19,847,685.81","19,397,070.99","18,946,456.17","18,495,841.35","18,045,226.53","17,594,611.71","17,143,993.89","17,639,594.62","16,769,841.60","19,498,914.42","21,800,846.61","23,536,224.71","23,997,741.99","20,507,895.33","19,667,846.56","21,557,280.04","20,854,626.46","23,024,350.31","21,867,901.76","21,741,246.19","44,280,094.82","69,751,031.31","69,387,715.91","68,230,527.54","68,174,209.50","67,899,660.94","67,578,345.00","69,890,864.61","69,018,443.10","68,498,141.46","67,067,119.21","65,890,255.41","64,921,088.96","67,295,036.27","65,808,950.18"
少数股东权益,"13,087,833.70","13,655,601.94","15,259,506.34","16,517,196.12","14,714,711.49","16,110,296.53","14,977,317.61","15,060,481.78","12,911,245.38","13,569,797.87","10,788,047.08","11,228,684.09","11,622,953.47","12,257,125.99","13,057,251.95","13,537,531.88","14,310,211.76","14,880,281.93","15,682,836.51","16,614,066.00","17,768,213.16","18,433,472.63","17,994,503.72","18,265,701.93","24,713,518.58","24,796,655.33","26,168,031.08","26,377,113.01","26,546,260.91","26,611,394.65","27,061,014.11","26,561,877.10","26,634,790.92","26,716,125.60","27,282,625.83","26,683,631.87","57,250,352.33","53,832,240.27","49,292,296.59","46,981,682.16","47,081,529.04","46,907,965.36","36,989,576.14","36,239,754.64","36,198,491.87","35,993,278.53","35,142,209.59","34,584,338.29"
递延所得税资产,"2,248,370.64","74,428.51","711,425.42","633,770.78","1,013,632.02","967,441.46","2,522,010.25","1,887,037.37","2,162,417.74","1,737,024.55","4,026,431.92","1,659,860.59","2,007,362.10","2,375,683.83","6,375,883.54","6,313,628.16","14,815,284.35","20,169,052.96","7,793,155.23","8,463,084.06","11,919,334.02","13,023,736.53","17,999,632.64","18,048,952.29","20,585,636.43","16,446,806.60","24,969,858.64","25,011,002.04","27,954,651.41","31,555,117.93","34,976,700.69","35,137,181.35","41,234,501.06","46,903,410.40","47,083,200.71","50,686,224.02","63,624,440.64","58,499,896.13","80,041,384.57","83,387,662.09","89,446,436.13","87,381,114.14","79,251,121.70","84,167,075.62","75,066,223.14","71,846,802.07","81,541,405.31","90,649,630.14"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"159,444,612.92","142,011,963.42","162,052,768.36","249,376,005.03","679,660,705.60","684,592,705.60","684,911,109.61","358,978,271.69","448,827,898.24","452,127,255.84","470,276,532.08","625,326,824.63","634,089,538.36","645,286,451.77","641,767,006.14","654,148,058.02","651,716,264.90","665,042,269.65","672,077,937.28","678,767,057.35","583,601,476.07","583,601,868.31"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"183,406,657.85","177,807,693.98","187,125,881.86","203,522,057.83","200,918,986.53","208,854,125.20","242,640,758.51","245,967,439.39","277,675,226.51","288,873,217.77","285,782,124.42","273,762,251.66","277,979,106.36","280,012,458.81","278,724,815.01","288,498,016.24","306,338,473.81","322,968,983.45","310,712,530.15","309,647,218.27","315,761,240.34","315,411,355.13","334,377,477.23","351,247,096.33","383,689,418.44","435,968,256.14","950,717,173.49","1,003,513,399.50","1,104,480,123.78","1,327,241,149.09","2,115,238,503.24","2,256,009,668.01","2,442,465,796.29","2,465,542,450.32","2,735,060,945.01","2,732,599,516.92","2,777,974,241.11","2,940,778,971.10","2,929,135,737.61","2,911,202,004.03","2,895,330,349.79","2,871,359,179.80","2,787,787,875.23","2,766,977,029.34","2,745,957,788.10","2,730,108,336.29","2,631,931,348.73","2,613,704,009.13"
所有者权益(或股东权益)合计,"238,246,817.11","486,097,884.58","503,640,423.07","527,957,020.30","553,406,213.45","578,796,755.66","555,855,074.57","554,221,886.40","515,738,596.84","547,198,841.77","555,357,651.19","575,207,606.84","591,152,854.82","627,758,276.99","673,802,406.98","694,534,082.42","726,863,806.77","765,051,822.81","768,349,125.11","805,694,772.77","876,387,221.54","1,433,900,117.84","1,389,276,075.69","1,429,484,591.44","1,430,818,142.45","1,453,303,377.73","1,465,564,429.14","1,526,982,304.97","1,520,485,900.38","1,562,815,676.01","1,601,496,754.07","1,630,221,675.96","1,838,605,235.84","1,908,266,327.68","1,935,847,675.26","1,953,241,862.30","1,933,489,738.14","1,997,877,401.77","2,106,663,259.57","2,110,360,560.72","2,081,144,342.61","2,088,507,936.68","1,957,969,517.19","1,929,894,676.68","1,961,225,913.81","1,951,835,142.52","1,913,434,944.28","1,904,849,171.40"
资产总计,"531,102,255.16","840,277,084.07","750,001,139.32","893,256,188.12","876,775,511.82","1,002,797,428.73","866,668,212.42","839,938,438.50","799,340,692.04","722,502,965.78","735,204,399.53","730,477,882.12","806,925,419.24","838,938,726.35","799,471,464.81","827,071,395.03","916,786,222.40","1,110,280,417.14","1,109,348,802.65","1,193,833,506.83","1,285,927,410.91","1,840,782,557.95","1,857,737,248.30","2,277,560,369.70","2,322,702,348.09","2,380,874,514.07","2,490,200,389.81","2,441,115,486.31","2,522,632,980.88","2,830,405,181.67","3,133,390,320.20","3,292,278,581.46","3,446,919,547.14","3,413,871,310.02","3,920,132,597.77","4,159,450,678.99","3,945,627,538.45","4,109,302,814.66","4,216,605,005.18","3,897,120,742.30","3,872,953,970.41","4,380,022,226.69","4,661,817,515.42","3,857,457,221.37","3,744,669,131.86","3,638,159,626.43","3,532,884,490.00","3,456,389,015.96"
负债和所有者(或股东权益)合计,"531,102,255.16","840,277,084.07","750,001,139.32","893,256,188.12","876,775,511.82","1,002,797,428.73","866,668,212.42","839,938,438.50","799,340,692.04","722,502,965.78","735,204,399.53","730,477,882.12","806,925,419.24","838,938,726.35","799,471,464.81","827,071,395.03","916,786,222.40","1,110,280,417.14","1,109,348,802.65","1,193,833,506.83","1,285,927,410.91","1,840,782,557.95","1,857,737,248.30","2,277,560,369.70","2,322,702,348.09","2,380,874,514.07","2,490,200,389.81","2,441,115,486.31","2,522,632,980.88","2,830,405,181.67","3,133,390,320.20","3,292,278,581.46","3,446,919,547.14","3,413,871,310.02","3,920,132,597.77","4,159,450,678.99","3,945,627,538.45","4,109,302,814.66","4,216,605,005.18","3,897,120,742.30","3,872,953,970.41","4,380,022,226.69","4,661,817,515.42","3,857,457,221.37","3,744,669,131.86","3,638,159,626.43","3,532,884,490.00","3,456,389,015.96"
