科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"47,941,487.08","59,889,933.84","63,659,458.90","24,251,358.90","49,713,937.07","71,435,904.56","78,523,426.84","25,392,560.62","55,702,020.19","81,600,725.02","99,314,784.93","39,035,202.77","64,512,903.15","115,660,686.83","147,006,813.17","47,999,032.42","82,722,785.17","112,258,959.18","173,726,975.20","62,681,756.68","105,123,025.38","145,662,609.63","186,073,936.58","40,185,721.85","79,441,136.50","122,427,900.33","159,206,937.79","50,176,945.11","81,964,245.80","124,150,798.08","146,031,177.15","35,046,465.21"
取得借款收到的现金,"102,800,000.00","85,720,000.00","125,700,000.00","65,000,000.00","105,700,000.00","105,700,000.00","140,281,368.75","40,000,000.00","95,000,000.00","215,956,151.25","245,000,000.00","70,000,000.00","200,000,000.00","270,000,000.00","350,000,000.00","234,000,000.00","324,000,000.00","477,000,000.00","557,000,000.00","59,000,000.00","174,000,000.00","350,000,000.00","390,000,000.00","99,000,000.00","114,000,000.00","144,000,000.00","144,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",
支付的各项税费,"45,773,293.95","38,373,854.76","37,314,235.40","5,545,947.31","18,714,070.06","22,844,700.16","29,207,537.62","3,904,286.13","12,000,626.95","26,385,577.19","43,292,028.43","9,919,965.00","33,143,574.64","54,784,979.36","72,883,828.81","21,534,938.68","49,042,486.10","68,178,920.20","81,454,676.24","5,178,003.66","20,091,178.99","34,513,000.15","55,992,780.08","13,329,028.93","28,622,576.88","38,455,044.78","50,150,652.78","9,258,548.83","12,490,053.40","38,473,621.05","43,636,137.73","16,621,064.34"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"15,608,742.02","71,017,839.19","52,816,984.95","21,209,770.70","41,291,150.39","90,825,372.49","75,195,908.88","18,988,112.20","68,362,126.40","100,643,269.38","38,690,002.49","14,990,606.25","89,519,552.40","42,324,962.89","61,631,461.34","46,919,481.58","70,681,602.20","117,291,807.72","87,984,500.04","30,928,056.53","39,654,904.23","71,242,073.99","112,378,946.29","18,089,227.26","81,492,039.66","93,540,833.42","94,382,701.95","31,104,781.23","38,699,545.78","73,858,615.56","115,722,723.64","9,026,534.27"
筹资活动现金流入小计,"118,550,000.00","114,874,000.00","125,700,000.00","65,000,000.00","749,300,000.00","749,300,000.00","727,912,268.75","40,000,000.00","95,000,000.00","216,156,151.25","245,200,000.00","70,000,000.00","200,000,000.00","787,433,929.30","870,043,480.00","234,000,000.00","324,000,000.00","477,000,000.00","557,000,000.00","59,000,000.00","174,000,000.00","350,000,000.00","390,414,176.77","99,000,000.00","114,000,000.00","144,000,000.00","144,000,000.00","20,000,000.00","20,078,282.83","20,078,282.83","20,166,666.66",
经营活动现金流出小计,"373,212,745.39","409,141,117.26","529,715,214.31","156,606,274.12","335,881,072.76","563,288,879.28","561,413,068.74","159,986,732.35","393,188,567.72","632,568,087.62","541,878,155.06","169,240,908.87","408,032,305.60","503,709,107.35","723,580,906.67","216,431,351.56","460,344,665.27","638,850,978.47","845,980,360.06","238,704,975.42","362,701,907.36","565,492,854.35","731,567,425.72","186,816,496.79","414,354,900.86","575,921,818.88","682,898,693.59","179,513,477.01","359,066,401.79","607,560,331.45","778,136,363.67","201,299,565.88"
偿还债务支付的现金,"66,160,000.00","73,600,000.00","95,900,000.00","38,300,000.00","154,100,000.00","169,100,000.00","169,100,000.00","30,000,000.00","70,700,000.00","120,700,000.00","155,069,660.30","30,000,000.00","95,000,000.00","215,000,000.00","315,000,000.00","90,000,000.00","170,000,000.00","244,000,000.00","351,600,000.00","214,000,000.00","308,600,000.00","334,600,000.00","392,700,000.00","99,000,000.00","126,100,000.00","302,100,000.00","364,600,000.00","99,000,000.00","136,500,000.00","166,500,000.00","189,300,000.00","42,800,000.00"
经营活动产生的现金流量净额,"22,616,574.09","28,942,496.33","47,715,048.63","-19,542,909.10","-31,737,019.80","-117,535,618.81","-2,265,272.83","17,839,576.90","-33,040,644.13","-89,255,999.73","-11,709,072.82","16,924,599.43","-12,017,123.34","-4,192,923.79","-523,848.67","-8,510,522.16","-39,859,578.33","-10,795,937.01","75,702,204.62","2,607,472.43","13,462,485.48","-16,189,686.56","49,687,780.07","-8,752,954.93","-3,203,544.73","47,945,109.13","133,321,908.93","17,758,201.35","109,592,427.93","64,585,253.12","122,505,883.81","-31,725,284.91"
分配股利、利润或偿还利息支付的现金,"5,869,259.76","6,769,870.98","5,298,619.33","1,864,851.16","3,676,916.76","4,870,463.92","5,938,908.33","1,463,439.90","2,957,402.93","4,844,936.24","18,900,308.08","6,707,432.32","9,762,840.68","12,885,642.53","23,466,570.56","4,256,068.13","10,878,093.48","16,828,776.83","23,380,934.06","6,233,916.47","10,400,748.78","16,902,730.88","21,320,849.00","5,439,469.09","10,478,879.09","14,527,215.51","30,707,427.11","2,060,298.97","3,414,197.59","4,434,626.74","13,124,302.46","293,851.99"
收回投资收到的现金,"200,000.00",,,,,,,,,,,,,,,,,,,,,,"60,051,065.00",,"30,000,000.00","55,000,000.00","137,803,741.15",,"1,578,935.00","1,578,935.00","80,328,935.00",
支付其他与筹资活动有关的现金,,,,,"45,969,100.00","47,935,865.98",,,,,,,,"18,243,350.70","2,609,550.70",,,,,,,,,,,,,,,,"710,000.00",
取得投资收益收到的现金,"8,220.00","28,000.00","140,000.00","196,000.00","196,000.00","196,000.00","196,000.00","224,000.00","224,000.00","224,000.00","224,000.00","252,000.00","252,000.00","252,000.00","252,000.00","252,000.00","2,252,000.00","2,252,000.00","2,252,000.00",,"3,002,000.00","3,002,000.00","3,002,000.00",,"4,790,292.70","4,790,292.70","6,972,470.44","4,440,965.86","7,331,005.47","7,328,427.24","8,915,209.54",
筹资活动现金流出小计,"72,029,259.76","80,369,870.98","101,198,619.33","40,164,851.16","203,746,016.76","221,906,329.90","175,038,908.33","31,463,439.90","73,657,402.93","125,544,936.24","173,969,968.38","36,707,432.32","104,762,840.68","246,128,993.23","341,076,121.26","94,256,068.13","180,878,093.48","260,828,776.83","374,980,934.06","220,233,916.47","319,000,748.78","351,502,730.88","414,020,849.00","104,439,469.09","136,578,879.09","316,627,215.51","395,307,427.11","101,060,298.97","139,914,197.59","170,934,626.74","203,134,302.46","43,093,851.99"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"4,000.00",,,,"41,980.00","55,231.26",,,"32,000.00","32,000.00",,,,,"4,903.85","4,903.85","4,903.85","4,903.85",,"3,746.00","3,746.00","3,746.00",100.00,"4,900.00","10,670.00","16,157.18",,"453,467.10","681,467.13","1,020,502.16",372.03
筹资活动产生的现金流量净额,"46,520,740.24","34,504,129.02","24,501,380.67","24,835,148.84","545,553,983.24","527,393,670.10","552,873,360.42","8,536,560.10","21,342,597.07","90,611,215.01","71,230,031.62","33,292,567.68","95,237,159.32","541,304,936.07","528,967,358.74","139,743,931.87","143,121,906.52","216,171,223.17","182,019,065.94","-161,233,916.47","-145,000,748.78","-1,502,730.88","-23,606,672.23","-5,439,469.09","-22,578,879.09","-172,627,215.51","-251,307,427.11","-81,060,298.97","-119,835,914.76","-150,856,343.91","-182,967,635.80","-43,093,851.99"
处置子公司及其他营业单位收到的现金净额,"627,270.08",,,,,,,,,,,,,,,,,,,,,,,,"50,873,506.73","50,873,506.73","50,873,506.73",,,,,
四、汇率变动对现金的影响,"2,374.60",217.10,"658,503.96","1,048,285.79","1,982,708.49","2,003,600.45","85,261.36","1,128,267.96","-4,258,463.40","-485,110.30","-1,802,969.86","-170,728.70","-165,868.36","220,291.13","509,986.07","80,957.27","186,048.91","-1,740,152.51","-577,816.40","-1,121,510.53","-38,294.82","-887,801.03","-459,261.47","84,486.24","256,666.15","438,986.09","367,827.24","-158,438.69","-26,694.81","54,379.99","-60,304.15","-199,706.98"
收到其他与投资活动有关的现金,,,,,,,,,"8,162,500.00","8,162,500.00","8,162,500.00",,,,,"223,082,191.78","124,628,712.33","228,282,410.96","179,110,904.11","50,011,780.80","53,016,429.57","53,016,429.57","88,365,280.80","30,163,109.59","30,163,109.59","30,163,109.59","30,163,109.59",,,,"5,933,426.84",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"835,490.08","32,000.00","140,000.00","196,000.00","196,000.00","237,980.00","251,231.26","224,000.00","8,386,500.00","8,418,500.00","8,418,500.00","252,000.00","252,000.00","252,000.00","252,000.00","223,339,095.63","126,885,616.18","230,539,314.81","181,367,807.96","50,011,780.80","56,022,175.57","56,022,175.57","151,422,091.80","30,163,209.59","115,831,809.02","140,837,579.02","225,828,985.09","4,440,965.86","9,363,407.57","9,588,829.37","96,198,073.54",372.03
五、现金及现金等价物净增加额,"8,005,877.50","34,857,259.14","-1,889,589.99","-16,015,877.59","430,315,409.54","297,263,510.50","333,345,151.88","-36,095,599.51","-87,655,593.76","-98,712,468.90","-156,008,172.63","-35,724,233.45","-48,968,127.63","396,382,469.63","145,429,906.43","290,894,575.96","165,237,480.48","162,902,208.77","68,574,017.73","-145,810,437.68","-158,657,375.06","-203,816,163.62","-146,414,192.36","-26,792,470.10","29,566,741.05","-84,708,657.12","-45,659,489.45","-100,015,852.22","-80,229,060.13","-177,319,860.63","-86,173,342.91","-98,521,332.95"
购建固定资产、无形资产和其他长期资产支付的现金,"59,169,301.51","28,621,583.31","74,904,523.25","22,552,403.12","75,680,262.39","104,836,121.24","209,436,928.33","63,824,004.47","80,085,583.30","108,001,073.88","222,144,661.57","66,022,671.86","112,274,295.25","121,201,833.78","143,775,589.71","33,758,886.65","30,096,512.80","120,272,239.69","125,937,244.39","27,074,263.91","28,102,992.51","56,258,120.72","78,458,130.53","16,097,741.91","30,989,310.30","51,553,115.85","74,120,783.60","7,246,281.77","18,604,246.45","26,226,517.82","31,371,360.31","16,752,861.10"
期初现金及现金等价物余额,"5,318,382.89","13,324,260.39","48,181,519.53","64,300,245.43","46,291,929.54","46,291,929.54","46,291,929.54","48,284,367.83","379,637,081.42","379,637,081.42","379,637,081.42","12,188,760.32","223,628,908.79","223,628,908.79","223,628,908.79","369,058,815.22","369,058,815.22","369,058,815.22","369,058,815.22","440,635,071.53","437,632,832.95","437,632,832.95","437,632,832.95","291,218,640.59","291,218,640.59","291,218,640.59","291,218,640.59","245,559,151.14","245,559,151.14","245,559,151.14","245,559,151.14","159,385,808.23"
投资支付的现金,"2,800,000.00",,,,"10,000,000.00","10,000,000.00",,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","30,000,000.00","35,000,000.00","151,000,000.00","241,000,000.00","9,000,000.00","55,000,000.00","185,000,000.00","215,000,000.00","26,750,000.00","29,750,000.00","49,750,000.00","79,750,000.00","33,750,000.00","60,718,039.61","74,465,461.38","90,478,000.00","6,750,000.00"
期末现金及现金等价物余额,"13,324,260.39","48,181,519.53","46,291,929.54","48,284,367.84","476,607,339.08","343,555,440.04","379,637,081.42","12,188,768.32","291,981,487.66","280,924,612.52","223,628,908.79","-23,535,473.13","174,660,781.16","620,011,378.42","369,058,815.22","659,953,391.18","534,296,295.70","531,961,023.99","437,632,832.95","294,824,633.85","278,975,457.89","233,816,669.33","291,218,640.59","264,426,170.49","320,785,381.64","206,509,983.47","245,559,151.14","145,543,298.92","165,330,091.01","68,239,290.51","159,385,808.23","60,864,475.28"
