科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"52,465,026.97","108,861,994.62","130,002,050.85","40,351,123.37","94,753,647.04","158,440,224.54","235,714,820.62","82,771,508.02","174,329,990.97","283,656,666.68","398,667,085.25","115,974,039.81","246,014,036.34","368,361,020.96","525,987,001.56","172,261,266.83","381,462,699.13","559,746,574.78","747,652,323.30","196,331,204.61","432,990,349.40","679,235,501.99","984,080,777.22","301,008,853.38","579,479,076.35","901,410,402.72","1,272,557,979.95","306,157,969.66","741,278,508.53","1,111,023,382.00","1,502,183,053.63","337,478,356.36","694,495,053.53","1,092,901,954.30","1,432,586,696.94","329,782,847.85","806,229,368.18"
取得借款收到的现金,"10,000,000.00","126,458,636.75","22,057,418.40","10,000,000.00","40,000,000.00","40,000,000.00","50,000,000.00",,"14,000,000.00","24,000,000.00","46,173,550.00","28,000,000.00","91,000,000.00","147,090,996.43","119,278,301.75","10,000,000.00","11,731,522.20","81,731,522.20","80,000,000.00","246,039,123.46","399,848,781.04","799,399,612.04","976,538,033.62","263,172,857.05","678,860,383.10","1,083,129,746.17","1,234,055,947.75","76,598,371.45","356,377,697.54","814,689,811.12","1,069,688,134.15","417,803,014.41","837,668,608.40","1,161,411,113.07","1,404,726,065.05","390,987,960.89","762,230,432.22"
支付的各项税费,"24,421,241.36","28,467,779.08","67,148,196.61","23,499,108.00","44,598,455.61","60,060,215.17","78,210,507.35","39,804,072.94","60,367,118.34","82,512,628.39","104,804,253.86","24,132,118.90","55,870,684.24","92,685,627.34","125,984,472.67","60,773,922.16","112,635,043.21","158,445,794.09","222,842,464.31","52,639,309.83","116,815,205.74","193,126,272.31","252,298,270.38","46,277,141.33","74,029,161.75","113,736,242.31","136,227,900.17","44,469,423.00","101,996,783.88","165,095,927.57","231,270,246.01","73,503,919.11","168,145,683.42","256,479,079.50","314,629,587.04","75,266,276.60","144,089,252.49"
收到其他与筹资活动有关的现金,,"100,000.00",,,,,,,,,,,,,,,,,,,,,,"156,000,000.00","216,000,000.00","304,000,000.00","339,000,000.00","45,000,000.00","105,000,000.00","346,668,400.00","672,168,400.00","15,000,000.00","124,200,000.00","552,343,263.09","701,363,263.09","10,000,000.00","423,000,000.00"
支付其他与经营活动有关的现金,"15,623,677.40","28,499,475.64","35,804,852.47","11,716,613.60","20,511,529.59","31,513,266.82","46,078,769.72","15,285,961.29","35,237,101.47","67,033,752.96","64,001,447.72","22,437,955.33","40,606,653.01","62,949,295.35","88,480,488.82","28,479,286.03","59,619,579.64","93,776,914.17","133,845,374.47","37,495,237.94","71,759,910.29","119,941,488.90","169,517,678.49","47,343,895.24","90,907,519.30","132,772,244.39","190,028,361.97","94,264,034.78","133,068,643.33","218,271,263.07","309,263,867.42","91,956,525.98","182,087,977.15","298,634,621.61","402,278,971.63","82,617,800.10","183,994,531.99"
筹资活动现金流入小计,"10,367,497.76","126,558,636.75","22,057,418.40","10,000,000.00","898,525,000.00","898,525,000.00","908,525,000.00",,"14,000,000.00","24,000,000.00","46,173,550.00","28,000,000.00","91,000,000.00","147,090,996.43","119,278,301.75","10,000,000.00","11,731,522.20","81,731,522.20","82,500,000.00","264,043,983.46","417,853,641.04","817,404,472.04","1,013,126,822.90","1,014,172,836.59","1,489,860,362.64","1,982,129,725.71","3,638,055,903.15","121,598,371.45","461,377,697.54","1,161,358,211.12","1,776,381,544.15","432,803,014.41","961,868,608.40","1,716,204,376.16","2,112,849,328.14","650,237,960.89","1,435,230,432.22"
经营活动现金流出小计,"234,984,241.73","453,887,289.15","647,672,741.22","193,132,997.88","387,648,273.48","635,571,380.28","934,873,420.69","300,806,327.21","570,011,095.25","923,088,328.17","1,328,530,062.33","379,171,530.11","770,263,515.42","1,191,269,582.90","1,723,424,988.23","643,874,041.28","1,367,609,172.65","2,244,367,824.21","3,041,969,148.29","840,329,962.70","1,889,343,699.75","3,136,814,588.53","4,296,789,449.37","1,062,277,930.99","2,002,383,547.12","2,959,457,481.09","4,184,740,051.96","1,171,277,508.55","2,509,076,302.58","3,858,607,901.38","5,492,534,302.12","1,560,871,169.75","3,068,682,897.84","4,802,279,702.57","6,375,090,656.16","1,726,685,705.54","3,389,200,520.99"
偿还债务支付的现金,,"77,354,233.89","41,500,227.79","10,000,000.00","60,000,000.00","62,091,941.89","72,091,941.89",,,"14,151,229.03","24,000,000.00","22,086,050.00","47,086,050.00","130,086,050.00","141,364,351.75",,,,,"10,000,000.00","73,932,777.72","252,371,802.29","412,709,275.25","356,670,030.20","632,461,139.02","1,134,150,444.87","1,343,123,118.23","245,611,724.05","357,621,672.21","582,366,228.47","941,647,701.44","273,979,809.85","623,548,312.25","815,331,912.55","995,559,325.87","246,848,130.08","749,192,673.66"
经营活动产生的现金流量净额,"25,752,651.80","39,606,327.12","132,898,140.01","-17,710,258.08","16,901,147.55","40,740,469.16","86,922,365.30","-22,657,500.56","-33,685,652.13","4,354,180.42","-52,271,725.97","8,833,442.96","69,252,896.74","119,870,796.18","238,713,038.03","127,130,209.04","315,022,815.40","397,778,390.81","411,567,615.59","-137,353,723.66","-225,410,126.33","-195,229,434.07","-121,712,930.29","-23,640,740.39","-220,189,955.78","-313,661,124.23","-529,943,219.39","60,209,110.35","-108,793,295.78","-155,078,610.39","-337,352,372.53","-159,378,794.75","-116,932,194.27","-9,979,236.45","-176,633,273.78","-56,052,512.79","-276,556,341.43"
分配股利、利润或偿还利息支付的现金,"448,542.50","2,344,835.74","1,322,827.32","245,587.50","684,400.00","684,400.00","684,400.00",,"7,700,000.00","20,027,111.11","20,305,423.47","565,822.88","1,758,344.91","12,972,794.32","12,784,032.72","33,333.34","227,549.82","21,372,553.96","22,633,219.55","1,984,723.46","7,942,278.91","39,304,133.03","46,751,517.51","11,445,325.40","20,030,356.63","37,336,849.59","44,112,794.08","3,519,012.51","7,965,514.19","17,112,015.77","25,680,145.01","6,920,273.54","13,290,808.95","39,844,182.21","51,510,860.12","11,041,937.04","36,612,579.19"
收回投资收到的现金,"600,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,513,100.00","47,340,800.00",,
支付其他与筹资活动有关的现金,"11,843,403.17",,,,"6,616,642.71","8,110,271.36","9,003,100.00",,"110,256.91","110,256.91","110,256.91",,,"30,000.00","30,000.00",,,,"23,100.00",,,"1,905,889.30","2,212,365.71","13,701,795.67","34,760,375.00","74,536,199.01","123,579,990.66","62,671,452.41","123,290,875.12","271,021,943.81","388,057,050.60","141,442,992.46","243,287,370.59","658,124,947.53","886,721,018.93","232,239,107.91","404,656,340.50"
取得投资收益收到的现金,"10,674.25",,,,,,,,,,,,,,,,,,,,,,,,,,,"404,005.43","705,114.10","812,725.72","979,931.35","79,750.84","263,559.13","580,835.13","921,478.88","2,865,774.21","4,139,366.29"
筹资活动现金流出小计,"12,291,945.67","79,699,069.63","42,823,055.11","10,245,587.50","67,301,042.71","70,886,613.25","81,779,441.89",,"7,810,256.91","34,288,597.05","44,415,680.38","22,651,872.88","48,844,394.91","143,088,844.32","154,178,384.47","33,333.34","227,549.82","21,372,553.96","22,656,319.55","11,984,723.46","81,875,056.63","293,581,824.62","461,673,158.47","381,817,151.27","687,251,870.65","1,246,023,493.47","1,510,815,902.97","311,802,188.97","488,878,061.52","870,500,188.05","1,355,384,897.05","422,343,075.85","880,126,491.79","1,513,301,042.29","1,933,791,204.92","490,129,175.03","1,190,461,593.35"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,"115,000.00","144,000.00","15,000.00","135,000.00","135,000.00","227,000.00","28,000.00","78,100.00","132,100.00","146,100.00","105,000.00","179,000.00","829,239.99","877,389.99","1,439,500.00","1,447,320.00","1,875,540.00","1,918,575.00","64,960.00","543,125.00","925,457.70","1,861,993.89","1,051,420.00","7,083,943.00","11,723,713.86","11,894,548.31","182,700.00","227,935.00","2,446,935.00","7,572,023.50","762,704.00","999,494.00"
筹资活动产生的现金流量净额,"-1,924,447.91","46,859,567.12","-20,765,636.71","-245,587.50","831,223,957.29","827,638,386.75","826,745,558.11",,"6,189,743.09","-10,288,597.05","1,757,869.62","5,348,127.12","42,155,605.09","4,002,152.11","-34,900,082.72","9,966,666.66","11,503,972.38","60,358,968.24","59,843,680.45","252,059,260.00","335,978,584.41","523,822,647.42","551,453,664.43","632,355,685.32","802,608,491.99","736,106,232.24","2,127,240,000.18","-190,203,817.52","-27,500,363.98","290,858,023.07","420,996,647.10","10,459,938.56","81,742,116.61","202,903,333.87","179,058,123.22","160,108,785.86","244,768,838.87"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,134,846.80",,
四、汇率变动对现金的影响,,,,,,,,,,"-63,856.00","-35,811.53","17,589.95","-27,104.59","6,158.10","49,837.97","-44,330.63","-56,316.23","53,724.15","-282,009.57","-166,087.02","410,177.02","252,464.09","-442,631.13","53,128.76","-38,853.02","-293,196.43","31,935.29","291,181.84","623,840.55","1,457,166.31","898,122.19","1,046,210.09","232,934.34","-242,067.53","637,881.62","-707,802.17","-552,858.47"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,000,000.00","4,200,000.00","298,700,000.00","328,700,000.00","298,700,000.00","37,000,000.00","37,000,000.00","70,000,000.00","104,000,000.00","23,259,484.15","277,759,484.15"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"610,674.25",,,,,"115,000.00","144,000.00","15,000.00","135,000.00","135,000.00","227,000.00","28,000.00","78,100.00","132,100.00","146,100.00","105,000.00","179,000.00","829,239.99","877,389.99","1,439,500.00","1,447,320.00","1,875,540.00","1,918,575.00","64,960.00","543,125.00","925,457.70","17,861,993.89","5,655,425.43","306,489,057.10","341,236,439.58","311,574,479.66","37,262,450.84","37,491,494.13","149,540,870.13","169,969,149.18","26,887,962.36","282,898,344.44"
五、现金及现金等价物净增加额,"4,165,632.37","40,805,150.93","39,546,214.62","-39,056,898.36","763,065,556.59","729,199,939.59","696,246,071.12","-131,926,043.66","-256,732,845.24","-309,973,441.69","-398,905,212.30","-57,800,441.50","8,398,846.92","-1,750,502.25","52,369,396.97","32,953,954.64","115,022,260.46","160,671,307.54","19,875,083.09","-62,949,216.44","-210,534,128.88","-204,609,298.58","-256,964,029.40","541,718,637.77","227,198,588.41","-78,009,307.50","1,348,260,355.20","-578,424,498.30","-726,049,433.47","-471,495,407.93","-664,612,620.27","-173,845,439.28","-145,320,262.21","95,574,864.62","-196,617,679.37","5,235,565.82","-109,039,300.88"
购建固定资产、无形资产和其他长期资产支付的现金,"19,673,245.77","45,660,743.31","72,586,288.68","21,101,052.78","85,059,548.25","138,843,016.32","217,099,952.29","109,194,410.10","229,282,803.20","304,021,036.06","348,493,411.42","72,027,601.53","103,060,650.32","125,761,708.64","151,639,496.31","104,203,590.43","211,627,211.09","298,349,015.65","450,631,593.37","178,928,165.76","322,960,083.98","535,330,516.02","688,180,707.41","67,114,395.92","355,724,219.78","501,086,676.78","556,743,512.56","58,887,398.40","101,648,671.36","154,748,426.50","228,509,496.69","63,235,244.02","147,854,613.02","207,648,035.40","276,649,559.61","65,000,867.44","104,097,284.29"
期初现金及现金等价物余额,"16,926,105.58","21,091,737.95","61,896,888.88",,"101,443,103.50","39,546,214.62","101,443,103.50",,"797,689,174.62","797,689,174.62","797,689,174.62","398,783,962.32","398,783,962.32","398,783,962.32","398,783,962.32","451,153,359.29","451,153,359.29","451,153,359.29","451,153,359.29","471,028,442.38","471,028,442.38","471,028,442.38","471,028,442.38","214,064,412.98","214,064,412.98","214,064,412.98","214,064,412.98","1,562,324,768.18","1,562,324,768.18","1,562,324,768.18","1,562,324,768.18","897,712,147.91","897,712,147.91","897,712,147.91","897,712,147.91","701,094,468.54","701,094,468.54"
投资支付的现金,"600,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,"6,848,540.23",,"720,000.00","720,000.00","720,000.00",,,,,,"1,000,000.00"
期末现金及现金等价物余额,"21,091,737.95","61,896,888.88","101,443,103.50",,"864,508,660.09","768,746,154.21","797,689,174.62","-131,926,043.66","540,956,329.38","487,715,732.93","398,783,962.32","340,983,520.82","407,182,809.24","397,033,460.07","451,153,359.29","484,107,313.93","566,175,619.75","611,824,666.83","471,028,442.38","408,079,225.94","260,494,313.50","266,419,143.80","214,064,412.98","755,783,050.75","441,263,001.39","136,055,105.48","1,562,324,768.18","983,900,269.88","836,275,334.71","1,090,829,360.25","897,712,147.91","723,866,708.63","752,391,885.70","993,287,012.53","701,094,468.54","706,330,034.36","592,055,167.66"
