科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
长期待摊费用,"2,251,247.04","4,415,011.83","1,204,175.61","897,901.10","1,173,651.11","963,525.05","909,658.10","1,072,904.26","994,819.12","1,203,617.06","7,732,324.56","7,906,583.87","8,901,487.78","8,518,088.96","8,351,355.95","8,990,779.53","10,299,808.26","9,408,068.85","8,296,683.35","7,591,145.44","7,918,802.20","6,078,394.21","6,395,488.90","5,534,705.85","2,840,847.63","2,715,986.46"
少数股东权益,,,,,,,,,,,"15,804,806.08","32,685,108.16","74,562,016.73","82,341,407.17","88,292,123.51","86,348,248.46","101,294,620.06","109,892,673.52","119,253,975.99","128,376,968.98","154,650,607.59","159,708,351.74","143,840,319.80","138,073,193.62","131,856,177.12","124,394,959.71"
递延所得税资产,"48,814.43","52,351.49","77,770.04","81,096.65","110,667.24","110,667.24","914,392.42","371,197.14","1,107,821.58","1,711,592.58","3,221,071.58","5,331,877.14","6,582,943.72","8,107,042.37","8,021,834.14","14,730,252.97","12,190,339.69","16,828,356.94","26,828,037.75","29,516,714.53","34,127,193.64","32,947,918.14","42,412,782.79","38,293,953.63","31,739,438.85","31,429,960.66"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,"270,123.28","55,185,968.00","65,000,000.00","86,175,000.00","62,000,000.00","13,109,019.16","26,501,258.59","16,587,764.21","20,063,726.39","89,400,800.00","40,457,549.18","15,050,700.00","50,700.00","1,410,661.96","45,000,000.00",,"7,606,920.27","2,904,617.96","1,104,617.96"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"7,169,518.06","69,438,770.05","64,933,093.00","65,105,266.44","64,933,371.14","64,139,308.29","64,578,707.06","66,408,915.59","124,432,781.62","137,887,879.43","214,162,351.65","357,068,119.65","1,411,139,752.96","1,449,548,903.90","1,467,763,765.12","1,512,595,685.05","1,669,801,107.32","1,739,567,297.43","1,765,527,943.26","1,743,063,295.17","1,848,828,709.50","1,882,791,180.07","1,861,024,526.32","1,861,917,183.74","1,174,333,034.62","1,160,469,861.99"
所有者权益(或股东权益)合计,"61,768,540.71","146,711,118.68","184,771,006.09","198,397,958.13","214,763,112.35","341,778,346.13","356,631,433.94","357,548,694.06","371,183,042.96","376,879,789.47","414,119,852.68","430,345,958.31","1,999,807,431.09","2,020,670,356.06","2,035,190,804.90","2,039,495,870.40","2,117,176,239.74","2,119,367,584.44","2,117,277,583.94","2,128,111,637.02","2,223,883,099.16","2,234,823,225.88","2,177,739,412.70","2,153,398,331.63","1,481,779,412.01","1,476,508,191.62"
资产总计,"71,727,398.49","164,928,304.05","202,036,696.22","214,604,022.32","238,646,724.18","361,384,661.11","376,961,674.72","371,639,986.34","395,659,165.02","395,791,244.92","446,258,843.86","683,979,252.46","2,348,803,371.77","2,167,488,739.08","2,184,107,294.75","2,326,886,165.71","2,570,563,151.01","2,720,905,049.04","2,773,665,109.65","2,690,035,126.40","2,861,355,337.78","2,653,790,197.33","2,702,365,778.70","2,717,388,897.21","2,155,070,812.17","2,047,303,351.49"
负债和所有者(或股东权益)合计,"71,727,398.49","164,928,304.05","202,036,696.22","214,604,022.32","238,646,724.18","361,384,661.11","376,961,674.72","371,639,986.34","395,659,165.02","395,791,244.92","446,258,843.86","683,979,252.46","2,348,803,371.77","2,167,488,739.08","2,184,107,294.75","2,326,886,165.71","2,570,563,151.01","2,720,905,049.04","2,773,665,109.65","2,690,035,126.40","2,861,355,337.78","2,653,790,197.33","2,702,365,778.70","2,717,388,897.21","2,155,070,812.17","2,047,303,351.49"
