科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
专项应付款,"228,238,767.19","70,642,911.52","70,642,911.52","70,642,911.52","70,642,911.52","70,340,566.68","69,463,189.69","69,227,521.26","67,351,773.50",,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,"12,573,332.93","12,848,633.81","13,447,019.24"
固定资产,"939,813,355.54","1,116,237,674.56","1,274,545,379.05","1,404,773,885.91","1,377,218,740.69","1,389,329,451.52","1,368,318,447.41","1,351,903,832.97","1,284,156,329.47","1,507,248,848.63","1,479,625,204.43","1,477,336,733.92","1,461,277,055.83","1,599,783,618.12","1,594,984,195.53","1,558,286,038.21","1,550,202,444.07","1,550,389,435.33","1,524,332,802.66","1,507,200,573.58"
递延所得税负债,,,,,,,,,,,,,,,,,,,,
在建工程,"365,971,695.24","368,946,220.84","252,225,317.00","181,104,788.31","241,181,168.96","297,558,806.00","325,942,869.08","353,096,835.33","406,352,940.11","184,015,392.65","179,430,161.02","173,439,123.97","188,407,297.68","69,655,025.59","57,709,608.23","86,160,652.84","81,162,256.47","179,043,060.17","235,821,608.10","244,191,954.13"
其他非流动负债,"91,809,929.53","246,316,317.98","239,511,009.14","232,607,160.67","228,698,742.13",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"768,548,696.72","638,459,229.50","551,653,920.66","535,237,294.73","526,474,865.70","449,115,275.47","439,574,303.37","395,051,781.73","286,793,410.82","267,953,708.23","262,544,803.68","257,236,829.05","251,928,854.55","240,735,749.69","234,766,708.58","207,729,276.16","201,883,933.54","209,725,477.07","204,183,823.64","198,965,254.76"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"2,001,053,382.23","2,093,177,089.84","2,049,996,114.24","2,212,189,365.31","2,024,912,709.15","1,913,613,180.24","1,943,744,723.40","1,852,299,270.99","1,872,780,220.60","1,560,008,945.88","1,501,379,843.74","1,670,105,673.04","1,477,778,152.72","1,453,037,453.82","1,471,233,796.72","1,293,409,368.82","1,129,148,683.20","1,051,816,982.70","981,306,379.35","1,367,071,505.02"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"390,000,000.00","390,000,000.00","390,000,000.00","390,000,000.00","390,000,000.00","433,500,000.00","433,500,000.00","433,500,000.00","433,500,000.00","493,348,925.00","493,348,925.00","592,018,710.00","592,018,710.00","592,018,710.00","592,018,710.00","592,018,710.00","592,018,710.00","592,018,710.00","597,718,710.00","597,718,710.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"3,723,300.00","3,723,300.00","3,723,300.00","3,723,300.00","3,723,300.00","175,072,552.22","175,072,552.22","175,072,552.22","175,072,552.22","1,132,645,592.47","1,132,645,592.47","1,033,975,807.47","1,033,975,807.47","1,033,975,807.47","1,033,975,807.47","1,033,975,807.47","1,033,975,807.47","1,033,975,807.47","1,056,579,907.47","1,059,791,707.47"
无形资产,"106,009,771.74","119,570,497.07","119,006,158.39","118,724,395.00","123,213,147.11","117,077,379.75","116,386,402.02","119,145,729.15","121,497,164.34","121,550,465.58","122,279,073.98","123,191,529.54","122,453,111.84","121,579,790.85","121,610,403.33","87,262,566.38","86,495,335.71","85,591,746.74","84,693,738.33","83,756,755.61"
盈余公积,"11,123,134.23","22,981,680.35","30,957,667.29","30,957,667.29","30,957,667.29","34,449,455.79","34,449,455.79","34,449,455.79","34,449,455.79","35,306,794.91","35,306,794.91","35,306,794.91","35,306,794.91","66,521,478.67","66,521,478.67","66,521,478.67","66,521,478.67","75,347,261.71","75,347,261.71","75,347,261.71"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,"26,163,000.00","26,163,000.00"
商誉,,,,,,,,,,,,,,,,,,,,
未分配利润,"125,551,967.32","242,803,728.14","273,090,088.72","328,181,742.76","348,706,371.64","378,894,498.72","385,822,978.42","344,439,925.54","349,281,816.39","363,295,346.73","374,469,130.06","366,798,730.27","387,462,779.44","398,679,675.36","433,722,777.73","362,586,970.50","386,017,120.30","407,544,756.00","446,189,558.33","355,452,046.84"
长期待摊费用,,,,,,,,,"598,290.60","558,404.56","528,490.03","498,575.50","468,660.97","438,746.44","438,746.44","378,917.38","349,002.85","319,088.32","289,173.79","259,259.26"
少数股东权益,,,,,,,,,,,,,,,,,,,,"59,557,226.87"
递延所得税资产,"2,224,508.23","2,760,578.85","2,981,262.73","3,475,876.78","3,732,190.62","3,294,375.62","3,400,656.38","3,350,903.53","3,387,651.54","5,210,621.14","5,582,164.30","5,863,545.28","5,771,764.16","6,165,248.83","6,296,003.45","5,846,739.83","5,443,368.20","14,315,326.05","14,433,382.10","14,486,437.56"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,"11,340,163.37","8,505,122.53","7,087,602.04","5,670,081.55","4,252,561.06","2,835,040.57","1,417,520.08",,,,,"27,840,896.86","51,203,675.97","76,531,423.30","106,549,296.82","63,228,773.66","38,038,958.49","34,483,790.18"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,414,019,330.75","1,607,514,971.32","1,660,098,280.54","1,716,584,068.53","1,752,432,849.42","1,812,930,094.44","1,818,300,935.95","1,830,332,341.55","1,817,409,896.14","1,818,583,732.56","1,787,445,093.76","1,780,329,508.21","1,778,377,890.48","1,825,463,326.69","1,832,242,632.95","1,814,466,337.94","1,830,201,704.12","1,892,887,430.27","1,897,609,663.47","1,884,378,770.32"
所有者权益(或股东权益)合计,"530,398,401.55","659,508,708.49","697,771,056.01","752,862,710.05","773,387,338.93","1,021,916,506.73","1,028,844,986.43","987,461,933.55","992,303,824.40","2,024,596,659.11","2,035,770,442.44","2,028,100,042.65","2,048,764,091.82","2,091,195,671.50","2,126,238,773.87","2,055,102,966.64","2,078,533,116.44","2,108,886,535.18","2,149,672,437.51","2,121,703,952.89"
资产总计,"2,531,451,783.78","2,752,685,798.33","2,747,767,170.25","2,965,052,075.36","2,798,300,048.08","2,935,529,686.97","2,972,589,709.83","2,839,761,204.54","2,865,084,045.00","3,584,605,604.99","3,537,150,286.18","3,698,205,715.69","3,526,542,244.54","3,544,233,125.32","3,597,472,570.59","3,348,512,335.46","3,207,681,799.64","3,160,703,517.88","3,130,978,816.86","3,488,775,457.91"
负债和所有者(或股东权益)合计,"2,531,451,783.78","2,752,685,798.33","2,747,767,170.25","2,965,052,075.36","2,798,300,048.08","2,935,529,686.97","2,972,589,709.83","2,839,761,204.54","2,865,084,045.00","3,584,605,604.99","3,537,150,286.18","3,698,205,715.69","3,526,542,244.54","3,544,233,125.32","3,597,472,570.59","3,348,512,335.46","3,207,681,799.64","3,160,703,517.88","3,130,978,816.86","3,488,775,457.91"
