科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付其他与筹资活动有关的现金,,,,,,"6,889,886.54",,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,"6,219,178.08",,,"22,700,000.00","22,700,000.00",,,
筹资活动现金流出小计,"117,426,844.28","113,296,370.76","143,123,641.05","67,257,920.66","77,696,404.63","101,491,159.87",,"40,672,877.52","40,672,877.52","45,516,400.00",,,,"494,600.00",,"3,900,000.00","3,900,000.00","5,615,340.00","53,118,237.48","155,919,077.77","160,074,212.89","382,650,168.93","86,584,466.68","87,313,466.68","118,038,416.68","148,606,516.68",,,"6,312,500.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"49,000.00","615,000.00","332,100.00","190,000.00",,"190,000.00",,,"3,600,000.00","3,680,000.00",,,,"176,538.47",,,,,,"100,000.00","144,000.00","1,224,284.28",,,"51,311.05","141,778.17","18,000,000.00","18,000,000.00","18,214,000.00"
筹资活动产生的现金流量净额,"-24,926,844.28","-26,096,370.76","-38,123,641.05","-47,057,920.66","-57,496,404.63","653,413,840.13",,"-40,672,877.52","-40,672,877.52","-45,516,400.00",,,,"-494,600.00",,"-3,900,000.00","-3,900,000.00","113,384,660.00","31,481,762.52","-11,319,077.77","-15,474,212.89","-138,440,168.93","-86,584,466.68","-87,313,466.68","-118,038,416.68","-148,606,516.68",,"130,000,000.00","324,177,500.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000.00",,,
四、汇率变动对现金的影响,"-310,891.54","-4,971.04","-50,527.97","-26,302.40","-26,302.40","-19,218.79",,,,686.58,,,,"-5,983.50",,"18,185.67","18,185.67","32,779.36",,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,"136,000,000.00","142,197,185.66","1,055,070,909.40",,"224,437,366.66","238,558,866.66","1,288,897,813.14","165,701,558.71","254,655,322.14","299,589,829.92","918,720,773.27","38,686,679.17","340,361,632.67","373,757,350.17","802,743,894.08","33,443,291.67","18,131,625.00","23,443,291.68","253,933,532.65",,"145,321,901.75","162,256,399.41"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"49,000.00","615,000.00","332,100.00","190,000.00",,"190,000.00",,"136,000,000.00","145,797,185.66","1,058,750,909.40",,"224,437,366.66","238,558,866.66","1,289,074,351.61","165,701,558.71","254,655,322.14","299,589,829.92","918,720,773.27","38,686,679.17","340,461,632.67","373,901,350.17","810,187,356.44","33,443,291.67","18,131,625.00","46,194,602.73","277,775,310.82","18,000,000.00","163,321,901.75","180,470,399.41"
五、现金及现金等价物净增加额,"22,008,985.17","-4,046,994.70","43,188,754.78","-43,237,629.08","-25,166,028.77","58,291,699.57","12,068,378.42","-58,214,610.46","-42,207,795.83","-97,455,600.02","7,719,378.32","169,312,445.55","90,727,962.53","174,935,722.01","52,741,393.34","33,273,929.98","39,016,552.50","-149,553,592.22","35,265,647.82","3,623,127.93","-391,747.58","106,742,681.61","-89,908,050.25","-103,487,110.35","-99,903,884.97","-87,888,911.99","-29,543,134.68","183,103,021.65","58,100,894.05"
购建固定资产、无形资产和其他长期资产支付的现金,"14,371,123.12","28,891,221.44","14,080,663.57","2,021,278.59","7,460,700.90","14,313,283.04","155,093.00","52,716,574.00","56,029,525.48","46,768,780.93","506,900.14","7,020,481.64","36,167,233.64","34,471,622.16","69,850.00","65,974,954.00","97,144,370.25","126,126,905.43","21,817,863.38","17,245,306.18","19,865,538.51","31,129,294.86","67,609.00","904,376.88","964,947.88","7,368,049.64","64,720.00","778,216.23","1,214,305.34"
期初现金及现金等价物余额,"12,502,317.32","34,511,302.49","30,464,307.79","73,653,062.57","73,653,062.57","73,653,062.57","131,815,342.94","131,944,762.14","131,944,762.14","131,944,762.14","34,489,162.12","34,489,162.12","34,489,162.12","34,489,162.12","209,424,884.13","209,424,884.13","209,424,884.13","209,424,884.13","59,871,291.91","59,871,291.91","59,871,291.91","59,871,291.91","153,871,897.22","166,613,973.52","166,613,973.52","166,613,973.52","78,725,061.53","78,725,061.53","78,725,061.53"
投资支付的现金,,,,,,,,,,,,,,,,,,"340,500,000.00",,,"10,000,000.00",,,,,,"33,467,111.37","56,524,769.54","10,000,000.00"
期末现金及现金等价物余额,"34,511,302.49","30,464,307.79","73,653,062.57","30,415,433.49","48,487,033.80","131,944,762.14","143,883,721.36","73,730,151.68","89,736,966.31","34,489,162.12","42,208,540.44","203,801,607.67","125,217,124.65","209,424,884.13","262,166,277.47","242,698,814.11","248,441,436.63","59,871,291.91","95,136,939.73","63,494,419.84","59,479,544.33","166,613,973.52","63,963,846.97","63,126,863.17","66,710,088.55","78,725,061.53","49,181,926.85","261,828,083.18","136,825,955.58"
