科目,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"41,352,122.44","75,752,783.62","88,261,416.97","660,957,979.57","535,719,607.84","441,064,219.33","428,443,309.82","389,635,428.12","348,902,582.42","284,826,411.00","168,565,771.88","160,538,255.54","147,466,570.00","92,373,132.89","130,887,142.00","472,500,147.42","490,791,880.06","387,635,033.60","342,321,289.10","349,796,588.51","351,341,918.03","243,266,885.49","227,012,206.48","292,690,424.76","361,463,380.55","341,053,520.57","125,855,797.29","207,079,151.80","208,885,551.85","230,488,596.89","188,345,803.09","438,248,215.63","360,310,728.50","274,915,485.82","266,755,147.16","136,204,487.49","151,783,572.40","100,920,855.41"
短期借款,"33,000,000.00","82,737,737.27","94,946,934.87","104,946,934.87","49,946,934.87",,"7,000,000.00","20,000,000.00","40,000,000.00","69,315,000.00","109,758,811.20","139,999,871.30","134,927,014.97","119,728,128.80","159,697,141.92",,,,,,,,,,,,,"42,000,000.00","32,000,000.00","46,500,000.00","36,500,000.00","61,500,000.00","61,500,000.00","80,000,000.00","131,500,000.00","436,500,000.00","476,500,000.00","431,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,040,556.16","4,082,000.00","3,960,113.70","2,148,596.00","828,800.00","1,394,739.00","1,502,003.00","7,555,894.12","2,428,000.00","1,450,000.00","3,420,400.00","8,319,984.20","4,978,321.95","10,060,624.80","2,588,363.98","14,719,585.63","7,056,000.00","6,855,239.00","8,901,647.00","5,968,601.62","12,534,367.20","17,060,646.92","3,217,154.50","5,740,800.00","2,703,100.00","1,000,000.00","3,295,000.00","63,191,054.00","5,587,243.01","3,987,427.20","4,034,924.94","18,482,751.30","29,942,400.00","120,866,541.00","161,523,943.14","144,639,706.50","151,247,795.42","41,368,123.70"
应付票据,,"12,815,900.00","2,421,487.86","10,000,000.00","20,000,000.00","21,726,365.00","38,870,471.20","36,539,377.04","28,546,355.53","28,715,258.69","17,286,968.20","4,522,592.20","6,975,450.00","6,975,450.00","18,762,400.00","29,799,999.99","11,858,149.99","2,913,246.30","1,913,246.30",,,,,"9,980,017.37","10,180,017.37","24,122,993.92","69,692,304.53","130,425,012.44","131,047,956.93","161,416,354.51","124,817,394.72","273,119,842.35","279,343,463.23","163,702,097.11","163,345,430.90","84,412,502.98","74,365,100.49","248,975,360.97"
应收账款,"107,727,836.85","176,139,649.82","196,436,550.20","245,599,651.64","274,293,997.42","319,464,413.71","345,683,421.52","367,426,242.97","358,060,431.19","399,704,917.70","442,990,885.32","483,374,437.11","471,066,843.54","483,774,380.66","440,257,559.99","449,737,953.99","447,835,125.35","427,830,456.47","422,003,702.24","382,806,290.19","364,139,220.95","346,154,832.16","336,667,427.72","293,185,018.01","277,293,328.59","275,463,013.81","260,878,896.60","606,263,689.80","626,742,672.35","602,027,110.90","462,757,020.81","1,023,498,644.10","1,007,498,111.61","1,120,366,866.66","847,482,200.11","1,096,947,430.74","917,365,924.53","1,016,866,461.63"
应付账款,"47,670,002.02","55,267,911.62","77,417,224.54","85,322,976.70","72,252,772.26","90,484,645.80","100,549,847.02","107,273,365.08","115,635,254.20","94,721,630.13","82,380,668.31","89,578,530.37","97,263,478.17","107,440,012.00","117,706,735.61","103,981,565.39","107,506,183.36","107,238,271.57","97,982,312.72","90,023,425.52","86,144,964.40","87,323,954.02","94,289,330.27","99,543,445.85","88,192,609.62","90,922,996.69","94,446,385.81","306,195,721.25","255,930,417.95","216,339,345.46","229,216,002.94","440,525,623.21","480,024,708.04","503,958,564.01","447,569,504.94","517,040,669.12","451,101,808.42","460,344,985.30"
预付款项,"15,127,026.44","8,992,868.88","14,457,320.80","14,855,206.25","14,440,652.44","18,105,965.05","25,205,252.44","48,212,281.00","67,493,812.14","78,931,838.58","182,218,755.64","65,772,292.73","94,676,643.75","60,903,184.56","73,934,233.59","36,427,384.61","50,141,759.59","42,031,049.74","72,008,502.11","19,527,346.80","31,414,040.99","25,412,440.06","28,310,649.89","10,530,729.35","20,950,578.90","34,696,369.05","244,949,897.52","9,426,848.82","26,107,794.37","33,744,918.68","30,098,759.78","18,938,422.68","37,179,240.85","31,371,259.69","33,069,284.32","21,434,573.54","25,714,836.34","38,234,693.94"
预收款项,"10,807,258.50","15,176,049.14","16,057,563.52","21,950,303.60","22,916,873.91","26,874,624.46","25,580,137.95","25,427,033.53","7,461,960.27","34,179,986.23","44,183,427.69","13,661,671.04","25,166,943.96","35,439,713.77","35,542,901.02","14,643,767.42","17,757,693.35","14,289,184.26","15,389,440.12","8,571,132.58","10,335,511.74","11,390,319.62","20,038,942.79","12,999,451.28","16,354,091.03","19,434,888.89","26,969,514.99","15,670,586.04","26,233,998.78","43,675,610.90","44,417,082.96","34,755,348.72","33,567,713.39","37,314,474.13","41,530,847.31","21,522,371.82","23,829,466.83","25,153,140.86"
