科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"346,816,375.51","405,521,817.00","332,924,448.77","341,229,327.72","320,037,572.78","342,966,923.54","413,521,105.96","471,633,312.28","472,788,576.10","483,489,924.16","503,306,609.69","552,690,622.45","488,779,427.79","563,494,638.82","476,913,139.67","596,144,152.63","582,985,316.98","579,948,880.24","612,059,911.51","629,585,004.39","475,015,988.45","419,392,069.72","323,171,176.89","489,244,865.18","345,904,749.75","310,977,565.05","363,210,389.48","399,491,499.07","828,746,938.71","687,611,781.60","557,125,390.37","873,803,289.53","504,760,560.95","755,869,128.35","749,242,560.24","1,044,736,274.19","914,163,515.55","1,033,184,382.08","1,056,664,250.59","1,168,513,730.80","1,082,556,097.18","1,014,753,872.50","783,093,863.39","837,688,494.11","655,862,432.47"
短期借款,"212,030,000.00","250,870,000.00","268,210,000.00","242,460,000.00","249,840,000.00","225,200,000.00","287,900,000.00","212,500,000.00","218,600,000.00","225,000,000.00","239,100,000.00","233,900,060.00","194,700,000.00","230,900,000.00","284,500,000.00","395,557,213.12","385,345,150.00","414,819,624.00","506,531,342.00","528,604,529.00","466,356,682.22","409,037,830.30","348,970,805.40","402,754,849.44","363,089,401.67","341,600,000.00","354,700,000.00","369,600,000.00","421,900,000.00","420,900,000.00","518,900,000.00","628,900,000.00","628,900,000.00","676,909,059.39","863,011,590.41","843,430,142.82","893,346,339.38","920,706,000.02","924,165,213.89","1,211,436,579.32","1,025,684,479.62","668,080,016.29","706,329,655.76","633,555,318.02","608,623,617.50"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"48,717,434.63","49,587,808.05","49,651,975.49","98,651,987.39","50,357,585.62","36,974,305.71","66,023,808.70","119,578,486.37","55,636,957.23","47,682,892.72","51,305,052.28","151,567,653.35","89,618,224.15","48,799,237.34","82,663,479.82","154,927,805.03","60,658,235.57","113,551,524.27","97,940,654.15","227,740,577.12","144,738,617.14","104,394,381.93","129,354,120.56","273,433,973.53","209,245,158.01","144,232,380.95","166,555,389.45","408,690,017.75","342,848,325.87","261,264,969.15","268,852,708.59","618,038,424.68","453,204,568.93","317,439,737.32","315,959,359.42","1,114,675,406.42","769,851,428.02","451,721,227.05","495,295,015.61","958,219,327.43","823,369,176.20","1,054,977,960.21","1,010,793,151.24","2,555,976,071.60","2,343,625,571.03"
应付票据,"18,197,679.74","24,596,283.88","26,871,964.81","37,505,682.37","38,353,906.76","49,912,133.96","49,052,115.13","34,032,696.79","14,388,667.36","32,479,025.01","43,299,242.81","38,017,333.85","40,842,321.73","58,229,663.37","49,147,543.50","45,061,328.25","58,316,527.61","126,563,287.16","96,388,535.48","84,234,982.07","73,947,910.94","74,138,064.70","96,171,954.75","81,735,468.31","77,260,403.70","96,513,565.23","109,728,429.16","124,087,810.44","120,982,160.41","68,829,852.85","78,385,180.75","124,215,551.40","82,600,372.05","179,774,216.24","300,746,429.86","486,115,011.83","448,033,426.80","641,790,268.48","643,006,361.14","787,848,961.52","739,950,346.45","871,322,754.74","876,511,397.98","800,506,663.24","726,879,352.26"
应收账款,"447,438,059.98","518,090,702.98","528,513,886.66","401,889,084.82","514,028,865.19","535,186,963.79","522,856,028.92","387,991,075.71","502,639,234.29","620,099,904.06","647,000,510.95","414,408,452.28","603,237,002.46","649,922,119.34","676,618,453.42","430,043,920.73","603,628,507.15","778,861,658.98","873,130,203.95","482,859,826.65","848,995,925.99","953,681,565.96","1,032,965,490.23","705,708,433.43","943,936,627.62","1,135,306,468.14","1,142,636,988.28","728,396,312.26","1,186,852,449.14","1,386,477,733.49","1,420,874,624.85","845,516,538.07","1,152,798,518.30","1,564,437,937.74","2,034,069,541.20","1,032,455,280.83","1,566,719,478.12","2,176,001,191.37","1,943,925,782.28","1,324,346,276.04","2,302,826,199.28","2,564,441,994.84","2,699,739,968.14","1,358,299,424.45","2,054,903,112.07"
应付账款,"154,784,590.88","250,799,115.56","231,559,633.41","202,255,140.67","213,889,791.79","239,446,572.53","284,437,715.29","248,714,311.30","184,354,843.88","213,852,611.27","213,372,764.49","250,406,048.35","300,378,529.76","277,174,764.36","302,775,362.88","280,503,772.44","363,024,944.52","445,583,808.67","407,287,705.12","302,533,886.31","360,240,656.60","438,619,297.77","405,816,743.18","347,403,518.96","424,718,821.29","477,365,802.13","435,058,984.74","333,909,567.45","475,282,354.66","507,408,571.45","433,938,999.76","355,711,363.52","402,880,618.20","783,252,884.56","957,657,492.09","743,059,444.15","1,019,615,031.86","1,014,016,812.46","1,141,336,437.70","1,106,048,135.68","1,555,981,647.41","1,385,639,037.85","1,331,426,150.85","1,266,772,977.86","1,173,527,460.36"
预付款项,"78,258,886.57","82,099,976.63","102,145,080.76","58,208,365.42","69,160,105.18","71,510,671.64","98,571,998.74","84,998,968.26","110,729,335.64","107,265,494.62","62,161,297.60","129,740,578.93","153,734,191.34","135,020,032.71","122,906,382.94","206,526,254.08","147,121,944.04","165,921,231.37","154,436,042.68","192,019,174.94","161,904,677.40","171,247,456.41","166,067,322.06","135,404,761.62","136,979,004.27","143,460,587.00","152,425,051.06","82,126,935.40","130,777,883.61","137,269,548.16","108,949,490.51","87,552,505.74","135,664,390.74","138,992,504.81","96,010,510.10","102,647,327.21","163,271,937.53","114,383,146.48","156,988,590.40","206,863,049.89","266,426,234.51","199,717,077.43","165,648,659.75","84,240,967.01","96,742,093.16"
预收款项,"60,911,274.76","80,525,975.16","73,142,266.68","60,804,489.99","73,664,974.53","84,261,748.82","95,373,902.22","67,743,629.69","134,218,276.20","77,263,518.98","79,497,801.79","143,328,841.39","147,904,603.10","148,015,775.41","92,134,468.27","170,447,989.76","203,649,716.81","159,813,917.09","159,757,529.94","126,872,514.66","102,070,172.14","118,651,967.37","110,729,168.87","75,864,110.74","86,840,786.79","70,671,051.38","61,637,057.03","70,226,683.48","92,434,307.82","73,106,952.70","46,806,082.70","58,003,061.61","68,244,653.37","53,689,706.82","24,826,374.80","40,583,250.51","22,139,835.00","31,056,121.76","42,496,813.46","31,549,772.98","18,537,249.23","17,634,805.12","27,791,378.28","50,704,548.41","44,801,137.42"
其他应收款,"86,002,610.30","75,581,832.74","81,374,004.52","96,912,720.31","96,591,619.19","123,028,017.63","118,868,324.42","83,461,038.56","96,903,235.87","75,478,624.77","73,891,804.33","80,932,884.70","63,995,313.38","69,832,074.57","72,737,473.46","73,748,170.88","81,983,885.96","83,223,874.47","86,701,378.60","84,446,231.58","88,298,518.40","102,548,685.18","105,334,931.24","149,884,816.13","167,343,950.20","102,210,952.56","43,056,314.23","71,141,540.26","64,675,258.26","70,996,990.00","82,179,272.25","70,405,302.66","64,189,566.60","85,439,048.52","70,848,390.41","54,201,373.38","64,446,743.53","82,070,356.50","78,765,233.41","67,268,551.90","81,916,384.87","114,867,269.98","77,144,579.72","28,154,403.39","45,247,833.32"
