科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"55,602,456.77","116,592,367.41","177,174,643.54","299,811,984.21","55,077,842.43","124,582,631.94","201,294,251.00","276,484,613.73","41,564,056.54","79,332,576.43","121,874,545.05","295,843,705.28","76,136,220.06","161,526,411.28","270,992,542.18","274,169,108.62","75,084,041.76","106,881,929.56","158,153,340.74","191,102,495.58","34,669,449.24","78,738,096.14","137,860,472.31","150,195,880.56","94,657,898.99","261,122,080.95","882,372,141.33","895,974,805.28","16,936,343.75","33,203,824.79","56,633,006.64","186,646,070.68","12,133,184.88","42,957,646.52","49,813,397.72","58,238,420.66","6,751,816.95","15,232,073.00","22,655,411.70","33,313,990.90","22,714,969.04","29,147,387.17","44,175,301.64","47,352,848.37","10,862,862.25","21,948,174.77","22,527,307.52","22,883,255.23",
取得子公司及其他营业单位支付的现金净额,,,,"3,985,551.90",,,,,,,,,,,,"70,333,608.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,"589,997,400.98",,,,"60,000,000.00",
收到的税费返还,,,"13,100.00",,,,,,,"11,400.00","13,746.76","14,245.76",,"251,754.27","267,954.27","651,940.81",,"1,495,186.51","1,495,186.51",,,,,,,,,,,,,,,,,,419.36,419.36,"444,564.81",,,,"2,912.44","11,532.62",,,828.39,828.39,
支付其他与投资活动有关的现金,,,,,,,,"6,385,543.54",,,,,"2,829,108.64",,,,,"63,056,879.72","63,056,879.72",,,,,,,,,,,,,,,,,,,,,"2,000,000.00",,,,"2,900,000.00",,,,,
收到其他与经营活动有关的现金,"7,891,676.68","12,393,031.03","17,859,468.14","11,096,706.95","8,544,662.43","9,871,089.77","13,459,453.94","83,678,029.24","156,094,633.94","226,520,310.24","237,237,554.67","207,285,092.20","46,721,572.09","64,124,516.21","64,506,204.72","233,771,953.96","9,910,117.15","14,562,496.31","31,502,278.22","92,367,996.45","4,891,973.20","1,851,269.02","3,569,255.57","100,324,173.20","22,407,406.68","1,078,708.15","21,074,268.03","70,551,629.27","762,527.29","767,420.00","4,832,668.00","48,403,483.03","1,151,422.97","52,125,342.95","79,791,090.14","150,969,650.44","8,199,933.00","14,267,316.98","41,853,971.58","129,966,968.03","13,737,629.40","494,620,704.13","551,050,467.43","1,972,631.20","27,964,503.14","136,074,659.08","140,014,121.05","7,501,078.50","3,706,402.85"
投资活动现金流出小计,"1,833,215.14","17,036,319.33","21,651,034.03","82,752,172.01","14,326,701.20","24,133,530.35","39,539,603.36","88,663,027.49","22,965,773.50","47,816,907.33","52,480,435.31","98,615,985.02","6,562,021.67","73,140,720.20","75,104,348.94","72,493,884.37","16,425.00","63,073,304.72","63,073,304.72","19,587.39",,,,"61,296.00",,"18,300.00","74,220.00","825,515.73",,,,"148,020,620.00","30,715.00",,,,,,,"1,990,951.00",,,,"682,948,554.83",,"323,103.45","564,600.00","64,716,176.04","1,573,000.00"
经营活动现金流入小计,"63,494,133.45","128,985,398.44","195,047,211.68","310,908,691.16","63,622,504.86","134,453,721.71","214,753,704.94","360,162,642.97","197,658,690.48","305,864,286.67","359,125,846.48","503,143,043.24","122,857,792.15","225,902,681.76","335,766,701.17","508,593,003.39","84,994,158.91","122,939,612.38","191,150,805.47","283,470,492.03","39,561,422.44","80,589,365.16","141,429,727.88","250,520,053.76","117,065,305.67","262,200,789.10","903,446,409.36","966,526,434.55","17,698,871.04","33,971,244.79","61,465,674.64","235,049,553.71","13,284,607.85","95,082,989.47","129,604,487.86","209,208,071.10","14,952,169.31","29,499,809.34","64,953,948.09","163,280,958.93","36,452,598.44","523,768,091.30","595,228,681.51","49,337,012.19","38,827,365.39","158,022,833.85","162,542,256.96","30,385,162.12","3,706,402.85"
投资活动产生的现金流量净额,"-1,452,303.88","-14,293,508.07","-21,095,243.92","-82,752,172.01","-14,176,517.20","-23,821,742.83","-39,227,815.84","-88,071,968.46","-22,965,073.50","-22,816,207.33","-27,479,735.31","-73,615,265.02","-6,555,630.54","-32,938,625.23","-34,902,253.97","-50,295,280.53","28,378.96","-63,028,500.76","-63,028,500.76","-576,633.30","130,000,000.00","130,000,000.00","130,000,000.00","129,938,704.00",,"-380,148.71","-436,068.71","-1,187,364.44",,,,"-148,020,620.00","-30,715.00",,,,,,,"-1,990,951.00",,,,"-592,393,584.30",,"-323,103.45","-564,600.00","28,063,823.96","-1,573,000.00"
购买商品、接受劳务支付的现金,"32,658,708.23","65,681,981.74","100,232,940.17","173,428,780.30","33,206,972.42","83,888,812.28","120,700,826.06","260,424,890.50","50,904,582.85","182,215,569.15","228,929,757.20","236,097,602.58","60,477,768.68","80,285,413.60","148,083,019.44","216,292,687.27","82,818,277.93","99,525,401.13","133,618,224.40","169,133,569.12","24,102,897.93","94,254,678.97","174,237,082.73","319,191,436.62","42,468,360.60","273,203,118.62","903,072,544.30","943,063,142.57","4,015,710.00","12,907,268.67","21,089,200.39","23,460,284.74","13,096,069.04","19,548,841.59","36,939,214.58","17,870,738.89","2,793,707.45","5,174,417.53","8,779,663.48","7,275,019.33","13,179,390.11","16,889,264.08","27,496,741.42","25,770,397.07","1,640,492.20","2,736,958.68","4,146,399.04","878,187.86",
吸收投资收到的现金,,,,"172,840,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,520,000.00",
