科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"56,959,359.15","111,424,291.37","154,060,908.13","74,317,374.87","312,108,898.34","238,755,008.04","340,532,064.90","249,800,384.95","243,832,330.78","217,382,507.70","241,710,212.32","191,080,001.92","147,240,638.16","93,975,633.81","148,257,344.74","102,621,140.20","93,650,664.41","78,152,723.45","195,164,026.94","308,406,123.51","190,748,003.01","142,564,982.77","282,614,213.24","132,402,947.80","184,283,688.96","224,158,799.19","423,421,955.11","279,754,717.57","190,937,588.67","173,858,259.94","358,042,619.74","219,184,246.79","181,263,369.01"
短期借款,"128,140,000.00","113,692,764.68","125,180,000.00","113,260,000.00",,,"70,000,000.00","130,030,000.00","179,500,000.00","149,500,000.00","109,500,000.00","109,500,000.00","70,000,000.00","70,710,887.68","40,000,000.00","40,000,000.00","40,000,000.00","64,635,000.00","24,476,000.00",,,"30,000,000.00","30,000,000.00","50,000,000.00","100,000,000.00","130,000,000.00","130,000,000.00","80,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","30,000,000.00",
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,300,000.00","1,450,000.00","7,918,000.00","22,619,578.49","34,655,819.26","18,836,263.76","39,350,565.86","34,828,381.12","41,261,794.50","62,179,566.54","96,167,135.97","64,117,655.21","63,446,317.86","74,415,215.95","105,310,729.29","59,642,959.70","35,770,873.39","54,257,517.59","67,176,050.47","54,018,634.43","35,609,243.74","39,277,875.22","41,117,990.83","56,521,648.69","26,126,443.52","27,964,572.70","41,985,710.68","40,903,286.50","28,754,198.01","33,144,710.24","42,619,483.94","68,893,260.07","57,313,298.37"
应付票据,"46,601,081.33","20,000,000.00",,,"10,269,300.00","21,676,921.03","13,400,000.00","27,029,000.00","50,055,757.00","76,674,597.00","69,879,940.00","58,163,550.00","47,051,087.46","35,657,832.68","41,721,834.80","44,180,687.58","53,245,856.67","49,928,700.58","29,669,359.34","27,517,239.76","60,012,750.60","74,202,147.22","71,320,484.95","78,980,633.50","47,857,817.50","73,152,354.24","96,699,451.54","68,466,935.98","56,246,110.32","48,866,270.27","53,644,024.65","78,842,348.39","102,948,747.26"
应收账款,"121,441,575.51","152,491,307.51","171,395,642.25","196,701,574.33","254,380,167.10","277,030,351.63","269,602,410.34","318,377,173.71","379,722,661.81","447,221,360.55","372,394,969.11","394,764,042.77","410,141,147.24","431,434,441.14","403,861,928.07","448,374,028.87","520,810,043.96","560,324,108.84","496,097,950.28","618,328,946.97","629,987,627.72","651,509,954.17","597,464,467.85","751,126,625.32","836,001,579.55","854,448,754.14","691,156,622.36","634,244,567.74","722,833,520.93","820,310,068.42","733,276,048.07","732,837,180.38","770,686,716.90"
应付账款,"58,624,193.44","95,243,592.22","127,857,352.90","112,086,897.30","125,125,270.03","94,113,275.65","140,854,057.91","111,946,027.73","144,178,315.85","153,321,157.13","135,861,876.92","124,412,103.27","146,715,108.76","162,564,120.37","201,056,827.27","190,175,194.40","172,327,399.85","191,987,694.60","256,427,884.63","264,646,204.90","229,869,121.91","213,251,871.01","211,518,471.95","223,744,024.38","265,322,317.41","218,861,867.67","192,552,062.55","178,512,520.84","207,326,752.62","268,404,073.42","263,082,349.83","262,566,450.54","222,621,678.45"
预付款项,"11,043,410.78","6,624,562.14","10,006,923.46","14,568,997.36","18,771,123.65","17,285,360.05","14,817,343.20","21,133,701.44","39,094,176.35","100,544,601.75","54,164,336.43","101,138,573.56","73,304,494.82","78,180,293.59","20,093,627.31","46,001,002.59","27,023,743.67","32,160,669.34","11,000,364.11","17,905,639.94","24,872,702.17","22,855,107.49","17,786,392.56","18,986,961.16","23,174,910.48","41,146,207.86","19,257,936.71","29,088,612.40","38,799,878.13","55,486,119.69","7,189,897.02","16,586,625.53","7,766,842.24"
预收款项,"4,924,054.51","6,467,891.34","6,346,699.08",912.64,"6,242,263.94","4,600,912.64","21,456,961.20","11,538,322.96","2,425,365.09","19,311,004.85","9,609,277.83","8,856,344.65","12,056,599.93","15,564,064.76","6,425,704.30","10,184,681.39","6,881,509.77","4,462,449.21","33,217,709.72","73,391,295.58","64,959,203.60","73,079,683.25","14,368,877.58","49,632,566.95","62,159,578.32","67,343,172.92","23,067,013.37","14,765,001.93","27,553,387.08","41,203,361.80","22,901,292.41","23,843,012.14","23,374,773.24"
