科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"12,860,166.47","23,077,030.38","90,412,523.67","50,214,841.56",,"33,513,095.56","538,876,547.12","110,845,833.16","130,417,366.76","310,921,965.60","79,463,167.93","106,289,814.00","65,709,671.04","119,322,041.60","160,865,026.75"
短期借款,"15,000,000.00","10,000,000.00","20,000,000.00",,,,,"17,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","290,000,000.00","265,000,000.00","469,700,000.00","497,000,000.00"
交易性金融资产,,,,,,,,,,,,,,"561,568,226.03","364,356,845.20"
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"3,431,627.00","18,419,356.72","16,261,100.00","10,999,917.10",,"53,421,660.99","17,265,878.56","30,871,817.52","8,030,000.00","57,189,277.56","70,234,461.86","4,815,218.00","92,847,731.87","48,171,391.31","105,284,371.29"
应付票据,"5,000,000.00","92,800.00","18,080,035.49","2,705,445.00",,,"3,499,074.50","9,594,044.72","10,782,286.00","10,152,000.00","5,076,000.00",,,"68,829,599.02",
应收账款,"36,528,900.78","62,031,717.66","94,720,310.55","128,226,365.30",,"108,390,445.88","157,351,065.26","149,247,757.58","179,598,138.79","149,794,359.78","143,081,560.97","184,076,134.21","188,087,804.33","171,943,471.87","237,950,682.40"
应付账款,"22,007,653.71","56,138,235.95","88,728,511.64","70,982,862.20",,"74,994,736.06","88,596,547.04","87,973,930.69","111,273,012.25","96,068,223.41","120,951,797.91","109,383,163.34",,"111,940,021.31",
预付款项,"10,509,017.71","2,389,088.63","21,193,274.76","5,115,336.78",,"7,457,030.30","23,573,166.03","12,442,088.17","26,692,982.06","17,178,525.11","44,608,386.85","52,811,035.53","45,111,585.18","37,463,498.63","39,753,135.62"
预收款项,"2,005,125.00",,,"6,500.00",,"7,500.00",,"111,096.80","492,233.21","1,817,146.23","127,078.60","105,868.00","1,427,326.00","545,233.00","2,129,323.00"
其他应收款,"43,423,929.25","162,433.36","370,328.15","671,040.79",,"880,048.23","739,337.47","837,946.85","1,002,971.28","875,234.53","791,748.02","1,039,805.57","932,835.76","2,378,627.61","2,340,613.65"
应付职工薪酬,"2,077,250.54","2,952,870.66","4,898,842.17","3,868,739.81",,"4,532,909.78","2,322,887.47","3,399,117.87","4,691,221.76","6,534,960.37","5,435,302.55","9,755,150.35","10,497,531.39","7,361,703.80","4,760,499.79"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"5,012,282.48","8,715,465.08","6,714,487.39","11,223,539.57",,"6,575,583.60","1,136,071.93","7,707,048.27","12,879,719.53","6,546,520.55","2,311,238.45","6,181,756.35","4,011,236.90","1,706,466.45","4,563,829.37"
应收利息,,,,,,,"1,358,106.26","6,238,469.17","7,312,091.75",,"1,844,904.10",,,,
应付利息,"162,066.67","1,225,799.96","1,032,910.89","972,590.97",,"294,493.44",,"45,900.00","95,025.00","204,691.67","204,691.67","514,358.33",,"741,616.03","885,528.49"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"28,752,893.69","39,871,707.02","137,083,106.61","167,623,069.26",,"144,499,591.19","166,506,876.53","169,567,110.96","190,374,839.61","210,831,512.20","340,550,431.20","455,125,153.65","493,846,271.72","643,966,931.85","646,423,920.02"
其他应付款,"370,048.22","627,448.28","516,296.68","656,888.24",,"527,453.46","5,847,123.87","13,835,705.29","2,378,588.99","35,234,951.10","36,662,894.21","55,260,325.69","45,370,266.58","34,046,591.11","36,355,106.83"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,"15,000,000.00","25,000,000.00","40,000,000.00","37,112,500.00",,"76,725,000.00",,,,,,,,"10,000,000.00","10,000,000.00"
其他流动资产,,"6,675,103.82","10,029,349.35","20,833,776.22",,"19,713,445.92","261,084,384.36","667,301,495.23","718,779,855.77","589,185,024.44","684,245,806.29","717,640,774.62","537,821,882.38","85,554,484.15","75,974,096.95"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"135,506,534.90","152,626,437.59","370,069,993.09","383,684,347.01",,"367,875,318.07","1,166,755,361.59","1,147,352,518.64","1,262,208,246.02","1,335,975,899.22","1,364,820,467.22","1,521,797,935.58","1,424,357,782.28","1,670,368,673.05","1,632,948,691.88"
流动负债合计,"66,634,426.62","104,752,619.93","179,971,084.26","127,529,065.79",,"163,657,676.34","101,401,704.81","139,666,843.64","292,592,086.74","306,558,493.33","320,769,003.39","471,200,622.06","431,081,711.30","704,129,614.69","850,406,553.28"
可供出售金融资产,,,,,,,,,,,,"11,538,480.00","11,538,480.00","11,538,480.00",
长期借款,"45,193,200.00","100,000,000.00","140,000,000.00","224,787,500.00",,"157,675,000.00",,,,,,"30,000,000.00","30,000,000.00","15,000,000.00","85,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,"40,000,000.00","51,250,738.12","58,322,738.12","52,118,553.58","52,457,127.12","52,485,548.02","52,869,942.33"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"54,995,538.20","248,589,696.60","361,908,323.32","379,248,981.58",,"461,487,517.75","474,078,436.90","495,269,181.35","530,568,475.87","523,571,046.30","517,573,196.36","506,256,347.07","500,132,412.79","488,680,918.93","513,757,685.39"
递延所得税负债,,"397,117.20","562,845.14","510,537.33",,"1,008,594.55","1,008,594.55","875,096.16","875,096.16","1,094,543.03","1,094,543.03","1,382,848.18","1,382,848.18","3,666,212.98","3,264,687.93"
在建工程,"7,807,285.98","50,278,893.12","28,410,788.29","79,505,503.82",,"33,755,364.70","32,450,392.95","69,342,578.88","44,872,606.59","24,485,501.70","39,280,633.78","108,375,968.22","207,967,172.99","278,428,193.92","494,660,039.14"
其他非流动负债,,,,,,,,,,,,,,,
