科目,2009-12-31,2010-12-31,2011-12-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"15,017,465.42","10,539,167.46","11,421,485.31","11,051,249.69","9,098,260.11","9,854,545.96","8,372,258.10","7,078,105.92","8,297,354.05","11,377,882.88","11,247,045.24","9,389,600.55","10,480,392.90","14,767,533.49","10,575,416.42","14,755,606.70","8,594,769.69","10,000,409.22","7,065,797.56","70,715,069.99","29,209,711.59","37,835,214.76","29,277,114.85","29,791,665.90","27,105,769.94","51,072,175.71"
应付职工薪酬,"237,849.97","1,051,721.41","711,737.30","20,283.03","786,628.03","923,656.97","859,164.32","46,324.03","1,200,611.94","1,195,545.61","1,281,907.38","107,742.61","1,210,613.65","1,299,127.95","1,314,402.75","285,658.10","1,238,600.56","1,250,340.85","1,222,267.45","3,878,632.32","3,090,041.32","1,805,163.26","1,898,087.70","728,695.49","3,605,096.17","1,605,348.14"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,068,841.77","752,092.20","1,395,829.17","-2,284,490.53","-2,674,059.06","-5,064,479.55","441,991.33","-4,729,253.01","-2,571,104.13","-3,621,413.05","-5,459,143.14","-9,728,741.61","-2,234,655.96","-3,991,761.45","-2,512,420.00","5,339,244.04","-1,262,286.37","-1,312,143.02","-1,275,920.80","32,126,894.88","20,754,974.98","13,321,471.81","6,832,943.61","13,707,099.91","12,952,578.96","17,806,930.10"
应收利息,,,,,"1,376,736.11",,"498,750.00",,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,"45,000.00","6,168.75","3,177,577.14","4,788,839.55","4,993,347.16","5,133,903.50","232,387.78"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,0.02,0.02,,,,,,,,,,,,,,,,,,
存货,"45,082,285.28","55,103,307.94","67,812,240.57","50,678,738.21","62,590,437.53","71,620,681.76","62,265,650.11","89,764,295.49","104,807,997.51","119,188,290.06","129,006,661.01","149,297,061.84","148,436,285.05","162,447,400.92","170,797,425.48","169,319,953.35","154,987,529.95","166,445,884.17","168,263,422.32","152,369,388.44","159,349,470.58","179,132,998.62","205,734,961.68","197,865,945.57","165,420,157.94","136,508,780.05"
其他应付款,"3,849,437.17","1,545,254.01","520,638.52","2,325,957.73","1,409,576.47","1,407,820.66","908,154.75","1,132,213.88","1,322,758.47","1,404,789.63","1,462,668.06","1,712,047.09","1,016,232.18","41,181,977.55","38,161,551.10","42,604,743.11","47,860,429.63","45,474,485.42","148,468,430.18","540,550,102.16","731,490,890.04","321,183,225.48","246,558,728.70","236,371,975.62","173,619,186.96","219,192,744.16"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,"16,496.66","16,496.66","7,498.70","2,999.72",,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"50,000,000.00","15,000,000.00","40,000,000.00","15,000,000.00","13,000,000.00","13,000,000.00","52,000,000.00","47,000,000.00","39,000,000.00","39,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","20,000,000.00",,,,,,
其他流动资产,,,,,,,,,,,,,"7,808,684.69","7,808,684.69","10,216,615.30","10,509,144.56","11,139,320.53","12,477,821.77","12,001,768.75","6,050,901.11","6,196,801.37","9,035,796.10","6,962,882.80","7,540,124.49","7,996,724.24","5,249,910.02"
其他流动负债,,,,"676,083.84",,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"231,460,936.07","302,101,218.56","294,495,861.89","650,581,778.38","553,700,988.40","488,611,445.13","528,915,028.82","560,889,742.99","578,788,831.39","544,944,989.95","526,516,103.16","468,948,931.29","391,270,618.52","385,012,954.21","361,527,831.29","367,531,401.99","326,724,947.61","327,151,938.34","406,697,068.16","568,002,743.82","623,948,889.20","555,163,911.08","500,182,373.53","544,216,952.59","459,840,562.22","494,398,303.12"
流动负债合计,"134,167,660.44","123,030,369.04","176,438,401.85","91,593,429.57","151,454,485.66","108,379,278.78","112,585,332.20","130,058,446.09","185,403,643.51","190,633,058.42","179,549,806.43","162,297,191.68","188,716,525.73","200,226,874.43","209,978,529.79","230,248,928.37","220,835,826.55","231,182,541.66","339,245,514.74","722,721,173.39","834,873,837.36","662,582,250.29","614,770,024.17","647,440,186.61","590,741,626.06","400,459,135.43"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00"
长期借款,"30,000,000.00","55,000,000.00","40,000,000.00","75,000,000.00","15,000,000.00","15,000,000.00","35,337,341.13","47,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","55,000,000.00",,,,,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","90,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"624,868.88",,,,,,,,,,,,,,,,,,,"795,268.56","458,732.47","458,732.47",,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"16,658,723.05","32,368,154.93","29,668,049.33","25,487,357.67","54,012,153.58","53,657,516.01","51,928,723.62","50,529,631.30","78,602,664.49","77,459,696.23","98,471,335.68","95,976,921.62","306,318,304.77","301,627,545.57","297,128,400.36","292,330,921.56","287,924,994.66","284,592,625.69","302,036,444.60","299,737,072.38","296,458,291.36","292,651,247.50","290,156,736.13","286,966,049.60","285,054,929.27","41,693,553.79"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,"555,884.60","555,884.60","555,884.60","555,884.60","494,641.42","522,319.61"
在建工程,"6,279,941.41","17,330,289.82","132,763,162.24","152,730,972.30","225,926,803.27","238,990,091.61","244,320,396.63","248,482,187.09","277,500,927.76","303,813,862.09","305,888,987.72","311,579,132.30","128,436,900.18","128,304,995.94","156,478,697.96","158,727,600.80","168,654,549.68","172,248,952.54","155,752,209.10","37,415,801.47","36,777,486.39","37,407,002.00","36,637,682.74","37,655,630.78","38,928,623.51","35,025,311.96"
其他非流动负债,"1,146,285.34","1,063,382.70","841,378.14",,"621,791.73","567,499.62","513,207.51","459,240.29","406,249.58","353,671.52","601,093.46","548,515.40",,,,,,,,,,,,,,
工程物资,,"4,939,407.03","973,621.44","973,621.44",,,,,,,"1,325,757.14","4,301,172.03","8,670,933.97","17,123,505.99","8,939,577.93","8,974,715.63","4,481,824.66","4,537,045.66","4,551,662.22","4,130,804.72","4,165,778.69","4,165,778.69","4,165,778.69","4,165,778.69","4,165,778.69","4,165,778.69"
非流动负债合计,"31,146,285.34","56,063,382.70","40,841,378.14","75,000,000.00","15,621,791.73","15,567,499.62","35,850,548.64","47,459,240.29","60,406,249.58","60,353,671.52","60,601,093.46","55,548,515.40","2,695,937.34","2,643,359.28","2,590,781.22","2,541,796.61","2,500,000.00","2,500,000.00","2,500,000.00","2,499,500.00","555,884.60","100,555,884.60","100,760,884.60","100,760,884.60","100,699,641.42","90,727,319.61"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"165,313,945.78","179,093,751.74","217,279,779.99","166,593,429.57","167,076,277.39","123,946,778.40","148,435,880.84","177,517,686.38","245,809,893.09","250,986,729.94","240,150,899.89","217,845,707.08","191,412,463.07","202,870,233.71","212,569,311.01","232,790,724.98","223,335,826.55","233,682,541.66","341,745,514.74","725,220,673.39","835,429,721.96","763,138,134.89","715,530,908.77","748,201,071.21","691,441,267.48","491,186,455.04"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"31,845,000.00","75,390,000.00","75,390,000.00","100,520,000.00","100,520,000.00","100,520,000.00","160,832,000.00","160,832,000.00","160,832,000.00","160,832,000.00","160,832,000.00","241,248,000.00","241,248,000.00","241,248,000.00","241,248,000.00","241,248,000.00","241,248,000.00","241,248,000.00","241,248,000.00","241,248,000.00","241,248,000.00","241,248,000.00","337,747,200.00","337,747,200.00","337,747,200.00","354,367,760.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"4,890,804.49","71,075,745.10","72,954,245.10","430,788,106.10","429,598,706.10","429,598,706.10","399,442,707.01","399,418,433.51","399,442,706.10","399,442,706.10","399,442,706.10","335,109,906.10","335,109,906.10","335,109,906.10","335,109,906.10","335,109,906.10","335,109,906.10","335,109,906.10","335,109,906.10","339,579,900.45","335,109,906.10","335,109,906.10","238,610,706.10","238,610,706.10","242,789,401.14","199,450,800.08"
无形资产,"559,993.32","29,288,512.79","28,809,201.23","28,278,830.06","28,102,039.67","27,925,249.28","27,748,458.89","27,821,893.62","27,638,763.33","41,377,406.85","41,176,276.33","59,474,799.29","59,135,959.25","58,812,119.21","69,485,819.09","69,792,049.10","69,378,487.46","68,933,823.18","68,585,914.16","47,028,231.95","48,016,025.60","47,737,334.10","47,452,899.51","47,203,856.12","46,483,359.22","21,404,010.24"
盈余公积,"7,178,128.93","12,229,652.14","17,945,321.81","17,945,321.81","22,989,931.57","22,989,931.57","22,989,931.57","22,989,931.57","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18","25,714,342.18"
开发支出,,,,,,,,,,,,,,,,,,,,,"282,921.42","373,487.44","554,619.47","554,619.47","549,056.47","549,056.47"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,"403,307,670.16","479,942,595.00","479,942,595.00","479,942,595.00","479,942,595.00","473,406,749.90","471,700,166.14"
未分配利润,"51,926,660.66","54,699,596.48","109,389,984.24","149,573,556.70","149,300,415.25","139,776,089.90","125,258,784.09","131,789,298.47","133,124,466.20","126,353,798.25","143,516,896.17","114,097,188.27","92,894,023.84","78,093,871.32","71,610,165.53","54,729,118.86","27,544,265.72","17,168,175.45","-7,786,347.81","34,584,829.77","52,266,527.04","50,004,529.70","35,438,114.90","40,172,744.21","14,652,372.24","39,784,139.82"
长期待摊费用,"4,717,150.42","4,259,154.46","3,801,158.50","3,457,661.53","3,326,666.66","3,217,167.68","3,116,666.66","3,011,666.66","2,906,666.66","2,814,922.93","2,787,243.42","2,678,668.02","2,570,092.62","2,461,517.22","2,352,941.82","2,244,366.42","2,135,791.02","2,027,215.62","3,195,237.89","3,278,525.68","2,953,626.30","2,806,196.17","2,548,529.71","2,319,888.62","2,527,203.09","2,542,450.98"
少数股东权益,"590,944.83",,,,,,"4,000,000.00","3,999,994.58","6,965,082.91","13,078,357.17","12,949,196.78","15,828,383.52","17,546,004.72","17,511,705.68","17,128,439.18","16,604,778.88","16,329,624.62","16,029,748.50","15,842,591.45","15,166,280.26","17,921,087.12","19,038,204.88","22,846,382.60","28,480,088.93","32,062,179.78","907,608.83"
递延所得税资产,"1,636,948.32","2,445,705.29","3,010,914.96","4,548,138.03","4,998,189.96","5,011,547.49","5,511,540.12","6,407,054.81","7,090,330.54","6,636,749.28","7,080,031.36","7,523,596.29","8,198,143.83","7,881,634.08","8,143,108.78","7,299,391.20","10,685,043.51","10,164,786.29","11,759,143.96","18,533,708.90","16,355,687.76","15,065,281.97","15,383,363.50","16,612,221.57","19,815,913.27","16,125,268.08"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"13,355,051.30","16,345,051.30"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"30,477,625.40","90,631,224.32","199,026,107.70","215,476,581.03","316,365,853.14","328,801,572.07","332,625,785.92","336,252,433.48","393,739,352.78","432,102,637.38","456,729,631.65","481,534,289.55","513,330,334.62","516,211,318.01","542,528,545.94","539,369,044.71","543,260,690.99","542,504,448.98","545,880,611.93","814,227,083.82","885,411,144.99","880,607,655.34","876,842,204.75","875,420,639.85","884,286,664.72","614,550,647.65"
所有者权益(或股东权益)合计,"96,624,615.69","213,638,691.14","276,242,189.60","699,464,929.84","702,990,564.15","693,466,238.80","713,104,933.90","719,624,490.09","726,718,291.08","726,060,897.39","743,094,834.92","732,637,513.76","713,188,490.07","698,354,038.51","691,487,066.22","674,109,721.72","646,649,812.05","635,973,845.66","610,832,165.35","657,009,154.25","673,930,312.23","672,633,431.53","661,493,669.51","671,436,521.23","652,685,959.46","617,762,495.73"
资产总计,"261,938,561.47","392,732,442.88","493,521,969.59","866,058,359.41","870,066,841.54","817,413,017.20","861,540,814.74","897,142,176.47","972,528,184.17","977,047,627.33","983,245,734.81","950,483,220.84","904,600,953.14","901,224,272.22","904,056,377.23","906,900,446.70","869,985,638.60","869,656,387.32","952,577,680.09","1,382,229,827.64","1,509,360,034.19","1,435,771,566.42","1,377,024,578.28","1,419,637,592.44","1,344,127,226.94","1,108,948,950.77"
负债和所有者(或股东权益)合计,"261,938,561.47","392,732,442.88","493,521,969.59","866,058,359.41","870,066,841.54","817,413,017.20","861,540,814.74","897,142,176.47","972,528,184.17","977,047,627.33","983,245,734.81","950,483,220.84","904,600,953.14","901,224,272.22","904,056,377.23","906,900,446.70","869,985,638.60","869,656,387.32","952,577,680.09","1,382,229,827.64","1,509,360,034.19","1,435,771,566.42","1,377,024,578.28","1,419,637,592.44","1,344,127,226.94","1,108,948,950.77"
