科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"74,645,452.50","95,574,746.13","130,925,740.10","79,338,720.51","132,762,488.08","186,886,516.85","53,594,915.73","120,736,073.49","182,468,419.26","246,856,000.55","60,075,351.55","137,488,982.35","222,684,195.95","304,071,714.90","57,371,572.40","139,949,703.81","203,149,569.40","274,812,481.46","36,472,683.50","63,851,111.70","94,359,079.16","139,057,861.14","17,575,825.69","52,671,449.97","93,760,820.49","171,408,408.29","120,140,282.45","183,472,854.68","205,562,039.42","288,389,193.92"
二、营业利润,"21,491,377.00","29,713,968.91","42,360,075.86","22,005,323.88","40,573,836.09","55,604,639.82","12,127,054.03","36,472,263.37","54,086,103.74","73,469,217.17","15,911,328.25","44,573,073.68","68,992,568.59","89,019,421.07","7,879,117.04","20,554,916.26","28,566,857.41","14,201,938.80","-13,565,553.16","-37,515,401.86","-62,270,194.85","-92,638,156.75","-22,323,583.58","-36,058,480.15","-59,326,484.82","-84,917,960.79","13,262,687.60","18,759,894.88","18,966,680.68","36,409,666.17"
减:营业成本,"36,320,960.99","45,390,383.88","54,222,652.95","31,878,957.49","54,129,160.07","78,441,181.18","22,541,026.52","49,872,546.85","76,908,281.58","101,539,825.06","25,692,830.39","56,736,178.51","93,777,314.55","130,303,685.03","27,402,471.43","70,438,405.16","98,457,327.53","140,670,614.11","19,837,012.58","33,058,051.01","51,857,563.36","83,673,447.09","11,371,387.85","28,545,802.63","56,368,863.64","107,188,285.52","75,730,460.92","109,542,081.70","124,542,290.17","168,100,001.40"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"441,043.27","1,059,248.00","1,262,361.40","695,952.35","1,312,350.33","1,900,126.97","504,487.99","1,246,869.40","2,029,003.11","2,841,128.55","758,020.17","1,675,606.09","2,701,346.10","3,756,149.29","579,680.17","1,404,097.91","1,759,377.83","2,388,162.53","223,474.22","417,090.10","571,220.55","938,948.30","241,388.47","406,220.37","551,227.10","1,673,038.57","1,242,030.62","2,751,317.93","3,474,414.29","5,015,074.11"
营业外收入,"1,012.02","132,154.74","6,622,567.89","2,210,300.92","2,904,940.39","14,196,985.04","2,498,589.07","7,971,685.87","14,185,299.35","23,816,983.57","1,350,586.50","6,640,062.88","10,440,946.35","21,490,969.67","1,342,728.54","4,585,542.81","9,715,071.03","16,032,928.94","512,396.66","3,843,851.29","9,265,167.33","11,351,132.68","468,892.08","2,242,712.95","4,200,938.03","9,151,046.74","248,163.64","798,274.68","2,856,018.37","4,102,197.79"
销售费用,"8,152,049.66","10,204,133.03","17,356,199.66","13,431,013.97","19,991,563.44","28,459,079.03","10,199,441.95","21,807,888.79","32,180,707.56","45,897,031.60","9,770,447.96","21,994,096.97","36,206,635.80","49,745,617.96","9,950,924.32","20,573,001.52","33,307,112.64","53,573,311.20","9,849,279.65","26,648,659.37","43,791,562.32","60,259,807.80","9,270,289.37","19,427,161.72","28,734,818.02","43,840,745.12","8,848,678.78","15,317,220.27","22,419,416.21","27,461,589.82"
减:营业外支出,"162,216.31",560.46,"32,254.68",,,0.99,,"142,058.16","142,058.16","143,168.47",,"106,000.00","109,013.83","109,013.83",0.20,0.20,0.20,"33,527.24","3,375.08","31,342.47","32,525.87","124,759.19",36.01,"64,042.38","97,401.07","188,604.67","37,641.29","50,175.29","124,427.76","1,524,233.85"
管理费用,"6,397,279.76","8,456,885.61","14,752,560.67","10,575,362.85","14,957,660.17","20,386,570.08","7,473,967.02","13,043,086.52","18,571,910.77","26,513,331.62","7,457,586.89","14,344,040.34","21,498,628.21","31,157,204.16","11,042,097.87","23,488,560.56","35,599,515.11","56,934,995.47","16,578,368.10","34,701,570.39","51,012,291.39","69,937,104.04","14,535,288.56","32,135,921.31","46,673,649.35","62,207,945.72","13,245,186.52","24,902,201.94","36,748,198.28","48,606,237.04"
其中:非流动资产处置净损失,,,,,,,,"141,856.12",,"141,856.12",,,"3,013.83","3,013.83",,,,"22,925.90","3,375.08","31,342.47","31,683.87","120,657.98",,"64,042.38","97,401.07","119,556.70","37,641.29","38,210.09","38,344.71",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
