科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"367,799,475.75","500,183,201.87","322,232,360.10","625,125,460.28","1,091,067,253.18","736,737,658.65","559,757,197.37","767,842,184.27","3,828,604,025.91","5,895,202,789.18","6,521,732,610.53","7,057,686,488.79","7,532,936,850.38","7,997,032,980.94","8,212,162,113.44","9,930,068,153.93","10,903,957,498.22","10,874,697,313.25","11,034,068,312.64","12,354,784,246.31","11,934,126,693.55","12,089,755,317.57","12,152,861,667.07","12,928,016,156.89","13,646,938,014.47","14,403,928,209.68","14,190,885,957.26","13,472,065,010.81","12,701,997,502.43","15,591,769,454.72","15,121,807,779.54","15,659,312,079.22","15,269,552,930.48","18,013,535,246.69","14,616,065,763.59","15,574,195,241.00","23,140,292,292.59","24,156,338,286.86","26,753,593,211.70","29,894,812,379.14","28,920,741,519.77","30,130,335,036.61","29,840,844,419.67","32,587,901,535.56","29,285,598,667.95","31,258,536,945.03"
短期借款,"2,755,500,000.00","2,794,400,000.00","2,844,700,000.00","3,302,860,800.00","3,486,760,800.00","2,976,300,000.00","2,878,100,000.00","2,984,300,000.00","471,906,497.34","1,336,752,059.76","1,208,803,733.69","930,624,197.45","864,293,777.63","759,705,013.88","881,834,976.70","949,189,633.00","932,894,269.10","901,537,899.80","834,314,718.87","918,331,696.00","786,425,972.87","715,897,865.86","859,653,209.29","859,849,005.98","768,141,369.36","742,594,783.70","938,803,614.63","1,411,394,315.70","1,142,748,615.85","1,105,018,064.73","881,901,393.94","480,171,541.66","558,837,713.94","508,821,912.98","475,311,101.81","1,567,437,436.71","1,860,627,306.90","2,225,502,692.18","2,287,401,227.44","1,519,160,487.10","1,963,343,708.24","2,368,553,061.50","3,575,938,620.58","4,054,916,870.76","5,307,290,495.77","6,490,405,514.78"
交易性金融资产,,,,,,,,,,,"41,180.00","100,185.00","32,860.00",,,,,,,,,,,,,,,,"28,560,000.00","30,070,000.00","24,196,000.00","27,201,000.00","26,544,000.00","11,058,640.00","20,447,920.00",,"7,413,380.83",,"1,510,909.66",,"2,290.00","23,470.00","4,790.00",,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,155,000.00",,,,,,,,"7,486,291.00",,"4,832,228.90",,,,,,,,
应收票据,,,"124,123.60","134,006.00","542,500.00","400,000.00","1,642,019.60","3,011,579.07","228,452,170.73","1,001,846,555.50","1,287,363,782.29","1,721,872,338.20","1,263,168,490.12","1,334,938,356.42","1,453,637,341.98","1,870,159,486.64","1,462,589,872.19","1,681,971,588.50","1,701,872,294.54","1,843,850,476.88","2,025,723,165.95","2,006,634,773.32","1,848,654,910.92","2,071,686,877.92","2,062,297,871.06","2,194,525,497.75","2,055,620,376.11","1,948,506,397.39","1,907,824,427.45","2,800,776,024.78","1,849,627,028.90","2,478,983,487.20","2,357,605,495.43","3,179,053,542.30","3,054,154,575.98","2,902,946,519.23","3,160,601,788.84","4,211,937,831.01","4,540,363,535.88","4,446,155,878.79","4,159,483,954.92","5,969,230,453.08","4,535,488,465.83","4,834,616,842.23","6,191,247,299.38","8,528,788,755.41"
应付票据,"384,608,082.61","518,414,638.61","387,852,420.00","54,663,340.00","58,104,269.60","150,177,765.20","78,327,856.20","132,719,908.80","119,777,531.28","850,715,338.22","1,009,802,014.14","1,201,685,582.30","1,155,863,013.85","1,511,939,052.57","1,342,849,473.51","1,428,406,582.66","1,355,602,092.94","1,450,120,388.63","1,350,958,595.77","1,592,441,341.32","1,342,572,166.24","1,757,850,237.68","1,485,884,926.50","1,520,812,080.11","1,264,560,322.69","1,725,334,319.91","1,723,456,627.68","1,934,297,640.96","1,795,706,509.05","2,386,658,246.53","2,028,615,373.70","2,128,731,221.03","1,824,018,610.11","2,425,576,487.27","2,789,137,528.99","1,998,203,308.24","2,446,590,081.04","4,072,494,217.77","4,402,204,699.48","4,403,415,819.01","4,319,739,741.66","4,708,072,044.40","4,644,043,922.88","4,650,492,275.58","5,136,952,815.78","5,823,899,291.51"
应收账款,"148,153,904.21","140,466,587.46","131,832,507.82","151,923,343.23","282,133,401.04","241,677,177.76","222,012,041.32","206,885,357.04","978,968,298.03","3,924,211,105.12","4,421,477,548.67","4,302,756,915.78","5,877,702,192.43","5,972,621,330.32","6,328,734,808.48","6,477,116,351.29","8,268,126,790.92","8,176,111,521.99","8,724,325,710.88","7,672,332,976.09","9,585,239,513.61","8,905,651,971.21","9,581,129,433.38","9,418,632,687.82","11,501,516,175.57","11,159,978,399.70","12,237,031,992.81","10,733,528,818.86","13,888,142,136.19","12,016,675,750.21","11,570,630,222.59","11,771,574,511.21","13,664,114,663.31","12,324,166,259.86","15,111,063,256.94","18,755,764,619.57","23,905,271,690.34","21,655,345,868.90","22,478,308,758.39","21,087,428,706.19","22,849,008,350.44","22,141,682,857.18","24,109,216,586.94","24,849,087,706.82","27,891,326,416.43","26,956,322,845.89"
应付账款,"305,069,767.36","324,863,559.90","204,317,017.38","203,398,716.92","259,836,358.24","261,703,567.03","249,943,828.12","240,746,996.72","1,268,792,511.86","4,926,331,766.24","5,492,722,307.74","6,590,280,202.91","7,780,815,774.63","7,876,405,123.18","8,533,611,670.33","9,914,119,271.74","10,595,184,387.41","10,376,242,116.48","10,958,119,658.48","11,225,688,881.39","12,196,488,819.74","11,958,217,887.50","12,278,081,292.98","12,693,586,330.50","14,306,356,126.31","14,343,218,851.14","15,228,813,472.73","15,011,074,739.00","16,423,900,879.91","16,889,744,860.94","16,218,012,295.25","17,054,725,007.04","18,453,035,904.91","18,399,148,464.84","20,510,003,915.39","25,451,016,157.12","31,875,258,534.20","30,737,193,283.19","32,420,945,714.84","33,172,381,184.38","34,446,561,034.34","35,040,192,580.62","35,682,917,390.75","40,900,334,453.23","42,758,065,037.12","43,357,443,447.76"
预付款项,"73,882,432.51","82,119,445.80","67,526,213.84","137,077,765.65","176,579,749.63","196,224,348.33","175,896,053.93","145,505,603.38","277,746,761.61","544,870,971.60","426,356,916.26","501,694,714.80","439,575,425.34","432,558,211.65","551,520,080.83","418,528,639.17","515,442,289.57","510,443,318.51","551,800,483.21","493,907,836.59","626,933,968.19","604,410,475.15","637,555,995.90","492,050,220.96","543,465,089.05","695,825,760.76","747,816,637.01","730,300,520.53","654,362,944.90","911,119,628.47","883,254,073.31","812,564,506.53","889,295,277.73","1,028,529,730.89","1,233,216,712.73","906,514,538.75","1,039,055,586.48","1,054,706,252.80","1,375,926,743.19","763,269,048.26","1,091,129,040.09","1,072,926,008.66","1,183,859,911.71","938,772,191.43","1,417,580,030.73","1,424,150,945.69"
预收款项,"38,306,807.03","38,243,259.15","36,999,078.46","167,938,230.15","165,406,786.63","190,942,721.82","257,369,384.17","256,739,326.24","193,798,688.86","250,757,320.66","233,496,195.28","532,866,056.65","547,477,680.39","597,614,189.24","539,819,576.93","604,331,993.56","654,038,593.79","692,952,948.65","853,639,393.43","626,315,692.34","837,009,314.08","701,682,179.98","857,665,606.32","968,471,763.93","941,616,010.31","1,096,111,142.00","1,228,763,518.25","994,084,531.30","922,818,623.35","864,743,194.09","1,178,395,657.32","1,583,269,086.64","1,670,470,314.11","1,446,527,434.05","1,778,221,852.53","803,872,861.44","720,241,810.55","732,978,800.97","731,837,282.68","1,004,691,603.28","1,043,000,911.35","1,082,140,156.41","1,112,772,601.78","1,089,939,937.25","1,031,546,360.37","1,109,017,498.79"
