科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"716,494,411.71","1,035,104,012.52","1,240,632,383.05","413,181,381.32","704,913,902.24","1,119,447,686.10","2,097,988,450.67","451,591,925.57","1,223,094,202.64","1,735,850,888.80","2,177,951,755.01","551,338,199.05","838,531,994.51","1,990,590,500.94","2,215,455,188.98","880,356,524.70","1,617,271,973.95","2,585,800,374.14","3,495,016,796.46","1,037,730,388.40","2,416,542,255.89","3,747,040,482.80","5,046,223,205.89","1,149,495,074.27","1,888,863,129.41","2,471,934,923.31","4,305,647,887.76","1,088,070,320.37","2,513,335,591.87","3,502,821,456.37","5,170,260,282.96","1,913,559,909.64","4,541,806,770.74","14,824,558,173.26","24,029,611,613.66","3,175,012,729.04"
取得子公司及其他营业单位支付的现金净额,"20,000,000.00",,,,,,,,,,"51,943,300.00",,,,,,,"126,874,544.73","139,863,584.64",,,,,,,"191,650,342.59","191,650,342.59",,,,"44,250,000.00",,"88,500,000.00","88,500,000.00","108,630,000.00",
收到的税费返还,"20,785,956.91",,,,,,"945,442.77",,,"91,760.83",,"2,702,484.00","5,268,044.38","9,868,274.65","14,545,465.30","4,039,013.48","9,008,207.40","15,466,772.53","15,659,764.42","5,005,991.82","8,674,312.25","10,543,616.21","10,534,972.23","2,507,986.90","2,971,961.81","4,015,479.97","4,611,412.12","10,475.35","10,317,223.68","12,001,835.70","10,317,223.68",,"181,572.99","602,359.41","3,071,619.42","12,252.74"
支付其他与投资活动有关的现金,,,,,,,,"1,591.00",,,,,,,"1,800,000.00",,,,"10,500,000.00",,"22,600,000.00","98,700,000.00","298,400,000.00","170,000,000.00","202,140,000.00","286,441,184.76","26,400,000.00","232,731,090.75","271,424,417.22","428,270,774.90","46,900,129.17","125,117,530.00","143,499,797.30","150,662,004.89","23,255,835.07","30,793,907.85"
收到其他与经营活动有关的现金,"78,658,078.67","464,364.61","202,308.78","477,366.14","561,043.23","727,801.49","5,225,119.60","6,751,257.34","1,274,710.64","2,779,298.51","1,955,200.00","8,827,931.33","1,535,262.26","5,747,374.10","16,279,360.00","3,867,859.92","74,072,500.02","125,473,375.12","200,128,049.32","5,236,258.95","8,425,187.29","9,330,911.53","41,981,774.12","2,636,257.97","3,846,030.06","4,188,901.66","24,928,828.25","1,465,653.70","5,319,985.28","8,665,057.06","44,885,359.16","1,804,674.33","7,195,431.90","37,880,010.62","461,332,179.71","19,371,031.19"
投资活动现金流出小计,"110,435,695.00","156,121,410.75","57,339,070.32","34,979,223.69","43,777,513.16","63,491,386.25","46,784,627.09","221,780,674.48","268,324,261.27","474,255,245.10","391,657,167.49","243,210,696.09","177,020,492.96","418,506,146.89","570,389,369.58","160,152,708.10","364,541,243.62","481,068,817.41","522,108,412.14","43,842,191.94","1,455,515,240.56","2,070,555,489.52","567,010,588.52","277,529,426.65","598,641,131.83","872,168,742.90","707,555,451.04","332,362,296.42","526,624,010.88","704,481,546.34","536,835,061.12","205,729,909.10","430,146,144.41","356,716,949.45","378,403,533.70","118,997,071.25"
经营活动现金流入小计,"815,938,447.29","1,035,568,377.13","1,240,834,691.83","413,658,747.46","705,474,945.47","1,120,175,487.59","2,104,159,013.04","458,343,182.91","1,224,368,913.28","1,738,721,948.14","2,179,906,955.01","562,868,614.38","845,335,301.15","2,006,206,149.69","2,246,280,014.28","888,263,398.10","1,700,352,681.37","2,726,740,521.79","3,710,804,610.20","1,047,972,639.17","2,433,641,755.43","3,766,915,010.54","5,098,739,952.24","1,154,639,319.14","1,895,681,121.28","2,480,139,304.94","4,335,188,128.13","1,089,546,449.42","2,528,972,800.83","3,523,488,349.13","5,225,462,865.80","1,915,364,583.97","4,549,183,775.63","14,863,040,543.29","24,494,015,412.79","3,194,396,012.97"
投资活动产生的现金流量净额,"-109,824,254.09","-155,061,940.93","-56,849,551.10","-34,480,223.69","-43,692,513.16","-63,406,066.25","-44,649,116.95","-221,611,836.88","-268,155,423.67","-473,729,874.18","-270,313,651.82","-195,146,292.81","-73,260,087.55","-295,774,402.16","-530,860,519.10","-150,086,685.66","-236,327,938.55","-278,405,229.46","-292,823,391.50","-33,293,692.89","-1,397,682,671.95","-1,004,229,618.73","-426,186,956.87","-165,740,784.90","-356,548,229.57","-586,585,292.47","-481,499,520.30","-113,846,808.70","-172,664,736.01","-320,408,802.31","-392,014,791.96","-189,898,086.44","-247,483,555.27","-230,063,887.72","-236,945,954.02","-118,537,448.57"
购买商品、接受劳务支付的现金,"660,331,020.37","749,704,247.42","831,118,906.60","336,238,233.49","583,185,174.47","951,822,345.46","1,481,574,495.62","309,599,711.60","882,237,728.91","1,218,247,199.10","1,738,715,396.64","552,407,460.96","1,126,789,089.55","2,265,975,865.43","2,842,928,998.63","666,570,850.37","1,319,722,223.49","2,155,076,289.05","3,344,429,593.38","1,081,156,353.36","1,965,172,041.18","2,987,515,969.07","4,659,746,768.05","833,084,048.53","1,464,185,602.65","1,855,172,741.26","3,742,379,526.58","901,165,130.33","2,110,713,793.17","2,785,536,858.17","3,814,200,437.42","1,542,830,238.52","3,908,511,808.37","13,839,325,363.31","22,601,251,001.78","2,474,254,353.15"
吸收投资收到的现金,"37,500,000.00",,,,"1,788,326,000.00","1,788,326,000.00","1,788,726,000.00",,,,,,,,,,,,,,,,,,,"204,499,996.70","216,999,996.70",,,,,,,,"19,990,000.00",
