科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"82,693,895.63","65,846,713.32","67,038,093.71","52,655,111.27","67,641,329.65","178,460,269.62","138,937,416.23","116,826,955.81","115,463,641.48","95,320,822.63","83,099,252.68","70,214,558.86","80,606,829.28","149,289,422.00","178,525,874.28"
短期借款,"222,250,000.00","261,652,300.00","342,730,728.00","326,850,000.00","327,050,000.00","84,000,000.00","30,500,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","150,721,368.00","301,988,129.00","482,855,446.00","539,539,597.00"
交易性金融资产,"1,314,640.00",,,"354,347.38",,"1,296,356.75","1,296,356.75",,,,,,,,
交易性金融负债,,,,,,,,,,,,,,"260,634.68","145,545.09"
应收票据,"7,948,284.26","12,999,193.50","21,915,470.02","46,689,939.49","40,178,677.41","42,511,179.17","55,366,982.93","61,503,456.75","67,408,252.15","43,304,301.73","57,467,955.30","47,227,484.60","59,167,536.74","133,175,728.23","108,800,694.83"
应付票据,"42,205,000.00","20,210,400.00","26,252,052.63","46,811,978.40","60,239,609.40","71,399,107.68","72,649,103.78","65,279,480.83","81,641,372.99","74,654,900.22","86,498,612.94","60,627,266.17",,,
应收账款,"159,236,198.59","195,528,421.76","203,595,085.57","235,781,073.42","248,694,308.95","262,169,855.00","275,956,640.56","285,089,463.93","266,504,662.29","273,625,383.32","300,315,205.39","322,513,386.18","363,733,796.89","400,683,605.02","423,707,786.05"
应付账款,"116,809,429.50","145,684,565.75","132,139,908.07","159,012,004.18","156,593,433.74","186,088,204.30","194,760,785.41","190,893,372.49","196,296,083.82","191,726,992.99","188,133,491.99","227,089,753.63",,,
预付款项,"9,509,866.74","4,879,348.98","4,903,099.37","4,513,657.65","16,883,327.33","7,267,334.26","32,888,023.01","16,042,051.01","19,121,809.76","16,035,148.64","43,170,771.75","36,131,723.21","63,206,166.32","10,546,800.64","8,794,584.87"
预收款项,"1,058,604.10","5,710,843.87","1,305,596.84","1,801,416.90","19,931,956.32","1,539,592.18","25,720,971.92","5,334,860.29","5,877,738.81","2,989,667.57","5,231,102.48","1,782,192.53","6,668,333.17","2,076,579.32","3,046,457.28"
其他应收款,"9,888,306.91","15,957,598.25","8,362,226.47","17,378,501.76","13,574,229.81","10,723,131.46","12,871,855.56","11,143,721.33","12,717,962.61","12,873,681.42","10,951,015.49","10,119,177.85","35,006,402.63","23,736,873.93","17,622,399.29"
应付职工薪酬,"21,352,090.17","26,210,139.99","28,100,501.34","20,230,124.08","24,219,336.94","33,358,829.80","28,090,148.03","25,548,900.01","30,463,218.21","33,957,344.01","26,967,336.67","23,027,843.07","33,433,405.49","48,793,430.73","31,217,879.65"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"6,341,649.01","14,915,960.63","8,415,529.06","12,046,260.20","947,390.97","11,227,427.78","9,635,345.21","10,267,227.65","6,627,940.95","12,997,655.14","11,353,634.06","9,819,788.80","9,072,077.34","11,796,516.11","13,525,492.13"
应收利息,,,,,,"24,246.58","24,246.58",,,,,,,,
应付利息,"632,363.90","466,006.42","885,261.36","552,394.50","515,225.85","201,581.22","56,247.89","61,153.73","61,153.73","79,447.92","89,839.58","262,241.02","687,404.25","830,040.30","1,110,745.27"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,"477,638.70","477,638.70","477,638.70","477,638.70","1,712,911.20","1,712,911.20","1,712,911.20","1,712,911.20","742,469.80","3,802,784.96","7,293,167.34","7,293,167.34"
存货,"294,049,023.95","349,081,911.39","360,871,773.69","349,212,521.53","373,505,615.43","401,972,688.83","412,707,899.31","407,881,776.52","441,887,066.31","469,935,406.85","476,335,171.46","502,410,663.40","567,471,442.23","649,098,145.02","645,120,392.57"
其他应付款,"6,777,798.31","10,217,704.88","7,465,248.82","9,647,461.97","12,723,943.03","13,182,119.56","9,740,214.56","9,934,582.26","10,381,021.37","9,944,726.76","9,880,687.01","9,977,622.28","80,669,690.24","179,096,775.86","178,388,874.78"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"84,590,546.40","100,000.00",,,"345,625.00",,,,,,,,,
其他流动资产,"8,452,782.79","7,663,748.83","15,630,753.90","8,994,914.66","2,983,296.37","59,742,634.61","54,728,512.74","34,722,724.40","30,196,228.61","28,110,192.21","21,570,565.49","24,467,225.70","23,173,158.73","15,842,922.34","27,147,622.24"
其他流动负债,,,,,"489,597.76",,"108,302.59",,"203,036.58",,"413,393.07",,,,
流动资产合计,"573,092,998.87","651,956,936.03","682,316,502.73","715,580,067.16","763,460,784.95","964,167,696.28","984,777,933.67","933,210,149.75","953,299,623.21","939,204,936.80","992,909,937.56","1,013,084,219.80","1,192,365,332.82","1,382,373,497.18","1,409,719,354.13"
流动负债合计,"417,426,934.99","569,658,467.94","547,394,826.12","577,429,278.93","603,188,132.71","401,820,126.22","371,738,758.09","369,032,488.46","393,264,477.66","388,063,645.81","410,281,009.00","484,050,545.30","735,476,966.99","1,115,397,338.52","1,141,583,225.01"
可供出售金融资产,"7,067,700.00","7,067,700.00","7,067,700.00","7,067,700.00","7,067,700.00","7,067,700.00","7,067,700.00","7,067,700.00","7,067,700.00","7,067,700.00","7,067,700.00","7,067,700.00","7,067,700.00","28,276,700.00",
长期借款,,,"29,850,000.00",,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,"84,590,546.40",,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,"56,886,209.84",,,,"52,374,746.85",,,,
