科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"232,166,354.37","256,591,499.58","437,506,293.35","120,045,094.82","272,763,545.09","402,629,269.98","549,053,825.88","110,366,762.49","257,238,424.46","395,777,756.66","530,055,555.46","135,967,503.71","318,488,104.26","492,327,087.52","735,417,172.74","177,116,197.10","425,882,340.65","686,612,074.89","1,017,669,298.66","287,726,760.52","693,482,827.43","1,134,534,399.73","1,592,318,301.09","440,431,108.93","994,045,210.72","1,571,394,636.15","2,258,109,363.72","692,107,926.58","1,625,623,629.14","2,579,777,335.24","3,699,261,187.21","873,731,423.66","1,924,770,386.92"
二、营业利润,"25,225,267.31","31,945,238.47","73,387,009.35","20,956,472.28","47,616,481.56","66,197,979.94","87,197,959.98","14,255,104.72","38,147,346.51","54,475,244.93","55,256,698.23","6,729,497.51","24,834,092.57","37,638,160.38","64,764,897.04","10,173,832.93","30,143,524.43","55,986,192.43","95,132,436.35","36,551,427.30","73,181,114.90","128,498,269.46","184,054,157.31","77,378,392.25","147,474,835.12","210,570,593.20","125,022,775.99","62,764,301.56","140,862,632.06","231,424,339.29","352,663,879.47","77,364,597.77","200,150,033.26"
减:营业成本,"169,186,248.75","170,710,624.59","281,722,845.42","74,164,287.01","177,579,920.37","266,229,397.30","364,590,701.16","73,974,123.77","171,222,729.73","265,888,924.38","364,446,269.50","102,489,919.76","239,460,488.08","371,791,013.51","552,935,347.21","132,357,046.55","324,007,726.73","523,327,665.35","764,118,917.16","204,905,461.64","507,887,245.50","837,555,627.20","1,178,267,170.65","320,356,256.50","732,063,979.49","1,183,153,456.13","1,723,092,297.22","552,619,663.11","1,296,223,725.95","2,047,070,219.04","2,943,949,135.59","682,164,952.41","1,485,972,424.65"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"453,034.97","1,065,357.28","1,049,052.02","507,081.49","1,026,375.87","1,132,769.36","2,406,692.94","514,362.96","925,940.47","1,724,597.37","3,247,823.23","930,601.80","1,994,610.99","2,837,624.83","4,515,207.14","1,168,218.86","2,353,306.07","3,349,613.49","5,034,925.85","1,396,991.38","3,644,755.33","5,539,650.49","8,558,950.20","2,469,636.99","4,781,462.79","7,799,304.30","16,996,768.46","3,873,115.97","8,926,242.20","14,413,020.15","23,353,940.10","4,004,291.23","8,104,030.55"
营业外收入,"628,172.40","1,266,691.98","1,901,707.73","490,538.03","2,233,619.39","2,814,060.39","3,300,038.13","1,209,037.35","1,356,345.82","2,636,828.03","4,687,881.47","3,840,349.49","4,022,965.56","11,007,900.28","11,553,280.79","5,302,153.50","7,648,896.73","10,049,344.92","16,663,404.02","2,437,638.96","5,170,764.43","9,513,603.83","13,860,671.04","2,707,072.38","23,233,587.55","30,509,097.79","36,326,117.15","33,214,461.74","66,206,332.86","79,221,683.77","57,876,757.52","31,993,239.29","74,329,014.55"
销售费用,"16,798,910.52","24,625,562.17","37,738,784.85","11,167,882.34","20,919,805.12","31,316,101.41","43,149,382.04","9,307,689.01","22,002,000.00","32,893,082.57","46,964,152.96","9,282,966.78","20,340,199.04","30,852,797.45","42,538,496.66","11,859,054.85","26,910,073.99","40,444,454.92","57,144,932.65","16,012,836.54","38,004,282.77","56,584,039.72","76,530,034.32","18,672,437.33","46,340,024.68","64,641,869.33","87,325,788.19","17,638,324.71","42,706,939.21","63,629,670.79","96,016,817.04","25,845,434.78","57,014,752.39"
减:营业外支出,"935,933.64","74,981.50","156,983.29","200,000.00","527,108.12","600,158.89","729,006.36","10,895.96","24,328.29","40,533.15","342,960.50","20,634.51","534,200.44","565,534.30","440,068.68","1,580.56","108,330.20","354,834.41","572,690.89","207,600.24","425,723.11","746,919.19","1,112,748.19","20,200.24","293,075.13","1,015,074.95","633,719.76","325,665.25","476,931.51","1,294,102.51","2,764,379.82","243,751.88","513,011.59"
管理费用,"19,320,224.29","25,990,443.89","40,139,880.92","12,571,188.81","23,985,930.32","35,919,984.38","51,686,081.19","12,591,843.28","28,903,618.65","45,336,309.01","65,868,986.21","15,898,405.83","33,672,872.53","50,882,606.92","69,165,623.97","16,355,853.24","38,153,389.42","63,158,282.77","91,070,503.41","27,560,453.90","65,182,818.03","100,736,551.57","137,216,826.33","31,396,877.28","76,381,754.47","122,744,280.16","198,916,164.57","51,139,846.94","123,713,043.25","198,611,464.17","296,693,689.56","63,270,703.69","149,691,062.15"
其中:非流动资产处置净损失,"519,253.01","52,173.57","1,432.50",,"65,108.12","65,108.12","84,676.36",,"11,328.29","13,191.55","286,960.23",,"64,049.42","93,371.46","144,508.38",,"106,866.60","212,234.67","361,756.25",,"387,839.04","623,444.62","677,940.76",,"1,557.61","149,180.14","320,233.27",,"240,382.81","979,351.21",,,
