科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
流动资产合计,"425,380,717.73","538,343,350.60","697,188,780.59","672,392,135.55","1,282,333,410.91","1,359,377,837.61","1,450,200,831.37","1,354,745,077.85","1,360,099,592.08","1,352,538,233.06","1,583,646,217.76","1,586,313,630.61","1,597,045,969.21","1,583,893,846.82","1,653,643,086.35","1,616,091,272.55"
流动负债合计,"154,098,109.47","182,881,489.18","255,007,143.58","219,500,497.03","267,234,010.78","320,755,547.43","416,611,779.20","317,312,085.22","316,264,453.10","282,328,503.83","468,416,011.83","455,286,614.63","553,787,298.79","506,655,125.38","519,935,871.08","486,280,952.62"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,"31,537,704.63","38,860,294.11","38,037,968.03","36,576,760.05","36,900,671.88","35,500,649.87","34,651,643.59","32,767,370.34","8,129,017.51","8,129,017.51"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"67,416,672.01","65,481,819.49","63,511,322.24","62,925,861.55","62,361,848.06","62,018,079.49","91,004,003.94","91,813,787.25","91,381,586.27","92,221,698.43","108,586,537.46","107,199,442.35","118,982,155.89","117,238,710.93","123,889,565.33","121,781,353.72"
递延所得税负债,,,,,,,,,,,,,,,"2,030,077.45","1,942,719.54"
在建工程,,,,,,"1,168,000.00","1,582,590.19","2,263,150.03","4,046,651.45","5,870,997.17",,,,"3,819.85",,"941,909.91"
其他非流动负债,"4,344,263.04","4,174,194.72","3,571,793.08",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"4,344,263.04","4,174,194.72","3,571,793.08","3,537,776.00","3,503,758.92","3,469,741.84","4,035,724.77","3,951,707.69","3,967,690.61","3,933,673.53","3,839,656.46","3,790,639.38","3,741,622.30","3,692,605.22","5,673,665.60","5,537,290.61"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"158,442,372.51","187,055,683.90","258,578,936.66","223,038,273.03","270,737,769.70","324,225,289.27","420,647,503.97","321,263,792.91","320,232,143.71","286,262,177.36","472,255,668.29","459,077,254.01","557,528,921.09","510,347,730.60","525,609,536.68","491,818,243.23"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"84,000,000.00","84,000,000.00","84,000,000.00","84,000,000.00","112,000,000.00","112,000,000.00","112,000,000.00","112,000,000.00","224,000,000.00","224,000,000.00","224,000,000.00","228,010,000.00","456,020,000.00","455,990,000.00","455,990,000.00","455,990,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"122,191,621.35","122,191,621.35","122,191,621.35","122,191,621.35","652,473,237.48","652,473,237.48","652,205,904.48","652,205,904.48","540,205,904.48","540,205,904.48","540,205,904.48","596,652,656.03","285,363,671.95","286,334,139.78","285,213,257.87","287,474,888.54"
无形资产,"20,843,291.96","18,558,559.06","15,995,361.31","15,329,676.28","14,663,991.25","14,190,417.32","13,540,163.31","12,961,660.05","12,361,763.43","11,762,950.57","11,620,375.66","11,006,107.21","12,417,235.77","11,944,334.16","20,318,041.45","19,289,225.68"
盈余公积,"15,758,852.40","25,162,043.55","36,055,971.39","36,055,971.39","36,055,971.39","36,055,971.39","48,911,294.53","48,911,294.53","48,911,294.53","48,911,294.53","62,483,467.37","62,483,467.37","62,483,467.37","62,483,467.37","73,172,476.02","73,172,476.02"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"59,548,500.00","59,548,500.00","59,078,250.00","59,078,250.00","59,078,250.00"
商誉,,,,,,,"3,353,871.97","3,353,871.97","3,354,688.59","3,354,688.59","3,353,871.97","3,353,871.97","14,226,960.94","14,226,960.94","3,353,871.97","3,353,871.97"
未分配利润,"136,829,671.57","209,458,391.96","282,278,340.49","290,938,086.38","294,050,680.27","318,403,258.40","368,660,851.04","379,014,954.54","387,034,051.49","414,901,094.66","460,565,101.49","472,102,350.94","480,805,182.36","509,887,901.19","527,641,088.39","532,023,962.72"
长期待摊费用,,,,,,,,,,,,,,"106,393.26",,
少数股东权益,,,,,,,"-1,166,180.19","-1,159,490.18","-1,156,474.76","-1,003,921.63","-1,893,659.84","-1,612,804.69","9,544,216.37","9,032,989.02","15,285,264.81","2,897,278.87"
递延所得税资产,"3,581,836.13","5,484,011.61","6,409,405.75","5,576,278.77","5,958,408.62","6,403,422.12","10,040,208.42","8,238,615.02","9,944,669.60","10,951,221.53","13,508,807.06","13,790,721.65","14,872,993.74","14,816,541.66","14,499,791.16","14,711,948.04"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"91,841,800.10","89,524,390.16","85,916,089.30","83,831,816.60","82,984,247.93","83,779,918.93","151,058,542.46","157,491,378.43","159,127,327.37","160,738,316.34","173,970,264.03","170,850,793.05","195,150,989.93","191,104,131.14","170,190,287.42","168,207,326.83"
所有者权益(或股东权益)合计,"358,780,145.32","440,812,056.86","524,525,933.23","533,185,679.12","1,094,579,889.14","1,118,932,467.27","1,180,611,869.86","1,190,972,663.37","1,198,994,775.74","1,227,014,372.04","1,285,360,813.50","1,298,087,169.65","1,234,668,038.05","1,264,650,247.36","1,298,223,837.09","1,292,480,356.15"
资产总计,"517,222,517.83","627,867,740.76","783,104,869.89","756,223,952.15","1,365,317,658.84","1,443,157,756.54","1,601,259,373.83","1,512,236,456.28","1,519,226,919.45","1,513,276,549.40","1,757,616,481.79","1,757,164,423.66","1,792,196,959.14","1,774,997,977.96","1,823,833,373.77","1,784,298,599.38"
负债和所有者(或股东权益)合计,"517,222,517.83","627,867,740.76","783,104,869.89","756,223,952.15","1,365,317,658.84","1,443,157,756.54","1,601,259,373.83","1,512,236,456.28","1,519,226,919.45","1,513,276,549.40","1,757,616,481.79","1,757,164,423.66","1,792,196,959.14","1,774,997,977.96","1,823,833,373.77","1,784,298,599.38"
