科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"122,346,336.42","128,163,591.42","179,508,726.80","121,894,762.76","666,188,023.86","663,602,677.33","662,676,047.71","261,169,580.26","356,924,115.10","216,656,999.97","767,326,173.26","606,613,850.66","784,709,142.46","818,034,047.96","814,589,687.26","293,810,798.03"
短期借款,,"25,000,000.00",,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"2,256,133.50","11,872,176.27","16,850,000.00","21,998,147.00","42,798,147.00","19,000,000.00","40,190,000.00","13,447,885.00","33,480,000.00","25,100,000.00","22,480,930.00","28,517,500.00","63,439,110.36","32,047,123.40","35,371,593.40","43,085,497.80"
应付票据,"36,360,001.29","55,441,639.36","46,427,334.01","28,621,166.57","28,973,546.90","77,117,189.36","109,550,015.64","81,936,890.96","60,592,245.15","39,936,883.67","70,146,743.56","76,169,784.50","68,802,073.72","54,761,007.46","39,950,330.74","37,261,920.84"
应收账款,"268,718,762.65","363,965,844.58","338,204,887.27","322,703,351.90","335,643,436.70","369,510,342.02","375,600,051.05","316,213,091.53","371,557,869.56","422,030,135.78","562,026,448.43","528,803,336.03","488,897,791.01","486,618,055.79","564,095,603.58","561,451,838.48"
应付账款,"83,711,675.28","65,048,226.83","112,662,494.33","124,546,084.04","162,666,501.29","177,389,135.36","197,566,955.03","163,688,146.45","161,476,907.98","169,090,507.61","243,249,731.57","219,589,541.60","226,889,913.06","203,064,194.48","207,820,904.58","207,434,537.53"
预付款项,"1,809,132.96","2,673,729.65","7,742,376.44","36,092,831.00","5,926,165.80","23,921,369.06","9,618,970.31","7,794,458.46","6,970,682.52","17,978,394.91","5,211,625.07","8,614,814.16","9,608,504.96","18,861,160.99","20,618,894.09","26,231,460.37"
预收款项,"7,481,013.30","9,946,722.01","43,002,322.64","60,041,397.81","71,294,326.72","57,146,493.77","71,056,745.78","58,744,328.41","72,645,857.90","54,066,183.34","87,125,599.20","83,903,740.14","76,642,605.19","63,522,943.02","53,069,420.42","55,039,670.95"
其他应收款,"4,528,088.87","7,065,846.89","13,819,414.01","18,657,150.31","16,057,744.73","18,349,331.60","16,028,504.62","18,515,463.34","18,809,279.47","23,217,297.05","20,610,216.57","21,096,235.04","19,750,911.39","19,318,104.48","36,395,152.15","24,527,905.74"
应付职工薪酬,"9,142,923.12","11,076,095.92","9,974,183.29","2,653,463.56","2,146,826.55","2,248,693.40","16,991,540.00","6,637,542.94","8,695,704.22","11,127,253.33","24,130,748.96","9,631,444.92","6,762,145.26","3,366,565.39","16,997,364.00","3,066,903.64"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"17,122,528.77","13,695,488.89","42,512,859.76","3,338,804.36","313,826.39","6,604,308.64","20,748,304.69","5,896,720.96","12,319,488.88","7,738,885.36","42,924,912.16","6,186,852.92","5,738,497.91","11,011,788.48","32,608,152.61","4,996,997.99"
应收利息,,,"133,958.33","390,081.67","385,144.44",,"655,602.74","1,499,772.34","1,172,961.14","1,388,496.63",,"1,778,229.60","719,931.92","2,791,427.55","3,372,454.34","2,801,699.50"
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"25,722,263.33","24,602,161.79","140,929,417.74","150,655,810.91","215,334,748.38","254,870,020.99","265,431,654.94","264,104,826.92","249,184,684.29","236,166,908.72","205,990,824.43","214,889,665.12","219,359,428.15","192,825,649.12","171,199,701.53","184,811,426.34"
其他应付款,"109,899.40","148,247.86","275,547.91","155,679.05","1,702,914.62","113,658.59","362,149.75","72,387.19","298,180.66","181,666.37","642,208.07","59,609,014.01","168,755,970.66","170,732,558.24","169,293,630.42","178,284,853.36"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,,,,,,"10,124,096.61","80,000,000.00","472,000,000.00","322,000,000.00","410,000,000.00",,"176,000,000.00","10,561,148.96","13,398,277.53","8,000,000.00","479,370,646.29"
其他流动负债,"170,068.31","2,525,068.31","152,401.64","143,901.64","136,068.31","136,068.31","336,068.31","336,068.31","236,068.31","187,124.15","196,068.31","196,236.54","196,092.99","196,068.31","196,068.31","196,068.31"
