科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"1,069,927,290.91","500,953,526.15","409,870,322.22","801,867,394.53","425,951,509.91","386,883,117.56","274,565,407.63","281,161,524.23","792,544,394.60","465,796,575.13","314,328,580.38","328,197,953.24","272,238,733.07","386,204,182.95","310,049,373.23","500,755,692.54","306,566,476.19","236,542,240.54","166,405,037.09","294,423,667.33","249,933,288.17","162,011,529.57","250,196,862.69","384,640,815.25","210,139,490.91","98,437,552.16","136,627,123.33","138,469,629.92","177,127,569.26","119,147,214.00","175,128,062.08","231,325,586.10","154,966,445.88","268,361,525.59","319,865,766.26","258,196,249.19","336,448,501.52","313,575,348.63","214,838,278.83","399,877,270.35","348,928,815.51","228,708,787.42","946,328,561.49"
短期借款,"323,000,000.00",,"50,000,000.00","428,900,000.00","639,900,000.00","689,900,000.00","799,050,000.00","926,350,000.00","385,000,000.00","385,000,000.00","325,000,000.00","375,000,000.00","317,000,000.00","370,000,000.00","222,000,000.00","304,432,928.00","230,000,000.00","290,000,000.00","333,000,000.00","496,688,950.00","408,000,000.00","586,000,000.00","556,000,000.00","301,000,000.00","183,000,000.00","234,000,000.00","258,000,000.00","825,000,000.00","867,500,000.00","891,000,000.00","856,400,000.00","704,025,746.00","689,000,000.00","642,000,000.00","745,193,200.00","723,000,000.00","736,000,000.00","654,000,000.00","344,000,000.00","418,000,000.00","389,000,000.00","452,000,000.00","770,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"20,965,517.73","48,498,861.54","37,514,979.93","49,095,360.96","86,010,138.60","57,569,266.19","75,185,728.21","62,386,000.61","80,671,103.95","133,859,260.85","138,005,645.05","179,664,495.95","145,551,571.39","181,540,242.14","230,177,808.05","383,944,776.95","265,153,656.88","235,712,166.24","276,000,673.98","344,933,469.90","258,953,038.56","273,084,990.17","215,896,921.53","240,460,678.25","184,926,994.76","215,428,869.77","178,913,236.88","231,769,202.20","132,380,752.85","162,339,657.74","178,903,068.24","229,242,321.84","209,131,385.91","168,843,559.60","173,620,063.38","223,271,165.31","194,861,313.66","209,075,311.45","175,800,340.32","231,154,417.49","236,043,183.51","176,353,750.63","156,911,735.72"
应付票据,"48,500,000.00","31,628,759.41","12,322,127.97","6,998,762.70","124,063,570.27","172,283,020.87","95,903,263.67","130,855,373.09","153,178,813.88","119,930,536.55","88,689,025.40","26,073,914.34","46,442,171.91","92,838,026.69","116,846,700.22","112,207,049.42","93,811,760.22","94,388,342.49","122,103,674.64","144,865,452.46","112,222,578.31","108,848,621.16","119,881,962.16","124,832,584.98","98,768,284.98","62,266,977.92","64,634,388.92","85,471,888.50","100,325,889.52","119,929,609.62","189,452,599.60","133,973,121.43","145,771,441.43","187,191,358.92","194,491,152.35","159,691,742.77","158,526,637.33","179,328,437.97","146,030,146.14","168,344,618.14","189,126,265.19","113,714,525.88","134,600,271.20"
应收账款,"189,019,355.20","202,993,005.22","299,904,693.17","565,134,624.59","580,780,555.78","614,128,932.30","580,149,855.79","562,111,822.00","570,398,155.36","619,248,023.61","663,341,062.04","747,363,829.69","826,517,607.01","821,878,725.43","907,462,294.44","891,242,699.43","1,093,810,816.99","1,098,081,505.11","1,103,060,549.20","1,091,111,371.33","1,114,778,729.92","1,129,200,241.29","1,098,999,036.63","1,069,152,267.17","1,132,531,503.14","1,158,006,012.49","1,179,516,290.20","1,038,495,884.01","1,146,171,643.78","1,202,568,605.03","1,235,948,771.75","1,058,873,360.23","1,178,756,529.84","1,161,433,171.57","1,150,377,282.99","963,492,996.03","1,052,603,537.87","1,069,778,955.70","1,104,963,912.81","1,013,758,281.76","1,002,898,198.17","1,012,042,415.11","1,018,387,597.91"
应付账款,"136,042,747.49","91,480,965.75","109,932,010.36","519,237,572.05","455,191,869.85","404,204,243.68","585,986,722.47","725,910,776.56","751,112,699.28","656,278,115.43","638,372,009.67","592,380,503.42","601,945,101.84","565,595,240.54","560,882,234.53","530,107,821.86","598,362,871.09","712,157,230.35","692,947,438.80","688,646,835.50","700,195,177.97","666,955,401.36","602,808,929.40","524,375,130.25","552,311,023.47","536,870,496.28","543,132,408.56","561,022,159.49","577,899,416.59","584,413,426.96","610,889,703.55","570,704,461.10","560,997,731.21","556,263,654.04","568,666,710.62","603,897,519.19","573,919,142.10","533,074,269.28","551,451,123.70","537,676,599.52","547,187,210.06","564,964,805.11","656,250,912.76"
预付款项,"34,463,413.70","40,526,292.13","52,992,170.08","103,370,897.37","190,371,206.52","288,581,761.66","476,769,381.70","183,377,595.96","129,480,318.37","139,089,664.02","153,478,443.88","100,660,340.99","101,802,505.14","78,015,163.45","91,315,802.31","118,891,604.39","101,547,456.83","129,213,383.07","88,617,137.03","119,555,299.70","88,920,065.66","83,690,368.75","77,775,775.85","48,870,089.97","12,693,524.61","20,356,387.85","50,073,635.56","39,728,789.15","43,371,601.61","43,636,256.56","72,732,126.60","23,771,342.69","23,035,316.41","52,697,605.09","40,703,981.71","15,587,619.07","31,961,634.29","26,713,112.10","27,951,126.08","22,854,226.69","27,625,504.62","11,377,653.51","86,600,017.32"
预收款项,"358,624.55","240,000.00","240,000.00","772,384,945.06","900,008,949.71","975,373,334.61","992,914,108.62","903,753,713.40","818,903,490.14","670,164,459.40","612,305,748.86","505,433,939.25","476,722,336.06","452,378,590.40","429,519,882.63","370,908,651.08","371,605,376.42","377,183,614.07","360,707,714.72","370,133,745.30","298,979,116.68","276,207,586.74","265,936,694.51","269,220,395.90","267,770,552.08","258,905,156.58","266,828,839.72","251,893,499.66","233,105,919.25","251,758,972.43","251,818,413.49","228,876,084.35","204,676,448.29","221,371,382.32","177,770,490.35","183,301,451.30","178,033,166.26","169,893,633.87","177,281,041.57","191,660,377.78","228,152,242.18","223,271,504.06","238,918,843.82"
